Date,RGR_Open_average,RGR_Open_max,RGR_Open_min,RGR_Open_volatility,RGR_Open_change,RGR_High_average,RGR_High_max,RGR_High_min,RGR_High_volatility,RGR_High_change,RGR_Low_average,RGR_Low_max,RGR_Low_min,RGR_Low_volatility,RGR_Low_change,RGR_Close_average,RGR_Close_max,RGR_Close_min,RGR_Close_volatility,RGR_Close_change,RGR_Volume_average,RGR_Volume_max,RGR_Volume_min,RGR_Volume_volatility,RGR_Volume_change
2018-01-14,53.45,54.25,52.55,1.7000000000000028,-0.5499999999999972,54.07,54.85,52.85,2.0,-0.3999999999999986,52.68,53.8,51.9,1.8999999999999986,-1.0499999999999972,53.48,54.1,52.65,1.4500000000000028,0.20000000000000284,150828,188790,111545,77245,-42186
2018-01-21,54.57,55.15,54.0,1.1499999999999986,0.45000000000000284,55.05,55.65,54.45,1.1999999999999957,-0.04999999999999716,53.796,54.55,52.4,2.1499999999999986,-1.009999999999998,54.410000000000004,55.0,52.95,2.049999999999997,-1.4499999999999957,250714,431139,99239,331900,243870
2018-01-28,51.95,53.1,50.35,2.75,-2.1000000000000014,52.394,53.9,50.5,3.3999999999999986,-2.450000000000003,50.86,52.2,48.55,3.6500000000000057,-3.5,51.3,52.95,48.85,4.100000000000001,-3.9499999999999957,291383,604980,136414,468566,468566
2018-02-04,49.6,50.55,48.05,2.5,1.5500000000000043,50.67,51.6,49.6,2.0,-0.5499999999999972,48.52,50.05,47.4,2.6499999999999986,-0.5500000000000043,49.58,50.5,48.3,2.200000000000003,-1.0500000000000043,294425,379193,203789,175404,41380
2018-02-11,49.6,51.25,48.35,2.8999999999999986,1.6999999999999957,50.3625,51.5,48.95,2.549999999999997,1.7999999999999972,48.6,49.65,47.1,2.549999999999997,2.549999999999997,49.7875,50.3,48.75,1.5499999999999972,1.5499999999999972,241889,357063,179736,177327,-4793
2018-02-18,48.95,50.6,47.0,3.6000000000000014,-0.9500000000000028,49.87,50.6,48.95,1.6499999999999986,-0.9500000000000028,47.584,48.5,47.0,1.5,0.3299999999999983,48.67,49.9,47.3,2.6000000000000014,0.44999999999999574,472275,587862,311698,276164,173462
2018-02-25,45.96,49.0,43.15,5.850000000000001,-1.7999999999999972,47.82,49.75,46.0,3.75,0.7000000000000028,44.522,46.76,43.0,3.759999999999998,0.6599999999999966,46.26,49.35,43.05,6.300000000000004,3.25,672934,921519,410377,511142,-435223
2018-03-04,50.44,51.4,49.25,2.1499999999999986,1.2999999999999972,51.28,51.5,50.65,0.8500000000000014,0.75,49.69,50.15,48.55,1.6000000000000014,1.4500000000000028,50.660000000000004,51.1,50.45,0.6499999999999986,-0.09999999999999432,235613,278485,184109,94376,-59610
2018-03-11,50.14,50.5,49.2,1.2999999999999972,-0.14999999999999858,50.87,51.1,50.3,0.8000000000000043,0.0,49.682,50.3,49.01,1.2899999999999991,-0.19999999999999574,50.25,50.95,49.3,1.6500000000000057,0.5,248765,434308,166145,268163,92750
2018-03-18,50.17,50.95,49.85,1.1000000000000014,-1.0,50.794,51.22,50.15,1.0700000000000003,-1.0700000000000003,49.32,49.8,48.25,1.5499999999999972,-1.3500000000000014,49.730000000000004,50.45,49.2,1.25,-0.7999999999999972,217770,288221,147425,140796,2679
2018-03-25,50.375,52.55,49.15,3.3999999999999986,3.3999999999999986,52.05,54.0,50.15,3.8500000000000014,3.8500000000000014,50.1375,52.45,48.55,3.9000000000000057,3.9000000000000057,51.3875,53.65,49.2,4.449999999999996,4.449999999999996,293635,440265,209152,231113,99196
2018-04-01,55.09,56.0,54.0,2.0,1.25,56.05,56.7,55.5,1.2000000000000028,-0.3999999999999986,54.16,55.15,53.05,2.1000000000000014,1.0,55.199999999999996,56.3,54.15,2.1499999999999986,-1.2000000000000028,249295,421649,177455,244194,-244194
2018-04-08,54.72,55.3,54.0,1.2999999999999972,0.5499999999999972,55.19,55.75,54.7,1.0499999999999972,0.5499999999999972,54.18,54.75,53.75,1.0,0.5,54.660000000000004,55.1,54.2,0.8999999999999986,0.6499999999999986,148980,189803,119700,70103,31670
2018-04-15,56.02,56.55,55.2,1.3499999999999943,1.1499999999999986,56.686,57.25,56.23,1.0200000000000031,1.0200000000000031,55.44,55.85,55.15,0.7000000000000028,0.14999999999999858,56.12,56.65,55.45,1.1999999999999957,1.1999999999999957,218499,370439,140463,229976,-42684
