Date,Vanguard FTSE Pacific_Open_average,Vanguard FTSE Pacific_Open_max,Vanguard FTSE Pacific_Open_min,Vanguard FTSE Pacific_Open_volatility,Vanguard FTSE Pacific_Open_change,Vanguard FTSE Pacific_High_average,Vanguard FTSE Pacific_High_max,Vanguard FTSE Pacific_High_min,Vanguard FTSE Pacific_High_volatility,Vanguard FTSE Pacific_High_change,Vanguard FTSE Pacific_Low_average,Vanguard FTSE Pacific_Low_max,Vanguard FTSE Pacific_Low_min,Vanguard FTSE Pacific_Low_volatility,Vanguard FTSE Pacific_Low_change,Vanguard FTSE Pacific_Close_average,Vanguard FTSE Pacific_Close_max,Vanguard FTSE Pacific_Close_min,Vanguard FTSE Pacific_Close_volatility,Vanguard FTSE Pacific_Close_change
2018-04-08,72.98,72.98,72.98,0.0,0.0,73.1,73.1,73.1,0.0,0.0,72.86,72.86,72.86,0.0,0.0,73.0,73.0,73.0,0.0,0.0
2018-04-15,73.06,73.06,73.06,0.0,0.0,73.06,73.06,73.06,0.0,0.0,72.63,72.63,72.63,0.0,0.0,72.83,72.83,72.83,0.0,0.0
2018-04-22,73.58,73.58,73.58,0.0,0.0,73.71,73.71,73.71,0.0,0.0,73.2,73.2,73.2,0.0,0.0,73.2,73.2,73.2,0.0,0.0
2018-04-29,73.2,73.2,73.2,0.0,0.0,73.37,73.37,73.37,0.0,0.0,73.12,73.12,73.12,0.0,0.0,73.29,73.29,73.29,0.0,0.0
2018-05-06,74.43,74.43,74.43,0.0,0.0,74.5,74.5,74.5,0.0,0.0,74.25,74.25,74.25,0.0,0.0,74.31,74.31,74.31,0.0,0.0
2018-05-13,73.7,73.7,73.7,0.0,0.0,73.82,73.82,73.82,0.0,0.0,73.67,73.67,73.67,0.0,0.0,73.82,73.82,73.82,0.0,0.0
2018-05-20,72.97,72.97,72.97,0.0,0.0,73.15,73.15,73.15,0.0,0.0,72.87,72.87,72.87,0.0,0.0,72.95,72.95,72.95,0.0,0.0
2018-05-27,73.57,73.57,73.57,0.0,0.0,73.66,73.66,73.66,0.0,0.0,73.39,73.39,73.39,0.0,0.0,73.46,73.46,73.46,0.0,0.0
2018-06-03,73.85,73.85,73.85,0.0,0.0,74.06,74.06,74.06,0.0,0.0,73.8,73.8,73.8,0.0,0.0,73.96,73.96,73.96,0.0,0.0
2018-06-10,71.95,71.95,71.95,0.0,0.0,72.01,72.01,72.01,0.0,0.0,71.67,71.67,71.67,0.0,0.0,71.97,71.97,71.97,0.0,0.0
2018-06-17,70.3,70.3,70.3,0.0,0.0,70.41,70.41,70.41,0.0,0.0,69.72,69.72,69.72,0.0,0.0,69.95,69.95,69.95,0.0,0.0
2018-06-24,68.59,68.59,68.59,0.0,0.0,68.82,68.82,68.82,0.0,0.0,68.42,68.42,68.42,0.0,0.0,68.76,68.76,68.76,0.0,0.0
2018-07-01,70.05,70.05,70.05,0.0,0.0,70.18,70.18,70.18,0.0,0.0,69.88,69.88,69.88,0.0,0.0,70.17,70.17,70.17,0.0,0.0
2018-07-08,69.53,69.53,69.53,0.0,0.0,69.59,69.59,69.59,0.0,0.0,69.38,69.38,69.38,0.0,0.0,69.45,69.45,69.45,0.0,0.0
2018-07-15,69.96,69.96,69.96,0.0,0.0,69.98,69.98,69.98,0.0,0.0,69.79,69.79,69.79,0.0,0.0,69.94,69.94,69.94,0.0,0.0
2018-07-22,71.08,71.08,71.08,0.0,0.0,71.13,71.13,71.13,0.0,0.0,70.73,70.73,70.73,0.0,0.0,70.77,70.77,70.77,0.0,0.0
2018-07-29,69.61,69.61,69.61,0.0,0.0,69.79,69.79,69.79,0.0,0.0,69.53,69.53,69.53,0.0,0.0,69.67,69.67,69.67,0.0,0.0
2018-08-05,68.79,68.79,68.79,0.0,0.0,68.8,68.8,68.8,0.0,0.0,68.35,68.35,68.35,0.0,0.0,68.47,68.47,68.47,0.0,0.0
2018-08-12,68.85,68.85,68.85,0.0,0.0,69.08,69.08,69.08,0.0,0.0,68.84,68.84,68.84,0.0,0.0,69.0,69.0,69.0,0.0,0.0
2018-08-19,69.92,69.92,69.92,0.0,0.0,70.31,70.31,70.31,0.0,0.0,69.9,69.9,69.9,0.0,0.0,70.25,70.25,70.25,0.0,0.0
2018-08-26,69.88,69.88,69.88,0.0,0.0,70.11,70.11,70.11,0.0,0.0,69.65,69.65,69.65,0.0,0.0,69.87,69.87,69.87,0.0,0.0
2018-09-02,67.92,67.92,67.92,0.0,0.0,67.92,67.92,67.92,0.0,0.0,67.63,67.63,67.63,0.0,0.0,67.75,67.75,67.75,0.0,0.0
2018-09-09,69.37,69.37,69.37,0.0,0.0,69.43,69.43,69.43,0.0,0.0,69.01,69.01,69.01,0.0,0.0,69.02,69.02,69.02,0.0,0.0
2018-09-16,70.92,70.92,70.92,0.0,0.0,71.06,71.06,71.06,0.0,0.0,70.75,70.75,70.75,0.0,0.0,70.82,70.82,70.82,0.0,0.0
2018-09-23,71.24,71.24,71.24,0.0,0.0,71.49,71.49,71.49,0.0,0.0,71.21,71.21,71.21,0.0,0.0,71.3,71.3,71.3,0.0,0.0
2018-09-30,68.78,68.78,68.78,0.0,0.0,69.19,69.19,69.19,0.0,0.0,68.55,68.55,68.55,0.0,0.0,69.12,69.12,69.12,0.0,0.0
2018-10-07,66.1,66.1,66.1,0.0,0.0,66.48,66.48,66.48,0.0,0.0,65.89,65.89,65.89,0.0,0.0,66.17,66.17,66.17,0.0,0.0
2018-10-14,66.59,66.59,66.59,0.0,0.0,66.59,66.59,66.59,0.0,0.0,65.96,65.96,65.96,0.0,0.0,66.15,66.15,66.15,0.0,0.0
2018-10-21,63.4,63.4,63.4,0.0,0.0,63.66,63.66,63.66,0.0,0.0,61.99,61.99,61.99,0.0,0.0,62.51,62.51,62.51,0.0,0.0
2018-10-28,64.98,64.98,64.98,0.0,0.0,65.16,65.16,65.16,0.0,0.0,64.8,64.8,64.8,0.0,0.0,65.01,65.01,65.01,0.0,0.0
2018-11-04,65.02,65.02,65.02,0.0,0.0,65.14,65.14,65.14,0.0,0.0,64.17,64.17,64.17,0.0,0.0,64.3,64.3,64.3,0.0,0.0
2018-11-11,64.92,64.92,64.92,0.0,0.0,65.02,65.02,65.02,0.0,0.0,64.36,64.36,64.36,0.0,0.0,64.5,64.5,64.5,0.0,0.0
2018-11-18,64.87,64.87,64.87,0.0,0.0,65.05,65.05,65.05,0.0,0.0,64.75,64.75,64.75,0.0,0.0,64.99,64.99,64.99,0.0,0.0
2018-11-25,66.84,66.84,66.84,0.0,0.0,66.9,66.9,66.9,0.0,0.0,66.45,66.45,66.45,0.0,0.0,66.74,66.74,66.74,0.0,0.0
2018-12-02,63.12,63.12,63.12,0.0,0.0,63.36,63.36,63.36,0.0,0.0,62.39,62.39,62.39,0.0,0.0,63.16,63.16,63.16,0.0,0.0
2018-12-09,63.07,63.07,63.07,0.0,0.0,63.21,63.21,63.21,0.0,0.0,62.33,62.33,62.33,0.0,0.0,62.58,62.58,62.58,0.0,0.0
2018-12-16,58.83,58.83,58.83,0.0,0.0,59.29,59.29,59.29,0.0,0.0,58.65,58.65,58.65,0.0,0.0,58.71,58.71,58.71,0.0,0.0
2018-12-23,60.98,60.98,60.98,0.0,0.0,61.16,61.16,61.16,0.0,0.0,60.42,60.42,60.42,0.0,0.0,60.63,60.63,60.63,0.0,0.0
2018-12-30,62.16,62.16,62.16,0.0,0.0,62.65,62.65,62.65,0.0,0.0,61.99,61.99,61.99,0.0,0.0,62.31,62.31,62.31,0.0,0.0
2019-01-06,62.5,62.5,62.5,0.0,0.0,62.85,62.85,62.85,0.0,0.0,62.45,62.45,62.45,0.0,0.0,62.64,62.64,62.64,0.0,0.0
2019-01-13,64.3,64.3,64.3,0.0,0.0,64.48,64.48,64.48,0.0,0.0,64.16,64.16,64.16,0.0,0.0,64.42,64.42,64.42,0.0,0.0
2019-01-20,64.04,64.04,64.04,0.0,0.0,64.13,64.13,64.13,0.0,0.0,63.87,63.87,63.87,0.0,0.0,64.07,64.07,64.07,0.0,0.0
2019-01-27,64.78,64.78,64.78,0.0,0.0,65.16,65.16,65.16,0.0,0.0,64.75,64.75,64.75,0.0,0.0,65.14,65.14,65.14,0.0,0.0
2019-02-03,63.96,63.96,63.96,0.0,0.0,64.02,64.02,64.02,0.0,0.0,63.81,63.81,63.81,0.0,0.0,63.9,63.9,63.9,0.0,0.0
2019-02-10,65.38,65.38,65.38,0.0,0.0,65.71,65.71,65.71,0.0,0.0,65.31,65.31,65.31,0.0,0.0,65.67,65.67,65.67,0.0,0.0
2019-02-17,66.76,66.76,66.76,0.0,0.0,66.82,66.82,66.82,0.0,0.0,66.51,66.51,66.51,0.0,0.0,66.55,66.55,66.55,0.0,0.0
2019-02-24,66.03,66.03,66.03,0.0,0.0,66.19,66.19,66.19,0.0,0.0,65.47,65.47,65.47,0.0,0.0,65.8,65.8,65.8,0.0,0.0
2019-03-03,64.77,64.77,64.77,0.0,0.0,65.32,65.32,65.32,0.0,0.0,64.77,64.77,64.77,0.0,0.0,65.32,65.32,65.32,0.0,0.0
2019-03-10,65.8,65.8,65.8,0.0,0.0,65.96,65.96,65.96,0.0,0.0,65.74,65.74,65.74,0.0,0.0,65.9,65.9,65.9,0.0,0.0
2019-03-17,65.12,65.12,65.12,0.0,0.0,65.37,65.37,65.37,0.0,0.0,64.92,64.92,64.92,0.0,0.0,65.36,65.36,65.36,0.0,0.0
2019-03-24,66.59,66.59,66.59,0.0,0.0,66.91,66.91,66.91,0.0,0.0,66.54,66.54,66.54,0.0,0.0,66.84,66.84,66.84,0.0,0.0
2019-03-31,66.83,66.83,66.83,0.0,0.0,66.91,66.91,66.91,0.0,0.0,66.64,66.64,66.64,0.0,0.0,66.9,66.9,66.9,0.0,0.0
2019-04-07,66.94,66.94,66.94,0.0,0.0,67.0,67.0,67.0,0.0,0.0,66.77,66.77,66.77,0.0,0.0,66.84,66.84,66.84,0.0,0.0
2019-04-14,66.93,66.93,66.93,0.0,0.0,66.93,66.93,66.93,0.0,0.0,66.53,66.53,66.53,0.0,0.0,66.73,66.73,66.73,0.0,0.0
2019-04-21,66.83,66.83,66.83,0.0,0.0,67.03,67.03,67.03,0.0,0.0,66.79,66.79,66.79,0.0,0.0,67.0,67.0,67.0,0.0,0.0
2019-04-28,65.73,65.73,65.73,0.0,0.0,66.38,66.38,66.38,0.0,0.0,65.72,65.72,65.72,0.0,0.0,66.31,66.31,66.31,0.0,0.0
2019-05-05,63.7,63.7,63.7,0.0,0.0,63.83,63.83,63.83,0.0,0.0,63.19,63.19,63.19,0.0,0.0,63.31,63.31,63.31,0.0,0.0
2019-05-12,63.8,63.8,63.8,0.0,0.0,64.1,64.1,64.1,0.0,0.0,63.75,63.75,63.75,0.0,0.0,63.86,63.86,63.86,0.0,0.0
2019-05-19,64.32,64.32,64.32,0.0,0.0,64.35,64.35,64.35,0.0,0.0,64.06,64.06,64.06,0.0,0.0,64.24,64.24,64.24,0.0,0.0
2019-05-26,63.56,63.56,63.56,0.0,0.0,63.67,63.67,63.67,0.0,0.0,63.37,63.37,63.37,0.0,0.0,63.6,63.6,63.6,0.0,0.0
2019-06-02,65.44,65.44,65.44,0.0,0.0,65.6,65.6,65.6,0.0,0.0,65.36,65.36,65.36,0.0,0.0,65.4,65.4,65.4,0.0,0.0
2019-06-09,64.26,64.26,64.26,0.0,0.0,64.35,64.35,64.35,0.0,0.0,64.21,64.21,64.21,0.0,0.0,64.24,64.24,64.24,0.0,0.0
2019-06-16,65.76,65.76,65.76,0.0,0.0,65.84,65.84,65.84,0.0,0.0,65.72,65.72,65.72,0.0,0.0,65.77,65.77,65.77,0.0,0.0
2019-06-23,66.94,66.94,66.94,0.0,0.0,67.08,67.08,67.08,0.0,0.0,66.46,66.46,66.46,0.0,0.0,66.71,66.71,66.71,0.0,0.0
2019-06-30,66.22,66.22,66.22,0.0,0.0,66.27,66.27,66.27,0.0,0.0,66.14,66.14,66.14,0.0,0.0,66.23,66.23,66.23,0.0,0.0
2019-07-07,66.43,66.43,66.43,0.0,0.0,66.44,66.44,66.44,0.0,0.0,66.31,66.31,66.31,0.0,0.0,66.38,66.38,66.38,0.0,0.0
2019-07-14,66.31,66.31,66.31,0.0,0.0,66.32,66.32,66.32,0.0,0.0,66.15,66.15,66.15,0.0,0.0,66.27,66.27,66.27,0.0,0.0
2019-07-21,65.91,65.91,65.91,0.0,0.0,66.08,66.08,66.08,0.0,0.0,65.8,65.8,65.8,0.0,0.0,65.86,65.86,65.86,0.0,0.0
2019-07-28,63.13,63.13,63.13,0.0,0.0,63.26,63.26,63.26,0.0,0.0,61.97,61.97,61.97,0.0,0.0,62.25,62.25,62.25,0.0,0.0
2019-08-04,62.85,62.85,62.85,0.0,0.0,62.89,62.89,62.89,0.0,0.0,62.32,62.32,62.32,0.0,0.0,62.42,62.42,62.42,0.0,0.0
2019-08-11,63.16,63.16,63.16,0.0,0.0,63.2,63.2,63.2,0.0,0.0,62.96,62.96,62.96,0.0,0.0,62.96,62.96,62.96,0.0,0.0
2019-08-18,62.92,62.92,62.92,0.0,0.0,62.93,62.93,62.93,0.0,0.0,62.6,62.6,62.6,0.0,0.0,62.8,62.8,62.8,0.0,0.0
2019-08-25,63.61,63.61,63.61,0.0,0.0,63.63,63.63,63.63,0.0,0.0,63.26,63.26,63.26,0.0,0.0,63.46,63.46,63.46,0.0,0.0
2019-09-01,65.4,65.4,65.4,0.0,0.0,65.41,65.41,65.41,0.0,0.0,65.22,65.22,65.22,0.0,0.0,65.36,65.36,65.36,0.0,0.0
2019-09-08,66.74,66.74,66.74,0.0,0.0,66.84,66.84,66.84,0.0,0.0,66.58,66.58,66.58,0.0,0.0,66.61,66.61,66.61,0.0,0.0
2019-09-15,66.45,66.45,66.45,0.0,0.0,66.77,66.77,66.77,0.0,0.0,66.45,66.45,66.45,0.0,0.0,66.71,66.71,66.71,0.0,0.0
2019-09-22,65.72,65.72,65.72,0.0,0.0,66.07,66.07,66.07,0.0,0.0,65.72,65.72,65.72,0.0,0.0,66.05,66.05,66.05,0.0,0.0
2019-09-29,65.52,65.52,65.52,0.0,0.0,65.73,65.73,65.73,0.0,0.0,65.39,65.39,65.39,0.0,0.0,65.43,65.43,65.43,0.0,0.0
2019-10-06,66.3,66.3,66.3,0.0,0.0,66.4,66.4,66.4,0.0,0.0,66.23,66.23,66.23,0.0,0.0,66.23,66.23,66.23,0.0,0.0
2019-10-13,67.36,67.36,67.36,0.0,0.0,67.44,67.44,67.44,0.0,0.0,67.3,67.3,67.3,0.0,0.0,67.4,67.4,67.4,0.0,0.0
2019-10-20,67.93,67.93,67.93,0.0,0.0,68.17,68.17,68.17,0.0,0.0,67.89,67.89,67.89,0.0,0.0,68.16,68.16,68.16,0.0,0.0
2019-10-27,69.45,69.45,69.45,0.0,0.0,69.54,69.54,69.54,0.0,0.0,69.21,69.21,69.21,0.0,0.0,69.47,69.47,69.47,0.0,0.0
2019-11-03,69.24,69.24,69.24,0.0,0.0,69.58,69.58,69.58,0.0,0.0,69.21,69.21,69.21,0.0,0.0,69.56,69.56,69.56,0.0,0.0
2019-11-10,69.42,69.42,69.42,0.0,0.0,69.57,69.57,69.57,0.0,0.0,69.27,69.27,69.27,0.0,0.0,69.56,69.56,69.56,0.0,0.0
2019-11-17,69.27,69.27,69.27,0.0,0.0,69.55,69.55,69.55,0.0,0.0,69.27,69.27,69.27,0.0,0.0,69.55,69.55,69.55,0.0,0.0
2019-11-24,69.02,69.02,69.02,0.0,0.0,69.02,69.02,69.02,0.0,0.0,68.39,68.39,68.39,0.0,0.0,68.75,68.75,68.75,0.0,0.0
2019-12-01,69.56,69.56,69.56,0.0,0.0,69.71,69.71,69.71,0.0,0.0,69.38,69.38,69.38,0.0,0.0,69.4,69.4,69.4,0.0,0.0
2019-12-08,70.83,70.83,70.83,0.0,0.0,71.05,71.05,71.05,0.0,0.0,70.83,70.83,70.83,0.0,0.0,70.95,70.95,70.95,0.0,0.0
2019-12-15,69.59,69.59,69.59,0.0,0.0,69.66,69.66,69.66,0.0,0.0,69.46,69.46,69.46,0.0,0.0,69.61,69.61,69.61,0.0,0.0
2019-12-22,69.93,69.93,69.93,0.0,0.0,69.93,69.93,69.93,0.0,0.0,69.26,69.26,69.26,0.0,0.0,69.31,69.31,69.31,0.0,0.0
2019-12-29,69.29,69.29,69.29,0.0,0.0,69.81,69.81,69.81,0.0,0.0,69.25,69.25,69.25,0.0,0.0,69.32,69.32,69.32,0.0,0.0
