Date,SPDR FactSet Innovative Technology_Open_average,SPDR FactSet Innovative Technology_Open_max,SPDR FactSet Innovative Technology_Open_min,SPDR FactSet Innovative Technology_Open_volatility,SPDR FactSet Innovative Technology_Open_change,SPDR FactSet Innovative Technology_High_average,SPDR FactSet Innovative Technology_High_max,SPDR FactSet Innovative Technology_High_min,SPDR FactSet Innovative Technology_High_volatility,SPDR FactSet Innovative Technology_High_change,SPDR FactSet Innovative Technology_Low_average,SPDR FactSet Innovative Technology_Low_max,SPDR FactSet Innovative Technology_Low_min,SPDR FactSet Innovative Technology_Low_volatility,SPDR FactSet Innovative Technology_Low_change,SPDR FactSet Innovative Technology_Close_average,SPDR FactSet Innovative Technology_Close_max,SPDR FactSet Innovative Technology_Close_min,SPDR FactSet Innovative Technology_Close_volatility,SPDR FactSet Innovative Technology_Close_change
2018-12-16,76.05,76.05,76.05,0.0,0.0,78.13,78.13,78.13,0.0,0.0,76.05,76.05,76.05,0.0,0.0,76.98,76.98,76.98,0.0,0.0
2018-12-23,82.71,82.71,82.71,0.0,0.0,82.94,82.94,82.94,0.0,0.0,82.09,82.09,82.09,0.0,0.0,82.71,82.71,82.71,0.0,0.0
2018-12-30,84.23,84.23,84.23,0.0,0.0,86.3,86.3,86.3,0.0,0.0,84.23,84.23,84.23,0.0,0.0,86.26,86.26,86.26,0.0,0.0
2019-01-06,86.88,86.88,86.88,0.0,0.0,87.56,87.56,87.56,0.0,0.0,86.66,86.66,86.66,0.0,0.0,87.15,87.15,87.15,0.0,0.0
2019-01-13,90.5,90.5,90.5,0.0,0.0,92.11,92.11,92.11,0.0,0.0,90.31,90.31,90.31,0.0,0.0,91.49,91.49,91.49,0.0,0.0
2019-01-20,92.62,92.62,92.62,0.0,0.0,92.73,92.73,92.73,0.0,0.0,91.52,91.52,91.52,0.0,0.0,92.67,92.67,92.67,0.0,0.0
2019-01-27,96.6,96.6,96.6,0.0,0.0,98.0,98.0,98.0,0.0,0.0,96.6,96.6,96.6,0.0,0.0,97.72,97.72,97.72,0.0,0.0
2019-02-03,98.04,98.04,98.04,0.0,0.0,98.5,98.5,98.5,0.0,0.0,97.54,97.54,97.54,0.0,0.0,97.77,97.77,97.77,0.0,0.0
2019-02-10,101.25,101.25,101.25,0.0,0.0,101.25,101.25,101.25,0.0,0.0,100.43,100.43,100.43,0.0,0.0,100.64,100.64,100.64,0.0,0.0
2019-02-17,103.46,103.46,103.46,0.0,0.0,104.44,104.44,104.44,0.0,0.0,103.42,103.42,103.42,0.0,0.0,103.59,103.59,103.59,0.0,0.0
2019-02-24,104.09,104.09,104.09,0.0,0.0,104.48,104.48,104.48,0.0,0.0,100.59,100.59,100.59,0.0,0.0,101.92,101.92,101.92,0.0,0.0
2019-03-03,100.61,100.61,100.61,0.0,0.0,102.71,102.71,102.71,0.0,0.0,100.61,100.61,100.61,0.0,0.0,102.55,102.55,102.55,0.0,0.0
2019-03-10,103.77,103.77,103.77,0.0,0.0,104.52,104.52,104.52,0.0,0.0,103.12,103.12,103.12,0.0,0.0,103.94,103.94,103.94,0.0,0.0
2019-03-17,102.11,102.11,102.11,0.0,0.0,103.15,103.15,103.15,0.0,0.0,101.82,101.82,101.82,0.0,0.0,102.95,102.95,102.95,0.0,0.0
2019-03-24,105.33,105.33,105.33,0.0,0.0,105.85,105.85,105.85,0.0,0.0,104.8,104.8,104.8,0.0,0.0,105.85,105.85,105.85,0.0,0.0
2019-03-31,106.29,106.29,106.29,0.0,0.0,106.45,106.45,106.45,0.0,0.0,105.0,105.0,105.0,0.0,0.0,106.45,106.45,106.45,0.0,0.0
2019-04-07,107.37,107.37,107.37,0.0,0.0,107.4,107.4,107.4,0.0,0.0,106.35,106.35,106.35,0.0,0.0,106.82,106.82,106.82,0.0,0.0
2019-04-14,104.57,104.57,104.57,0.0,0.0,106.52,106.52,106.52,0.0,0.0,104.57,104.57,104.57,0.0,0.0,106.41,106.41,106.41,0.0,0.0
2019-04-21,108.95,108.95,108.95,0.0,0.0,109.54,109.54,109.54,0.0,0.0,108.87,108.87,108.87,0.0,0.0,109.15,109.15,109.15,0.0,0.0
2019-04-28,107.1,107.1,107.1,0.0,0.0,109.46,109.46,109.46,0.0,0.0,106.89,106.89,106.89,0.0,0.0,109.24,109.24,109.24,0.0,0.0
2019-05-05,103.01,103.01,103.01,0.0,0.0,103.01,103.01,103.01,0.0,0.0,101.06,101.06,101.06,0.0,0.0,101.33,101.33,101.33,0.0,0.0
2019-05-12,103.2,103.2,103.2,0.0,0.0,103.36,103.36,103.36,0.0,0.0,102.11,102.11,102.11,0.0,0.0,102.41,102.41,102.41,0.0,0.0
2019-05-19,101.64,101.64,101.64,0.0,0.0,101.76,101.76,101.76,0.0,0.0,101.34,101.34,101.34,0.0,0.0,101.58,101.58,101.58,0.0,0.0
2019-05-26,99.94,99.94,99.94,0.0,0.0,99.94,99.94,99.94,0.0,0.0,96.4,96.4,96.4,0.0,0.0,96.83,96.83,96.83,0.0,0.0
2019-06-02,103.64,103.64,103.64,0.0,0.0,105.5,105.5,105.5,0.0,0.0,103.64,103.64,103.64,0.0,0.0,104.13,104.13,104.13,0.0,0.0
2019-06-09,103.92,103.92,103.92,0.0,0.0,103.92,103.92,103.92,0.0,0.0,103.18,103.18,103.18,0.0,0.0,103.36,103.36,103.36,0.0,0.0
2019-06-16,105.47,105.47,105.47,0.0,0.0,105.47,105.47,105.47,0.0,0.0,104.68,104.68,104.68,0.0,0.0,104.69,104.69,104.69,0.0,0.0
2019-06-23,108.27,108.27,108.27,0.0,0.0,108.27,108.27,108.27,0.0,0.0,106.37,106.37,106.37,0.0,0.0,106.71,106.71,106.71,0.0,0.0
2019-06-30,107.3,107.3,107.3,0.0,0.0,107.66,107.66,107.66,0.0,0.0,107.22,107.22,107.22,0.0,0.0,107.51,107.51,107.51,0.0,0.0
2019-07-07,109.7,109.7,109.7,0.0,0.0,110.33,110.33,110.33,0.0,0.0,109.53,109.53,109.53,0.0,0.0,110.22,110.22,110.22,0.0,0.0
2019-07-14,109.63,109.63,109.63,0.0,0.0,109.63,109.63,109.63,0.0,0.0,109.26,109.26,109.26,0.0,0.0,109.33,109.33,109.33,0.0,0.0
2019-07-21,112.8,112.8,112.8,0.0,0.0,113.0,113.0,113.0,0.0,0.0,109.39,109.39,109.39,0.0,0.0,110.68,110.68,110.68,0.0,0.0
2019-07-28,102.6,102.6,102.6,0.0,0.0,102.6,102.6,102.6,0.0,0.0,100.28,100.28,100.28,0.0,0.0,101.39,101.39,101.39,0.0,0.0
2019-08-04,103.4,103.4,103.4,0.0,0.0,103.59,103.59,103.59,0.0,0.0,102.95,102.95,102.95,0.0,0.0,103.17,103.17,103.17,0.0,0.0
2019-08-11,104.53,104.53,104.53,0.0,0.0,104.69,104.69,104.69,0.0,0.0,103.64,103.64,103.64,0.0,0.0,103.67,103.67,103.67,0.0,0.0
2019-08-18,103.38,103.38,103.38,0.0,0.0,103.59,103.59,103.59,0.0,0.0,102.93,102.93,102.93,0.0,0.0,103.15,103.15,103.15,0.0,0.0
2019-08-25,104.94,104.94,104.94,0.0,0.0,104.94,104.94,104.94,0.0,0.0,103.16,103.16,103.16,0.0,0.0,104.29,104.29,104.29,0.0,0.0
2019-09-01,105.56,105.56,105.56,0.0,0.0,105.62,105.62,105.62,0.0,0.0,103.97,103.97,103.97,0.0,0.0,104.83,104.83,104.83,0.0,0.0
2019-09-08,104.97,104.97,104.97,0.0,0.0,105.29,105.29,105.29,0.0,0.0,104.97,104.97,104.97,0.0,0.0,105.29,105.29,105.29,0.0,0.0
2019-09-15,103.55,103.55,103.55,0.0,0.0,104.02,104.02,104.02,0.0,0.0,103.13,103.13,103.13,0.0,0.0,103.62,103.62,103.62,0.0,0.0
2019-09-22,99.14,99.14,99.14,0.0,0.0,100.06,100.06,100.06,0.0,0.0,99.14,99.14,99.14,0.0,0.0,99.83,99.83,99.83,0.0,0.0
2019-09-29,101.01,101.01,101.01,0.0,0.0,101.98,101.98,101.98,0.0,0.0,101.01,101.01,101.01,0.0,0.0,101.67,101.67,101.67,0.0,0.0
2019-10-06,102.07,102.07,102.07,0.0,0.0,102.52,102.52,102.52,0.0,0.0,102.07,102.07,102.07,0.0,0.0,102.45,102.45,102.45,0.0,0.0
2019-10-13,100.58,100.58,100.58,0.0,0.0,102.09,102.09,102.09,0.0,0.0,100.58,100.58,100.58,0.0,0.0,101.77,101.77,101.77,0.0,0.0
2019-10-20,103.89,103.89,103.89,0.0,0.0,105.64,105.64,105.64,0.0,0.0,103.89,103.89,103.89,0.0,0.0,105.53,105.53,105.53,0.0,0.0
2019-10-27,107.95,107.95,107.95,0.0,0.0,108.83,108.83,108.83,0.0,0.0,107.91,107.91,107.91,0.0,0.0,107.91,107.91,107.91,0.0,0.0
2019-11-03,107.96,107.96,107.96,0.0,0.0,108.53,108.53,108.53,0.0,0.0,107.22,107.22,107.22,0.0,0.0,108.53,108.53,108.53,0.0,0.0
2019-11-10,110.77,110.77,110.77,0.0,0.0,111.6,111.6,111.6,0.0,0.0,110.73,110.73,110.73,0.0,0.0,111.25,111.25,111.25,0.0,0.0
2019-11-17,111.45,111.45,111.45,0.0,0.0,113.47,113.47,113.47,0.0,0.0,111.45,111.45,111.45,0.0,0.0,113.35,113.35,113.35,0.0,0.0
2019-11-24,112.83,112.83,112.83,0.0,0.0,112.83,112.83,112.83,0.0,0.0,109.87,109.87,109.87,0.0,0.0,110.73,110.73,110.73,0.0,0.0
2019-12-01,110.99,110.99,110.99,0.0,0.0,111.59,111.59,111.59,0.0,0.0,110.86,110.86,110.86,0.0,0.0,110.86,110.86,110.86,0.0,0.0
2019-12-08,112.25,112.25,112.25,0.0,0.0,112.75,112.75,112.75,0.0,0.0,112.25,112.25,112.25,0.0,0.0,112.38,112.38,112.38,0.0,0.0
2019-12-15,113.69,113.69,113.69,0.0,0.0,114.14,114.14,114.14,0.0,0.0,113.69,113.69,113.69,0.0,0.0,113.92,113.92,113.92,0.0,0.0
2019-12-22,114.32,114.32,114.32,0.0,0.0,114.32,114.32,114.32,0.0,0.0,112.01,112.01,112.01,0.0,0.0,112.67,112.67,112.67,0.0,0.0
2019-12-29,116.05,116.05,116.05,0.0,0.0,116.6,116.6,116.6,0.0,0.0,116.0,116.0,116.0,0.0,0.0,116.27,116.27,116.27,0.0,0.0
