Date,KSU_Open_average,KSU_Open_max,KSU_Open_min,KSU_Open_volatility,KSU_Open_change,KSU_High_average,KSU_High_max,KSU_High_min,KSU_High_volatility,KSU_High_change,KSU_Low_average,KSU_Low_max,KSU_Low_min,KSU_Low_volatility,KSU_Low_change,KSU_Close_average,KSU_Close_max,KSU_Close_min,KSU_Close_volatility,KSU_Close_change,KSU_Volume_average,KSU_Volume_max,KSU_Volume_min,KSU_Volume_volatility,KSU_Volume_change
2018-01-14,110.438,111.16,108.68,2.4799999999999898,-0.6799999999999926,111.816,112.8,111.07,1.730000000000004,-1.039999999999992,109.456,110.23,106.96,3.2700000000000102,-0.1700000000000017,110.854,111.5,110.0,1.5,-0.04000000000000625,2049902,2530591,1555369,975222,-975222
2018-01-21,112.006,113.49,110.64,2.8499999999999943,2.8499999999999943,113.312,114.75,111.92,2.8299999999999983,2.8299999999999983,111.07,112.91,108.84,4.069999999999993,4.069999999999993,112.594,113.7,111.42,2.280000000000001,2.0400000000000063,1429788,1939362,1002419,936943,-622383
2018-01-28,112.05199999999999,113.1,109.73,3.3699999999999903,-3.3699999999999903,112.954,114.0,110.44,3.5600000000000023,-3.3900000000000006,110.328,112.21,105.12,7.089999999999989,-7.089999999999989,110.71000000000001,113.13,105.18,7.949999999999989,-7.039999999999992,1075633,1272097,971484,300613,200575
2018-02-04,105.044,107.17,103.11,4.060000000000002,0.7800000000000011,107.00399999999999,108.27,104.46,3.8100000000000023,-1.3900000000000006,102.834,106.59,99.47,7.1200000000000045,0.4700000000000131,105.428,107.32,103.53,3.789999999999992,-1.8999999999999915,1423208,1543896,1326764,217132,-107951
2018-02-11,105.855,107.28,104.08,3.200000000000003,2.3400000000000034,107.16499999999999,109.3,104.94,4.359999999999999,4.359999999999999,104.89750000000001,106.62,102.98,3.6400000000000006,3.6400000000000006,106.77250000000001,109.01,104.12,4.890000000000001,4.890000000000001,1106015,1286827,899434,387393,-387393
2018-02-18,108.426,109.52,107.38,2.1400000000000006,0.8699999999999903,109.836,110.83,108.79,2.039999999999992,1.6899999999999977,107.32000000000001,108.4,106.52,1.8800000000000097,1.8800000000000097,108.282,110.08,107.17,2.9099999999999966,2.730000000000004,855265,1230299,515946,714353,-623460
2018-02-25,105.246,110.5,103.07,7.430000000000007,-6.799999999999997,106.488,110.79,104.98,5.810000000000002,-5.760000000000005,103.088,105.85,101.62,4.22999999999999,-3.1199999999999903,104.406,105.85,103.04,2.809999999999988,-1.2800000000000011,1673383,2068327,1372482,695845,-695845
2018-03-04,107.438,111.8,104.46,7.340000000000003,6.640000000000001,109.336,112.08,105.9,6.179999999999993,6.179999999999993,106.694,110.95,103.81,7.140000000000001,7.140000000000001,108.736,111.65,105.83,5.820000000000007,5.409999999999997,1205787,1606543,892687,713856,-361628
2018-03-11,108.06,111.85,105.48,6.36999999999999,-6.36999999999999,108.542,112.15,106.64,5.510000000000005,-5.040000000000006,106.208,109.53,104.9,4.6299999999999955,-4.6200000000000045,106.958,109.58,105.51,4.069999999999993,-2.8700000000000045,1445944,1754398,1050561,703837,-293113
2018-03-18,108.35000000000001,109.86,107.18,2.6799999999999926,2.6799999999999926,110.208,112.1,107.47,4.6299999999999955,2.549999999999997,107.468,108.25,105.88,2.3700000000000045,2.3700000000000045,108.49,109.86,106.7,3.1599999999999966,2.8100000000000023,1290802,1642557,767539,875018,336842
2018-03-25,108.5875,109.62,107.6,2.0200000000000102,-0.5500000000000114,109.785,110.69,108.72,1.9699999999999989,0.269999999999996,106.8725,107.95,106.35,1.6000000000000085,-0.030000000000001137,108.16499999999999,109.85,106.99,2.8599999999999994,1.240000000000009,863995,1204011,692229,511782,370758
2018-04-01,110.124,112.8,108.4,4.3999999999999915,0.37999999999999545,111.402,112.96,110.19,2.769999999999996,-0.10999999999999943,108.298,110.35,107.33,3.019999999999996,0.769999999999996,110.216,112.22,108.48,3.739999999999995,-1.3299999999999983,1472757,2100260,961129,1139131,-55073
2018-04-08,109.96,111.01,108.32,2.690000000000012,0.7099999999999937,111.294,113.0,109.98,3.019999999999996,2.75,109.24,110.5,108.08,2.4200000000000017,2.2099999999999937,110.19800000000001,111.93,108.94,2.990000000000009,2.990000000000009,845125,1013927,746506,267421,-148445
2018-04-15,111.992,113.42,110.39,3.030000000000001,0.8100000000000023,112.916,114.91,111.18,3.7299999999999898,1.9699999999999989,110.256,111.09,109.0,2.0900000000000034,-0.20000000000000284,111.214,112.0,110.29,1.7099999999999937,0.09999999999999432,1685068,2183370,969414,1213956,486943
2018-04-22,109.008,111.66,106.75,4.909999999999997,-1.9799999999999898,109.902,112.17,108.33,3.8400000000000034,-1.9699999999999989,106.714,107.83,106.07,1.7600000000000051,-0.39000000000000057,108.002,109.26,106.63,2.6300000000000097,-1.740000000000009,1435471,1995827,1043962,951865,-265421
2018-04-29,106.6,107.91,105.91,2.0,1.2800000000000011,107.726,108.23,106.94,1.2900000000000063,0.9100000000000108,105.426,106.51,104.43,2.0799999999999983,1.5100000000000051,106.75,107.55,106.26,1.289999999999992,0.6299999999999955,936429,1103247,570260,532987,-27775
2018-05-06,108.926,110.19,106.66,3.530000000000001,3.4000000000000057,110.14399999999999,111.11,108.56,2.549999999999997,1.8999999999999915,108.272,109.67,106.66,3.010000000000005,1.3500000000000085,109.202,110.0,107.9,2.0999999999999943,0.9099999999999966,782801,985597,549895,435702,290380
