Date,Direxion Daily CSI 300 China_Open_average,Direxion Daily CSI 300 China_Open_max,Direxion Daily CSI 300 China_Open_min,Direxion Daily CSI 300 China_Open_volatility,Direxion Daily CSI 300 China_Open_change,Direxion Daily CSI 300 China_High_average,Direxion Daily CSI 300 China_High_max,Direxion Daily CSI 300 China_High_min,Direxion Daily CSI 300 China_High_volatility,Direxion Daily CSI 300 China_High_change,Direxion Daily CSI 300 China_Low_average,Direxion Daily CSI 300 China_Low_max,Direxion Daily CSI 300 China_Low_min,Direxion Daily CSI 300 China_Low_volatility,Direxion Daily CSI 300 China_Low_change,Direxion Daily CSI 300 China_Close_average,Direxion Daily CSI 300 China_Close_max,Direxion Daily CSI 300 China_Close_min,Direxion Daily CSI 300 China_Close_volatility,Direxion Daily CSI 300 China_Close_change
2018-01-14,28.4,28.4,28.4,0.0,0.0,28.4,28.4,28.4,0.0,0.0,28.03,28.03,28.03,0.0,0.0,28.3,28.3,28.3,0.0,0.0
2018-01-21,28.43,28.43,28.43,0.0,0.0,28.53,28.53,28.53,0.0,0.0,28.43,28.43,28.43,0.0,0.0,28.49,28.49,28.49,0.0,0.0
2018-01-28,28.54,28.54,28.54,0.0,0.0,29.25,29.25,29.25,0.0,0.0,28.46,28.46,28.46,0.0,0.0,29.03,29.03,29.03,0.0,0.0
2018-02-04,31.83,31.83,31.83,0.0,0.0,31.87,31.87,31.87,0.0,0.0,31.22,31.22,31.22,0.0,0.0,31.23,31.23,31.23,0.0,0.0
2018-02-11,29.67,29.67,29.67,0.0,0.0,29.74,29.74,29.74,0.0,0.0,29.6,29.6,29.6,0.0,0.0,29.71,29.71,29.71,0.0,0.0
2018-02-18,29.45,29.45,29.45,0.0,0.0,29.45,29.45,29.45,0.0,0.0,29.15,29.15,29.15,0.0,0.0,29.15,29.15,29.15,0.0,0.0
2018-02-25,30.47,30.47,30.47,0.0,0.0,30.47,30.47,30.47,0.0,0.0,30.18,30.18,30.18,0.0,0.0,30.18,30.18,30.18,0.0,0.0
2018-03-04,29.35,29.35,29.35,0.0,0.0,29.45,29.45,29.45,0.0,0.0,29.28,29.28,29.28,0.0,0.0,29.39,29.39,29.39,0.0,0.0
2018-03-11,29.91,29.91,29.91,0.0,0.0,30.03,30.03,30.03,0.0,0.0,29.91,29.91,29.91,0.0,0.0,29.97,29.97,29.97,0.0,0.0
2018-03-18,31.11,31.11,31.11,0.0,0.0,31.11,31.11,31.11,0.0,0.0,30.78,30.78,30.78,0.0,0.0,30.8,30.8,30.8,0.0,0.0
2018-03-25,30.73,30.73,30.73,0.0,0.0,31.2,31.2,31.2,0.0,0.0,30.65,30.65,30.65,0.0,0.0,31.09,31.09,31.09,0.0,0.0
2018-04-01,31.24,31.24,31.24,0.0,0.0,31.26,31.26,31.26,0.0,0.0,31.08,31.08,31.08,0.0,0.0,31.08,31.08,31.08,0.0,0.0
2018-04-08,31.32,31.32,31.32,0.0,0.0,31.41,31.41,31.41,0.0,0.0,31.2,31.2,31.2,0.0,0.0,31.2,31.2,31.2,0.0,0.0
2018-04-15,31.94,31.94,31.94,0.0,0.0,31.96,31.96,31.96,0.0,0.0,31.8,31.8,31.8,0.0,0.0,31.85,31.85,31.85,0.0,0.0
2018-04-22,31.62,31.62,31.62,0.0,0.0,31.72,31.72,31.72,0.0,0.0,31.54,31.54,31.54,0.0,0.0,31.72,31.72,31.72,0.0,0.0
2018-04-29,31.46,31.46,31.46,0.0,0.0,31.55,31.55,31.55,0.0,0.0,31.46,31.46,31.46,0.0,0.0,31.47,31.47,31.47,0.0,0.0
2018-05-06,30.5,30.5,30.5,0.0,0.0,30.5,30.5,30.5,0.0,0.0,30.48,30.48,30.48,0.0,0.0,30.48,30.48,30.48,0.0,0.0
2018-05-13,30.59,30.59,30.59,0.0,0.0,30.64,30.64,30.64,0.0,0.0,30.55,30.55,30.55,0.0,0.0,30.56,30.56,30.56,0.0,0.0
2018-05-20,31.6,31.6,31.6,0.0,0.0,31.62,31.62,31.62,0.0,0.0,31.54,31.54,31.54,0.0,0.0,31.54,31.54,31.54,0.0,0.0
2018-05-27,31.76,31.76,31.76,0.0,0.0,31.76,31.76,31.76,0.0,0.0,31.59,31.59,31.59,0.0,0.0,31.64,31.64,31.64,0.0,0.0
2018-06-03,31.75,31.75,31.75,0.0,0.0,31.81,31.81,31.81,0.0,0.0,31.74,31.74,31.74,0.0,0.0,31.76,31.76,31.76,0.0,0.0
2018-06-10,32.58,32.58,32.58,0.0,0.0,32.83,32.83,32.83,0.0,0.0,32.58,32.58,32.58,0.0,0.0,32.69,32.69,32.69,0.0,0.0
2018-06-17,34.34,34.34,34.34,0.0,0.0,34.86,34.86,34.86,0.0,0.0,34.34,34.34,34.34,0.0,0.0,34.73,34.73,34.73,0.0,0.0
2018-06-24,36.57,36.57,36.57,0.0,0.0,36.84,36.84,36.84,0.0,0.0,36.57,36.57,36.57,0.0,0.0,36.71,36.71,36.71,0.0,0.0
2018-07-01,35.65,35.65,35.65,0.0,0.0,35.99,35.99,35.99,0.0,0.0,35.48,35.48,35.48,0.0,0.0,35.48,35.48,35.48,0.0,0.0
2018-07-08,35.55,35.55,35.55,0.0,0.0,35.7,35.7,35.7,0.0,0.0,35.52,35.52,35.52,0.0,0.0,35.61,35.61,35.61,0.0,0.0
2018-07-15,35.41,35.41,35.41,0.0,0.0,35.6,35.6,35.6,0.0,0.0,35.27,35.27,35.27,0.0,0.0,35.55,35.55,35.55,0.0,0.0
2018-07-22,35.19,35.19,35.19,0.0,0.0,35.46,35.46,35.46,0.0,0.0,35.19,35.19,35.19,0.0,0.0,35.46,35.46,35.46,0.0,0.0
2018-07-29,37.96,37.96,37.96,0.0,0.0,38.22,38.22,38.22,0.0,0.0,37.96,37.96,37.96,0.0,0.0,38.17,38.17,38.17,0.0,0.0
2018-08-05,36.77,36.77,36.77,0.0,0.0,37.11,37.11,37.11,0.0,0.0,36.63,36.63,36.63,0.0,0.0,36.94,36.94,36.94,0.0,0.0
2018-08-12,37.69,37.69,37.69,0.0,0.0,37.84,37.84,37.84,0.0,0.0,37.69,37.69,37.69,0.0,0.0,37.7,37.7,37.7,0.0,0.0
2018-08-19,36.05,36.05,36.05,0.0,0.0,36.19,36.19,36.19,0.0,0.0,35.77,35.77,35.77,0.0,0.0,35.85,35.85,35.85,0.0,0.0
2018-08-26,37.21,37.21,37.21,0.0,0.0,37.21,37.21,37.21,0.0,0.0,36.96,36.96,36.96,0.0,0.0,37.06,37.06,37.06,0.0,0.0
2018-09-02,38.16,38.16,38.16,0.0,0.0,38.35,38.35,38.35,0.0,0.0,38.16,38.16,38.16,0.0,0.0,38.35,38.35,38.35,0.0,0.0
2018-09-09,38.6,38.6,38.6,0.0,0.0,38.79,38.79,38.79,0.0,0.0,38.31,38.31,38.31,0.0,0.0,38.59,38.59,38.59,0.0,0.0
2018-09-16,36.23,36.23,36.23,0.0,0.0,36.8,36.8,36.8,0.0,0.0,36.23,36.23,36.23,0.0,0.0,36.44,36.44,36.44,0.0,0.0
2018-09-23,35.88,35.88,35.88,0.0,0.0,35.88,35.88,35.88,0.0,0.0,35.64,35.64,35.64,0.0,0.0,35.74,35.74,35.74,0.0,0.0
2018-09-30,38.0,38.0,38.0,0.0,0.0,38.0,38.0,38.0,0.0,0.0,37.61,37.61,37.61,0.0,0.0,37.62,37.62,37.62,0.0,0.0
2018-10-07,39.23,39.23,39.23,0.0,0.0,39.38,39.38,39.38,0.0,0.0,39.07,39.07,39.07,0.0,0.0,39.3,39.3,39.3,0.0,0.0
2018-10-14,37.6,37.6,37.6,0.0,0.0,37.93,37.93,37.93,0.0,0.0,37.52,37.52,37.52,0.0,0.0,37.62,37.62,37.62,0.0,0.0
2018-10-21,39.67,39.67,39.67,0.0,0.0,40.52,40.52,40.52,0.0,0.0,39.61,39.61,39.61,0.0,0.0,40.32,40.32,40.32,0.0,0.0
2018-10-28,37.2,37.2,37.2,0.0,0.0,37.49,37.49,37.49,0.0,0.0,37.2,37.2,37.2,0.0,0.0,37.25,37.25,37.25,0.0,0.0
2018-11-04,38.57,38.57,38.57,0.0,0.0,38.84,38.84,38.84,0.0,0.0,38.4,38.4,38.4,0.0,0.0,38.84,38.84,38.84,0.0,0.0
2018-11-11,36.89,36.89,36.89,0.0,0.0,37.35,37.35,37.35,0.0,0.0,36.89,36.89,36.89,0.0,0.0,37.2,37.2,37.2,0.0,0.0
2018-11-18,38.79,38.79,38.79,0.0,0.0,38.79,38.79,38.79,0.0,0.0,38.51,38.51,38.51,0.0,0.0,38.6,38.6,38.6,0.0,0.0
2018-11-25,36.62,36.62,36.62,0.0,0.0,36.77,36.77,36.77,0.0,0.0,36.26,36.26,36.26,0.0,0.0,36.65,36.65,36.65,0.0,0.0
2018-12-02,38.47,38.47,38.47,0.0,0.0,38.8,38.8,38.8,0.0,0.0,38.3,38.3,38.3,0.0,0.0,38.44,38.44,38.44,0.0,0.0
2018-12-09,38.35,38.35,38.35,0.0,0.0,38.66,38.66,38.66,0.0,0.0,38.27,38.27,38.27,0.0,0.0,38.54,38.54,38.54,0.0,0.0
2018-12-16,40.24,40.24,40.24,0.0,0.0,40.25,40.25,40.25,0.0,0.0,39.91,39.91,39.91,0.0,0.0,40.25,40.25,40.25,0.0,0.0
2018-12-23,39.38,39.38,39.38,0.0,0.0,39.84,39.84,39.84,0.0,0.0,39.37,39.37,39.37,0.0,0.0,39.78,39.78,39.78,0.0,0.0
2018-12-30,38.83,38.83,38.83,0.0,0.0,39.09,39.09,39.09,0.0,0.0,38.75,38.75,38.75,0.0,0.0,38.78,38.78,38.78,0.0,0.0
2019-01-06,38.26,38.26,38.26,0.0,0.0,38.27,38.27,38.27,0.0,0.0,38.1,38.1,38.1,0.0,0.0,38.2,38.2,38.2,0.0,0.0
2019-01-13,36.85,36.85,36.85,0.0,0.0,37.01,37.01,37.01,0.0,0.0,36.8,36.8,36.8,0.0,0.0,36.89,36.89,36.89,0.0,0.0
2019-01-20,36.7,36.7,36.7,0.0,0.0,36.84,36.84,36.84,0.0,0.0,36.66,36.66,36.66,0.0,0.0,36.74,36.74,36.74,0.0,0.0
2019-01-27,35.9,35.9,35.9,0.0,0.0,36.11,36.11,36.11,0.0,0.0,35.9,35.9,35.9,0.0,0.0,36.08,36.08,36.08,0.0,0.0
2019-02-03,35.49,35.49,35.49,0.0,0.0,35.62,35.62,35.62,0.0,0.0,35.46,35.46,35.46,0.0,0.0,35.58,35.58,35.58,0.0,0.0
2019-02-10,34.85,34.85,34.85,0.0,0.0,34.87,34.87,34.87,0.0,0.0,34.71,34.71,34.71,0.0,0.0,34.71,34.71,34.71,0.0,0.0
2019-02-17,30.7,30.7,30.7,0.0,0.0,30.96,30.96,30.96,0.0,0.0,30.65,30.65,30.65,0.0,0.0,30.66,30.66,30.66,0.0,0.0
2019-02-24,30.23,30.23,30.23,0.0,0.0,30.56,30.56,30.56,0.0,0.0,30.16,30.16,30.16,0.0,0.0,30.4,30.4,30.4,0.0,0.0
2019-03-03,31.27,31.27,31.27,0.0,0.0,31.27,31.27,31.27,0.0,0.0,30.61,30.61,30.61,0.0,0.0,30.64,30.64,30.64,0.0,0.0
2019-03-10,29.85,29.85,29.85,0.0,0.0,30.02,30.02,30.02,0.0,0.0,29.8,29.8,29.8,0.0,0.0,29.97,29.97,29.97,0.0,0.0
2019-03-17,30.53,30.53,30.53,0.0,0.0,30.53,30.53,30.53,0.0,0.0,30.35,30.35,30.35,0.0,0.0,30.4,30.4,30.4,0.0,0.0
2019-03-24,28.48,28.48,28.48,0.0,0.0,28.67,28.67,28.67,0.0,0.0,28.41,28.41,28.41,0.0,0.0,28.51,28.51,28.51,0.0,0.0
2019-03-31,27.84,27.84,27.84,0.0,0.0,27.98,27.98,27.98,0.0,0.0,27.73,27.73,27.73,0.0,0.0,27.73,27.73,27.73,0.0,0.0
2019-04-07,28.6,28.6,28.6,0.0,0.0,28.74,28.74,28.74,0.0,0.0,28.59,28.59,28.59,0.0,0.0,28.64,28.64,28.64,0.0,0.0
2019-04-14,28.35,28.35,28.35,0.0,0.0,28.35,28.35,28.35,0.0,0.0,28.18,28.18,28.18,0.0,0.0,28.2,28.2,28.2,0.0,0.0
2019-04-21,29.12,29.12,29.12,0.0,0.0,29.32,29.32,29.32,0.0,0.0,29.12,29.12,29.12,0.0,0.0,29.3,29.3,29.3,0.0,0.0
2019-04-28,30.97,30.97,30.97,0.0,0.0,30.97,30.97,30.97,0.0,0.0,30.27,30.27,30.27,0.0,0.0,30.42,30.42,30.42,0.0,0.0
2019-05-05,32.32,32.32,32.32,0.0,0.0,32.81,32.81,32.81,0.0,0.0,32.32,32.32,32.32,0.0,0.0,32.73,32.73,32.73,0.0,0.0
2019-05-12,32.7,32.7,32.7,0.0,0.0,32.75,32.75,32.75,0.0,0.0,32.45,32.45,32.45,0.0,0.0,32.55,32.55,32.55,0.0,0.0
2019-05-19,32.37,32.37,32.37,0.0,0.0,32.63,32.63,32.63,0.0,0.0,32.36,32.36,32.36,0.0,0.0,32.6,32.6,32.6,0.0,0.0
2019-05-26,31.92,31.92,31.92,0.0,0.0,31.92,31.92,31.92,0.0,0.0,31.69,31.69,31.69,0.0,0.0,31.74,31.74,31.74,0.0,0.0
2019-06-02,31.95,31.95,31.95,0.0,0.0,32.01,32.01,32.01,0.0,0.0,31.83,31.83,31.83,0.0,0.0,31.91,31.91,31.91,0.0,0.0
2019-06-09,31.58,31.58,31.58,0.0,0.0,31.6,31.6,31.6,0.0,0.0,31.44,31.44,31.44,0.0,0.0,31.54,31.54,31.54,0.0,0.0
2019-06-16,29.78,29.78,29.78,0.0,0.0,29.78,29.78,29.78,0.0,0.0,29.62,29.62,29.62,0.0,0.0,29.63,29.63,29.63,0.0,0.0
2019-06-23,28.72,28.72,28.72,0.0,0.0,28.94,28.94,28.94,0.0,0.0,28.62,28.62,28.62,0.0,0.0,28.85,28.85,28.85,0.0,0.0
2019-06-30,30.14,30.14,30.14,0.0,0.0,30.14,30.14,30.14,0.0,0.0,29.98,29.98,29.98,0.0,0.0,30.08,30.08,30.08,0.0,0.0
2019-07-07,29.93,29.93,29.93,0.0,0.0,29.93,29.93,29.93,0.0,0.0,29.84,29.84,29.84,0.0,0.0,29.86,29.86,29.86,0.0,0.0
2019-07-14,30.2,30.2,30.2,0.0,0.0,30.3,30.3,30.3,0.0,0.0,30.11,30.11,30.11,0.0,0.0,30.28,30.28,30.28,0.0,0.0
2019-07-21,29.61,29.61,29.61,0.0,0.0,29.67,29.67,29.67,0.0,0.0,29.58,29.58,29.58,0.0,0.0,29.58,29.58,29.58,0.0,0.0
2019-07-28,32.11,32.11,32.11,0.0,0.0,32.83,32.83,32.83,0.0,0.0,32.11,32.11,32.11,0.0,0.0,32.68,32.68,32.68,0.0,0.0
2019-08-04,32.1,32.1,32.1,0.0,0.0,32.19,32.19,32.19,0.0,0.0,31.99,31.99,31.99,0.0,0.0,32.15,32.15,32.15,0.0,0.0
2019-08-11,30.67,30.67,30.67,0.0,0.0,30.82,30.82,30.82,0.0,0.0,30.56,30.56,30.56,0.0,0.0,30.82,30.82,30.82,0.0,0.0
2019-08-18,30.99,30.99,30.99,0.0,0.0,31.08,31.08,31.08,0.0,0.0,30.9,30.9,30.9,0.0,0.0,30.96,30.96,30.96,0.0,0.0
