Date,PowerShares DWA Tactical Sector Rotation Portfolio_Open_average,PowerShares DWA Tactical Sector Rotation Portfolio_Open_max,PowerShares DWA Tactical Sector Rotation Portfolio_Open_min,PowerShares DWA Tactical Sector Rotation Portfolio_Open_volatility,PowerShares DWA Tactical Sector Rotation Portfolio_Open_change,PowerShares DWA Tactical Sector Rotation Portfolio_High_average,PowerShares DWA Tactical Sector Rotation Portfolio_High_max,PowerShares DWA Tactical Sector Rotation Portfolio_High_min,PowerShares DWA Tactical Sector Rotation Portfolio_High_volatility,PowerShares DWA Tactical Sector Rotation Portfolio_High_change,PowerShares DWA Tactical Sector Rotation Portfolio_Low_average,PowerShares DWA Tactical Sector Rotation Portfolio_Low_max,PowerShares DWA Tactical Sector Rotation Portfolio_Low_min,PowerShares DWA Tactical Sector Rotation Portfolio_Low_volatility,PowerShares DWA Tactical Sector Rotation Portfolio_Low_change,PowerShares DWA Tactical Sector Rotation Portfolio_Close_average,PowerShares DWA Tactical Sector Rotation Portfolio_Close_max,PowerShares DWA Tactical Sector Rotation Portfolio_Close_min,PowerShares DWA Tactical Sector Rotation Portfolio_Close_volatility,PowerShares DWA Tactical Sector Rotation Portfolio_Close_change
2018-01-14,29.89,29.89,29.89,0.0,0.0,30.11,30.11,30.11,0.0,0.0,29.81,29.81,29.81,0.0,0.0,30.11,30.11,30.11,0.0,0.0
2018-01-21,30.09,30.09,30.09,0.0,0.0,30.09,30.09,30.09,0.0,0.0,30.01,30.01,30.01,0.0,0.0,30.01,30.01,30.01,0.0,0.0
2018-01-28,28.88,28.88,28.88,0.0,0.0,29.09,29.09,29.09,0.0,0.0,28.08,28.08,28.08,0.0,0.0,28.08,28.08,28.08,0.0,0.0
2018-02-04,27.94,27.94,27.94,0.0,0.0,28.31,28.31,28.31,0.0,0.0,27.72,27.72,27.72,0.0,0.0,28.01,28.01,28.01,0.0,0.0
2018-02-11,29.21,29.21,29.21,0.0,0.0,29.35,29.35,29.35,0.0,0.0,29.13,29.13,29.13,0.0,0.0,29.13,29.13,29.13,0.0,0.0
2018-02-18,29.39,29.39,29.39,0.0,0.0,29.62,29.62,29.62,0.0,0.0,29.35,29.35,29.35,0.0,0.0,29.62,29.62,29.62,0.0,0.0
2018-02-25,28.55,28.55,28.55,0.0,0.0,29.01,29.01,29.01,0.0,0.0,28.52,28.52,28.52,0.0,0.0,28.96,28.96,28.96,0.0,0.0
2018-03-04,30.08,30.08,30.08,0.0,0.0,30.16,30.16,30.16,0.0,0.0,30.0,30.0,30.0,0.0,0.0,30.0,30.0,30.0,0.0,0.0
2018-03-11,29.65,29.65,29.65,0.0,0.0,29.65,29.65,29.65,0.0,0.0,29.25,29.25,29.25,0.0,0.0,29.49,29.49,29.49,0.0,0.0
2018-03-18,28.74,28.74,28.74,0.0,0.0,29.11,29.11,29.11,0.0,0.0,28.56,28.56,28.56,0.0,0.0,29.11,29.11,29.11,0.0,0.0
2018-03-25,28.54,28.54,28.54,0.0,0.0,28.54,28.54,28.54,0.0,0.0,27.67,27.67,27.67,0.0,0.0,27.85,27.85,27.85,0.0,0.0
2018-04-01,28.17,28.17,28.17,0.0,0.0,28.51,28.51,28.51,0.0,0.0,28.02,28.02,28.02,0.0,0.0,28.02,28.02,28.02,0.0,0.0
2018-04-08,28.82,28.82,28.82,0.0,0.0,28.99,28.99,28.99,0.0,0.0,28.75,28.75,28.75,0.0,0.0,28.96,28.96,28.96,0.0,0.0
2018-04-15,29.01,29.01,29.01,0.0,0.0,29.07,29.07,29.07,0.0,0.0,28.84,28.84,28.84,0.0,0.0,28.96,28.96,28.96,0.0,0.0
2018-04-22,28.55,28.55,28.55,0.0,0.0,28.63,28.63,28.63,0.0,0.0,28.28,28.28,28.28,0.0,0.0,28.28,28.28,28.28,0.0,0.0
2018-04-29,28.42,28.42,28.42,0.0,0.0,28.89,28.89,28.89,0.0,0.0,28.42,28.42,28.42,0.0,0.0,28.88,28.88,28.88,0.0,0.0
2018-05-06,29.68,29.68,29.68,0.0,0.0,29.79,29.79,29.79,0.0,0.0,29.5,29.5,29.5,0.0,0.0,29.57,29.57,29.57,0.0,0.0
2018-05-13,29.85,29.85,29.85,0.0,0.0,30.08,30.08,30.08,0.0,0.0,29.85,29.85,29.85,0.0,0.0,30.08,30.08,30.08,0.0,0.0
2018-05-20,29.78,29.78,29.78,0.0,0.0,29.94,29.94,29.94,0.0,0.0,29.73,29.73,29.73,0.0,0.0,29.76,29.76,29.76,0.0,0.0
2018-05-27,30.51,30.51,30.51,0.0,0.0,30.51,30.51,30.51,0.0,0.0,30.25,30.25,30.25,0.0,0.0,30.3,30.3,30.3,0.0,0.0
2018-06-03,30.74,30.74,30.74,0.0,0.0,31.03,31.03,31.03,0.0,0.0,30.72,30.72,30.72,0.0,0.0,30.9,30.9,30.9,0.0,0.0
2018-06-10,30.52,30.52,30.52,0.0,0.0,30.83,30.83,30.83,0.0,0.0,30.5,30.5,30.5,0.0,0.0,30.83,30.83,30.83,0.0,0.0
2018-06-17,30.29,30.29,30.29,0.0,0.0,30.29,30.29,30.29,0.0,0.0,29.4,29.4,29.4,0.0,0.0,29.54,29.54,29.54,0.0,0.0
2018-06-24,29.62,29.62,29.62,0.0,0.0,29.71,29.71,29.71,0.0,0.0,29.15,29.15,29.15,0.0,0.0,29.71,29.71,29.71,0.0,0.0
2018-07-01,30.66,30.66,30.66,0.0,0.0,30.66,30.66,30.66,0.0,0.0,30.25,30.25,30.25,0.0,0.0,30.52,30.52,30.52,0.0,0.0
2018-07-08,30.35,30.35,30.35,0.0,0.0,30.35,30.35,30.35,0.0,0.0,30.16,30.16,30.16,0.0,0.0,30.16,30.16,30.16,0.0,0.0
2018-07-15,30.55,30.55,30.55,0.0,0.0,30.63,30.63,30.63,0.0,0.0,30.48,30.48,30.48,0.0,0.0,30.62,30.62,30.62,0.0,0.0
2018-07-22,30.07,30.07,30.07,0.0,0.0,30.07,30.07,30.07,0.0,0.0,29.78,29.78,29.78,0.0,0.0,29.81,29.81,29.81,0.0,0.0
2018-07-29,30.29,30.29,30.29,0.0,0.0,30.43,30.43,30.43,0.0,0.0,30.26,30.26,30.26,0.0,0.0,30.43,30.43,30.43,0.0,0.0
2018-08-05,30.8,30.8,30.8,0.0,0.0,30.83,30.83,30.83,0.0,0.0,30.44,30.44,30.44,0.0,0.0,30.47,30.47,30.47,0.0,0.0
2018-08-12,30.6,30.6,30.6,0.0,0.0,30.82,30.82,30.82,0.0,0.0,30.6,30.6,30.6,0.0,0.0,30.82,30.82,30.82,0.0,0.0
2018-08-19,31.83,31.83,31.83,0.0,0.0,31.94,31.94,31.94,0.0,0.0,31.82,31.82,31.82,0.0,0.0,31.85,31.85,31.85,0.0,0.0
2018-08-26,32.01,32.01,32.01,0.0,0.0,32.19,32.19,32.19,0.0,0.0,31.96,31.96,31.96,0.0,0.0,32.19,32.19,32.19,0.0,0.0
2018-09-02,31.78,31.78,31.78,0.0,0.0,31.96,31.96,31.96,0.0,0.0,31.71,31.71,31.71,0.0,0.0,31.89,31.89,31.89,0.0,0.0
2018-09-09,31.62,31.62,31.62,0.0,0.0,31.69,31.69,31.69,0.0,0.0,31.37,31.37,31.37,0.0,0.0,31.37,31.37,31.37,0.0,0.0
2018-09-16,31.14,31.14,31.14,0.0,0.0,31.3,31.3,31.3,0.0,0.0,31.09,31.09,31.09,0.0,0.0,31.3,31.3,31.3,0.0,0.0
2018-09-23,31.88,31.88,31.88,0.0,0.0,31.88,31.88,31.88,0.0,0.0,31.28,31.28,31.28,0.0,0.0,31.28,31.28,31.28,0.0,0.0
2018-09-30,29.51,29.51,29.51,0.0,0.0,29.59,29.59,29.59,0.0,0.0,29.0,29.0,29.0,0.0,0.0,29.32,29.32,29.32,0.0,0.0
2018-10-07,27.83,27.83,27.83,0.0,0.0,28.0,28.0,28.0,0.0,0.0,27.6,27.6,27.6,0.0,0.0,27.87,27.87,27.87,0.0,0.0
2018-10-14,27.57,27.57,27.57,0.0,0.0,27.71,27.71,27.71,0.0,0.0,27.4,27.4,27.4,0.0,0.0,27.71,27.71,27.71,0.0,0.0
2018-10-21,26.55,26.55,26.55,0.0,0.0,26.64,26.64,26.64,0.0,0.0,25.53,25.53,25.53,0.0,0.0,25.95,25.95,25.95,0.0,0.0
2018-10-28,27.17,27.17,27.17,0.0,0.0,27.49,27.49,27.49,0.0,0.0,27.17,27.17,27.17,0.0,0.0,27.3,27.3,27.3,0.0,0.0
