Date,TVTY_Open_average,TVTY_Open_max,TVTY_Open_min,TVTY_Open_volatility,TVTY_Open_change,TVTY_High_average,TVTY_High_max,TVTY_High_min,TVTY_High_volatility,TVTY_High_change,TVTY_Low_average,TVTY_Low_max,TVTY_Low_min,TVTY_Low_volatility,TVTY_Low_change,TVTY_Close_average,TVTY_Close_max,TVTY_Close_min,TVTY_Close_volatility,TVTY_Close_change,TVTY_Volume_average,TVTY_Volume_max,TVTY_Volume_min,TVTY_Volume_volatility,TVTY_Volume_change
2018-01-14,37.775,38.0,37.4,0.6000000000000014,0.6000000000000014,38.4,38.7,38.1,0.6000000000000014,0.6000000000000014,37.4125,37.55,37.25,0.29999999999999716,0.29999999999999716,38.05,38.55,37.8,0.75,0.75,464620,513282,414626,98656,73864
2018-01-21,39.35,40.15,38.6,1.5499999999999972,1.5499999999999972,39.944,40.4,39.6,0.7999999999999972,0.6499999999999986,38.998,39.33,38.51,0.8200000000000003,0.7899999999999991,39.55,40.3,39.1,1.1999999999999957,0.20000000000000284,311249,425721,209049,216672,-96821
2018-01-28,38.8,39.65,37.8,1.8500000000000014,-1.8500000000000014,39.1,40.0,38.2,1.7999999999999972,-1.7999999999999972,38.275999999999996,39.1,37.48,1.6200000000000045,-1.6200000000000045,38.58,39.3,37.95,1.3499999999999943,-1.3499999999999943,330197,491228,204498,286730,286730
2018-02-04,36.9,37.85,36.15,1.7000000000000028,-1.3999999999999986,37.486000000000004,38.08,37.2,0.8799999999999955,-0.8799999999999955,36.14,36.65,35.75,0.8999999999999986,-0.3500000000000014,36.71,37.0,36.2,0.7999999999999972,0.14999999999999858,377244,494681,240379,254302,-76743
2018-02-11,37.61,38.4,36.85,1.5499999999999972,1.4500000000000028,38.204,39.05,37.27,1.779999999999994,1.779999999999994,37.196,38.23,36.4,1.8299999999999983,1.8299999999999983,37.98,38.8,37.0,1.7999999999999972,1.7999999999999972,288072,366947,237737,129210,-108611
2018-02-18,38.975,41.15,38.0,3.1499999999999986,2.6000000000000014,40.275,44.35,38.75,5.600000000000001,5.300000000000004,38.45,39.9,37.9,2.0,1.8999999999999986,38.912499999999994,41.5,38.05,3.450000000000003,3.450000000000003,648411,1597687,262432,1335255,1335255
2018-02-25,39.59,41.75,38.45,3.299999999999997,-3.299999999999997,40.24,41.75,38.9,2.8500000000000014,-1.3500000000000014,38.528,39.25,37.65,1.6000000000000014,-0.779999999999994,39.269999999999996,40.1,38.55,1.5500000000000043,0.5500000000000043,424508,508932,353690,155242,-63028
2018-03-04,40.69,41.3,40.0,1.2999999999999972,1.2999999999999972,41.21,41.7,40.55,1.1500000000000057,1.1500000000000057,40.13,40.9,39.5,1.3999999999999986,1.1999999999999957,41.0,41.35,40.55,0.8000000000000043,0.8000000000000043,574400,738495,372090,366405,183779
2018-03-11,41.0,41.45,40.4,1.0500000000000043,-1.0500000000000043,41.56,41.9,41.0,0.8999999999999986,-0.6000000000000014,40.5,40.9,40.1,0.7999999999999972,-0.7999999999999972,40.8,41.3,40.55,0.75,-0.75,764083,1036049,525149,510900,-29132
2018-03-18,40.19,40.45,40.0,0.45000000000000284,0.0,41.08,41.2,40.9,0.30000000000000426,0.15000000000000568,39.660000000000004,40.1,39.25,0.8500000000000014,-0.45000000000000284,40.11,40.75,39.35,1.3999999999999986,-0.6000000000000014,497739,567763,414437,153326,52031
2018-03-25,39.85,40.0,39.7,0.29999999999999716,0.04999999999999716,40.55,41.1,40.05,1.0500000000000043,0.10000000000000142,39.2575,39.58,38.95,0.6299999999999955,0.29999999999999716,39.775,40.0,39.45,0.5499999999999972,-0.3500000000000014,609139,713428,521961,191467,-191467
2018-04-01,39.55,39.75,39.25,0.5,0.0,40.434,41.0,40.15,0.8500000000000014,0.46999999999999886,39.146,39.35,38.95,0.3999999999999986,0.19999999999999574,39.51,39.75,39.2,0.5499999999999972,0.29999999999999716,664165,836589,571090,265499,259207
2018-04-08,39.54,39.75,39.4,0.3500000000000014,-0.25,40.11,40.75,39.6,1.1499999999999986,-0.6499999999999986,39.196,39.4,38.98,0.4200000000000017,0.05000000000000426,39.35,39.5,39.25,0.25,0.0,610222,734781,483033,251748,-49487
2018-04-15,39.98,40.65,39.35,1.2999999999999972,0.5499999999999972,40.519999999999996,40.8,40.3,0.5,0.10000000000000142,39.766,40.0,39.33,0.6700000000000017,0.3200000000000003,40.07,40.5,39.7,0.7999999999999972,0.3499999999999943,508232,615801,428245,187556,149468
2018-04-22,37.68,40.05,36.75,3.299999999999997,-3.299999999999997,38.33,40.45,37.25,3.200000000000003,-3.200000000000003,36.814,39.3,35.02,4.279999999999994,-2.75,37.36,39.45,36.6,2.8500000000000014,-2.8500000000000014,1263671,2602540,762528,1840012,159378
2018-04-29,35.92,36.6,35.55,1.0500000000000043,-1.0500000000000043,36.63,37.05,36.1,0.9499999999999957,-0.3999999999999986,35.480000000000004,35.95,35.2,0.75,-0.5,35.86,36.1,35.7,0.3999999999999986,0.14999999999999858,677259,764176,622517,141659,-46453
2018-05-06,36.45,37.15,35.8,1.3500000000000014,0.9499999999999957,37.33,37.7,36.85,0.8500000000000014,0.45000000000000284,36.096,36.83,35.3,1.5300000000000011,1.2299999999999969,36.69,37.6,35.8,1.8000000000000043,1.8000000000000043,544531,598740,499660,99080,-36900
2018-05-13,37.87,38.25,37.55,0.7000000000000028,0.5,38.334,38.65,37.95,0.6999999999999957,0.3500000000000014,37.624,38.1,37.2,0.8999999999999986,0.5799999999999983,38.06,38.55,37.7,0.8499999999999943,0.8499999999999943,459119,519662,392949,126713,-64019
2018-05-20,38.54,38.8,38.15,0.6499999999999986,-0.3500000000000014,39.11,39.4,38.85,0.5499999999999972,-0.19999999999999574,37.856,38.45,37.05,1.4000000000000057,0.9000000000000057,38.6,38.95,38.25,0.7000000000000028,-0.10000000000000142,457178,564753,371737,193016,52881
2018-05-27,36.2125,38.05,35.25,2.799999999999997,-2.799999999999997,36.6125,38.3,35.4,2.8999999999999986,-2.8999999999999986,34.675,35.55,33.65,1.8999999999999986,-1.25,35.025,35.7,33.9,1.8000000000000043,-1.5500000000000043,1315646,1858532,782713,1075819,194417
2018-06-03,34.24,34.65,33.85,0.7999999999999972,-0.7999999999999972,34.68,35.4,34.3,1.1000000000000014,-1.1000000000000014,33.542,33.8,33.21,0.5899999999999963,-0.14999999999999858,34.04,34.35,33.75,0.6000000000000014,-0.6000000000000014,937017,1293782,710279,583503,-583503
2018-06-10,34.04,34.15,33.75,0.3999999999999986,0.3999999999999986,34.72,35.15,34.35,0.7999999999999972,0.7999999999999972,33.95,34.1,33.75,0.3500000000000014,0.3500000000000014,34.154,34.42,34.0,0.4200000000000017,0.4200000000000017,648961,725859,588455,137404,-30112
2018-06-17,34.96,35.35,34.35,1.0,1.0,35.525999999999996,35.94,35.12,0.8200000000000003,0.5,34.57,34.95,34.25,0.7000000000000028,0.29999999999999716,35.2,35.55,34.95,0.5999999999999943,0.5999999999999943,734837,1303562,482419,821143,629917
2018-06-24,35.48,36.05,34.7,1.3499999999999943,0.6499999999999986,36.12,36.55,35.5,1.0499999999999972,0.8999999999999986,34.99,35.35,34.55,0.8000000000000043,0.5,35.44,35.9,34.75,1.1499999999999986,0.45000000000000284,730265,1073268,484097,589171,-97640
