Date,SPDR S&P Oil & Gas Exploration & Production_Open_average,SPDR S&P Oil & Gas Exploration & Production_Open_max,SPDR S&P Oil & Gas Exploration & Production_Open_min,SPDR S&P Oil & Gas Exploration & Production_Open_volatility,SPDR S&P Oil & Gas Exploration & Production_Open_change,SPDR S&P Oil & Gas Exploration & Production_High_average,SPDR S&P Oil & Gas Exploration & Production_High_max,SPDR S&P Oil & Gas Exploration & Production_High_min,SPDR S&P Oil & Gas Exploration & Production_High_volatility,SPDR S&P Oil & Gas Exploration & Production_High_change,SPDR S&P Oil & Gas Exploration & Production_Low_average,SPDR S&P Oil & Gas Exploration & Production_Low_max,SPDR S&P Oil & Gas Exploration & Production_Low_min,SPDR S&P Oil & Gas Exploration & Production_Low_volatility,SPDR S&P Oil & Gas Exploration & Production_Low_change,SPDR S&P Oil & Gas Exploration & Production_Close_average,SPDR S&P Oil & Gas Exploration & Production_Close_max,SPDR S&P Oil & Gas Exploration & Production_Close_min,SPDR S&P Oil & Gas Exploration & Production_Close_volatility,SPDR S&P Oil & Gas Exploration & Production_Close_change
2018-06-24,170.72,170.72,170.72,0.0,0.0,170.72,170.72,170.72,0.0,0.0,167.46,167.46,167.46,0.0,0.0,168.96,168.96,168.96,0.0,0.0
2018-07-01,174.6,174.6,174.6,0.0,0.0,178.3,178.3,178.3,0.0,0.0,174.44,174.44,174.44,0.0,0.0,178.08,178.08,178.08,0.0,0.0
2018-07-08,170.04,170.04,170.04,0.0,0.0,171.68,171.68,171.68,0.0,0.0,166.68,166.68,166.68,0.0,0.0,169.28,169.28,169.28,0.0,0.0
2018-07-15,170.52,170.52,170.52,0.0,0.0,171.12,171.12,171.12,0.0,0.0,168.72,168.72,168.72,0.0,0.0,169.2,169.2,169.2,0.0,0.0
2018-07-22,171.16,171.16,171.16,0.0,0.0,172.9,172.9,172.9,0.0,0.0,170.78,170.78,170.78,0.0,0.0,172.04,172.04,172.04,0.0,0.0
2018-07-29,168.96,168.96,168.96,0.0,0.0,170.72,170.72,170.72,0.0,0.0,167.52,167.52,167.52,0.0,0.0,169.12,169.12,169.12,0.0,0.0
2018-08-05,166.16,166.16,166.16,0.0,0.0,167.0,167.0,167.0,0.0,0.0,162.52,162.52,162.52,0.0,0.0,162.68,162.68,162.68,0.0,0.0
2018-08-12,158.72,158.72,158.72,0.0,0.0,161.01,161.01,161.01,0.0,0.0,158.48,158.48,158.48,0.0,0.0,160.44,160.44,160.44,0.0,0.0
2018-08-19,168.88,168.88,168.88,0.0,0.0,169.96,169.96,169.96,0.0,0.0,168.12,168.12,168.12,0.0,0.0,168.6,168.6,168.6,0.0,0.0
2018-08-26,169.8,169.8,169.8,0.0,0.0,169.8,169.8,169.8,0.0,0.0,168.0,168.0,168.0,0.0,0.0,169.36,169.36,169.36,0.0,0.0
2018-09-02,160.84,160.84,160.84,0.0,0.0,161.6,161.6,161.6,0.0,0.0,159.6,159.6,159.6,0.0,0.0,160.08,160.08,160.08,0.0,0.0
2018-09-09,166.0,166.0,166.0,0.0,0.0,166.52,166.52,166.52,0.0,0.0,164.5,164.5,164.5,0.0,0.0,164.96,164.96,164.96,0.0,0.0
2018-09-16,172.72,172.72,172.72,0.0,0.0,174.5,174.5,174.5,0.0,0.0,171.6,171.6,171.6,0.0,0.0,173.48,173.48,173.48,0.0,0.0
2018-09-23,174.4,174.4,174.4,0.0,0.0,176.2,176.2,176.2,0.0,0.0,173.12,173.12,173.12,0.0,0.0,174.96,174.96,174.96,0.0,0.0
2018-09-30,173.04,173.04,173.04,0.0,0.0,174.34,174.34,174.34,0.0,0.0,171.16,171.16,171.16,0.0,0.0,173.52,173.52,173.52,0.0,0.0
2018-10-07,165.52,165.52,165.52,0.0,0.0,166.8,166.8,166.8,0.0,0.0,163.34,163.34,163.34,0.0,0.0,165.12,165.12,165.12,0.0,0.0
2018-10-14,160.08,160.08,160.08,0.0,0.0,160.36,160.36,160.36,0.0,0.0,156.41,156.41,156.41,0.0,0.0,157.44,157.44,157.44,0.0,0.0
2018-10-21,144.2,144.2,144.2,0.0,0.0,144.6,144.6,144.6,0.0,0.0,136.08,136.08,136.08,0.0,0.0,138.44,138.44,138.44,0.0,0.0
2018-10-28,146.96,146.96,146.96,0.0,0.0,149.36,149.36,149.36,0.0,0.0,146.52,146.52,146.52,0.0,0.0,148.8,148.8,148.8,0.0,0.0
2018-11-04,147.28,147.28,147.28,0.0,0.0,147.92,147.92,147.92,0.0,0.0,140.24,140.24,140.24,0.0,0.0,140.52,140.52,140.52,0.0,0.0
2018-11-11,137.6,137.6,137.6,0.0,0.0,139.12,139.12,139.12,0.0,0.0,136.24,136.24,136.24,0.0,0.0,138.24,138.24,138.24,0.0,0.0
2018-11-18,131.8,131.8,131.8,0.0,0.0,133.6,133.6,133.6,0.0,0.0,130.98,130.98,130.98,0.0,0.0,132.04,132.04,132.04,0.0,0.0
2018-11-25,135.48,135.48,135.48,0.0,0.0,136.06,136.06,136.06,0.0,0.0,132.96,132.96,132.96,0.0,0.0,135.48,135.48,135.48,0.0,0.0
2018-12-02,124.6,124.6,124.6,0.0,0.0,125.84,125.84,125.84,0.0,0.0,120.04,120.04,120.04,0.0,0.0,122.08,122.08,122.08,0.0,0.0
2018-12-09,115.88,115.88,115.88,0.0,0.0,117.44,117.44,117.44,0.0,0.0,112.22,112.22,112.22,0.0,0.0,112.88,112.88,112.88,0.0,0.0
2018-12-16,100.04,100.04,100.04,0.0,0.0,100.36,100.36,100.36,0.0,0.0,96.4,96.4,96.4,0.0,0.0,96.48,96.48,96.48,0.0,0.0
2018-12-23,106.76,106.76,106.76,0.0,0.0,107.32,107.32,107.32,0.0,0.0,104.04,104.04,104.04,0.0,0.0,106.12,106.12,106.12,0.0,0.0
2018-12-30,115.72,115.72,115.72,0.0,0.0,119.54,119.54,119.54,0.0,0.0,114.48,114.48,114.48,0.0,0.0,118.44,118.44,118.44,0.0,0.0
2019-01-06,120.0,120.0,120.0,0.0,0.0,122.8,122.8,122.8,0.0,0.0,119.8,119.8,119.8,0.0,0.0,121.68,121.68,121.68,0.0,0.0
2019-01-13,125.2,125.2,125.2,0.0,0.0,126.48,126.48,126.48,0.0,0.0,124.28,124.28,124.28,0.0,0.0,126.44,126.44,126.44,0.0,0.0
2019-01-20,119.48,119.48,119.48,0.0,0.0,120.4,120.4,120.4,0.0,0.0,118.38,118.38,118.38,0.0,0.0,120.0,120.0,120.0,0.0,0.0
2019-01-27,121.68,121.68,121.68,0.0,0.0,123.52,123.52,123.52,0.0,0.0,120.64,120.64,120.64,0.0,0.0,123.52,123.52,123.52,0.0,0.0
2019-02-03,112.48,112.48,112.48,0.0,0.0,115.52,115.52,115.52,0.0,0.0,111.92,111.92,111.92,0.0,0.0,115.28,115.28,115.28,0.0,0.0
2019-02-10,122.2,122.2,122.2,0.0,0.0,124.04,124.04,124.04,0.0,0.0,122.0,122.0,122.0,0.0,0.0,124.0,124.0,124.0,0.0,0.0
2019-02-17,121.76,121.76,121.76,0.0,0.0,123.36,123.36,123.36,0.0,0.0,121.56,121.56,121.56,0.0,0.0,122.32,122.32,122.32,0.0,0.0
2019-02-24,122.76,122.76,122.76,0.0,0.0,123.56,123.56,123.56,0.0,0.0,119.94,119.94,119.94,0.0,0.0,122.48,122.48,122.48,0.0,0.0
2019-03-03,113.08,113.08,113.08,0.0,0.0,114.84,114.84,114.84,0.0,0.0,112.24,112.24,112.24,0.0,0.0,114.64,114.64,114.64,0.0,0.0
2019-03-10,119.68,119.68,119.68,0.0,0.0,122.32,122.32,122.32,0.0,0.0,119.56,119.56,119.56,0.0,0.0,121.96,121.96,121.96,0.0,0.0
2019-03-17,119.56,119.56,119.56,0.0,0.0,120.92,120.92,120.92,0.0,0.0,117.92,117.92,117.92,0.0,0.0,120.32,120.32,120.32,0.0,0.0
2019-03-24,124.44,124.44,124.44,0.0,0.0,125.4,125.4,125.4,0.0,0.0,123.52,123.52,123.52,0.0,0.0,124.68,124.68,124.68,0.0,0.0
2019-03-31,128.04,128.04,128.04,0.0,0.0,129.52,129.52,129.52,0.0,0.0,127.12,127.12,127.12,0.0,0.0,128.12,128.12,128.12,0.0,0.0
2019-04-07,129.28,129.28,129.28,0.0,0.0,130.36,130.36,130.36,0.0,0.0,128.12,128.12,128.12,0.0,0.0,128.32,128.32,128.32,0.0,0.0
2019-04-14,129.6,129.6,129.6,0.0,0.0,131.98,131.98,131.98,0.0,0.0,128.52,128.52,128.52,0.0,0.0,131.92,131.92,131.92,0.0,0.0
2019-04-21,125.28,125.28,125.28,0.0,0.0,125.84,125.84,125.84,0.0,0.0,124.24,124.24,124.24,0.0,0.0,124.96,124.96,124.96,0.0,0.0
2019-04-28,116.68,116.68,116.68,0.0,0.0,120.28,120.28,120.28,0.0,0.0,116.44,116.44,116.44,0.0,0.0,119.6,119.6,119.6,0.0,0.0
2019-05-05,118.16,118.16,118.16,0.0,0.0,118.68,118.68,118.68,0.0,0.0,114.68,114.68,114.68,0.0,0.0,115.04,115.04,115.04,0.0,0.0
2019-05-12,117.72,117.72,117.72,0.0,0.0,118.2,118.2,118.2,0.0,0.0,116.6,116.6,116.6,0.0,0.0,116.96,116.96,116.96,0.0,0.0
2019-05-19,110.3,110.3,110.3,0.0,0.0,110.48,110.48,110.48,0.0,0.0,106.9,106.9,106.9,0.0,0.0,108.48,108.48,108.48,0.0,0.0
2019-05-26,103.24,103.24,103.24,0.0,0.0,104.28,104.28,104.28,0.0,0.0,102.28,102.28,102.28,0.0,0.0,103.4,103.4,103.4,0.0,0.0
2019-06-02,103.76,103.76,103.76,0.0,0.0,105.48,105.48,105.48,0.0,0.0,102.52,102.52,102.52,0.0,0.0,102.72,102.72,102.72,0.0,0.0
2019-06-09,99.28,99.28,99.28,0.0,0.0,102.0,102.0,102.0,0.0,0.0,98.65,98.65,98.65,0.0,0.0,101.56,101.56,101.56,0.0,0.0
2019-06-16,107.04,107.04,107.04,0.0,0.0,107.52,107.52,107.52,0.0,0.0,104.92,104.92,104.92,0.0,0.0,105.36,105.36,105.36,0.0,0.0
2019-06-23,111.64,111.64,111.64,0.0,0.0,111.92,111.92,111.92,0.0,0.0,108.16,108.16,108.16,0.0,0.0,108.8,108.8,108.8,0.0,0.0
2019-06-30,105.24,105.24,105.24,0.0,0.0,106.76,106.76,106.76,0.0,0.0,104.4,104.4,104.4,0.0,0.0,104.72,104.72,104.72,0.0,0.0
2019-07-07,106.84,106.84,106.84,0.0,0.0,107.16,107.16,107.16,0.0,0.0,103.48,103.48,103.48,0.0,0.0,103.84,103.84,103.84,0.0,0.0
2019-07-14,99.6,99.6,99.6,0.0,0.0,100.48,100.48,100.48,0.0,0.0,98.12,98.12,98.12,0.0,0.0,99.36,99.36,99.36,0.0,0.0
2019-07-21,96.92,96.92,96.92,0.0,0.0,97.16,97.16,97.16,0.0,0.0,94.0,94.0,94.0,0.0,0.0,95.04,95.04,95.04,0.0,0.0
2019-07-28,90.4,90.4,90.4,0.0,0.0,90.6,90.6,90.6,0.0,0.0,88.38,88.38,88.38,0.0,0.0,88.96,88.96,88.96,0.0,0.0
2019-08-04,88.72,88.72,88.72,0.0,0.0,89.08,89.08,89.08,0.0,0.0,86.8,86.8,86.8,0.0,0.0,87.8,87.8,87.8,0.0,0.0
2019-08-11,87.48,87.48,87.48,0.0,0.0,89.68,89.68,89.68,0.0,0.0,87.24,87.24,87.24,0.0,0.0,89.28,89.28,89.28,0.0,0.0
2019-08-18,84.52,84.52,84.52,0.0,0.0,85.32,85.32,85.32,0.0,0.0,83.24,83.24,83.24,0.0,0.0,83.6,83.6,83.6,0.0,0.0
2019-08-25,88.16,88.16,88.16,0.0,0.0,88.42,88.42,88.42,0.0,0.0,85.28,85.28,85.28,0.0,0.0,86.28,86.28,86.28,0.0,0.0
2019-09-01,89.76,89.76,89.76,0.0,0.0,94.04,94.04,94.04,0.0,0.0,89.76,89.76,89.76,0.0,0.0,93.84,93.84,93.84,0.0,0.0
2019-09-08,102.12,102.12,102.12,0.0,0.0,104.68,104.68,104.68,0.0,0.0,99.8,99.8,99.8,0.0,0.0,103.8,103.8,103.8,0.0,0.0
2019-09-15,94.4,94.4,94.4,0.0,0.0,95.38,95.38,95.38,0.0,0.0,93.8,93.8,93.8,0.0,0.0,94.84,94.84,94.84,0.0,0.0
2019-09-22,89.24,89.24,89.24,0.0,0.0,89.72,89.72,89.72,0.0,0.0,88.6,88.6,88.6,0.0,0.0,89.44,89.44,89.44,0.0,0.0
2019-09-29,85.04,85.04,85.04,0.0,0.0,85.58,85.58,85.58,0.0,0.0,83.42,83.42,83.42,0.0,0.0,83.92,83.92,83.92,0.0,0.0
2019-10-06,83.76,83.76,83.76,0.0,0.0,84.32,84.32,84.32,0.0,0.0,81.92,81.92,81.92,0.0,0.0,83.92,83.92,83.92,0.0,0.0
2019-10-13,81.64,81.64,81.64,0.0,0.0,83.26,83.26,83.26,0.0,0.0,81.48,81.48,81.48,0.0,0.0,82.84,82.84,82.84,0.0,0.0
2019-10-20,88.0,88.0,88.0,0.0,0.0,89.16,89.16,89.16,0.0,0.0,86.68,86.68,86.68,0.0,0.0,86.76,86.76,86.76,0.0,0.0
2019-10-27,89.48,89.48,89.48,0.0,0.0,92.58,92.58,92.58,0.0,0.0,89.36,89.36,89.36,0.0,0.0,91.64,91.64,91.64,0.0,0.0
2019-11-03,89.68,89.68,89.68,0.0,0.0,90.72,90.72,90.72,0.0,0.0,88.92,88.92,88.92,0.0,0.0,89.32,89.32,89.32,0.0,0.0
2019-11-10,87.4,87.4,87.4,0.0,0.0,87.4,87.4,87.4,0.0,0.0,84.44,84.44,84.44,0.0,0.0,85.12,85.12,85.12,0.0,0.0
2019-11-17,83.68,83.68,83.68,0.0,0.0,85.0,85.0,85.0,0.0,0.0,83.36,83.36,83.36,0.0,0.0,84.92,84.92,84.92,0.0,0.0
2019-11-24,82.24,82.24,82.24,0.0,0.0,82.68,82.68,82.68,0.0,0.0,81.16,81.16,81.16,0.0,0.0,81.48,81.48,81.48,0.0,0.0
2019-12-01,84.36,84.36,84.36,0.0,0.0,86.24,86.24,86.24,0.0,0.0,83.96,83.96,83.96,0.0,0.0,85.48,85.48,85.48,0.0,0.0
2019-12-08,88.12,88.12,88.12,0.0,0.0,90.4,90.4,90.4,0.0,0.0,88.0,88.0,88.0,0.0,0.0,89.52,89.52,89.52,0.0,0.0
2019-12-15,92.88,92.88,92.88,0.0,0.0,95.04,95.04,95.04,0.0,0.0,92.8,92.8,92.8,0.0,0.0,94.88,94.88,94.88,0.0,0.0
2019-12-22,94.16,94.16,94.16,0.0,0.0,94.6,94.6,94.6,0.0,0.0,93.12,93.12,93.12,0.0,0.0,93.44,93.44,93.44,0.0,0.0
2019-12-29,97.52,97.52,97.52,0.0,0.0,97.88,97.88,97.88,0.0,0.0,95.12,95.12,95.12,0.0,0.0,96.12,96.12,96.12,0.0,0.0
