Date,CLDXStock_Open_average,CLDXStock_Open_max,CLDXStock_Open_min,CLDXStock_Open_volatility,CLDXStock_Open_change,CLDXStock_High_average,CLDXStock_High_max,CLDXStock_High_min,CLDXStock_High_volatility,CLDXStock_High_change,CLDXStock_Low_average,CLDXStock_Low_max,CLDXStock_Low_min,CLDXStock_Low_volatility,CLDXStock_Low_change,CLDXStock_Close_average,CLDXStock_Close_max,CLDXStock_Close_min,CLDXStock_Close_volatility,CLDXStock_Close_change,CLDXStock_Volume_average,CLDXStock_Volume_max,CLDXStock_Volume_min,CLDXStock_Volume_volatility,CLDXStock_Volume_change
2018-01-14,41.325,42.0,40.95,1.0499999999999972,-1.0499999999999972,41.980000000000004,42.75,41.55,1.2000000000000028,-1.2000000000000028,40.1825,40.73,39.75,0.9799999999999969,0.75,41.0625,41.4,40.35,1.0499999999999972,1.0499999999999972,66611,118114,47495,70619,-70283
2018-01-21,42.15,43.2,41.55,1.6500000000000057,0.30000000000000426,42.72,43.2,42.0,1.2000000000000028,1.0500000000000043,41.18,41.85,40.2,1.6499999999999986,0.3200000000000003,42.21,42.75,41.55,1.2000000000000028,0.45000000000000284,84455,112599,65656,46943,-9611
2018-01-28,41.91,42.9,40.65,2.25,-2.25,42.346,43.5,40.95,2.549999999999997,-2.549999999999997,40.952,41.7,39.83,1.8700000000000045,-1.8700000000000045,41.49,42.75,40.05,2.700000000000003,-2.700000000000003,69068,92055,58159,33896,-25998
2018-02-04,37.74,39.9,36.6,3.299999999999997,-3.1499999999999986,38.52,40.65,37.2,3.4499999999999957,-3.4499999999999957,35.97,38.1,33.45,4.649999999999999,-4.649999999999999,37.08,38.1,35.7,2.3999999999999986,-2.3999999999999986,102754,131140,83965,47175,28049
2018-02-11,35.1,36.15,34.5,1.6499999999999986,-1.1999999999999957,35.726,36.59,34.94,1.6500000000000057,-0.5900000000000034,34.44,35.25,34.05,1.2000000000000028,-0.45000000000000284,34.86,35.25,34.35,0.8999999999999986,0.0,92305,144595,73008,71587,71587
2018-02-18,35.85,36.6,35.4,1.2000000000000028,-0.30000000000000426,36.43,37.05,35.77,1.279999999999994,-0.22999999999999687,35.2125,35.55,34.95,0.5999999999999943,-0.14999999999999858,35.699999999999996,36.3,35.4,0.8999999999999986,0.0,76384,82397,66627,15770,-15770
2018-02-25,35.19,36.0,33.9,2.1000000000000014,-2.1000000000000014,35.730000000000004,36.45,34.65,1.8000000000000043,-1.3500000000000014,34.074,35.08,33.38,1.6999999999999957,-1.6299999999999955,34.86,36.0,33.75,2.25,-1.0499999999999972,69748,84915,48498,36417,36417
2018-03-04,37.74,41.55,34.95,6.599999999999994,6.599999999999994,39.18,42.9,36.3,6.600000000000001,6.600000000000001,36.78,41.25,34.35,6.899999999999999,6.899999999999999,38.58,42.3,36.15,6.149999999999999,6.149999999999999,148078,320303,80206,240097,62957
2018-03-11,40.11,42.75,37.35,5.399999999999999,-5.399999999999999,40.38,42.75,37.35,5.399999999999999,-5.399999999999999,38.25,41.55,36.45,5.099999999999994,-5.099999999999994,38.73,42.3,37.05,5.25,-5.25,131110,157138,99795,57343,27694
2018-03-18,36.6,37.2,36.15,1.0500000000000043,-0.45000000000000284,37.32,37.8,36.9,0.8999999999999986,-0.45000000000000284,35.61,36.15,34.95,1.1999999999999957,0.29999999999999716,36.21,36.9,35.25,1.6499999999999986,-0.6000000000000014,99964,137418,72145,65273,-65273
2018-03-25,35.4375,36.15,34.5,1.6499999999999986,-1.2000000000000028,36.0375,37.2,35.25,1.9500000000000028,-1.0499999999999972,34.2875,34.8,33.75,1.0499999999999972,-0.8999999999999986,35.1375,36.15,34.35,1.7999999999999972,-1.1999999999999957,79817,87666,74071,13595,13595
2018-04-01,32.37,34.95,30.6,4.350000000000001,-4.050000000000004,32.966,34.95,31.2,3.7500000000000036,-3.7500000000000036,30.599999999999998,31.65,29.7,1.9499999999999993,-1.9499999999999993,31.32,32.4,29.85,2.549999999999997,-2.25,119484,138908,99322,39586,-39475
2018-04-08,32.07,33.75,30.45,3.3000000000000007,3.3000000000000007,33.03,34.05,32.1,1.9499999999999957,1.5,31.122,32.7,29.55,3.150000000000002,2.6999999999999993,32.34,33.6,31.05,2.5500000000000007,1.1999999999999993,73555,107246,40214,67032,-67032
2018-04-15,12.268,15.75,10.38,5.369999999999999,-5.369999999999999,12.72,15.9,11.19,4.710000000000001,-4.68,10.834,11.85,9.76,2.09,-1.0,10.968,11.85,10.19,1.6600000000000001,-0.9100000000000001,894864,1949547,413137,1536410,-1536410
2018-04-22,10.996,12.02,10.5,1.5199999999999996,1.459999999999999,11.424,12.18,10.65,1.5299999999999994,1.4100000000000001,10.446,11.1,9.93,1.17,1.17,11.084,11.8,10.31,1.4900000000000002,1.1600000000000001,312542,415354,223325,192029,-59750
2018-04-29,11.442,11.85,10.82,1.0299999999999994,0.1899999999999995,11.984,12.53,11.55,0.9799999999999986,0.9799999999999986,11.136000000000001,11.73,10.65,1.08,1.08,11.676,12.03,11.1,0.9299999999999997,0.9299999999999997,162526,202306,119430,82876,-76729
2018-05-06,11.428,12.15,10.92,1.2300000000000004,-1.2300000000000004,11.848,12.58,11.19,1.3900000000000006,-1.3900000000000006,10.952,11.6,10.65,0.9499999999999993,-0.9499999999999993,11.254,11.74,10.82,0.9199999999999999,-0.8499999999999996,180385,215791,137173,78618,59880
2018-05-13,10.686,11.18,10.35,0.8300000000000001,-0.8300000000000001,10.804,11.25,10.46,0.7899999999999991,-0.6899999999999995,10.368,10.8,10.07,0.7300000000000004,-0.7300000000000004,10.46,10.8,10.07,0.7300000000000004,-0.7300000000000004,143665,168492,119507,48985,14679
2018-05-20,9.950000000000001,10.28,9.56,0.7199999999999989,-0.7199999999999989,10.172,10.44,9.73,0.7099999999999991,-0.6099999999999994,9.58,9.81,9.23,0.5800000000000001,-0.4800000000000004,9.758000000000001,9.97,9.51,0.46000000000000085,-0.33999999999999986,192938,277843,135946,141897,-40331
2018-05-27,9.445,9.71,9.12,0.5900000000000016,-0.5900000000000016,9.595,9.97,9.3,0.6699999999999999,-0.6699999999999999,9.002500000000001,9.38,8.7,0.6800000000000015,-0.6699999999999999,9.0425,9.41,8.7,0.7100000000000009,-0.5700000000000003,291099,388687,227957,160730,70524
2018-06-03,9.686,9.96,9.48,0.4800000000000004,0.2599999999999998,9.818,10.05,9.49,0.5600000000000005,0.41000000000000014,9.346,9.68,8.93,0.75,0.5199999999999996,9.616,9.83,9.13,0.6999999999999993,0.5899999999999999,226980,300270,148048,152222,-73997
2018-06-10,9.572000000000001,10.05,8.96,1.0899999999999999,-1.0899999999999999,9.704,10.35,9.07,1.2799999999999994,-1.2799999999999994,9.2,9.82,8.71,1.1099999999999994,-1.1099999999999994,9.304,9.97,8.75,1.2200000000000006,-1.2200000000000006,194528,251865,103649,148216,49378
2018-06-17,8.768,9.0,8.4,0.5999999999999996,-0.4499999999999993,8.952,9.13,8.55,0.5800000000000001,-0.5800000000000001,8.472,8.85,7.65,1.1999999999999993,-1.1999999999999993,8.532,8.92,7.82,1.0999999999999996,-1.0999999999999996,436630,1232518,191550,1040968,1040968
2018-06-24,7.6739999999999995,8.11,7.5,0.6099999999999994,-0.5999999999999996,7.946,8.7,7.5,1.1999999999999993,-0.8999999999999995,7.308,7.5,7.2,0.2999999999999998,-0.15000000000000036,7.54,7.71,7.43,0.28000000000000025,-0.16000000000000014,225136,353317,128214,225103,-221047
2018-07-01,7.6925,7.83,7.49,0.33999999999999986,0.3099999999999996,7.8149999999999995,7.93,7.7,0.22999999999999954,0.22999999999999954,7.5,7.65,7.42,0.23000000000000043,0.23000000000000043,7.717499999999999,7.88,7.6,0.28000000000000025,0.28000000000000025,107480,132967,82300,50667,-1843
2018-07-08,7.864,7.94,7.8,0.14000000000000057,0.0,7.96,7.99,7.94,0.04999999999999982,0.040000000000000036,7.688,7.8,7.54,0.2599999999999998,0.2599999999999998,7.784,7.83,7.73,0.09999999999999964,0.05999999999999961,109860,141981,84781,57200,-45495
2018-07-15,7.800000000000001,7.95,7.65,0.2999999999999998,-0.21999999999999975,7.982,8.23,7.84,0.39000000000000057,0.0,7.614,7.65,7.59,0.0600000000000005,0.0,7.7,7.78,7.65,0.1299999999999999,0.08999999999999986,76176,164364,46725,117639,13889
