Date,DDDStock_Open_average,DDDStock_Open_max,DDDStock_Open_min,DDDStock_Open_volatility,DDDStock_Open_change,DDDStock_High_average,DDDStock_High_max,DDDStock_High_min,DDDStock_High_volatility,DDDStock_High_change,DDDStock_Low_average,DDDStock_Low_max,DDDStock_Low_min,DDDStock_Low_volatility,DDDStock_Low_change,DDDStock_Close_average,DDDStock_Close_max,DDDStock_Close_min,DDDStock_Close_volatility,DDDStock_Close_change,DDDStock_Volume_average,DDDStock_Volume_max,DDDStock_Volume_min,DDDStock_Volume_volatility,DDDStock_Volume_change
2018-01-14,10.71,11.21,10.03,1.1800000000000015,-0.6400000000000006,11.1425,11.8,10.68,1.120000000000001,-0.7600000000000016,10.1575,10.56,9.78,0.7800000000000011,0.08999999999999986,10.4525,10.71,9.89,0.8200000000000003,-0.05000000000000071,4573730,6072201,3208147,2864054,-2864054
2018-01-21,10.536,10.69,10.15,0.5399999999999991,0.09999999999999964,10.798,10.96,10.64,0.3200000000000003,0.16999999999999993,10.252,10.46,10.0,0.46000000000000085,0.3699999999999992,10.58,10.72,10.22,0.5,0.5,2852551,3830552,2051346,1779206,-147137
2018-01-28,10.302,10.61,10.14,0.46999999999999886,-0.3699999999999992,10.44,10.8,10.3,0.5,-0.5,9.975999999999999,10.37,9.52,0.8499999999999996,-0.8499999999999996,10.132,10.49,9.63,0.8599999999999994,-0.8599999999999994,2313427,3380843,1763270,1617573,1436727
2018-02-04,9.602,10.26,8.92,1.3399999999999999,0.21000000000000085,10.046,10.65,9.62,1.0300000000000011,0.16000000000000014,9.33,9.82,8.88,0.9399999999999995,0.39000000000000057,9.718,10.32,9.07,1.25,0.6099999999999994,2981149,3866971,2411175,1455796,24344
2018-02-11,10.0,10.23,9.75,0.4800000000000004,0.4800000000000004,10.344,10.57,10.19,0.3800000000000008,0.28000000000000114,9.92,10.12,9.6,0.5199999999999996,0.5199999999999996,10.106,10.22,9.92,0.3000000000000007,0.23000000000000043,2094984,2573648,1619003,954645,-253327
2018-02-18,10.0975,10.15,10.05,0.09999999999999964,-0.009999999999999787,10.325,10.43,10.2,0.23000000000000043,-0.09000000000000163,9.96,10.09,9.84,0.25,-0.10999999999999943,10.092500000000001,10.15,9.99,0.16000000000000014,-0.009999999999999787,1698406,2173838,1380682,793156,-793156
2018-02-25,10.508,11.42,9.94,1.4800000000000004,0.40000000000000036,10.874,11.58,10.1,1.4800000000000004,0.9599999999999991,10.118,10.6,9.43,1.17,0.10000000000000142,10.444,11.48,9.5,1.9800000000000004,1.0999999999999996,5212134,11932125,2506296,9425829,1563675
2018-03-04,11.974,12.3,11.36,0.9400000000000013,0.7400000000000002,12.468,12.87,12.2,0.6699999999999999,-0.6199999999999992,11.784,12.06,11.3,0.7599999999999998,0.6699999999999999,12.206,12.58,11.94,0.6400000000000006,-0.5299999999999994,3569218,5735175,1830878,3904297,-3701179
2018-03-11,12.41,13.0,12.01,0.9900000000000002,0.9700000000000006,12.728,13.7,12.14,1.5599999999999987,0.9299999999999997,12.18,12.75,11.9,0.8499999999999996,0.5,12.282,12.86,11.98,0.879999999999999,0.41999999999999993,4255780,8152056,1562897,6589159,2835935
2018-03-18,11.943999999999999,12.28,11.62,0.6600000000000001,-0.6600000000000001,12.178,12.57,11.8,0.7699999999999996,-0.7699999999999996,11.68,11.86,11.31,0.5499999999999989,-0.47999999999999865,11.838000000000001,12.06,11.43,0.6300000000000008,-0.6300000000000008,1874745,2702917,1274671,1428246,-688822
2018-03-25,11.495000000000001,11.66,11.33,0.33000000000000007,-0.33000000000000007,11.715,11.82,11.58,0.2400000000000002,-0.14000000000000057,11.2175,11.35,11.07,0.27999999999999936,-0.21999999999999886,11.4925,11.59,11.3,0.28999999999999915,0.019999999999999574,2053162,3469487,1393472,2076015,1720758
2018-04-01,11.238,11.48,10.98,0.5,-0.2599999999999998,11.411999999999999,11.55,11.29,0.26000000000000156,-0.1800000000000015,10.98,11.16,10.67,0.4900000000000002,0.010000000000001563,11.234,11.27,11.14,0.129999999999999,0.10999999999999943,1700176,2103038,1349495,753543,-263182
2018-04-08,11.676,12.05,11.3,0.75,0.75,11.966,12.25,11.63,0.6199999999999992,0.46999999999999886,11.57,11.75,11.24,0.5099999999999998,0.4800000000000004,11.764,11.99,11.38,0.6099999999999994,0.5599999999999987,1473234,1861071,1081443,779628,272695
2018-04-15,11.88,12.0,11.64,0.35999999999999943,-0.35999999999999943,12.034,12.19,11.83,0.35999999999999943,-0.3000000000000007,11.758000000000001,11.92,11.56,0.35999999999999943,-0.3200000000000003,11.806000000000001,11.97,11.6,0.370000000000001,-0.3200000000000003,1171572,1449564,852101,597463,-594451
2018-04-22,11.214,11.6,10.7,0.9000000000000004,-0.9000000000000004,11.328,11.76,10.83,0.9299999999999997,-0.9299999999999997,10.77,11.43,10.21,1.2199999999999989,-1.2199999999999989,10.948,11.47,10.27,1.200000000000001,-1.200000000000001,1753336,3219484,850159,2369325,1189459
2018-04-29,9.978,10.28,9.4,0.879999999999999,-0.8599999999999994,10.298,10.47,10.04,0.4300000000000015,-0.35999999999999943,9.69,10.16,9.0,1.1600000000000001,-0.7300000000000004,9.99,10.4,9.31,1.0899999999999999,-0.05999999999999872,3250454,7332086,1528709,5803377,793759
2018-05-06,11.132,12.54,9.9,2.639999999999999,2.639999999999999,11.796,12.92,10.23,2.6899999999999995,2.389999999999999,10.898,11.96,9.7,2.2600000000000016,2.2600000000000016,11.552,12.62,10.05,2.5699999999999985,1.9899999999999984,8122094,24892564,2490133,22402431,789077
2018-05-13,12.55,13.06,12.08,0.9800000000000004,0.5299999999999994,12.966,13.46,12.27,1.1900000000000013,0.40000000000000036,12.368,12.82,11.98,0.8399999999999999,0.4900000000000002,12.704,13.12,12.22,0.8999999999999986,0.4499999999999993,2793168,4701623,1270533,3431090,-927719
2018-05-20,12.436,12.76,12.12,0.6400000000000006,-0.5800000000000001,12.564,12.96,12.22,0.7400000000000002,-0.7400000000000002,12.198,12.7,11.9,0.7999999999999989,-0.6999999999999993,12.334,12.73,12.02,0.7100000000000009,-0.7100000000000009,1187746,1258858,997970,260888,-253782
2018-05-27,12.26,12.69,11.84,0.8499999999999996,0.5299999999999994,12.54,12.89,12.17,0.7200000000000006,0.41999999999999993,12.0925,12.27,11.79,0.4800000000000004,0.41000000000000014,12.35,12.48,12.11,0.370000000000001,0.33999999999999986,1277512,1395903,1123044,272859,272859
2018-06-03,13.475999999999999,13.95,12.57,1.379999999999999,1.2799999999999994,13.948,14.2,13.23,0.9699999999999989,0.9499999999999993,13.25,13.68,12.48,1.1999999999999993,1.1999999999999993,13.772,14.09,13.07,1.0199999999999996,0.7999999999999989,3094324,4936413,2180501,2755912,-506095
2018-06-10,14.314,14.55,13.87,0.6800000000000015,0.4300000000000015,14.706,14.99,14.43,0.5600000000000005,-0.0600000000000005,14.118,14.32,13.8,0.5199999999999996,0.3099999999999987,14.411999999999999,14.5,14.29,0.21000000000000085,-0.07000000000000028,2096593,2712119,1492768,1219351,-127375
2018-06-17,14.504,15.03,14.25,0.7799999999999994,0.05000000000000071,14.84,15.34,14.54,0.8000000000000007,0.08999999999999986,14.128,14.39,13.89,0.5,0.10999999999999943,14.484,14.97,14.19,0.7800000000000011,-0.23000000000000043,2577022,3737049,1371324,2365725,2365725
2018-06-24,13.828,14.18,13.32,0.8599999999999994,-0.5600000000000005,14.142,14.41,13.77,0.6400000000000006,-0.28999999999999915,13.522,13.96,13.21,0.75,0.16999999999999993,13.774,14.04,13.41,0.629999999999999,-0.1999999999999993,1926840,2418854,1326194,1092660,-242795
2018-07-01,14.1025,14.44,13.74,0.6999999999999993,0.6999999999999993,14.4025,14.77,14.1,0.6699999999999999,0.6699999999999999,13.9225,14.31,13.39,0.9199999999999999,0.9199999999999999,14.307500000000001,14.74,13.98,0.7599999999999998,0.6500000000000004,1116949,1387797,896913,490884,-196578
2018-07-08,15.028,15.72,14.6,1.120000000000001,0.9199999999999999,15.374,15.94,14.95,0.9900000000000002,0.8300000000000001,14.768,15.32,14.3,1.0199999999999996,0.5800000000000001,15.152,15.76,14.72,1.0399999999999991,0.3200000000000003,1838331,2474272,1024459,1449813,-84182
2018-07-15,15.112,15.4,14.96,0.4399999999999995,-0.3800000000000008,15.299999999999999,15.61,15.15,0.4599999999999991,-0.4599999999999991,14.962,15.15,14.85,0.3000000000000007,-0.21000000000000085,15.076,15.22,15.0,0.22000000000000064,-0.22000000000000064,1330682,1540201,959622,580579,501032
