Date,IQ Enhanced Core Plus Bond US_Open_average,IQ Enhanced Core Plus Bond US_Open_max,IQ Enhanced Core Plus Bond US_Open_min,IQ Enhanced Core Plus Bond US_Open_volatility,IQ Enhanced Core Plus Bond US_Open_change,IQ Enhanced Core Plus Bond US_High_average,IQ Enhanced Core Plus Bond US_High_max,IQ Enhanced Core Plus Bond US_High_min,IQ Enhanced Core Plus Bond US_High_volatility,IQ Enhanced Core Plus Bond US_High_change,IQ Enhanced Core Plus Bond US_Low_average,IQ Enhanced Core Plus Bond US_Low_max,IQ Enhanced Core Plus Bond US_Low_min,IQ Enhanced Core Plus Bond US_Low_volatility,IQ Enhanced Core Plus Bond US_Low_change,IQ Enhanced Core Plus Bond US_Close_average,IQ Enhanced Core Plus Bond US_Close_max,IQ Enhanced Core Plus Bond US_Close_min,IQ Enhanced Core Plus Bond US_Close_volatility,IQ Enhanced Core Plus Bond US_Close_change
2018-01-14,19.8,19.8,19.8,0.0,0.0,19.8,19.8,19.8,0.0,0.0,19.72,19.72,19.72,0.0,0.0,19.75,19.75,19.75,0.0,0.0
2018-01-21,19.71,19.71,19.71,0.0,0.0,19.77,19.77,19.77,0.0,0.0,19.7,19.7,19.7,0.0,0.0,19.76,19.76,19.76,0.0,0.0
2018-01-28,19.45,19.45,19.45,0.0,0.0,19.58,19.58,19.58,0.0,0.0,19.45,19.45,19.45,0.0,0.0,19.49,19.49,19.49,0.0,0.0
2018-02-04,19.29,19.29,19.29,0.0,0.0,19.29,19.29,19.29,0.0,0.0,19.24,19.24,19.24,0.0,0.0,19.25,19.25,19.25,0.0,0.0
2018-02-11,19.37,19.37,19.37,0.0,0.0,19.37,19.37,19.37,0.0,0.0,19.29,19.29,19.29,0.0,0.0,19.37,19.37,19.37,0.0,0.0
2018-02-18,19.32,19.32,19.32,0.0,0.0,19.36,19.36,19.36,0.0,0.0,19.28,19.28,19.28,0.0,0.0,19.29,19.29,19.29,0.0,0.0
2018-02-25,19.29,19.29,19.29,0.0,0.0,19.29,19.29,19.29,0.0,0.0,19.22,19.22,19.22,0.0,0.0,19.23,19.23,19.23,0.0,0.0
2018-03-04,19.19,19.19,19.19,0.0,0.0,19.22,19.22,19.22,0.0,0.0,19.19,19.19,19.19,0.0,0.0,19.2,19.2,19.2,0.0,0.0
2018-03-11,19.22,19.22,19.22,0.0,0.0,19.22,19.22,19.22,0.0,0.0,19.18,19.18,19.18,0.0,0.0,19.18,19.18,19.18,0.0,0.0
2018-03-18,19.17,19.17,19.17,0.0,0.0,19.19,19.19,19.19,0.0,0.0,19.15,19.15,19.15,0.0,0.0,19.16,19.16,19.16,0.0,0.0
2018-03-25,19.26,19.26,19.26,0.0,0.0,19.28,19.28,19.28,0.0,0.0,19.25,19.25,19.25,0.0,0.0,19.25,19.25,19.25,0.0,0.0
2018-04-01,19.22,19.22,19.22,0.0,0.0,19.27,19.27,19.27,0.0,0.0,19.21,19.21,19.21,0.0,0.0,19.24,19.24,19.24,0.0,0.0
2018-04-08,19.23,19.23,19.23,0.0,0.0,19.29,19.29,19.29,0.0,0.0,19.23,19.23,19.23,0.0,0.0,19.27,19.27,19.27,0.0,0.0
2018-04-15,19.11,19.11,19.11,0.0,0.0,19.11,19.11,19.11,0.0,0.0,19.05,19.05,19.05,0.0,0.0,19.08,19.08,19.08,0.0,0.0
2018-04-22,19.1,19.1,19.1,0.0,0.0,19.12,19.12,19.12,0.0,0.0,19.07,19.07,19.07,0.0,0.0,19.1,19.1,19.1,0.0,0.0
