Date,AKBTY_Open_average,AKBTY_Open_max,AKBTY_Open_min,AKBTY_Open_volatility,AKBTY_Open_change,AKBTY_High_average,AKBTY_High_max,AKBTY_High_min,AKBTY_High_volatility,AKBTY_High_change,AKBTY_Low_average,AKBTY_Low_max,AKBTY_Low_min,AKBTY_Low_volatility,AKBTY_Low_change,AKBTY_Close_average,AKBTY_Close_max,AKBTY_Close_min,AKBTY_Close_volatility,AKBTY_Close_change,AKBTY_Volume_average,AKBTY_Volume_max,AKBTY_Volume_min,AKBTY_Volume_volatility,AKBTY_Volume_change
2018-01-14,5.338,5.43,5.24,0.1899999999999995,0.1299999999999999,5.38,5.47,5.25,0.21999999999999975,0.21999999999999975,5.292,5.39,5.15,0.23999999999999932,0.21999999999999975,5.334,5.46,5.2,0.2599999999999998,0.2599999999999998,82205,183155,22546,160609,61255
2018-01-21,5.736,5.94,5.52,0.4200000000000008,0.4200000000000008,5.812,5.99,5.57,0.41999999999999993,0.3700000000000001,5.71,5.89,5.49,0.39999999999999947,0.35999999999999943,5.7940000000000005,5.98,5.57,0.41000000000000014,0.34999999999999964,65704,185133,13483,171650,-143658
2018-01-28,5.718,5.83,5.61,0.21999999999999975,-0.16999999999999993,5.78,5.89,5.65,0.23999999999999932,-0.1999999999999993,5.63,5.77,5.44,0.3299999999999992,-0.3299999999999992,5.686,5.82,5.53,0.29000000000000004,-0.29000000000000004,55246,113574,17603,95971,85236
2018-02-04,5.476,5.54,5.38,0.16000000000000014,0.04999999999999982,5.552,5.68,5.43,0.25,-0.08000000000000007,5.408,5.5,5.28,0.21999999999999975,0.019999999999999574,5.478,5.67,5.29,0.3799999999999999,-0.08999999999999986,1101148,1684965,63815,1621150,1242694
2018-02-11,5.5425,5.75,5.38,0.3700000000000001,0.29000000000000004,5.625,5.76,5.51,0.25,0.20000000000000018,5.505,5.6,5.38,0.21999999999999975,0.13999999999999968,5.609999999999999,5.71,5.51,0.20000000000000018,0.15000000000000036,97092,179859,32191,147668,-108805
2018-02-18,5.596,5.69,5.49,0.20000000000000018,0.20000000000000018,5.628,5.71,5.49,0.21999999999999975,0.21999999999999975,5.52,5.64,5.38,0.2599999999999998,0.2599999999999998,5.57,5.65,5.43,0.22000000000000064,0.22000000000000064,48140,74817,33597,41220,-7693
2018-02-25,5.57,5.71,5.49,0.21999999999999975,-0.21999999999999975,5.632,5.75,5.57,0.17999999999999972,-0.17999999999999972,5.54,5.64,5.48,0.15999999999999925,-0.15999999999999925,5.602,5.69,5.55,0.14000000000000057,-0.13000000000000078,47333,92467,19758,72709,-48692
2018-03-04,5.556,5.61,5.47,0.14000000000000057,-0.010000000000000675,5.604,5.64,5.55,0.08999999999999986,0.009999999999999787,5.502,5.54,5.45,0.08999999999999986,0.0,5.57,5.61,5.54,0.07000000000000028,-0.009999999999999787,58280,131685,12124,119561,-86147
2018-03-11,5.322,5.48,5.1,0.3800000000000008,-0.3800000000000008,5.324,5.49,5.1,0.39000000000000057,-0.39000000000000057,5.226,5.4,5.0,0.40000000000000036,-0.40000000000000036,5.246,5.42,5.07,0.34999999999999964,-0.34999999999999964,55559,111490,18742,92748,24365
2018-03-18,5.124,5.25,4.97,0.28000000000000025,-0.16000000000000014,5.184,5.29,5.05,0.2400000000000002,-0.16000000000000014,5.0440000000000005,5.19,4.9,0.29000000000000004,-0.20999999999999996,5.114,5.27,4.97,0.2999999999999998,-0.1200000000000001,57951,92977,37517,55460,-31722
