Date,PM_Open_average,PM_Open_max,PM_Open_min,PM_Open_volatility,PM_Open_change,PM_High_average,PM_High_max,PM_High_min,PM_High_volatility,PM_High_change,PM_Low_average,PM_Low_max,PM_Low_min,PM_Low_volatility,PM_Low_change,PM_Close_average,PM_Close_max,PM_Close_min,PM_Close_volatility,PM_Close_change,PM_Volume_average,PM_Volume_max,PM_Volume_min,PM_Volume_volatility,PM_Volume_change
2018-01-14,105.16749999999999,105.58,104.55,1.0300000000000011,1.0300000000000011,106.5125,109.11,104.98,4.1299999999999955,4.1299999999999955,104.7975,105.54,103.77,1.7700000000000102,1.7700000000000102,106.1625,108.92,104.87,4.049999999999997,4.049999999999997,4954615,5855595,4009392,1846203,-36740
2018-01-21,109.0,110.43,107.36,3.0700000000000074,-1.7900000000000063,110.412,111.25,109.68,1.5699999999999932,0.7799999999999869,107.35,109.56,103.02,6.540000000000006,-1.1499999999999915,109.324,110.6,107.49,3.1099999999999994,1.3799999999999955,6153754,11823674,3778058,8045616,1238409
2018-01-28,107.62,109.63,105.0,4.6299999999999955,-4.6299999999999955,108.13,109.7,105.53,4.170000000000002,-4.170000000000002,106.204,108.41,103.19,5.219999999999999,-5.219999999999999,106.478,108.61,103.44,5.170000000000002,-5.170000000000002,5419691,7612858,3952549,3660309,2469256
2018-02-04,100.11200000000001,102.93,97.31,5.6200000000000045,-2.030000000000001,101.942,103.48,100.64,2.8400000000000034,-1.8800000000000097,98.244,99.0,96.66,2.3400000000000034,0.03999999999999204,99.646,100.39,98.69,1.7000000000000028,1.25,8904755,11214336,5916838,5297498,1998694
2018-02-11,102.126,103.31,100.27,3.0400000000000063,3.0400000000000063,103.714,105.13,103.07,2.0600000000000023,2.0600000000000023,101.522,103.05,99.79,3.259999999999991,3.259999999999991,103.19800000000001,104.31,102.4,1.9099999999999966,1.9099999999999966,5095081,6468874,4253763,2215111,-1259487
2018-02-18,103.5275,103.7,103.1,0.6000000000000085,-0.04999999999999716,105.2025,106.36,103.89,2.469999999999999,2.469999999999999,102.9075,103.43,102.33,1.1000000000000085,1.1000000000000085,103.91499999999999,106.11,102.85,3.260000000000005,3.260000000000005,4633418,5661147,3974934,1686213,849743
2018-02-25,105.2,106.39,103.67,2.719999999999999,-1.9200000000000017,106.204,107.08,105.05,2.030000000000001,0.28999999999999204,104.0,105.18,102.93,2.25,-0.8700000000000045,105.16,106.81,103.55,3.260000000000005,0.12999999999999545,5665537,6683285,4414524,2268761,574352
2018-03-04,107.478,109.46,106.04,3.4199999999999875,3.4199999999999875,108.53,109.9,107.84,2.0600000000000023,2.0600000000000023,106.728,107.98,105.77,2.210000000000008,2.210000000000008,107.974,109.0,106.89,2.1099999999999994,0.5999999999999943,4664335,6040950,3271355,2769595,-1159529
2018-03-11,106.674,107.99,105.0,2.989999999999995,-2.989999999999995,107.132,108.57,105.79,2.779999999999987,-2.769999999999996,105.456,107.14,103.17,3.969999999999999,-3.969999999999999,105.688,107.24,103.46,3.780000000000001,-3.680000000000007,4822695,8277023,3287312,4989711,3195760
2018-03-18,99.99,103.13,97.56,5.569999999999993,-4.829999999999998,100.612,103.45,98.72,4.730000000000004,-4.730000000000004,98.33800000000001,101.7,95.51,6.189999999999998,-6.189999999999998,98.612,101.74,95.63,6.109999999999999,-6.109999999999999,6289026,9655806,4968092,4687714,741114
2018-03-25,97.645,100.28,96.36,3.9200000000000017,3.7900000000000063,98.9925,101.01,97.11,3.9000000000000057,3.9000000000000057,97.0975,99.22,95.97,3.25,3.239999999999995,98.0675,99.79,96.35,3.440000000000012,3.0500000000000114,5876617,7571028,3489263,4081765,-1749944
