Date,iShares Russell Mid-Cap_Open_average,iShares Russell Mid-Cap_Open_max,iShares Russell Mid-Cap_Open_min,iShares Russell Mid-Cap_Open_volatility,iShares Russell Mid-Cap_Open_change,iShares Russell Mid-Cap_High_average,iShares Russell Mid-Cap_High_max,iShares Russell Mid-Cap_High_min,iShares Russell Mid-Cap_High_volatility,iShares Russell Mid-Cap_High_change,iShares Russell Mid-Cap_Low_average,iShares Russell Mid-Cap_Low_max,iShares Russell Mid-Cap_Low_min,iShares Russell Mid-Cap_Low_volatility,iShares Russell Mid-Cap_Low_change,iShares Russell Mid-Cap_Close_average,iShares Russell Mid-Cap_Close_max,iShares Russell Mid-Cap_Close_min,iShares Russell Mid-Cap_Close_volatility,iShares Russell Mid-Cap_Close_change
2018-06-03,54.16,54.16,54.16,0.0,0.0,54.3,54.3,54.3,0.0,0.0,54.06,54.06,54.06,0.0,0.0,54.19,54.19,54.19,0.0,0.0
2018-06-10,53.94,53.94,53.94,0.0,0.0,54.32,54.32,54.32,0.0,0.0,53.89,53.89,53.89,0.0,0.0,54.27,54.27,54.27,0.0,0.0
2018-06-17,53.7,53.7,53.7,0.0,0.0,53.82,53.82,53.82,0.0,0.0,52.94,52.94,52.94,0.0,0.0,53.2,53.2,53.2,0.0,0.0
2018-06-24,52.73,52.73,52.73,0.0,0.0,53.11,53.11,53.11,0.0,0.0,52.6,52.6,52.6,0.0,0.0,53.1,53.1,53.1,0.0,0.0
2018-07-01,53.97,53.97,53.97,0.0,0.0,54.16,54.16,54.16,0.0,0.0,53.91,53.91,53.91,0.0,0.0,54.16,54.16,54.16,0.0,0.0
2018-07-08,54.26,54.26,54.26,0.0,0.0,54.26,54.26,54.26,0.0,0.0,53.85,53.85,53.85,0.0,0.0,53.94,53.94,53.94,0.0,0.0
2018-07-15,54.22,54.22,54.22,0.0,0.0,54.29,54.29,54.29,0.0,0.0,54.04,54.04,54.04,0.0,0.0,54.24,54.24,54.24,0.0,0.0
2018-07-22,54.11,54.11,54.11,0.0,0.0,54.18,54.18,54.18,0.0,0.0,53.66,53.66,53.66,0.0,0.0,53.69,53.69,53.69,0.0,0.0
2018-07-29,54.38,54.38,54.38,0.0,0.0,54.67,54.67,54.67,0.0,0.0,54.33,54.33,54.33,0.0,0.0,54.61,54.61,54.61,0.0,0.0
2018-08-05,54.4,54.4,54.4,0.0,0.0,54.49,54.49,54.49,0.0,0.0,53.98,53.98,53.98,0.0,0.0,54.07,54.07,54.07,0.0,0.0
2018-08-12,54.9,54.9,54.9,0.0,0.0,55.08,55.08,55.08,0.0,0.0,54.84,54.84,54.84,0.0,0.0,55.05,55.05,55.05,0.0,0.0
2018-08-19,55.65,55.65,55.65,0.0,0.0,55.87,55.87,55.87,0.0,0.0,55.65,55.65,55.65,0.0,0.0,55.76,55.76,55.76,0.0,0.0
2018-08-26,55.61,55.61,55.61,0.0,0.0,55.82,55.82,55.82,0.0,0.0,55.61,55.61,55.61,0.0,0.0,55.78,55.78,55.78,0.0,0.0
2018-09-02,55.53,55.53,55.53,0.0,0.0,55.6,55.6,55.6,0.0,0.0,55.45,55.45,55.45,0.0,0.0,55.52,55.52,55.52,0.0,0.0
2018-09-09,55.97,55.97,55.97,0.0,0.0,55.97,55.97,55.97,0.0,0.0,55.52,55.52,55.52,0.0,0.0,55.56,55.56,55.56,0.0,0.0
2018-09-16,55.92,55.92,55.92,0.0,0.0,55.92,55.92,55.92,0.0,0.0,55.52,55.52,55.52,0.0,0.0,55.63,55.63,55.63,0.0,0.0
2018-09-23,55.37,55.37,55.37,0.0,0.0,55.37,55.37,55.37,0.0,0.0,54.84,54.84,54.84,0.0,0.0,54.95,54.95,54.95,0.0,0.0
2018-09-30,53.82,53.82,53.82,0.0,0.0,53.95,53.95,53.95,0.0,0.0,53.5,53.5,53.5,0.0,0.0,53.83,53.83,53.83,0.0,0.0
2018-10-07,51.34,51.34,51.34,0.0,0.0,51.86,51.86,51.86,0.0,0.0,51.3,51.3,51.3,0.0,0.0,51.48,51.48,51.48,0.0,0.0
2018-10-14,51.56,51.56,51.56,0.0,0.0,51.64,51.64,51.64,0.0,0.0,51.08,51.08,51.08,0.0,0.0,51.14,51.14,51.14,0.0,0.0
2018-10-21,49.88,49.88,49.88,0.0,0.0,50.21,50.21,50.21,0.0,0.0,48.54,48.54,48.54,0.0,0.0,49.13,49.13,49.13,0.0,0.0
2018-10-28,51.3,51.3,51.3,0.0,0.0,51.56,51.56,51.56,0.0,0.0,51.05,51.05,51.05,0.0,0.0,51.43,51.43,51.43,0.0,0.0
2018-11-04,51.8,51.8,51.8,0.0,0.0,51.91,51.91,51.91,0.0,0.0,50.93,50.93,50.93,0.0,0.0,50.99,50.99,50.99,0.0,0.0
2018-11-11,51.19,51.19,51.19,0.0,0.0,51.33,51.33,51.33,0.0,0.0,50.27,50.27,50.27,0.0,0.0,50.42,50.42,50.42,0.0,0.0
2018-11-18,50.48,50.48,50.48,0.0,0.0,50.77,50.77,50.77,0.0,0.0,50.41,50.41,50.41,0.0,0.0,50.76,50.76,50.76,0.0,0.0
2018-11-25,52.34,52.34,52.34,0.0,0.0,52.61,52.61,52.61,0.0,0.0,51.92,51.92,51.92,0.0,0.0,52.37,52.37,52.37,0.0,0.0
2018-12-02,49.48,49.48,49.48,0.0,0.0,49.71,49.71,49.71,0.0,0.0,48.62,48.62,48.62,0.0,0.0,49.43,49.43,49.43,0.0,0.0
2018-12-09,48.23,48.23,48.23,0.0,0.0,48.37,48.37,48.37,0.0,0.0,47.03,47.03,47.03,0.0,0.0,47.29,47.29,47.29,0.0,0.0
2018-12-16,44.59,44.59,44.59,0.0,0.0,44.8,44.8,44.8,0.0,0.0,43.69,43.69,43.69,0.0,0.0,43.7,43.7,43.7,0.0,0.0
2018-12-23,46.34,46.34,46.34,0.0,0.0,46.48,46.48,46.48,0.0,0.0,45.89,45.89,45.89,0.0,0.0,46.48,46.48,46.48,0.0,0.0
2018-12-30,47.0,47.0,47.0,0.0,0.0,47.91,47.91,47.91,0.0,0.0,46.94,46.94,46.94,0.0,0.0,47.57,47.57,47.57,0.0,0.0
2019-01-06,48.55,48.55,48.55,0.0,0.0,48.78,48.78,48.78,0.0,0.0,48.4,48.4,48.4,0.0,0.0,48.58,48.58,48.58,0.0,0.0
2019-01-13,50.02,50.02,50.02,0.0,0.0,50.49,50.49,50.49,0.0,0.0,49.91,49.91,49.91,0.0,0.0,50.43,50.43,50.43,0.0,0.0
2019-01-20,50.21,50.21,50.21,0.0,0.0,50.51,50.51,50.51,0.0,0.0,50.09,50.09,50.09,0.0,0.0,50.48,50.48,50.48,0.0,0.0
2019-01-27,51.7,51.7,51.7,0.0,0.0,52.0,52.0,52.0,0.0,0.0,51.45,51.45,51.45,0.0,0.0,51.99,51.99,51.99,0.0,0.0
2019-02-03,52.16,52.16,52.16,0.0,0.0,52.25,52.25,52.25,0.0,0.0,52.02,52.02,52.02,0.0,0.0,52.19,52.19,52.19,0.0,0.0
2019-02-10,53.3,53.3,53.3,0.0,0.0,53.44,53.44,53.44,0.0,0.0,53.2,53.2,53.2,0.0,0.0,53.44,53.44,53.44,0.0,0.0
2019-02-17,54.15,54.15,54.15,0.0,0.0,54.23,54.23,54.23,0.0,0.0,53.81,53.81,53.81,0.0,0.0,53.86,53.86,53.86,0.0,0.0
2019-02-24,54.17,54.17,54.17,0.0,0.0,54.23,54.23,54.23,0.0,0.0,53.18,53.18,53.18,0.0,0.0,53.69,53.69,53.69,0.0,0.0
2019-03-03,52.69,52.69,52.69,0.0,0.0,53.26,53.26,53.26,0.0,0.0,52.65,52.65,52.65,0.0,0.0,53.23,53.23,53.23,0.0,0.0
2019-03-10,53.93,53.93,53.93,0.0,0.0,54.15,54.15,54.15,0.0,0.0,53.78,53.78,53.78,0.0,0.0,54.06,54.06,54.06,0.0,0.0
2019-03-17,52.97,52.97,52.97,0.0,0.0,53.26,53.26,53.26,0.0,0.0,52.69,52.69,52.69,0.0,0.0,53.0,53.0,53.0,0.0,0.0
2019-03-24,54.35,54.35,54.35,0.0,0.0,54.63,54.63,54.63,0.0,0.0,54.24,54.24,54.24,0.0,0.0,54.57,54.57,54.57,0.0,0.0
2019-03-31,55.19,55.19,55.19,0.0,0.0,55.28,55.28,55.28,0.0,0.0,54.96,54.96,54.96,0.0,0.0,55.28,55.28,55.28,0.0,0.0
2019-04-07,55.82,55.82,55.82,0.0,0.0,55.82,55.82,55.82,0.0,0.0,55.54,55.54,55.54,0.0,0.0,55.61,55.61,55.61,0.0,0.0
2019-04-14,55.1,55.1,55.1,0.0,0.0,55.15,55.15,55.15,0.0,0.0,54.99,54.99,54.99,0.0,0.0,55.11,55.11,55.11,0.0,0.0
2019-04-21,55.86,55.86,55.86,0.0,0.0,55.95,55.95,55.95,0.0,0.0,55.74,55.74,55.74,0.0,0.0,55.82,55.82,55.82,0.0,0.0
2019-04-28,55.15,55.15,55.15,0.0,0.0,55.92,55.92,55.92,0.0,0.0,55.01,55.01,55.01,0.0,0.0,55.81,55.81,55.81,0.0,0.0
2019-05-05,54.07,54.07,54.07,0.0,0.0,54.12,54.12,54.12,0.0,0.0,53.34,53.34,53.34,0.0,0.0,53.59,53.59,53.59,0.0,0.0
2019-05-12,53.98,53.98,53.98,0.0,0.0,54.18,54.18,54.18,0.0,0.0,53.73,53.73,53.73,0.0,0.0,53.91,53.91,53.91,0.0,0.0
2019-05-19,53.83,53.83,53.83,0.0,0.0,53.97,53.97,53.97,0.0,0.0,53.52,53.52,53.52,0.0,0.0,53.7,53.7,53.7,0.0,0.0
2019-05-26,52.58,52.58,52.58,0.0,0.0,52.91,52.91,52.91,0.0,0.0,52.34,52.34,52.34,0.0,0.0,52.59,52.59,52.59,0.0,0.0
2019-06-02,55.15,55.15,55.15,0.0,0.0,55.45,55.45,55.45,0.0,0.0,55.08,55.08,55.08,0.0,0.0,55.12,55.12,55.12,0.0,0.0
2019-06-09,54.95,54.95,54.95,0.0,0.0,55.04,55.04,55.04,0.0,0.0,54.8,54.8,54.8,0.0,0.0,54.85,54.85,54.85,0.0,0.0
2019-06-16,55.95,55.95,55.95,0.0,0.0,55.98,55.98,55.98,0.0,0.0,55.53,55.53,55.53,0.0,0.0,55.54,55.54,55.54,0.0,0.0
2019-06-23,56.55,56.55,56.55,0.0,0.0,56.69,56.69,56.69,0.0,0.0,56.04,56.04,56.04,0.0,0.0,56.3,56.3,56.3,0.0,0.0
2019-06-30,56.55,56.55,56.55,0.0,0.0,56.69,56.69,56.69,0.0,0.0,56.35,56.35,56.35,0.0,0.0,56.44,56.44,56.44,0.0,0.0
2019-07-07,57.16,57.16,57.16,0.0,0.0,57.23,57.23,57.23,0.0,0.0,56.87,56.87,56.87,0.0,0.0,57.01,57.01,57.01,0.0,0.0
2019-07-14,56.57,56.57,56.57,0.0,0.0,56.63,56.63,56.63,0.0,0.0,56.41,56.41,56.41,0.0,0.0,56.42,56.42,56.42,0.0,0.0
2019-07-21,57.41,57.41,57.41,0.0,0.0,57.45,57.45,57.45,0.0,0.0,57.05,57.05,57.05,0.0,0.0,57.21,57.21,57.21,0.0,0.0
2019-07-28,54.67,54.67,54.67,0.0,0.0,54.67,54.67,54.67,0.0,0.0,53.4,53.4,53.4,0.0,0.0,53.81,53.81,53.81,0.0,0.0
2019-08-04,55.02,55.02,55.02,0.0,0.0,55.05,55.05,55.05,0.0,0.0,54.37,54.37,54.37,0.0,0.0,54.53,54.53,54.53,0.0,0.0
2019-08-11,55.15,55.15,55.15,0.0,0.0,55.27,55.27,55.27,0.0,0.0,54.95,54.95,54.95,0.0,0.0,55.08,55.08,55.08,0.0,0.0
2019-08-18,54.29,54.29,54.29,0.0,0.0,54.3,54.3,54.3,0.0,0.0,53.84,53.84,53.84,0.0,0.0,54.22,54.22,54.22,0.0,0.0
2019-08-25,55.3,55.3,55.3,0.0,0.0,55.41,55.41,55.41,0.0,0.0,54.84,54.84,54.84,0.0,0.0,55.07,55.07,55.07,0.0,0.0
2019-09-01,56.28,56.28,56.28,0.0,0.0,56.28,56.28,56.28,0.0,0.0,55.85,55.85,55.85,0.0,0.0,56.09,56.09,56.09,0.0,0.0
2019-09-08,56.52,56.52,56.52,0.0,0.0,56.86,56.86,56.86,0.0,0.0,56.38,56.38,56.38,0.0,0.0,56.8,56.8,56.8,0.0,0.0
2019-09-15,56.33,56.33,56.33,0.0,0.0,56.71,56.71,56.71,0.0,0.0,56.31,56.31,56.31,0.0,0.0,56.54,56.54,56.54,0.0,0.0
2019-09-22,55.81,55.81,55.81,0.0,0.0,56.07,56.07,56.07,0.0,0.0,55.77,55.77,55.77,0.0,0.0,55.95,55.95,55.95,0.0,0.0
2019-09-29,55.22,55.22,55.22,0.0,0.0,55.46,55.46,55.46,0.0,0.0,55.0,55.0,55.0,0.0,0.0,55.1,55.1,55.1,0.0,0.0
2019-10-06,55.53,55.53,55.53,0.0,0.0,55.57,55.57,55.57,0.0,0.0,55.33,55.33,55.33,0.0,0.0,55.52,55.52,55.52,0.0,0.0
2019-10-13,56.25,56.25,56.25,0.0,0.0,56.36,56.36,56.36,0.0,0.0,56.15,56.15,56.15,0.0,0.0,56.31,56.31,56.31,0.0,0.0
2019-10-20,56.79,56.79,56.79,0.0,0.0,56.97,56.97,56.97,0.0,0.0,56.62,56.62,56.62,0.0,0.0,56.75,56.75,56.75,0.0,0.0
2019-10-27,57.57,57.57,57.57,0.0,0.0,57.6,57.6,57.6,0.0,0.0,57.34,57.34,57.34,0.0,0.0,57.41,57.41,57.41,0.0,0.0
2019-11-03,57.19,57.19,57.19,0.0,0.0,57.43,57.43,57.43,0.0,0.0,57.0,57.0,57.0,0.0,0.0,57.41,57.41,57.41,0.0,0.0
2019-11-10,58.01,58.01,58.01,0.0,0.0,58.12,58.12,58.12,0.0,0.0,57.95,57.95,57.95,0.0,0.0,58.05,58.05,58.05,0.0,0.0
2019-11-17,58.14,58.14,58.14,0.0,0.0,58.49,58.49,58.49,0.0,0.0,58.13,58.13,58.13,0.0,0.0,58.46,58.46,58.46,0.0,0.0
2019-11-24,58.64,58.64,58.64,0.0,0.0,58.74,58.74,58.74,0.0,0.0,58.01,58.01,58.01,0.0,0.0,58.05,58.05,58.05,0.0,0.0
2019-12-01,58.57,58.57,58.57,0.0,0.0,58.6,58.6,58.6,0.0,0.0,58.39,58.39,58.39,0.0,0.0,58.4,58.4,58.4,0.0,0.0
2019-12-08,58.86,58.86,58.86,0.0,0.0,59.18,59.18,59.18,0.0,0.0,58.81,58.81,58.81,0.0,0.0,58.91,58.91,58.91,0.0,0.0
2019-12-15,59.67,59.67,59.67,0.0,0.0,59.8,59.8,59.8,0.0,0.0,59.47,59.47,59.47,0.0,0.0,59.54,59.54,59.54,0.0,0.0
2019-12-22,59.66,59.66,59.66,0.0,0.0,59.72,59.72,59.72,0.0,0.0,59.26,59.26,59.26,0.0,0.0,59.4,59.4,59.4,0.0,0.0
2019-12-29,59.24,59.24,59.24,0.0,0.0,59.66,59.66,59.66,0.0,0.0,59.13,59.13,59.13,0.0,0.0,59.59,59.59,59.59,0.0,0.0
