Date,Direxion Daily Japan Bull 3x SharesEtf_Open_average,Direxion Daily Japan Bull 3x SharesEtf_Open_max,Direxion Daily Japan Bull 3x SharesEtf_Open_min,Direxion Daily Japan Bull 3x SharesEtf_Open_volatility,Direxion Daily Japan Bull 3x SharesEtf_Open_change,Direxion Daily Japan Bull 3x SharesEtf_High_average,Direxion Daily Japan Bull 3x SharesEtf_High_max,Direxion Daily Japan Bull 3x SharesEtf_High_min,Direxion Daily Japan Bull 3x SharesEtf_High_volatility,Direxion Daily Japan Bull 3x SharesEtf_High_change,Direxion Daily Japan Bull 3x SharesEtf_Low_average,Direxion Daily Japan Bull 3x SharesEtf_Low_max,Direxion Daily Japan Bull 3x SharesEtf_Low_min,Direxion Daily Japan Bull 3x SharesEtf_Low_volatility,Direxion Daily Japan Bull 3x SharesEtf_Low_change,Direxion Daily Japan Bull 3x SharesEtf_Close_average,Direxion Daily Japan Bull 3x SharesEtf_Close_max,Direxion Daily Japan Bull 3x SharesEtf_Close_min,Direxion Daily Japan Bull 3x SharesEtf_Close_volatility,Direxion Daily Japan Bull 3x SharesEtf_Close_change
2019-02-17,52.23,52.23,52.23,0.0,0.0,52.64,52.64,52.64,0.0,0.0,52.23,52.23,52.23,0.0,0.0,52.3,52.3,52.3,0.0,0.0
2019-02-24,51.72,51.72,51.72,0.0,0.0,51.82,51.82,51.82,0.0,0.0,51.67,51.67,51.67,0.0,0.0,51.82,51.82,51.82,0.0,0.0
2019-03-03,47.55,47.55,47.55,0.0,0.0,48.36,48.36,48.36,0.0,0.0,47.55,47.55,47.55,0.0,0.0,48.36,48.36,48.36,0.0,0.0
2019-03-10,50.27,50.27,50.27,0.0,0.0,50.82,50.82,50.82,0.0,0.0,50.27,50.27,50.27,0.0,0.0,50.81,50.81,50.81,0.0,0.0
2019-03-17,51.78,51.78,51.78,0.0,0.0,51.78,51.78,51.78,0.0,0.0,50.46,50.46,50.46,0.0,0.0,50.46,50.46,50.46,0.0,0.0
2019-03-24,51.73,51.73,51.73,0.0,0.0,51.9,51.9,51.9,0.0,0.0,51.53,51.53,51.53,0.0,0.0,51.53,51.53,51.53,0.0,0.0
2019-03-31,52.94,52.94,52.94,0.0,0.0,53.25,53.25,53.25,0.0,0.0,52.92,52.92,52.92,0.0,0.0,53.25,53.25,53.25,0.0,0.0
2019-04-07,52.64,52.64,52.64,0.0,0.0,52.64,52.64,52.64,0.0,0.0,52.13,52.13,52.13,0.0,0.0,52.14,52.14,52.14,0.0,0.0
2019-04-14,53.01,53.01,53.01,0.0,0.0,53.44,53.44,53.44,0.0,0.0,53.01,53.01,53.01,0.0,0.0,53.07,53.07,53.07,0.0,0.0
2019-04-21,52.66,52.66,52.66,0.0,0.0,53.24,53.24,53.24,0.0,0.0,52.66,52.66,52.66,0.0,0.0,53.22,53.22,53.22,0.0,0.0
2019-04-28,54.45,54.45,54.45,0.0,0.0,54.68,54.68,54.68,0.0,0.0,54.41,54.41,54.41,0.0,0.0,54.68,54.68,54.68,0.0,0.0
2019-05-05,47.92,47.92,47.92,0.0,0.0,49.1,49.1,49.1,0.0,0.0,47.12,47.12,47.12,0.0,0.0,49.09,49.09,49.09,0.0,0.0
2019-05-12,48.46,48.46,48.46,0.0,0.0,48.98,48.98,48.98,0.0,0.0,47.96,47.96,47.96,0.0,0.0,47.96,47.96,47.96,0.0,0.0
2019-05-19,47.65,47.65,47.65,0.0,0.0,47.96,47.96,47.96,0.0,0.0,47.65,47.65,47.65,0.0,0.0,47.96,47.96,47.96,0.0,0.0
2019-05-26,45.19,45.19,45.19,0.0,0.0,45.35,45.35,45.35,0.0,0.0,45.19,45.19,45.19,0.0,0.0,45.26,45.26,45.26,0.0,0.0
2019-06-02,48.97,48.97,48.97,0.0,0.0,49.54,49.54,49.54,0.0,0.0,48.94,48.94,48.94,0.0,0.0,49.52,49.52,49.52,0.0,0.0
2019-06-09,48.39,48.39,48.39,0.0,0.0,48.39,48.39,48.39,0.0,0.0,48.31,48.31,48.31,0.0,0.0,48.36,48.36,48.36,0.0,0.0
2019-06-16,51.21,51.21,51.21,0.0,0.0,51.3,51.3,51.3,0.0,0.0,50.94,50.94,50.94,0.0,0.0,51.03,51.03,51.03,0.0,0.0
2019-06-23,51.2,51.2,51.2,0.0,0.0,51.2,51.2,51.2,0.0,0.0,50.91,50.91,50.91,0.0,0.0,50.91,50.91,50.91,0.0,0.0
2019-06-30,52.85,52.85,52.85,0.0,0.0,53.07,53.07,53.07,0.0,0.0,52.31,52.31,52.31,0.0,0.0,53.0,53.0,53.0,0.0,0.0
2019-07-07,51.89,51.89,51.89,0.0,0.0,52.19,52.19,52.19,0.0,0.0,51.89,51.89,51.89,0.0,0.0,52.19,52.19,52.19,0.0,0.0
2019-07-14,51.15,51.15,51.15,0.0,0.0,51.31,51.31,51.31,0.0,0.0,50.97,50.97,50.97,0.0,0.0,50.97,50.97,50.97,0.0,0.0
2019-07-21,51.06,51.06,51.06,0.0,0.0,51.34,51.34,51.34,0.0,0.0,51.05,51.05,51.05,0.0,0.0,51.34,51.34,51.34,0.0,0.0
2019-07-28,48.3,48.3,48.3,0.0,0.0,49.0,49.0,49.0,0.0,0.0,48.3,48.3,48.3,0.0,0.0,49.0,49.0,49.0,0.0,0.0
2019-08-04,48.24,48.24,48.24,0.0,0.0,48.24,48.24,48.24,0.0,0.0,47.05,47.05,47.05,0.0,0.0,47.37,47.37,47.37,0.0,0.0
2019-08-11,46.93,46.93,46.93,0.0,0.0,46.93,46.93,46.93,0.0,0.0,46.93,46.93,46.93,0.0,0.0,46.93,46.93,46.93,0.0,0.0
2019-08-18,46.22,46.22,46.22,0.0,0.0,46.23,46.23,46.23,0.0,0.0,45.16,45.16,45.16,0.0,0.0,45.16,45.16,45.16,0.0,0.0
2019-08-25,48.11,48.11,48.11,0.0,0.0,48.35,48.35,48.35,0.0,0.0,47.71,47.71,47.71,0.0,0.0,48.1,48.1,48.1,0.0,0.0
2019-09-01,50.29,50.29,50.29,0.0,0.0,50.52,50.52,50.52,0.0,0.0,50.05,50.05,50.05,0.0,0.0,50.33,50.33,50.33,0.0,0.0
2019-09-08,55.55,55.55,55.55,0.0,0.0,56.31,56.31,56.31,0.0,0.0,55.55,55.55,55.55,0.0,0.0,56.2,56.2,56.2,0.0,0.0
2019-09-15,57.07,57.07,57.07,0.0,0.0,57.07,57.07,57.07,0.0,0.0,56.31,56.31,56.31,0.0,0.0,56.31,56.31,56.31,0.0,0.0
2019-09-22,56.59,56.59,56.59,0.0,0.0,56.59,56.59,56.59,0.0,0.0,54.57,54.57,54.57,0.0,0.0,54.75,54.75,54.75,0.0,0.0
2019-09-29,53.56,53.56,53.56,0.0,0.0,55.25,55.25,55.25,0.0,0.0,53.56,53.56,53.56,0.0,0.0,55.25,55.25,55.25,0.0,0.0
2019-10-06,55.53,55.53,55.53,0.0,0.0,56.91,56.91,56.91,0.0,0.0,55.53,55.53,55.53,0.0,0.0,56.42,56.42,56.42,0.0,0.0
2019-10-13,56.8,56.8,56.8,0.0,0.0,57.17,57.17,57.17,0.0,0.0,56.61,56.61,56.61,0.0,0.0,56.94,56.94,56.94,0.0,0.0
2019-10-20,58.46,58.46,58.46,0.0,0.0,59.14,59.14,59.14,0.0,0.0,58.45,58.45,58.45,0.0,0.0,59.1,59.1,59.1,0.0,0.0
2019-10-27,63.41,63.41,63.41,0.0,0.0,63.41,63.41,63.41,0.0,0.0,62.37,62.37,62.37,0.0,0.0,62.53,62.53,62.53,0.0,0.0
2019-11-03,63.95,63.95,63.95,0.0,0.0,64.54,64.54,64.54,0.0,0.0,63.95,63.95,63.95,0.0,0.0,64.52,64.52,64.52,0.0,0.0
2019-11-10,63.43,63.43,63.43,0.0,0.0,63.93,63.93,63.93,0.0,0.0,63.43,63.43,63.43,0.0,0.0,63.93,63.93,63.93,0.0,0.0
2019-11-17,63.18,63.18,63.18,0.0,0.0,63.33,63.33,63.33,0.0,0.0,63.14,63.14,63.14,0.0,0.0,63.33,63.33,63.33,0.0,0.0
2019-11-24,62.56,62.56,62.56,0.0,0.0,63.0,63.0,63.0,0.0,0.0,62.52,62.52,62.52,0.0,0.0,62.99,62.99,62.99,0.0,0.0
2019-12-01,66.11,66.11,66.11,0.0,0.0,66.74,66.74,66.74,0.0,0.0,66.11,66.11,66.11,0.0,0.0,66.65,66.65,66.65,0.0,0.0
2019-12-08,66.32,66.32,66.32,0.0,0.0,66.99,66.99,66.99,0.0,0.0,65.68,65.68,65.68,0.0,0.0,66.82,66.82,66.82,0.0,0.0
2019-12-15,66.06,66.06,66.06,0.0,0.0,66.3,66.3,66.3,0.0,0.0,65.9,65.9,65.9,0.0,0.0,66.13,66.13,66.13,0.0,0.0
2019-12-22,65.93,65.93,65.93,0.0,0.0,65.93,65.93,65.93,0.0,0.0,64.96,64.96,64.96,0.0,0.0,65.16,65.16,65.16,0.0,0.0
2019-12-29,63.58,63.58,63.58,0.0,0.0,65.15,65.15,65.15,0.0,0.0,63.34,63.34,63.34,0.0,0.0,63.86,63.86,63.86,0.0,0.0
