Date,CCEP_Open_average,CCEP_Open_max,CCEP_Open_min,CCEP_Open_volatility,CCEP_Open_change,CCEP_High_average,CCEP_High_max,CCEP_High_min,CCEP_High_volatility,CCEP_High_change,CCEP_Low_average,CCEP_Low_max,CCEP_Low_min,CCEP_Low_volatility,CCEP_Low_change,CCEP_Close_average,CCEP_Close_max,CCEP_Close_min,CCEP_Close_volatility,CCEP_Close_change,CCEP_Volume_average,CCEP_Volume_max,CCEP_Volume_min,CCEP_Volume_volatility,CCEP_Volume_change
2018-01-14,39.278,39.64,39.05,0.5900000000000034,0.5499999999999972,39.681999999999995,39.91,39.47,0.4399999999999977,0.35999999999999943,39.022,39.59,38.67,0.9200000000000017,0.8000000000000043,39.316,39.75,38.8,0.9500000000000028,0.9500000000000028,2245344,5293851,936546,4357305,-4357305
2018-01-21,40.126,40.82,39.64,1.1799999999999997,1.1400000000000006,40.546,41.13,39.8,1.3300000000000054,1.1200000000000045,39.944,40.56,39.36,1.2000000000000028,1.2000000000000028,40.286,40.89,39.37,1.5200000000000031,1.2000000000000028,2029492,3553495,909520,2643975,849433
2018-01-28,39.576,40.58,38.14,2.4399999999999977,-2.4399999999999977,39.842,40.83,38.57,2.259999999999998,-2.259999999999998,39.034,40.22,37.31,2.9099999999999966,-2.9099999999999966,39.122,40.26,37.54,2.719999999999999,-2.719999999999999,1602218,2398806,1024339,1374467,805037
2018-02-04,37.514,37.97,37.26,0.7100000000000009,-0.13000000000000256,37.83,38.25,37.54,0.7100000000000009,-0.1600000000000037,36.97,37.46,36.17,1.2899999999999991,0.28000000000000114,37.566,38.15,37.21,0.9399999999999977,-0.10999999999999943,2545803,3112379,2117405,994974,-709907
2018-02-11,38.25,39.47,37.34,2.1299999999999955,2.039999999999999,38.54,39.81,37.5,2.3100000000000023,2.270000000000003,37.915,38.81,37.17,1.6400000000000006,1.5300000000000011,38.129999999999995,38.97,37.22,1.75,1.5700000000000003,2148751,2659603,1403935,1255668,615303
2018-02-18,38.448,39.29,37.88,1.4099999999999966,-0.7800000000000011,38.714,39.29,38.11,1.1799999999999997,-0.6099999999999994,37.891999999999996,38.3,37.55,0.75,-0.03999999999999915,38.266,38.76,37.76,1.0,-0.10999999999999943,1411842,1699301,1124999,574302,168825
2018-02-25,38.278,38.67,37.86,0.8100000000000023,0.09000000000000341,38.674,39.6,38.12,1.480000000000004,0.75,37.932,38.51,37.43,1.0799999999999983,0.35999999999999943,38.35,39.4,37.8,1.6000000000000014,1.25,1317923,2007984,1044952,963032,963032
2018-03-04,40.328,41.13,39.45,1.6799999999999997,1.6799999999999997,40.914,41.83,40.09,1.7399999999999949,1.7399999999999949,40.186,41.0,39.35,1.6499999999999986,1.6499999999999986,40.828,41.78,40.05,1.730000000000004,1.730000000000004,1436423,1751767,916665,835102,2193
2018-03-11,41.256,41.83,40.71,1.1199999999999974,-1.0300000000000011,41.404,42.13,40.76,1.3700000000000045,-1.3700000000000045,40.8,41.64,40.21,1.4299999999999997,-1.4299999999999997,41.038,42.05,40.39,1.6599999999999966,-1.6599999999999966,1202419,1360486,1112379,248107,-226839
2018-03-18,40.674,40.99,40.39,0.6000000000000014,0.6000000000000014,41.036,41.45,40.63,0.8200000000000003,0.4099999999999966,40.298,40.65,40.02,0.6299999999999955,0.269999999999996,40.538,40.92,40.14,0.7800000000000011,-0.30000000000000426,1637781,2137954,952788,1185166,839321
2018-03-25,41.1925,41.77,40.5,1.2700000000000031,1.1599999999999966,41.48,41.83,40.8,1.0300000000000011,0.8599999999999994,40.755,41.45,40.1,1.3500000000000014,0.5300000000000011,41.099999999999994,41.66,40.55,1.1099999999999994,0.21000000000000085,1376227,1726793,574617,1152176,-1116640
2018-04-01,41.238,41.79,40.72,1.0700000000000003,0.8399999999999963,41.748,42.21,41.17,1.0399999999999991,1.0399999999999991,41.07,41.63,40.51,1.1200000000000045,1.1200000000000045,41.522,41.73,41.04,0.6899999999999977,0.6199999999999974,1070794,1727683,788224,939459,739589
2018-04-08,41.264,41.75,41.04,0.7100000000000009,-0.35999999999999943,41.589999999999996,41.96,41.26,0.7000000000000028,-0.10000000000000142,41.016,41.27,40.86,0.4100000000000037,0.13000000000000256,41.158,41.53,40.86,0.6700000000000017,0.35999999999999943,1069677,1755761,606899,1148862,-712925
2018-04-15,41.328,41.97,40.42,1.5499999999999972,-1.5499999999999972,41.426,41.97,40.82,1.1499999999999986,-1.1499999999999986,40.788,41.31,40.26,1.0500000000000043,-0.9200000000000017,41.008,41.85,40.44,1.4100000000000037,-1.4100000000000037,1238949,1579267,987738,591529,-591529
