Date,VanEck Vectors ChinaAMC China Bond_Open_average,VanEck Vectors ChinaAMC China Bond_Open_max,VanEck Vectors ChinaAMC China Bond_Open_min,VanEck Vectors ChinaAMC China Bond_Open_volatility,VanEck Vectors ChinaAMC China Bond_Open_change,VanEck Vectors ChinaAMC China Bond_High_average,VanEck Vectors ChinaAMC China Bond_High_max,VanEck Vectors ChinaAMC China Bond_High_min,VanEck Vectors ChinaAMC China Bond_High_volatility,VanEck Vectors ChinaAMC China Bond_High_change,VanEck Vectors ChinaAMC China Bond_Low_average,VanEck Vectors ChinaAMC China Bond_Low_max,VanEck Vectors ChinaAMC China Bond_Low_min,VanEck Vectors ChinaAMC China Bond_Low_volatility,VanEck Vectors ChinaAMC China Bond_Low_change,VanEck Vectors ChinaAMC China Bond_Close_average,VanEck Vectors ChinaAMC China Bond_Close_max,VanEck Vectors ChinaAMC China Bond_Close_min,VanEck Vectors ChinaAMC China Bond_Close_volatility,VanEck Vectors ChinaAMC China Bond_Close_change
2018-05-27,23.61,23.61,23.61,0.0,0.0,23.61,23.61,23.61,0.0,0.0,23.51,23.51,23.51,0.0,0.0,23.55,23.55,23.55,0.0,0.0
2018-06-03,23.77,23.77,23.77,0.0,0.0,23.77,23.77,23.77,0.0,0.0,23.77,23.77,23.77,0.0,0.0,23.77,23.77,23.77,0.0,0.0
2018-06-10,23.48,23.48,23.48,0.0,0.0,23.48,23.48,23.48,0.0,0.0,23.48,23.48,23.48,0.0,0.0,23.48,23.48,23.48,0.0,0.0
2018-06-17,23.14,23.14,23.14,0.0,0.0,23.14,23.14,23.14,0.0,0.0,23.14,23.14,23.14,0.0,0.0,23.14,23.14,23.14,0.0,0.0
2018-06-24,22.83,22.83,22.83,0.0,0.0,22.83,22.83,22.83,0.0,0.0,22.72,22.72,22.72,0.0,0.0,22.73,22.73,22.73,0.0,0.0
2018-07-01,22.92,22.92,22.92,0.0,0.0,22.92,22.92,22.92,0.0,0.0,22.92,22.92,22.92,0.0,0.0,22.92,22.92,22.92,0.0,0.0
2018-07-08,22.7,22.7,22.7,0.0,0.0,22.75,22.75,22.75,0.0,0.0,22.7,22.7,22.7,0.0,0.0,22.72,22.72,22.72,0.0,0.0
2018-07-15,22.44,22.44,22.44,0.0,0.0,22.44,22.44,22.44,0.0,0.0,22.44,22.44,22.44,0.0,0.0,22.44,22.44,22.44,0.0,0.0
2018-07-22,22.45,22.45,22.45,0.0,0.0,22.45,22.45,22.45,0.0,0.0,22.45,22.45,22.45,0.0,0.0,22.45,22.45,22.45,0.0,0.0
2018-07-29,22.5,22.5,22.5,0.0,0.0,22.57,22.57,22.57,0.0,0.0,22.46,22.46,22.46,0.0,0.0,22.57,22.57,22.57,0.0,0.0
2018-08-05,22.42,22.42,22.42,0.0,0.0,22.42,22.42,22.42,0.0,0.0,22.27,22.27,22.27,0.0,0.0,22.27,22.27,22.27,0.0,0.0
2018-08-12,22.35,22.35,22.35,0.0,0.0,22.38,22.38,22.38,0.0,0.0,22.35,22.35,22.35,0.0,0.0,22.38,22.38,22.38,0.0,0.0
2018-08-19,22.6,22.6,22.6,0.0,0.0,22.74,22.74,22.74,0.0,0.0,22.6,22.6,22.6,0.0,0.0,22.74,22.74,22.74,0.0,0.0
2018-08-26,22.36,22.36,22.36,0.0,0.0,22.43,22.43,22.43,0.0,0.0,22.36,22.36,22.36,0.0,0.0,22.4,22.4,22.4,0.0,0.0
2018-09-02,22.35,22.35,22.35,0.0,0.0,22.35,22.35,22.35,0.0,0.0,22.35,22.35,22.35,0.0,0.0,22.35,22.35,22.35,0.0,0.0
2018-09-09,22.3,22.3,22.3,0.0,0.0,22.3,22.3,22.3,0.0,0.0,22.3,22.3,22.3,0.0,0.0,22.3,22.3,22.3,0.0,0.0
2018-09-16,22.32,22.32,22.32,0.0,0.0,22.32,22.32,22.32,0.0,0.0,22.32,22.32,22.32,0.0,0.0,22.32,22.32,22.32,0.0,0.0
2018-09-23,22.25,22.25,22.25,0.0,0.0,22.29,22.29,22.29,0.0,0.0,22.25,22.25,22.25,0.0,0.0,22.29,22.29,22.29,0.0,0.0
2018-09-30,22.05,22.05,22.05,0.0,0.0,22.19,22.19,22.19,0.0,0.0,22.05,22.05,22.05,0.0,0.0,22.19,22.19,22.19,0.0,0.0
2018-10-07,22.24,22.24,22.24,0.0,0.0,22.24,22.24,22.24,0.0,0.0,22.24,22.24,22.24,0.0,0.0,22.24,22.24,22.24,0.0,0.0
2018-10-14,22.09,22.09,22.09,0.0,0.0,22.09,22.09,22.09,0.0,0.0,22.09,22.09,22.09,0.0,0.0,22.09,22.09,22.09,0.0,0.0
2018-10-21,22.07,22.07,22.07,0.0,0.0,22.07,22.07,22.07,0.0,0.0,22.07,22.07,22.07,0.0,0.0,22.07,22.07,22.07,0.0,0.0
2018-10-28,22.09,22.09,22.09,0.0,0.0,22.09,22.09,22.09,0.0,0.0,22.09,22.09,22.09,0.0,0.0,22.09,22.09,22.09,0.0,0.0
2018-11-04,22.25,22.25,22.25,0.0,0.0,22.28,22.28,22.28,0.0,0.0,22.25,22.25,22.25,0.0,0.0,22.25,22.25,22.25,0.0,0.0
2018-11-11,22.35,22.35,22.35,0.0,0.0,22.35,22.35,22.35,0.0,0.0,22.35,22.35,22.35,0.0,0.0,22.35,22.35,22.35,0.0,0.0
2018-11-18,22.25,22.25,22.25,0.0,0.0,22.29,22.29,22.29,0.0,0.0,22.25,22.25,22.25,0.0,0.0,22.25,22.25,22.25,0.0,0.0
2018-11-25,22.51,22.51,22.51,0.0,0.0,22.51,22.51,22.51,0.0,0.0,22.51,22.51,22.51,0.0,0.0,22.51,22.51,22.51,0.0,0.0
2018-12-02,22.42,22.42,22.42,0.0,0.0,22.42,22.42,22.42,0.0,0.0,22.32,22.32,22.32,0.0,0.0,22.36,22.36,22.36,0.0,0.0
2018-12-09,22.41,22.41,22.41,0.0,0.0,22.41,22.41,22.41,0.0,0.0,22.41,22.41,22.41,0.0,0.0,22.41,22.41,22.41,0.0,0.0
2018-12-16,22.49,22.49,22.49,0.0,0.0,22.49,22.49,22.49,0.0,0.0,22.43,22.43,22.43,0.0,0.0,22.43,22.43,22.43,0.0,0.0
2018-12-23,22.48,22.48,22.48,0.0,0.0,22.48,22.48,22.48,0.0,0.0,22.39,22.39,22.39,0.0,0.0,22.39,22.39,22.39,0.0,0.0
2018-12-30,22.5,22.5,22.5,0.0,0.0,22.65,22.65,22.65,0.0,0.0,22.5,22.5,22.5,0.0,0.0,22.57,22.57,22.57,0.0,0.0
2019-01-06,22.91,22.91,22.91,0.0,0.0,22.91,22.91,22.91,0.0,0.0,22.91,22.91,22.91,0.0,0.0,22.91,22.91,22.91,0.0,0.0
2019-01-13,22.79,22.79,22.79,0.0,0.0,22.8,22.8,22.8,0.0,0.0,22.79,22.79,22.79,0.0,0.0,22.8,22.8,22.8,0.0,0.0
2019-01-20,22.93,22.93,22.93,0.0,0.0,22.98,22.98,22.98,0.0,0.0,22.93,22.93,22.93,0.0,0.0,22.98,22.98,22.98,0.0,0.0
2019-01-27,22.82,22.82,22.82,0.0,0.0,22.89,22.89,22.89,0.0,0.0,22.82,22.82,22.82,0.0,0.0,22.89,22.89,22.89,0.0,0.0
2019-02-03,22.8,22.8,22.8,0.0,0.0,22.8,22.8,22.8,0.0,0.0,22.8,22.8,22.8,0.0,0.0,22.8,22.8,22.8,0.0,0.0
2019-02-10,22.93,22.93,22.93,0.0,0.0,22.93,22.93,22.93,0.0,0.0,22.93,22.93,22.93,0.0,0.0,22.93,22.93,22.93,0.0,0.0
2019-02-17,23.18,23.18,23.18,0.0,0.0,23.19,23.19,23.19,0.0,0.0,23.18,23.18,23.18,0.0,0.0,23.18,23.18,23.18,0.0,0.0
2019-02-24,23.12,23.12,23.12,0.0,0.0,23.12,23.12,23.12,0.0,0.0,23.04,23.04,23.04,0.0,0.0,23.04,23.04,23.04,0.0,0.0
2019-03-03,22.99,22.99,22.99,0.0,0.0,23.0,23.0,23.0,0.0,0.0,22.99,22.99,22.99,0.0,0.0,23.0,23.0,23.0,0.0,0.0
2019-03-10,23.02,23.02,23.02,0.0,0.0,23.02,23.02,23.02,0.0,0.0,23.02,23.02,23.02,0.0,0.0,23.02,23.02,23.02,0.0,0.0
2019-03-17,23.07,23.07,23.07,0.0,0.0,23.07,23.07,23.07,0.0,0.0,23.07,23.07,23.07,0.0,0.0,23.07,23.07,23.07,0.0,0.0
2019-03-24,23.07,23.07,23.07,0.0,0.0,23.07,23.07,23.07,0.0,0.0,23.07,23.07,23.07,0.0,0.0,23.07,23.07,23.07,0.0,0.0
2019-03-31,23.09,23.09,23.09,0.0,0.0,23.09,23.09,23.09,0.0,0.0,23.09,23.09,23.09,0.0,0.0,23.09,23.09,23.09,0.0,0.0
2019-04-07,23.05,23.05,23.05,0.0,0.0,23.11,23.11,23.11,0.0,0.0,23.05,23.05,23.05,0.0,0.0,23.11,23.11,23.11,0.0,0.0
2019-04-14,23.05,23.05,23.05,0.0,0.0,23.05,23.05,23.05,0.0,0.0,22.98,22.98,22.98,0.0,0.0,22.99,22.99,22.99,0.0,0.0
2019-04-21,22.84,22.84,22.84,0.0,0.0,22.84,22.84,22.84,0.0,0.0,22.84,22.84,22.84,0.0,0.0,22.84,22.84,22.84,0.0,0.0
2019-04-28,22.77,22.77,22.77,0.0,0.0,22.77,22.77,22.77,0.0,0.0,22.77,22.77,22.77,0.0,0.0,22.77,22.77,22.77,0.0,0.0
2019-05-05,22.2,22.2,22.2,0.0,0.0,22.32,22.32,22.32,0.0,0.0,22.2,22.2,22.2,0.0,0.0,22.27,22.27,22.27,0.0,0.0
2019-05-12,22.27,22.27,22.27,0.0,0.0,22.27,22.27,22.27,0.0,0.0,22.27,22.27,22.27,0.0,0.0,22.27,22.27,22.27,0.0,0.0
2019-05-19,22.37,22.37,22.37,0.0,0.0,22.37,22.37,22.37,0.0,0.0,22.37,22.37,22.37,0.0,0.0,22.37,22.37,22.37,0.0,0.0
2019-05-26,22.3,22.3,22.3,0.0,0.0,22.3,22.3,22.3,0.0,0.0,22.21,22.21,22.21,0.0,0.0,22.26,22.26,22.26,0.0,0.0
2019-06-02,22.25,22.25,22.25,0.0,0.0,22.25,22.25,22.25,0.0,0.0,22.25,22.25,22.25,0.0,0.0,22.25,22.25,22.25,0.0,0.0
2019-06-09,22.34,22.34,22.34,0.0,0.0,22.34,22.34,22.34,0.0,0.0,22.34,22.34,22.34,0.0,0.0,22.34,22.34,22.34,0.0,0.0
2019-06-16,22.6,22.6,22.6,0.0,0.0,22.6,22.6,22.6,0.0,0.0,22.55,22.55,22.55,0.0,0.0,22.55,22.55,22.55,0.0,0.0
2019-06-23,22.55,22.55,22.55,0.0,0.0,22.55,22.55,22.55,0.0,0.0,22.55,22.55,22.55,0.0,0.0,22.55,22.55,22.55,0.0,0.0
2019-06-30,22.55,22.55,22.55,0.0,0.0,22.55,22.55,22.55,0.0,0.0,22.48,22.48,22.48,0.0,0.0,22.48,22.48,22.48,0.0,0.0
2019-07-07,22.61,22.61,22.61,0.0,0.0,22.61,22.61,22.61,0.0,0.0,22.5,22.5,22.5,0.0,0.0,22.56,22.56,22.56,0.0,0.0
2019-07-14,22.52,22.52,22.52,0.0,0.0,22.52,22.52,22.52,0.0,0.0,22.52,22.52,22.52,0.0,0.0,22.52,22.52,22.52,0.0,0.0
2019-07-21,22.55,22.55,22.55,0.0,0.0,22.57,22.57,22.57,0.0,0.0,22.55,22.55,22.55,0.0,0.0,22.57,22.57,22.57,0.0,0.0
2019-07-28,21.86,21.86,21.86,0.0,0.0,21.86,21.86,21.86,0.0,0.0,21.85,21.85,21.85,0.0,0.0,21.85,21.85,21.85,0.0,0.0
2019-08-04,21.9,21.9,21.9,0.0,0.0,21.9,21.9,21.9,0.0,0.0,21.88,21.88,21.88,0.0,0.0,21.88,21.88,21.88,0.0,0.0
2019-08-11,22.03,22.03,22.03,0.0,0.0,22.03,22.03,22.03,0.0,0.0,22.02,22.02,22.02,0.0,0.0,22.02,22.02,22.02,0.0,0.0
2019-08-18,21.82,21.82,21.82,0.0,0.0,21.82,21.82,21.82,0.0,0.0,21.66,21.66,21.66,0.0,0.0,21.71,21.71,21.71,0.0,0.0
2019-08-25,21.9,21.9,21.9,0.0,0.0,21.9,21.9,21.9,0.0,0.0,21.83,21.83,21.83,0.0,0.0,21.83,21.83,21.83,0.0,0.0
2019-09-01,21.87,21.87,21.87,0.0,0.0,21.87,21.87,21.87,0.0,0.0,21.82,21.82,21.82,0.0,0.0,21.82,21.82,21.82,0.0,0.0
2019-09-08,22.07,22.07,22.07,0.0,0.0,22.07,22.07,22.07,0.0,0.0,22.05,22.05,22.05,0.0,0.0,22.06,22.06,22.06,0.0,0.0
2019-09-15,21.9,21.9,21.9,0.0,0.0,21.9,21.9,21.9,0.0,0.0,21.88,21.88,21.88,0.0,0.0,21.88,21.88,21.88,0.0,0.0
2019-09-22,21.84,21.84,21.84,0.0,0.0,21.85,21.85,21.85,0.0,0.0,21.79,21.79,21.79,0.0,0.0,21.81,21.81,21.81,0.0,0.0
2019-09-29,21.77,21.77,21.77,0.0,0.0,21.77,21.77,21.77,0.0,0.0,21.77,21.77,21.77,0.0,0.0,21.77,21.77,21.77,0.0,0.0
2019-10-06,21.9,21.9,21.9,0.0,0.0,22.05,22.05,22.05,0.0,0.0,21.9,21.9,21.9,0.0,0.0,21.98,21.98,21.98,0.0,0.0
2019-10-13,21.95,21.95,21.95,0.0,0.0,22.0,22.0,22.0,0.0,0.0,21.93,21.93,21.93,0.0,0.0,21.93,21.93,21.93,0.0,0.0
2019-10-20,21.86,21.86,21.86,0.0,0.0,21.93,21.93,21.93,0.0,0.0,21.86,21.86,21.86,0.0,0.0,21.93,21.93,21.93,0.0,0.0
2019-10-27,21.89,21.89,21.89,0.0,0.0,21.95,21.95,21.95,0.0,0.0,21.89,21.89,21.89,0.0,0.0,21.89,21.89,21.89,0.0,0.0
2019-11-03,22.0,22.0,22.0,0.0,0.0,22.0,22.0,22.0,0.0,0.0,22.0,22.0,22.0,0.0,0.0,22.0,22.0,22.0,0.0,0.0
2019-11-10,22.03,22.03,22.03,0.0,0.0,22.03,22.03,22.03,0.0,0.0,22.03,22.03,22.03,0.0,0.0,22.03,22.03,22.03,0.0,0.0
2019-11-17,22.0,22.0,22.0,0.0,0.0,22.0,22.0,22.0,0.0,0.0,22.0,22.0,22.0,0.0,0.0,22.0,22.0,22.0,0.0,0.0
2019-11-24,22.03,22.03,22.03,0.0,0.0,22.04,22.04,22.04,0.0,0.0,21.95,21.95,21.95,0.0,0.0,21.95,21.95,21.95,0.0,0.0
2019-12-01,22.0,22.0,22.0,0.0,0.0,22.0,22.0,22.0,0.0,0.0,22.0,22.0,22.0,0.0,0.0,22.0,22.0,22.0,0.0,0.0
2019-12-08,22.1,22.1,22.1,0.0,0.0,22.11,22.11,22.11,0.0,0.0,22.1,22.1,22.1,0.0,0.0,22.1,22.1,22.1,0.0,0.0
2019-12-15,22.09,22.09,22.09,0.0,0.0,22.12,22.12,22.12,0.0,0.0,22.09,22.09,22.09,0.0,0.0,22.12,22.12,22.12,0.0,0.0
2019-12-22,22.15,22.15,22.15,0.0,0.0,22.15,22.15,22.15,0.0,0.0,22.15,22.15,22.15,0.0,0.0,22.15,22.15,22.15,0.0,0.0
2019-12-29,22.23,22.23,22.23,0.0,0.0,22.23,22.23,22.23,0.0,0.0,22.23,22.23,22.23,0.0,0.0,22.23,22.23,22.23,0.0,0.0
