Date,AdvisorShares Cornerstone Small Cap_Open_average,AdvisorShares Cornerstone Small Cap_Open_max,AdvisorShares Cornerstone Small Cap_Open_min,AdvisorShares Cornerstone Small Cap_Open_volatility,AdvisorShares Cornerstone Small Cap_Open_change,AdvisorShares Cornerstone Small Cap_High_average,AdvisorShares Cornerstone Small Cap_High_max,AdvisorShares Cornerstone Small Cap_High_min,AdvisorShares Cornerstone Small Cap_High_volatility,AdvisorShares Cornerstone Small Cap_High_change,AdvisorShares Cornerstone Small Cap_Low_average,AdvisorShares Cornerstone Small Cap_Low_max,AdvisorShares Cornerstone Small Cap_Low_min,AdvisorShares Cornerstone Small Cap_Low_volatility,AdvisorShares Cornerstone Small Cap_Low_change,AdvisorShares Cornerstone Small Cap_Close_average,AdvisorShares Cornerstone Small Cap_Close_max,AdvisorShares Cornerstone Small Cap_Close_min,AdvisorShares Cornerstone Small Cap_Close_volatility,AdvisorShares Cornerstone Small Cap_Close_change
2018-01-14,35.33,35.33,35.33,0.0,0.0,35.33,35.33,35.33,0.0,0.0,35.33,35.33,35.33,0.0,0.0,35.33,35.33,35.33,0.0,0.0
2018-01-21,35.72,35.72,35.72,0.0,0.0,35.73,35.73,35.73,0.0,0.0,35.72,35.72,35.72,0.0,0.0,35.73,35.73,35.73,0.0,0.0
2018-01-28,34.22,34.22,34.22,0.0,0.0,34.22,34.22,34.22,0.0,0.0,34.22,34.22,34.22,0.0,0.0,34.22,34.22,34.22,0.0,0.0
2018-02-04,32.56,32.56,32.56,0.0,0.0,32.56,32.56,32.56,0.0,0.0,32.56,32.56,32.56,0.0,0.0,32.56,32.56,32.56,0.0,0.0
2018-02-11,34.51,34.51,34.51,0.0,0.0,34.51,34.51,34.51,0.0,0.0,34.51,34.51,34.51,0.0,0.0,34.51,34.51,34.51,0.0,0.0
2018-02-18,34.73,34.73,34.73,0.0,0.0,34.73,34.73,34.73,0.0,0.0,34.73,34.73,34.73,0.0,0.0,34.73,34.73,34.73,0.0,0.0
2018-02-25,33.83,33.83,33.83,0.0,0.0,33.83,33.83,33.83,0.0,0.0,33.83,33.83,33.83,0.0,0.0,33.83,33.83,33.83,0.0,0.0
2018-03-04,34.56,34.56,34.56,0.0,0.0,34.56,34.56,34.56,0.0,0.0,34.56,34.56,34.56,0.0,0.0,34.56,34.56,34.56,0.0,0.0
2018-03-11,35.01,35.01,35.01,0.0,0.0,35.01,35.01,35.01,0.0,0.0,35.01,35.01,35.01,0.0,0.0,35.01,35.01,35.01,0.0,0.0
2018-03-18,34.78,34.78,34.78,0.0,0.0,34.78,34.78,34.78,0.0,0.0,34.78,34.78,34.78,0.0,0.0,34.78,34.78,34.78,0.0,0.0
2018-03-25,33.48,33.48,33.48,0.0,0.0,33.48,33.48,33.48,0.0,0.0,33.48,33.48,33.48,0.0,0.0,33.48,33.48,33.48,0.0,0.0
2018-04-01,33.96,33.96,33.96,0.0,0.0,33.96,33.96,33.96,0.0,0.0,33.96,33.96,33.96,0.0,0.0,33.96,33.96,33.96,0.0,0.0
2018-04-08,34.6,34.6,34.6,0.0,0.0,34.6,34.6,34.6,0.0,0.0,34.6,34.6,34.6,0.0,0.0,34.6,34.6,34.6,0.0,0.0
2018-04-15,35.38,35.38,35.38,0.0,0.0,35.38,35.38,35.38,0.0,0.0,35.38,35.38,35.38,0.0,0.0,35.38,35.38,35.38,0.0,0.0
2018-04-22,34.87,34.87,34.87,0.0,0.0,34.87,34.87,34.87,0.0,0.0,34.87,34.87,34.87,0.0,0.0,34.87,34.87,34.87,0.0,0.0
2018-04-29,35.89,35.89,35.89,0.0,0.0,35.89,35.89,35.89,0.0,0.0,35.89,35.89,35.89,0.0,0.0,35.89,35.89,35.89,0.0,0.0
2018-05-06,38.17,38.17,38.17,0.0,0.0,38.17,38.17,38.17,0.0,0.0,36.5,36.5,36.5,0.0,0.0,36.5,36.5,36.5,0.0,0.0
2018-05-13,37.3,37.3,37.3,0.0,0.0,37.3,37.3,37.3,0.0,0.0,37.3,37.3,37.3,0.0,0.0,37.3,37.3,37.3,0.0,0.0
2018-05-20,37.31,37.31,37.31,0.0,0.0,37.31,37.31,37.31,0.0,0.0,37.31,37.31,37.31,0.0,0.0,37.31,37.31,37.31,0.0,0.0
2018-05-27,37.96,37.96,37.96,0.0,0.0,37.96,37.96,37.96,0.0,0.0,37.96,37.96,37.96,0.0,0.0,37.96,37.96,37.96,0.0,0.0
2018-06-03,39.07,39.07,39.07,0.0,0.0,39.07,39.07,39.07,0.0,0.0,39.07,39.07,39.07,0.0,0.0,39.07,39.07,39.07,0.0,0.0
2018-06-10,38.93,38.93,38.93,0.0,0.0,38.93,38.93,38.93,0.0,0.0,38.93,38.93,38.93,0.0,0.0,38.93,38.93,38.93,0.0,0.0
2018-06-17,38.52,38.52,38.52,0.0,0.0,38.52,38.52,38.52,0.0,0.0,38.52,38.52,38.52,0.0,0.0,38.52,38.52,38.52,0.0,0.0
2018-06-24,38.33,38.33,38.33,0.0,0.0,38.33,38.33,38.33,0.0,0.0,38.33,38.33,38.33,0.0,0.0,38.33,38.33,38.33,0.0,0.0
2018-07-01,39.54,39.54,39.54,0.0,0.0,39.54,39.54,39.54,0.0,0.0,39.54,39.54,39.54,0.0,0.0,39.54,39.54,39.54,0.0,0.0
2018-07-08,39.08,39.08,39.08,0.0,0.0,39.08,39.08,39.08,0.0,0.0,39.08,39.08,39.08,0.0,0.0,39.08,39.08,39.08,0.0,0.0
2018-07-15,39.72,39.72,39.72,0.0,0.0,39.72,39.72,39.72,0.0,0.0,39.69,39.69,39.69,0.0,0.0,39.69,39.69,39.69,0.0,0.0
2018-07-22,39.13,39.13,39.13,0.0,0.0,39.13,39.13,39.13,0.0,0.0,39.13,39.13,39.13,0.0,0.0,39.13,39.13,39.13,0.0,0.0
2018-07-29,39.49,39.49,39.49,0.0,0.0,39.49,39.49,39.49,0.0,0.0,39.46,39.46,39.46,0.0,0.0,39.46,39.46,39.46,0.0,0.0
2018-08-05,41.63,41.63,41.63,0.0,0.0,41.63,41.63,41.63,0.0,0.0,39.1,39.1,39.1,0.0,0.0,39.74,39.74,39.74,0.0,0.0
2018-08-12,39.64,39.64,39.64,0.0,0.0,39.64,39.64,39.64,0.0,0.0,39.63,39.63,39.63,0.0,0.0,39.63,39.63,39.63,0.0,0.0
2018-08-19,41.05,41.05,41.05,0.0,0.0,41.05,41.05,41.05,0.0,0.0,41.05,41.05,41.05,0.0,0.0,41.05,41.05,41.05,0.0,0.0
2018-08-26,41.18,41.18,41.18,0.0,0.0,41.18,41.18,41.18,0.0,0.0,41.18,41.18,41.18,0.0,0.0,41.18,41.18,41.18,0.0,0.0
2018-09-02,42.75,42.75,42.75,0.0,0.0,42.75,42.75,42.75,0.0,0.0,40.7,40.7,40.7,0.0,0.0,40.7,40.7,40.7,0.0,0.0
