Date,IRIXStock_Open_average,IRIXStock_Open_max,IRIXStock_Open_min,IRIXStock_Open_volatility,IRIXStock_Open_change,IRIXStock_High_average,IRIXStock_High_max,IRIXStock_High_min,IRIXStock_High_volatility,IRIXStock_High_change,IRIXStock_Low_average,IRIXStock_Low_max,IRIXStock_Low_min,IRIXStock_Low_volatility,IRIXStock_Low_change,IRIXStock_Close_average,IRIXStock_Close_max,IRIXStock_Close_min,IRIXStock_Close_volatility,IRIXStock_Close_change,IRIXStock_Volume_average,IRIXStock_Volume_max,IRIXStock_Volume_min,IRIXStock_Volume_volatility,IRIXStock_Volume_change
2018-01-14,7.915,8.13,7.65,0.4800000000000004,-0.4800000000000004,8.0125,8.13,7.93,0.20000000000000107,-0.13000000000000078,7.6225000000000005,7.86,7.4,0.45999999999999996,-0.45999999999999996,7.715,7.95,7.46,0.4900000000000002,-0.41999999999999993,21031,36554,9746,26808,26808
2018-01-21,7.502,7.8,7.27,0.5300000000000002,-0.5300000000000002,7.6419999999999995,7.8,7.43,0.3700000000000001,0.0,7.364,7.49,7.26,0.23000000000000043,-0.22000000000000064,7.432,7.49,7.32,0.16999999999999993,0.0,7864,10703,5867,4836,4836
2018-01-28,7.4,7.51,7.29,0.21999999999999975,0.019999999999999574,7.49,7.64,7.37,0.2699999999999996,0.14999999999999947,7.264,7.35,7.22,0.1299999999999999,-0.05999999999999961,7.406,7.52,7.31,0.20999999999999996,0.1299999999999999,16006,37198,7507,29691,28596
2018-02-04,7.594,7.91,7.27,0.6400000000000006,-0.1900000000000004,7.802,8.2,7.33,0.8699999999999992,-0.5,7.262,7.4,7.06,0.34000000000000075,-0.2600000000000007,7.602,7.98,7.15,0.8300000000000001,-0.6599999999999993,18028,27293,10796,16497,-16497
2018-02-11,7.062,7.29,6.91,0.3799999999999999,-0.33000000000000007,7.292,7.42,7.04,0.3799999999999999,0.08000000000000007,6.87,7.08,6.67,0.41000000000000014,-0.29000000000000004,7.084,7.23,6.93,0.3000000000000007,0.15000000000000036,35710,76592,20770,55822,1959
2018-02-18,7.285,7.45,7.17,0.28000000000000025,0.13999999999999968,7.4725,7.64,7.38,0.2599999999999998,0.2599999999999998,7.0125,7.11,6.88,0.23000000000000043,0.1200000000000001,7.1975,7.41,7.06,0.35000000000000053,0.29000000000000004,14616,20423,10950,9473,1798
2018-02-25,5.882,6.15,5.67,0.4800000000000004,-0.33000000000000007,6.13,6.95,5.82,1.13,-1.12,5.578,5.75,5.31,0.4400000000000004,0.14000000000000057,5.86,6.16,5.72,0.4400000000000004,-0.33000000000000007,71067,207575,20482,187093,-187093
2018-03-04,5.822,5.93,5.7,0.22999999999999954,-0.09999999999999964,6.064,6.21,5.87,0.33999999999999986,-0.03000000000000025,5.724,5.77,5.69,0.07999999999999918,0.009999999999999787,5.796,5.88,5.73,0.14999999999999947,-0.05999999999999961,28657,58936,11220,47716,47716
2018-03-11,5.928,6.12,5.75,0.3700000000000001,0.25,6.206,6.25,6.15,0.09999999999999964,0.04999999999999982,5.818,6.0,5.72,0.28000000000000025,0.25,6.0440000000000005,6.2,5.81,0.39000000000000057,0.2999999999999998,30790,51271,15974,35297,-35297
2018-03-18,6.13,6.16,6.08,0.08000000000000007,0.009999999999999787,6.254,6.35,6.16,0.1899999999999995,-0.05999999999999961,5.99,6.16,5.8,0.3600000000000003,-0.20000000000000018,6.114,6.28,5.98,0.2999999999999998,-0.08999999999999986,18808,28220,6697,21523,5749
