Date,CPB_Open_average,CPB_Open_max,CPB_Open_min,CPB_Open_volatility,CPB_Open_change,CPB_High_average,CPB_High_max,CPB_High_min,CPB_High_volatility,CPB_High_change,CPB_Low_average,CPB_Low_max,CPB_Low_min,CPB_Low_volatility,CPB_Low_change,CPB_Close_average,CPB_Close_max,CPB_Close_min,CPB_Close_volatility,CPB_Close_change,CPB_Volume_average,CPB_Volume_max,CPB_Volume_min,CPB_Volume_volatility,CPB_Volume_change
2018-01-14,46.892,47.47,46.42,1.0499999999999972,0.5899999999999963,47.376,47.96,46.83,1.1300000000000026,0.8699999999999974,46.572,47.45,46.21,1.240000000000002,1.220000000000006,46.938,47.65,46.25,1.3999999999999986,1.2100000000000009,2596540,3478868,1563487,1915381,-42657
2018-01-21,47.498,47.79,47.2,0.5899999999999963,-0.35999999999999943,47.682,47.82,47.43,0.39000000000000057,-0.3200000000000003,47.012,47.19,46.92,0.269999999999996,-0.269999999999996,47.284,47.57,46.95,0.6199999999999974,-0.6199999999999974,2035340,4316291,1430369,2885922,-48113
2018-01-28,46.12,46.84,44.36,2.480000000000004,-2.480000000000004,46.594,47.2,45.26,1.9400000000000048,-1.9400000000000048,45.43,46.25,44.2,2.049999999999997,-2.049999999999997,45.71,46.78,44.22,2.5600000000000023,-2.1799999999999997,2595139,3458438,1798402,1660036,1027117
2018-02-04,44.974,46.03,43.6,2.4299999999999997,2.4299999999999997,45.93,46.7,45.35,1.3500000000000014,1.3500000000000014,44.772,45.9,43.5,2.3999999999999986,2.3999999999999986,45.362,46.31,44.8,1.5100000000000051,1.1700000000000017,2914298,3910899,1605078,2305821,-727848
2018-02-11,46.32,47.0,45.88,1.1199999999999974,-0.22999999999999687,47.292500000000004,48.1,46.68,1.4200000000000017,-0.18999999999999773,45.9375,46.25,45.47,0.7800000000000011,-0.4399999999999977,46.870000000000005,47.7,46.17,1.5300000000000011,-0.4799999999999969,4362692,7061220,2428541,4632679,4632679
2018-02-18,44.738,46.19,43.09,3.0999999999999943,-2.019999999999996,45.28,46.51,44.31,2.1999999999999957,-1.769999999999996,43.828,45.75,42.82,2.9299999999999997,-1.7899999999999991,44.286,46.08,42.9,3.1799999999999997,-1.7100000000000009,3992137,7577466,2105536,5471930,-1332251
2018-02-25,42.984,44.42,41.81,2.6099999999999994,-2.6099999999999994,43.764,44.82,43.02,1.7999999999999972,-1.2000000000000028,42.532,43.94,41.78,2.1599999999999966,-2.1599999999999966,42.962,43.94,42.02,1.9199999999999946,-0.4199999999999946,4616107,5365029,2832012,2533017,2533017
2018-03-04,43.43,43.74,43.29,0.45000000000000284,0.28999999999999915,43.79,44.16,43.58,0.5799999999999983,0.21999999999999886,43.128,43.59,42.51,1.0800000000000054,0.3200000000000003,43.464,43.9,43.08,0.8200000000000003,-0.30999999999999517,2463945,3303460,1780264,1523196,-1242631
2018-03-11,43.83,44.35,43.36,0.990000000000002,-0.14999999999999858,44.36,44.63,44.05,0.5800000000000054,0.4200000000000017,43.444,44.0,43.12,0.8800000000000026,0.05999999999999517,43.726,44.2,43.31,0.8900000000000006,-0.3399999999999963,3697185,5682867,1912480,3770387,1395408
2018-03-18,42.588,43.72,42.06,1.6599999999999966,-1.1599999999999966,43.004,43.82,42.33,1.490000000000002,-1.2199999999999989,41.938,42.78,40.99,1.7899999999999991,-0.8400000000000034,42.426,43.12,42.1,1.019999999999996,-0.6499999999999986,3033438,4268646,2513205,1755441,-90760
