Date,SIFY_stock_Open_average,SIFY_stock_Open_max,SIFY_stock_Open_min,SIFY_stock_Open_volatility,SIFY_stock_Open_change,SIFY_stock_High_average,SIFY_stock_High_max,SIFY_stock_High_min,SIFY_stock_High_volatility,SIFY_stock_High_change,SIFY_stock_Low_average,SIFY_stock_Low_max,SIFY_stock_Low_min,SIFY_stock_Low_volatility,SIFY_stock_Low_change,SIFY_stock_Close_average,SIFY_stock_Close_max,SIFY_stock_Close_min,SIFY_stock_Close_volatility,SIFY_stock_Close_change,SIFY_stock_Volume_average,SIFY_stock_Volume_max,SIFY_stock_Volume_min,SIFY_stock_Volume_volatility,SIFY_stock_Volume_change
2018-01-14,2.4699999999999998,2.53,2.35,0.17999999999999972,0.0,2.6165000000000003,2.67,2.58,0.08999999999999986,-0.04999999999999982,2.3955,2.459,2.34,0.11900000000000022,0.10899999999999999,2.4825,2.55,2.39,0.1599999999999997,0.1599999999999997,387993,506115,319234,186881,-143178
2018-01-21,2.45,2.78,2.12,0.6599999999999997,-0.6599999999999997,2.48,2.8,2.19,0.6099999999999999,-0.6099999999999999,2.2522,2.45,2.03,0.4200000000000004,-0.3500000000000001,2.295,2.48,2.05,0.43000000000000016,-0.3450000000000002,607766,1097512,211149,886363,-626671
2018-01-28,2.088,2.12,2.0,0.1200000000000001,-0.040000000000000036,2.1558,2.2,2.11,0.0900000000000003,-0.03000000000000025,2.0282,2.1,1.95,0.15000000000000013,-0.07000000000000006,2.077,2.13,1.97,0.15999999999999992,-0.09000000000000008,251664,397817,120968,276849,78491
2018-02-04,1.898,1.96,1.83,0.1299999999999999,-0.11999999999999988,1.9365999999999999,1.98,1.88,0.10000000000000009,-0.07300000000000018,1.824,1.88,1.75,0.1299999999999999,-0.07000000000000006,1.8679999999999999,1.94,1.79,0.1499999999999999,-0.08999999999999986,193146,261075,144315,116760,-91198
2018-02-11,1.8940000000000001,1.99,1.8,0.18999999999999995,0.15999999999999992,1.958,2.0,1.91,0.09000000000000008,0.06000000000000005,1.8362,1.88,1.79,0.08999999999999986,0.06000000000000005,1.904,1.95,1.86,0.08999999999999986,0.029999999999999805,125109,224762,57435,167327,-26477
2018-02-18,1.8775,1.92,1.79,0.1299999999999999,-0.1299999999999999,1.9249999999999998,1.94,1.89,0.050000000000000044,-0.050000000000000044,1.8225,1.86,1.79,0.07000000000000006,-0.06000000000000005,1.855,1.88,1.82,0.05999999999999983,0.020000000000000018,86429,131948,56255,75693,-25342
2018-02-25,1.822,1.84,1.79,0.050000000000000044,-0.050000000000000044,1.8428,1.88,1.81,0.06999999999999984,-0.05999999999999983,1.788,1.82,1.75,0.07000000000000006,-0.06000000000000005,1.816,1.83,1.79,0.040000000000000036,-0.020000000000000018,82337,104740,63552,41188,8715
2018-03-04,1.92,2.09,1.8,0.2899999999999998,0.2899999999999998,2.018,2.12,1.88,0.2400000000000002,0.2100000000000002,1.8822,2.001,1.78,0.22099999999999986,0.22099999999999986,1.958,2.06,1.84,0.21999999999999997,0.20999999999999974,222532,593866,54494,539372,67219
2018-03-11,2.188,2.4,2.04,0.3599999999999999,0.3500000000000001,2.312,2.5,2.08,0.41999999999999993,0.41999999999999993,2.1504,2.36,1.95,0.4099999999999999,0.4099999999999999,2.2279999999999998,2.42,2.0,0.41999999999999993,0.41999999999999993,268178,347043,133471,213572,213572
2018-03-18,2.224,2.42,2.1,0.31999999999999984,-0.31999999999999984,2.2754,2.43,2.229,0.20100000000000007,-0.20000000000000018,2.1,2.16,2.06,0.10000000000000009,-0.040000000000000036,2.166,2.19,2.13,0.06000000000000005,-0.06000000000000005,112220,191365,57933,133432,-133432
2018-03-25,2.05,2.17,1.91,0.26,-0.16000000000000014,2.13225,2.22,2.02,0.20000000000000018,-0.07000000000000028,1.96875,2.09,1.881,0.20899999999999985,-0.08599999999999985,2.0225,2.12,1.91,0.2100000000000002,-0.06000000000000005,136421,209308,72028,137280,-49512
2018-04-01,2.0922,2.15,2.0,0.1499999999999999,0.04999999999999982,2.1718,2.29,2.069,0.22100000000000009,0.1499999999999999,2.0382,2.1109999999999998,1.96,0.1509999999999998,0.14000000000000012,2.092,2.17,2.0,0.16999999999999993,0.1200000000000001,93157,118175,49766,68409,15707
