Date,O_Open_average,O_Open_max,O_Open_min,O_Open_volatility,O_Open_change,O_High_average,O_High_max,O_High_min,O_High_volatility,O_High_change,O_Low_average,O_Low_max,O_Low_min,O_Low_volatility,O_Low_change,O_Close_average,O_Close_max,O_Close_min,O_Close_volatility,O_Close_change,O_Volume_average,O_Volume_max,O_Volume_min,O_Volume_volatility,O_Volume_change
2018-01-14,53.06,53.2,52.88,0.3200000000000003,0.1700000000000017,53.449999999999996,53.9,53.15,0.75,0.39000000000000057,52.852000000000004,53.17,52.6,0.5700000000000003,0.25,53.186,53.86,52.75,1.1099999999999994,0.9200000000000017,1854434,2002363,1665343,337020,-296859
2018-01-21,54.176,54.5,53.95,0.5499999999999972,0.04999999999999716,54.46,54.58,54.17,0.4099999999999966,-0.39000000000000057,53.674,53.98,52.65,1.3299999999999983,-1.3000000000000043,54.048,54.53,53.05,1.480000000000004,-1.480000000000004,1747087,2118087,1638367,479720,478307
2018-01-28,52.072,53.09,50.89,2.200000000000003,-2.0600000000000023,52.578,53.45,51.45,2.0,-1.2199999999999989,51.274,52.28,50.05,2.230000000000004,-2.230000000000004,51.718,53.19,50.1,3.0899999999999963,-2.3599999999999994,2907846,3632308,2088531,1543777,1026302
2018-02-04,49.126,50.1,47.87,2.230000000000004,-0.6999999999999957,49.89,50.95,49.23,1.720000000000006,-1.4299999999999997,48.022,49.01,47.25,1.759999999999998,-1.759999999999998,48.826,50.07,47.56,2.509999999999998,-1.3900000000000006,4322580,5867148,3233632,2633516,467367
2018-02-11,48.7,49.33,48.27,1.0599999999999952,0.6799999999999997,49.3075,50.03,48.65,1.3800000000000026,0.8500000000000014,48.2975,49.31,47.78,1.5300000000000011,1.3500000000000014,49.0825,49.96,48.1,1.8599999999999994,0.9699999999999989,2873287,3003388,2728541,274847,53558
2018-02-18,49.516,50.38,48.56,1.8200000000000003,0.480000000000004,50.118,50.78,49.57,1.2100000000000009,0.5300000000000011,49.098,50.16,48.26,1.8999999999999986,0.769999999999996,49.578,50.6,48.39,2.210000000000001,1.2000000000000028,2922486,3500308,2375563,1124745,-164336
2018-02-25,49.676,50.68,49.17,1.509999999999998,-1.1000000000000014,50.182,50.84,49.78,1.0600000000000023,-0.20000000000000284,49.214,49.58,48.84,0.7399999999999949,0.22999999999999687,49.64,50.31,49.18,1.1300000000000026,0.9400000000000048,2587771,3400166,1806536,1593630,-1410201
2018-03-04,50.584,50.9,50.15,0.75,0.75,50.974,51.38,50.57,0.8100000000000023,0.8100000000000023,50.234,50.7,49.91,0.7900000000000063,0.7900000000000063,50.818,51.25,50.54,0.7100000000000009,0.7100000000000009,1605765,1814717,1445142,369575,-121900
2018-03-11,51.408,51.55,51.14,0.4099999999999966,0.0,51.752,52.01,51.59,0.4199999999999946,-0.4199999999999946,50.992,51.33,50.58,0.75,-0.75,51.27,51.47,50.9,0.5700000000000003,-0.5500000000000043,1785768,2642472,1390690,1251782,293492
2018-03-18,50.182,50.95,49.66,1.2900000000000063,-1.2900000000000063,50.538000000000004,51.28,49.99,1.2899999999999991,-1.2899999999999991,49.616,50.21,49.12,1.0900000000000034,-0.8599999999999994,49.906,50.48,49.33,1.1499999999999986,-0.529999999999994,1911016,2314834,1623879,690955,-105547
2018-03-25,51.065,51.99,49.97,2.020000000000003,1.6499999999999986,51.78,52.14,50.94,1.2000000000000028,1.0,50.575,51.45,49.43,2.020000000000003,1.4299999999999997,51.245,51.76,50.32,1.4399999999999977,0.8500000000000014,2066203,2506605,1546563,960042,629017
2018-04-01,51.938,52.5,51.24,1.259999999999998,0.8500000000000014,52.54,53.18,51.92,1.259999999999998,0.5399999999999991,51.49,51.99,50.64,1.3500000000000014,1.0799999999999983,52.106,52.45,51.74,0.7100000000000009,0.14999999999999858,1531907,1908783,1162052,746731,-556773
2018-04-08,51.47,52.13,50.72,1.4100000000000037,-1.1900000000000048,51.694,52.32,50.86,1.4600000000000009,-0.9100000000000037,50.956,51.67,50.38,1.2899999999999991,-1.1600000000000037,51.228,51.83,50.7,1.1299999999999955,-0.6400000000000006,1229377,1380593,922686,457907,-181714
2018-04-15,50.752,51.65,49.53,2.1199999999999974,-1.6099999999999994,51.02,51.92,49.61,2.3100000000000023,-2.280000000000001,50.096,51.4,48.85,2.549999999999997,-2.009999999999998,50.374,51.61,49.13,2.479999999999997,-2.479999999999997,1529611,1973298,1186170,787128,346328
2018-04-22,50.038000000000004,51.35,49.32,2.030000000000001,2.030000000000001,50.642,51.81,49.63,2.1799999999999997,1.7700000000000031,49.656,50.51,48.8,1.7100000000000009,1.7100000000000009,50.288,51.45,49.48,1.970000000000006,1.0300000000000011,1893793,2931337,1186612,1744725,1017465
2018-04-29,51.178,52.46,50.5,1.9600000000000009,1.9600000000000009,51.812,52.67,51.11,1.5600000000000023,1.3500000000000014,50.898,52.17,50.24,1.9299999999999997,1.9299999999999997,51.644,52.67,50.81,1.8599999999999994,1.490000000000002,1649048,1926678,1328561,598117,-198587
2018-05-06,52.83,53.6,52.11,1.490000000000002,0.3200000000000003,53.276,53.87,52.65,1.2199999999999989,0.45000000000000284,52.394,53.0,51.75,1.25,0.240000000000002,52.924,53.52,52.46,1.0600000000000023,0.3200000000000003,1537744,1945974,1250872,695102,-242763
2018-05-13,51.961999999999996,52.3,51.7,0.5999999999999943,-0.37999999999999545,52.264,52.56,51.96,0.6000000000000014,0.240000000000002,51.436,51.75,51.18,0.5700000000000003,0.21000000000000085,51.862,52.31,51.66,0.6500000000000057,0.5900000000000034,2264305,4008387,1205594,2802793,-801898
2018-05-20,52.6425,53.1,52.18,0.9200000000000017,0.6499999999999986,53.015,53.3,52.43,0.8699999999999974,0.6899999999999977,52.3775,52.64,52.11,0.5300000000000011,0.5300000000000011,52.7225,52.98,52.28,0.6999999999999957,0.5600000000000023,1371307,1642731,953618,689113,-566012
2018-05-27,53.19,53.41,52.84,0.5699999999999932,0.38999999999999346,53.568,54.02,53.27,0.75,-0.1599999999999966,52.782000000000004,52.95,52.6,0.3500000000000014,0.0899999999999963,53.309999999999995,53.73,53.04,0.6899999999999977,-0.1600000000000037,1964686,2069694,1796431,273263,244188
2018-06-03,53.252,53.4,53.0,0.3999999999999986,0.020000000000003126,53.51,53.66,53.28,0.37999999999999545,-0.05000000000000426,53.025999999999996,53.22,52.73,0.490000000000002,0.13000000000000256,53.256,53.39,53.0,0.39000000000000057,0.39000000000000057,1322373,1919247,997223,922024,-922024
2018-06-10,53.190000000000005,54.1,52.56,1.5399999999999991,-0.39000000000000057,53.64,54.11,53.2,0.9099999999999966,-0.9099999999999966,52.758,53.3,52.37,0.9299999999999997,-0.6299999999999955,53.046,53.97,52.4,1.5700000000000003,-1.0700000000000003,2239451,2931564,1795295,1136269,-219804
2018-06-17,53.342,53.88,52.82,1.0600000000000023,1.0600000000000023,53.774,54.45,53.14,1.3100000000000023,1.3100000000000023,53.156,53.65,52.68,0.9699999999999989,0.9699999999999989,53.578,54.24,52.86,1.3800000000000026,1.3800000000000026,2485486,3054447,1639676,1414771,907546
2018-06-24,54.160000000000004,54.65,53.75,0.8999999999999986,-0.5,54.554,54.99,54.1,0.8900000000000006,-0.7899999999999991,53.614,54.33,52.74,1.5899999999999963,-1.2899999999999991,54.05,54.53,53.28,1.25,-1.0700000000000003,2836024,3225951,2418934,807017,24004
