Date,CIR_Open_average,CIR_Open_max,CIR_Open_min,CIR_Open_volatility,CIR_Open_change,CIR_High_average,CIR_High_max,CIR_High_min,CIR_High_volatility,CIR_High_change,CIR_Low_average,CIR_Low_max,CIR_Low_min,CIR_Low_volatility,CIR_Low_change,CIR_Close_average,CIR_Close_max,CIR_Close_min,CIR_Close_volatility,CIR_Close_change,CIR_Volume_average,CIR_Volume_max,CIR_Volume_min,CIR_Volume_volatility,CIR_Volume_change
2018-01-14,52.822,53.18,52.2,0.9799999999999969,0.17999999999999972,53.624,54.26,53.18,1.0799999999999983,-1.0799999999999983,52.29,52.4,52.15,0.25,0.00999999999999801,52.876,53.53,52.28,1.25,0.6300000000000026,76433,112625,58691,53934,-28305
2018-01-21,53.386,53.84,53.14,0.7000000000000028,0.7000000000000028,53.826,54.89,53.33,1.5600000000000023,1.5300000000000011,52.576,53.25,52.08,1.1700000000000017,0.75,53.368,53.98,52.99,0.9899999999999949,0.27999999999999403,91399,162004,49661,112343,25245
2018-01-28,52.536,53.58,50.98,2.6000000000000014,-2.0600000000000023,53.046,53.89,51.91,1.980000000000004,-1.490000000000002,51.388,52.68,48.29,4.390000000000001,-4.009999999999998,51.74,53.21,48.42,4.789999999999999,-4.789999999999999,111911,180956,73934,107022,40911
2018-02-04,47.17,48.07,45.72,2.3500000000000014,-2.1000000000000014,47.934,49.08,46.72,2.3599999999999994,-2.1299999999999955,46.2,47.55,45.11,2.4399999999999977,-1.5399999999999991,46.89,48.07,45.49,2.5799999999999983,-1.5900000000000034,145482,223321,75212,148109,76067
2018-02-11,46.565,47.59,45.11,2.480000000000004,1.0799999999999983,47.5975,48.34,46.36,1.980000000000004,1.980000000000004,46.042500000000004,47.32,45.1,2.219999999999999,1.9500000000000028,46.9825,47.84,45.49,2.3500000000000014,2.3500000000000014,95987,154063,61587,92476,-81124
2018-02-18,48.888,50.17,47.48,2.690000000000005,2.690000000000005,49.996,50.87,48.71,2.1599999999999966,2.1599999999999966,48.72,49.85,47.48,2.3700000000000045,2.3700000000000045,49.316,50.45,48.03,2.4200000000000017,2.4200000000000017,91460,157468,41511,115957,41646
2018-02-25,46.422,50.44,42.25,8.189999999999998,-8.11,47.56,52.55,43.2,9.349999999999994,-8.409999999999997,44.12,49.94,41.5,8.439999999999998,-8.439999999999998,45.166,50.02,42.62,7.400000000000006,-6.910000000000004,262016,480937,118074,362863,73150
2018-03-04,44.861999999999995,45.91,43.26,2.6499999999999986,2.6499999999999986,46.016,47.05,45.4,1.6499999999999986,1.6499999999999986,44.248,45.43,42.94,2.490000000000002,2.490000000000002,45.284,45.77,44.98,0.7900000000000063,0.6500000000000057,158549,235810,118288,117522,-49756
2018-03-11,44.912,45.81,44.01,1.8000000000000043,-1.1400000000000006,45.53,46.23,45.1,1.1299999999999955,-1.1299999999999955,44.03,44.69,43.56,1.1299999999999955,-1.0599999999999952,44.67,45.01,44.0,1.009999999999998,-0.35999999999999943,132878,188475,100762,87713,8693
2018-03-18,43.438,44.69,41.57,3.1199999999999974,-3.1199999999999974,43.842,45.45,41.57,3.8800000000000026,-3.6499999999999986,42.316,44.2,40.58,3.6200000000000045,-3.6200000000000045,42.742000000000004,44.59,40.89,3.700000000000003,-3.1899999999999977,113686,144377,89975,54402,30197
