Date,DRADStock_Open_average,DRADStock_Open_max,DRADStock_Open_min,DRADStock_Open_volatility,DRADStock_Open_change,DRADStock_High_average,DRADStock_High_max,DRADStock_High_min,DRADStock_High_volatility,DRADStock_High_change,DRADStock_Low_average,DRADStock_Low_max,DRADStock_Low_min,DRADStock_Low_volatility,DRADStock_Low_change,DRADStock_Close_average,DRADStock_Close_max,DRADStock_Close_min,DRADStock_Close_volatility,DRADStock_Close_change,DRADStock_Volume_average,DRADStock_Volume_max,DRADStock_Volume_min,DRADStock_Volume_volatility,DRADStock_Volume_change
2018-01-14,27.25,27.5,27.0,0.5,-0.5,27.25,27.5,27.0,0.5,-0.5,26.25,26.5,26.0,0.5,-0.5,26.5625,27.0,26.0,1.0,-1.0,5343,9327,3432,5895,-1598
2018-01-21,25.9,26.5,25.5,1.0,-0.5,26.2,26.5,25.5,1.0,-1.0,25.2,26.0,24.5,1.5,-1.5,25.4,26.0,25.0,1.0,-1.0,6824,9385,4364,5021,742
2018-01-28,24.1,25.0,22.5,2.5,-2.5,24.64,25.25,23.5,1.75,-1.5,23.4,24.5,21.5,3.0,-3.0,23.64,24.7,22.5,2.1999999999999993,-2.1999999999999993,7981,9772,5259,4513,54
2018-02-04,22.6,23.0,22.5,0.5,-0.5,23.0,23.5,22.5,1.0,-0.5,21.9,22.0,21.5,0.5,-0.5,22.5,23.0,22.0,1.0,0.5,8393,10924,5631,5293,3154
2018-02-11,23.0,23.5,22.5,1.0,0.0,23.4,23.5,23.0,0.5,0.0,22.5,23.0,22.0,1.0,-1.0,22.9,23.5,22.5,1.0,0.0,4885,10851,2402,8449,-138
2018-02-18,22.75,23.5,21.5,2.0,-1.5,23.1275,23.5,22.01,1.4899999999999984,-1.4899999999999984,22.15,23.0,20.5,2.5,-2.0,22.625,23.5,20.5,3.0,-2.5,7923,16834,3664,13170,11706
2018-02-25,21.2,21.5,21.0,0.5,0.0,21.6,22.0,21.5,0.5,-0.5,20.4,20.5,20.0,0.5,0.0,20.85,21.5,20.5,1.0,-0.25,5230,7229,3732,3497,-2440
2018-03-04,20.3,21.0,19.5,1.5,0.5,20.9,21.0,20.5,0.5,0.0,19.938,20.5,19.5,1.0,0.6900000000000013,20.2,21.0,19.5,1.5,1.0,5181,7693,2677,5016,-5016
2018-03-11,20.0,21.0,18.5,2.5,-2.5,20.19,21.0,19.0,2.0,-2.0,19.01,20.0,18.05,1.9499999999999993,-1.9499999999999993,19.45,20.5,18.5,2.0,-1.5,5119,6353,3237,3116,1727
2018-03-18,17.9,18.5,17.5,1.0,-1.0,17.9,18.5,17.5,1.0,-1.0,17.2,17.5,17.0,0.5,-0.5,17.5,18.0,17.0,1.0,0.0,5654,12980,2129,10851,-4086
