Date,L_Open_average,L_Open_max,L_Open_min,L_Open_volatility,L_Open_change,L_High_average,L_High_max,L_High_min,L_High_volatility,L_High_change,L_Low_average,L_Low_max,L_Low_min,L_Low_volatility,L_Low_change,L_Close_average,L_Close_max,L_Close_min,L_Close_volatility,L_Close_change,L_Volume_average,L_Volume_max,L_Volume_min,L_Volume_volatility,L_Volume_change
2018-01-14,52.568,52.85,52.32,0.5300000000000011,-0.23000000000000398,52.744,52.98,52.47,0.509999999999998,-0.17999999999999972,52.262,52.45,51.95,0.5,0.5,52.474,52.8,52.19,0.6099999999999994,0.6099999999999994,1121561,1463011,850243,612768,-612768
2018-01-21,53.076,53.46,52.61,0.8500000000000014,0.8500000000000014,53.332,53.59,52.93,0.6600000000000037,0.6600000000000037,52.891999999999996,53.12,52.51,0.6099999999999994,0.6000000000000014,53.132,53.46,52.9,0.5600000000000023,0.21000000000000085,896928,1104657,768920,335737,116602
2018-01-28,51.65,52.83,50.42,2.4099999999999966,-2.4099999999999966,51.944,53.18,50.84,2.3399999999999963,-2.3399999999999963,50.768,51.99,48.18,3.8100000000000023,-3.8100000000000023,50.848,51.99,48.19,3.8000000000000043,-3.8000000000000043,1794503,2142536,1320550,821986,390180
2018-02-04,47.314,47.89,46.52,1.3699999999999974,-0.17999999999999972,47.994,48.65,47.07,1.5799999999999983,-0.0899999999999963,46.546,47.6,45.52,2.0799999999999983,0.36999999999999744,47.19,47.86,46.05,1.8100000000000023,-0.3100000000000023,2329350,3454183,1895401,1558782,-1558782
2018-02-11,48.4775,49.66,47.27,2.3899999999999935,2.3899999999999935,49.3925,50.55,48.23,2.3200000000000003,2.3200000000000003,48.4075,49.66,47.14,2.519999999999996,2.519999999999996,49.2325,50.08,48.09,1.9899999999999949,1.9899999999999949,1547951,1750484,1158446,592038,148301
2018-02-18,49.99,50.48,49.83,0.6499999999999986,0.6099999999999994,50.44,50.74,50.32,0.4200000000000017,0.4200000000000017,49.83,50.32,49.58,0.740000000000002,0.6000000000000014,50.062,50.73,49.6,1.1299999999999955,0.8399999999999963,1447539,1646157,1248490,397667,-105783
2018-02-25,49.46,50.61,48.42,2.1899999999999977,-2.1300000000000026,50.147999999999996,51.25,48.91,2.3400000000000034,-0.7800000000000011,48.902,50.18,48.19,1.990000000000002,-1.7000000000000028,49.47,50.37,48.65,1.7199999999999989,0.18999999999999773,1484957,1926936,1205200,721736,635169
2018-03-04,51.064,51.74,50.44,1.3000000000000043,1.240000000000002,51.444,51.99,50.95,1.0399999999999991,1.0399999999999991,50.742,51.26,50.1,1.1599999999999966,1.1599999999999966,51.262,51.72,50.88,0.8399999999999963,0.6299999999999955,1793323,2546048,1185045,1361003,-1361003
2018-03-11,51.230000000000004,51.78,50.72,1.0600000000000023,-0.6400000000000006,51.577999999999996,51.9,51.43,0.46999999999999886,-0.46000000000000085,50.882,51.2,50.69,0.5100000000000051,-0.5100000000000051,51.058,51.24,50.94,0.30000000000000426,-0.25,2179574,3027380,1516111,1511269,624156
2018-03-18,50.738,51.5,49.68,1.8200000000000003,-1.5200000000000031,51.196,52.05,50.19,1.8599999999999994,-1.5600000000000023,50.222,51.48,48.99,2.489999999999995,-1.980000000000004,50.486,51.59,49.07,2.520000000000003,-1.2899999999999991,1558222,2126430,1172892,953538,-780693
2018-03-25,49.6025,49.96,49.09,0.8699999999999974,-0.28000000000000114,50.0,50.16,49.68,0.4799999999999969,-0.13999999999999346,48.87,49.63,47.94,1.6900000000000048,-0.9699999999999989,49.23,49.73,48.65,1.0799999999999983,-0.45000000000000284,1717049,2026774,1470074,556700,-254799
2018-04-01,49.512,50.2,48.75,1.4500000000000028,0.7999999999999972,50.28,50.79,49.57,1.2199999999999989,0.8599999999999994,49.232,50.1,48.75,1.3500000000000014,0.6499999999999986,49.784,50.51,49.38,1.1299999999999955,0.1600000000000037,1495537,1834423,1158472,675951,48173
2018-04-08,50.458,50.92,49.87,1.0500000000000043,0.5899999999999963,50.806,51.23,50.3,0.9299999999999997,0.4899999999999949,50.298,50.79,49.83,0.9600000000000009,0.6000000000000014,50.5,51.02,50.08,0.9400000000000048,0.5900000000000034,1242903,1642951,1111505,531446,-502225
