Date,YRCW_Open_average,YRCW_Open_max,YRCW_Open_min,YRCW_Open_volatility,YRCW_Open_change,YRCW_High_average,YRCW_High_max,YRCW_High_min,YRCW_High_volatility,YRCW_High_change,YRCW_Low_average,YRCW_Low_max,YRCW_Low_min,YRCW_Low_volatility,YRCW_Low_change,YRCW_Close_average,YRCW_Close_max,YRCW_Close_min,YRCW_Close_volatility,YRCW_Close_change,YRCW_Volume_average,YRCW_Volume_max,YRCW_Volume_min,YRCW_Volume_volatility,YRCW_Volume_change
2018-01-14,15.998,17.04,15.37,1.67,1.3399999999999999,16.462,17.56,15.52,2.039999999999999,1.7699999999999996,15.78,17.04,15.1,1.9399999999999995,1.799999999999999,16.32,17.45,15.34,2.1099999999999994,2.1099999999999994,714868,935149,309794,625355,-107517
2018-01-21,17.286,17.52,17.1,0.41999999999999815,-0.3200000000000003,17.4,17.61,17.19,0.41999999999999815,-0.25,16.746,16.95,16.36,0.5899999999999999,-0.5899999999999999,16.98,17.37,16.38,0.990000000000002,-0.990000000000002,573761,727090,427496,299594,174096
2018-01-28,14.586,16.14,12.01,4.130000000000001,-4.130000000000001,15.076,16.46,12.38,4.08,-3.929999999999998,14.018,15.83,10.87,4.960000000000001,-4.83,14.164,15.97,10.93,5.040000000000001,-4.84,1673496,3865715,605562,3260153,1765081
2018-02-04,10.27,10.52,9.87,0.6500000000000004,-0.33000000000000007,10.588,11.27,10.19,1.08,-1.049999999999999,9.848,10.29,9.41,0.879999999999999,-0.3500000000000014,10.092,10.45,9.63,0.8199999999999985,-0.5699999999999985,1622219,2596919,1108797,1488122,-1488122
2018-02-11,9.975,10.19,9.75,0.4399999999999995,0.15000000000000036,10.195,10.32,10.02,0.3000000000000007,-0.23000000000000043,9.8225,10.04,9.64,0.3999999999999986,0.1399999999999988,9.9975,10.16,9.85,0.3100000000000005,-0.3100000000000005,871839,1031633,685830,345803,-285921
2018-02-18,9.612,9.75,9.45,0.3000000000000007,-0.3000000000000007,9.724,9.85,9.5,0.34999999999999964,-0.3000000000000007,9.408,9.6,9.08,0.5199999999999996,-0.1899999999999995,9.504,9.62,9.36,0.2599999999999998,-0.17999999999999972,801505,1704194,527343,1176851,78979
2018-02-25,8.942,9.47,8.65,0.8200000000000003,-0.7400000000000002,9.168,9.56,8.86,0.7000000000000011,-0.5800000000000001,8.69,9.09,8.54,0.5500000000000007,-0.5199999999999996,8.852,9.11,8.72,0.3899999999999988,-0.25,764456,1108804,565912,542892,119887
2018-03-04,9.236,10.1,8.93,1.17,1.17,9.584,10.25,9.12,1.1300000000000008,1.1300000000000008,9.082,9.72,8.84,0.8800000000000008,0.8500000000000014,9.426,10.11,9.07,1.0399999999999991,0.7199999999999989,759496,1123572,509843,613729,426756
2018-03-11,9.738,9.88,9.52,0.3600000000000012,-0.3600000000000012,9.888,10.01,9.71,0.29999999999999893,-0.29999999999999893,9.578000000000001,9.73,9.4,0.33000000000000007,-0.33000000000000007,9.684,9.76,9.6,0.16000000000000014,-0.08000000000000007,650135,1217413,445291,772122,122325
2018-03-18,9.526,9.7,9.27,0.4299999999999997,-0.33000000000000007,9.704,9.96,9.4,0.5600000000000005,-0.34999999999999964,9.244,9.62,8.71,0.9099999999999984,-0.8899999999999988,9.328,9.7,8.88,0.8199999999999985,-0.8099999999999987,656129,885457,289293,596164,596164
2018-03-25,8.7075,8.92,8.52,0.40000000000000036,-0.08999999999999986,8.92,9.03,8.78,0.25,-0.02999999999999936,8.45,8.54,8.31,0.22999999999999865,0.02999999999999936,8.605,8.83,8.48,0.34999999999999964,0.08999999999999986,774389,1382850,494208,888642,-133654
2018-04-01,8.572000000000001,8.71,8.4,0.3100000000000005,-0.22999999999999865,8.716000000000001,8.88,8.53,0.3500000000000014,-0.3500000000000014,8.306,8.51,8.07,0.4399999999999995,-0.41999999999999993,8.466000000000001,8.71,8.07,0.6400000000000006,-0.4900000000000002,661465,746623,520250,226373,-4189
2018-04-08,8.336,8.4,8.22,0.17999999999999972,0.129999999999999,8.576,8.86,8.46,0.3999999999999986,0.2599999999999998,8.208,8.25,8.15,0.09999999999999964,0.0600000000000005,8.402,8.7,8.29,0.41000000000000014,0.3199999999999985,660512,1009089,440496,568593,-268793
2018-04-15,8.836,8.97,8.71,0.2599999999999998,-0.09999999999999964,8.996,9.21,8.87,0.34000000000000163,-0.019999999999999574,8.682,8.92,8.53,0.39000000000000057,0.14000000000000057,8.826,8.97,8.72,0.25,-0.07000000000000028,477394,567057,399278,167779,-111031
2018-04-22,8.628,8.86,8.43,0.4299999999999997,-0.28999999999999915,8.826,9.15,8.63,0.5199999999999996,-0.3600000000000012,8.348,8.46,8.24,0.22000000000000064,-0.08000000000000007,8.514,8.68,8.32,0.35999999999999943,-0.29999999999999893,671691,1443912,343207,1100705,-88301
2018-04-29,9.19,9.83,8.25,1.58,1.4900000000000002,9.564,10.77,8.37,2.4000000000000004,1.67,8.996,9.7,8.08,1.6199999999999992,1.6199999999999992,9.256,9.99,8.25,1.7400000000000002,1.58,1343908,3353970,548216,2805754,219257
