Date,AGN_Open_average,AGN_Open_max,AGN_Open_min,AGN_Open_volatility,AGN_Open_change,AGN_High_average,AGN_High_max,AGN_High_min,AGN_High_volatility,AGN_High_change,AGN_Low_average,AGN_Low_max,AGN_Low_min,AGN_Low_volatility,AGN_Low_change,AGN_Close_average,AGN_Close_max,AGN_Close_min,AGN_Close_volatility,AGN_Close_change,AGN_Volume_average,AGN_Volume_max,AGN_Volume_min,AGN_Volume_volatility,AGN_Volume_change
2018-01-14,179.11,181.0,176.96,4.039999999999992,4.039999999999992,181.92,188.43,179.45,8.980000000000018,8.629999999999995,177.774,180.72,176.1,4.6200000000000045,4.1200000000000045,180.9,188.15,176.72,11.430000000000007,9.490000000000009,3401282,5269596,2220065,3049531,2615727
2018-01-21,188.60999999999999,190.5,186.98,3.5200000000000102,-0.5600000000000023,189.654,193.33,187.42,5.910000000000025,-3.390000000000015,185.502,187.01,184.14,2.8700000000000045,0.7099999999999795,187.226,188.06,186.72,1.3400000000000034,-0.7599999999999909,2511508,3845394,1974694,1870700,-1114242
2018-01-28,179.622,184.34,171.9,12.439999999999998,-12.25,180.5,186.13,172.43,13.699999999999989,-13.699999999999989,175.48000000000002,182.36,165.0,17.360000000000014,-17.360000000000014,176.138,184.38,165.0,19.379999999999995,-19.379999999999995,3085700,4653545,2106462,2547083,2306781
2018-02-04,166.99,170.64,164.04,6.599999999999994,-2.2600000000000193,170.376,175.0,164.74,10.259999999999991,-10.259999999999991,161.89000000000001,167.07,157.7,9.370000000000005,-0.030000000000001137,165.63,170.39,162.46,7.929999999999978,-5.8700000000000045,4587776,8286363,3066724,5219639,-5219639
2018-02-11,162.7325,168.14,157.19,10.949999999999989,3.0999999999999943,166.1775,169.5,162.46,7.039999999999992,3.289999999999992,159.43,162.9,156.0,6.900000000000006,6.789999999999992,163.465,166.63,158.72,7.909999999999997,5.319999999999993,3555759,4882165,2689078,2193087,-558832
2018-02-18,161.332,163.07,159.7,3.3700000000000045,-0.9599999999999795,163.282,166.17,161.66,4.509999999999991,2.1699999999999875,160.006,161.51,158.99,2.519999999999982,1.259999999999991,161.43,165.76,159.31,6.449999999999989,5.1699999999999875,2639824,2764162,2468594,295568,226635
2018-02-25,153.392,164.7,143.42,21.28,-21.28,155.14000000000001,165.89,147.27,18.619999999999976,-16.23999999999998,148.756,159.86,142.81,17.05000000000001,-17.05000000000001,151.014,159.91,144.02,15.889999999999986,-11.180000000000007,6219997,9340223,3255654,6084569,773316
2018-03-04,153.008,157.59,149.25,8.340000000000003,8.340000000000003,155.384,160.04,151.7,8.340000000000003,8.340000000000003,151.984,157.52,148.21,9.310000000000002,9.310000000000002,154.624,158.41,150.71,7.699999999999989,7.699999999999989,3176956,3459221,2745972,713249,-559252
2018-03-11,164.888,167.99,159.19,8.800000000000011,8.800000000000011,168.506,170.81,164.6,6.210000000000008,5.090000000000003,163.67000000000002,166.74,158.74,8.0,5.909999999999997,166.32,168.96,163.19,5.77000000000001,3.0800000000000125,3951577,5077526,2857450,2220076,-1473295
2018-03-18,163.526,166.37,161.5,4.8700000000000045,-4.8700000000000045,164.952,167.23,162.05,5.179999999999978,-5.179999999999978,160.51999999999998,163.14,155.7,7.439999999999998,-6.800000000000011,161.916,163.7,159.48,4.219999999999999,-3.420000000000016,2868828,4023415,2107608,1915807,-815846
2018-03-25,164.075,167.35,160.87,6.47999999999999,6.47999999999999,167.4675,169.7,163.52,6.179999999999978,4.769999999999982,161.4125,165.35,158.81,6.539999999999992,1.6800000000000068,164.1325,168.29,160.32,7.969999999999999,1.950000000000017,3069713,3829159,2283637,1545522,1022298
2018-04-01,164.19400000000002,167.43,162.86,4.569999999999993,-0.3499999999999943,165.588,167.43,164.0,3.430000000000007,-0.2600000000000193,161.23600000000002,164.53,158.43,6.099999999999994,2.5900000000000034,163.948,166.47,161.52,4.949999999999989,-2.8600000000000136,1956667,2158446,1803481,354965,41098
