Date,STT_stock_Open_average,STT_stock_Open_max,STT_stock_Open_min,STT_stock_Open_volatility,STT_stock_Open_change,STT_stock_High_average,STT_stock_High_max,STT_stock_High_min,STT_stock_High_volatility,STT_stock_High_change,STT_stock_Low_average,STT_stock_Low_max,STT_stock_Low_min,STT_stock_Low_volatility,STT_stock_Low_change,STT_stock_Close_average,STT_stock_Close_max,STT_stock_Close_min,STT_stock_Close_volatility,STT_stock_Close_change,STT_stock_Volume_average,STT_stock_Volume_max,STT_stock_Volume_min,STT_stock_Volume_volatility,STT_stock_Volume_change
2018-01-14,106.475,107.85,105.46,2.3900000000000006,-2.3900000000000006,107.3275,108.5,106.46,2.0400000000000063,-0.8599999999999994,105.3575,105.69,104.88,0.8100000000000023,-0.4399999999999977,106.2575,107.61,105.05,2.5600000000000023,1.6400000000000006,2018514,2504399,1797401,706998,-2736
2018-01-21,110.434,112.77,107.52,5.25,2.8100000000000023,111.902,114.27,109.1,5.170000000000002,1.8100000000000023,109.488,112.0,107.17,4.829999999999998,2.049999999999997,111.024,112.71,108.99,3.719999999999999,1.9200000000000017,2218441,3373112,1695023,1678089,-373768
2018-01-28,110.53999999999999,111.47,109.77,1.7000000000000028,-0.769999999999996,111.4,112.64,110.77,1.8700000000000045,-1.8700000000000045,109.442,110.97,107.3,3.6700000000000017,-3.6700000000000017,109.96,111.69,107.47,4.219999999999999,-4.219999999999999,1892188,2503658,1465814,1037844,628358
2018-02-04,102.84400000000001,106.5,100.15,6.349999999999994,-6.319999999999993,104.68,107.81,100.87,6.939999999999998,-6.939999999999998,100.068,103.42,96.79,6.6299999999999955,-5.429999999999993,101.808,104.5,98.54,5.959999999999994,-2.4599999999999937,2184633,2766280,1809727,956553,-149136
2018-02-11,102.03999999999999,104.5,100.77,3.730000000000004,2.2700000000000102,103.888,105.37,101.99,3.3800000000000097,2.5500000000000114,101.23,103.05,100.12,2.9299999999999926,1.8299999999999983,103.1,104.55,101.27,3.280000000000001,2.769999999999996,1397805,1988686,987821,1000865,583739
2018-02-18,103.9325,104.59,103.21,1.3800000000000097,-0.7800000000000011,105.2525,105.89,104.59,1.2999999999999972,-0.6299999999999955,103.05,103.35,102.48,0.8699999999999903,-0.269999999999996,103.7425,104.5,102.72,1.7800000000000011,0.7099999999999937,1210596,1504202,910951,593251,-278726
2018-02-25,105.958,107.27,103.92,3.3499999999999943,-1.0799999999999983,107.212,108.99,104.5,4.489999999999995,-2.3499999999999943,104.616,106.84,101.64,5.200000000000003,-2.9599999999999937,105.8,107.17,104.28,2.8900000000000006,-2.539999999999992,2679768,3284005,1434953,1849052,1272396
2018-03-04,105.416,107.05,103.65,3.3999999999999915,3.3999999999999915,107.132,110.24,105.75,4.489999999999995,3.6599999999999966,104.846,106.76,103.41,3.3500000000000085,3.3500000000000085,106.53399999999999,109.83,105.35,4.480000000000004,3.980000000000004,2172217,2597966,1489582,1108384,307607
2018-03-11,107.90599999999999,110.0,106.0,4.0,-3.680000000000007,108.466,110.33,106.84,3.489999999999995,-2.700000000000003,106.56,108.47,105.46,3.010000000000005,-2.3400000000000034,106.94200000000001,108.83,105.78,3.049999999999997,-1.9599999999999937,1945334,2708167,1486245,1221922,987486
2018-03-18,105.402,106.76,101.88,4.88000000000001,-4.88000000000001,106.016,108.41,102.16,6.25,-4.960000000000008,103.078,106.15,97.5,8.650000000000006,-7.269999999999996,103.6,106.81,97.71,9.100000000000009,-8.120000000000005,1892122,2842490,1008156,1834334,1609835
