Date,Barclays ETN Plus Select MLP_etf_Open_average,Barclays ETN Plus Select MLP_etf_Open_max,Barclays ETN Plus Select MLP_etf_Open_min,Barclays ETN Plus Select MLP_etf_Open_volatility,Barclays ETN Plus Select MLP_etf_Open_change,Barclays ETN Plus Select MLP_etf_High_average,Barclays ETN Plus Select MLP_etf_High_max,Barclays ETN Plus Select MLP_etf_High_min,Barclays ETN Plus Select MLP_etf_High_volatility,Barclays ETN Plus Select MLP_etf_High_change,Barclays ETN Plus Select MLP_etf_Low_average,Barclays ETN Plus Select MLP_etf_Low_max,Barclays ETN Plus Select MLP_etf_Low_min,Barclays ETN Plus Select MLP_etf_Low_volatility,Barclays ETN Plus Select MLP_etf_Low_change,Barclays ETN Plus Select MLP_etf_Close_average,Barclays ETN Plus Select MLP_etf_Close_max,Barclays ETN Plus Select MLP_etf_Close_min,Barclays ETN Plus Select MLP_etf_Close_volatility,Barclays ETN Plus Select MLP_etf_Close_change
2018-03-25,18.14,18.14,18.14,0.0,0.0,18.41,18.41,18.41,0.0,0.0,18.14,18.14,18.14,0.0,0.0,18.34,18.34,18.34,0.0,0.0
2018-04-01,18.6,18.6,18.6,0.0,0.0,18.6,18.6,18.6,0.0,0.0,18.14,18.14,18.14,0.0,0.0,18.34,18.34,18.34,0.0,0.0
2018-04-08,18.93,18.93,18.93,0.0,0.0,18.96,18.96,18.96,0.0,0.0,18.77,18.77,18.77,0.0,0.0,18.83,18.83,18.83,0.0,0.0
2018-04-15,19.66,19.66,19.66,0.0,0.0,19.67,19.67,19.67,0.0,0.0,19.52,19.52,19.52,0.0,0.0,19.58,19.58,19.58,0.0,0.0
2018-04-22,19.46,19.46,19.46,0.0,0.0,19.65,19.65,19.65,0.0,0.0,19.42,19.42,19.42,0.0,0.0,19.65,19.65,19.65,0.0,0.0
2018-04-29,19.43,19.43,19.43,0.0,0.0,19.72,19.72,19.72,0.0,0.0,19.41,19.41,19.41,0.0,0.0,19.72,19.72,19.72,0.0,0.0
2018-05-06,20.2,20.2,20.2,0.0,0.0,20.3,20.3,20.3,0.0,0.0,20.11,20.11,20.11,0.0,0.0,20.12,20.12,20.12,0.0,0.0
2018-05-13,20.63,20.63,20.63,0.0,0.0,20.71,20.71,20.71,0.0,0.0,20.57,20.57,20.57,0.0,0.0,20.65,20.65,20.65,0.0,0.0
2018-05-20,19.33,19.33,19.33,0.0,0.0,19.87,19.87,19.87,0.0,0.0,19.33,19.33,19.33,0.0,0.0,19.8,19.8,19.8,0.0,0.0
2018-05-27,20.41,20.41,20.41,0.0,0.0,20.45,20.45,20.45,0.0,0.0,20.22,20.22,20.22,0.0,0.0,20.28,20.28,20.28,0.0,0.0
2018-06-03,20.44,20.44,20.44,0.0,0.0,20.47,20.47,20.47,0.0,0.0,20.27,20.27,20.27,0.0,0.0,20.35,20.35,20.35,0.0,0.0
2018-06-10,20.28,20.28,20.28,0.0,0.0,20.28,20.28,20.28,0.0,0.0,19.95,19.95,19.95,0.0,0.0,19.95,19.95,19.95,0.0,0.0
2018-06-17,20.4,20.4,20.4,0.0,0.0,20.4,20.4,20.4,0.0,0.0,20.33,20.33,20.33,0.0,0.0,20.33,20.33,20.33,0.0,0.0
2018-06-24,20.08,20.08,20.08,0.0,0.0,20.3,20.3,20.3,0.0,0.0,20.02,20.02,20.02,0.0,0.0,20.28,20.28,20.28,0.0,0.0
2018-07-01,20.13,20.13,20.13,0.0,0.0,20.39,20.39,20.39,0.0,0.0,20.13,20.13,20.13,0.0,0.0,20.38,20.38,20.38,0.0,0.0
2018-07-08,20.35,20.35,20.35,0.0,0.0,20.44,20.44,20.44,0.0,0.0,20.32,20.32,20.32,0.0,0.0,20.37,20.37,20.37,0.0,0.0
2018-07-15,20.76,20.76,20.76,0.0,0.0,20.87,20.87,20.87,0.0,0.0,20.51,20.51,20.51,0.0,0.0,20.52,20.52,20.52,0.0,0.0
2018-07-22,21.26,21.26,21.26,0.0,0.0,21.32,21.32,21.32,0.0,0.0,20.89,20.89,20.89,0.0,0.0,20.95,20.95,20.95,0.0,0.0
2018-07-29,21.96,21.96,21.96,0.0,0.0,22.1,22.1,22.1,0.0,0.0,21.96,21.96,21.96,0.0,0.0,22.1,22.1,22.1,0.0,0.0
2018-08-05,22.63,22.63,22.63,0.0,0.0,22.65,22.65,22.65,0.0,0.0,22.4,22.4,22.4,0.0,0.0,22.4,22.4,22.4,0.0,0.0
2018-08-12,21.9,21.9,21.9,0.0,0.0,22.19,22.19,22.19,0.0,0.0,21.9,21.9,21.9,0.0,0.0,21.9,21.9,21.9,0.0,0.0
2018-08-19,22.64,22.64,22.64,0.0,0.0,22.64,22.64,22.64,0.0,0.0,22.15,22.15,22.15,0.0,0.0,22.2,22.2,22.2,0.0,0.0
2018-08-26,21.29,21.29,21.29,0.0,0.0,21.29,21.29,21.29,0.0,0.0,21.11,21.11,21.11,0.0,0.0,21.26,21.26,21.26,0.0,0.0
2018-09-02,21.09,21.09,21.09,0.0,0.0,21.24,21.24,21.24,0.0,0.0,21.08,21.08,21.08,0.0,0.0,21.2,21.2,21.2,0.0,0.0
2018-09-09,21.1,21.1,21.1,0.0,0.0,21.3,21.3,21.3,0.0,0.0,21.1,21.1,21.1,0.0,0.0,21.28,21.28,21.28,0.0,0.0
2018-09-16,21.19,21.19,21.19,0.0,0.0,21.2,21.2,21.2,0.0,0.0,21.15,21.15,21.15,0.0,0.0,21.17,21.17,21.17,0.0,0.0
2018-09-23,20.77,20.77,20.77,0.0,0.0,20.89,20.89,20.89,0.0,0.0,20.77,20.77,20.77,0.0,0.0,20.84,20.84,20.84,0.0,0.0
2018-09-30,21.18,21.18,21.18,0.0,0.0,21.27,21.27,21.27,0.0,0.0,21.13,21.13,21.13,0.0,0.0,21.2,21.2,21.2,0.0,0.0
2018-10-07,20.7,20.7,20.7,0.0,0.0,20.7,20.7,20.7,0.0,0.0,20.29,20.29,20.29,0.0,0.0,20.58,20.58,20.58,0.0,0.0
2018-10-14,20.54,20.54,20.54,0.0,0.0,20.82,20.82,20.82,0.0,0.0,20.54,20.54,20.54,0.0,0.0,20.59,20.59,20.59,0.0,0.0
2018-10-21,19.39,19.39,19.39,0.0,0.0,19.46,19.46,19.46,0.0,0.0,19.11,19.11,19.11,0.0,0.0,19.3,19.3,19.3,0.0,0.0
2018-10-28,19.6,19.6,19.6,0.0,0.0,19.65,19.65,19.65,0.0,0.0,19.34,19.34,19.34,0.0,0.0,19.34,19.34,19.34,0.0,0.0
2018-11-04,19.75,19.75,19.75,0.0,0.0,19.81,19.81,19.81,0.0,0.0,19.56,19.56,19.56,0.0,0.0,19.78,19.78,19.78,0.0,0.0
2018-11-11,19.54,19.54,19.54,0.0,0.0,19.62,19.62,19.62,0.0,0.0,19.53,19.53,19.53,0.0,0.0,19.6,19.6,19.6,0.0,0.0
2018-11-18,19.09,19.09,19.09,0.0,0.0,19.12,19.12,19.12,0.0,0.0,19.08,19.08,19.08,0.0,0.0,19.08,19.08,19.08,0.0,0.0
2018-11-25,19.03,19.03,19.03,0.0,0.0,19.18,19.18,19.18,0.0,0.0,19.0,19.0,19.0,0.0,0.0,19.1,19.1,19.1,0.0,0.0
2018-12-02,19.08,19.08,19.08,0.0,0.0,19.28,19.28,19.28,0.0,0.0,18.88,18.88,18.88,0.0,0.0,18.91,18.91,18.91,0.0,0.0
2018-12-09,18.89,18.89,18.89,0.0,0.0,19.21,19.21,19.21,0.0,0.0,18.89,18.89,18.89,0.0,0.0,18.95,18.95,18.95,0.0,0.0
2018-12-16,17.65,17.65,17.65,0.0,0.0,18.03,18.03,18.03,0.0,0.0,17.59,17.59,17.59,0.0,0.0,17.64,17.64,17.64,0.0,0.0
2018-12-23,17.61,17.61,17.61,0.0,0.0,17.66,17.66,17.66,0.0,0.0,17.28,17.28,17.28,0.0,0.0,17.51,17.51,17.51,0.0,0.0
2018-12-30,18.49,18.49,18.49,0.0,0.0,18.93,18.93,18.93,0.0,0.0,18.49,18.49,18.49,0.0,0.0,18.84,18.84,18.84,0.0,0.0
2019-01-06,19.28,19.28,19.28,0.0,0.0,19.44,19.44,19.44,0.0,0.0,19.28,19.28,19.28,0.0,0.0,19.29,19.29,19.29,0.0,0.0
2019-01-13,19.6,19.6,19.6,0.0,0.0,19.83,19.83,19.83,0.0,0.0,19.6,19.6,19.6,0.0,0.0,19.79,19.79,19.79,0.0,0.0
2019-01-20,19.68,19.68,19.68,0.0,0.0,19.73,19.73,19.73,0.0,0.0,19.62,19.62,19.62,0.0,0.0,19.7,19.7,19.7,0.0,0.0
2019-01-27,19.92,19.92,19.92,0.0,0.0,20.09,20.09,20.09,0.0,0.0,19.78,19.78,19.78,0.0,0.0,20.06,20.06,20.06,0.0,0.0
2019-02-03,19.56,19.56,19.56,0.0,0.0,19.56,19.56,19.56,0.0,0.0,19.35,19.35,19.35,0.0,0.0,19.52,19.52,19.52,0.0,0.0
2019-02-10,20.19,20.19,20.19,0.0,0.0,20.39,20.39,20.39,0.0,0.0,20.19,20.19,20.19,0.0,0.0,20.28,20.28,20.28,0.0,0.0
2019-02-17,20.48,20.48,20.48,0.0,0.0,20.49,20.49,20.49,0.0,0.0,20.4,20.4,20.4,0.0,0.0,20.4,20.4,20.4,0.0,0.0
2019-02-24,19.57,19.57,19.57,0.0,0.0,19.86,19.86,19.86,0.0,0.0,19.57,19.57,19.57,0.0,0.0,19.86,19.86,19.86,0.0,0.0
2019-03-03,19.67,19.67,19.67,0.0,0.0,19.85,19.85,19.85,0.0,0.0,19.67,19.67,19.67,0.0,0.0,19.85,19.85,19.85,0.0,0.0
2019-03-10,20.14,20.14,20.14,0.0,0.0,20.2,20.2,20.2,0.0,0.0,20.1,20.1,20.1,0.0,0.0,20.12,20.12,20.12,0.0,0.0
2019-03-17,20.57,20.57,20.57,0.0,0.0,20.61,20.61,20.61,0.0,0.0,20.39,20.39,20.39,0.0,0.0,20.44,20.44,20.44,0.0,0.0
2019-03-24,20.74,20.74,20.74,0.0,0.0,20.75,20.75,20.75,0.0,0.0,20.38,20.38,20.38,0.0,0.0,20.46,20.46,20.46,0.0,0.0
2019-03-31,20.5,20.5,20.5,0.0,0.0,20.66,20.66,20.66,0.0,0.0,20.5,20.5,20.5,0.0,0.0,20.63,20.63,20.63,0.0,0.0
2019-04-07,20.68,20.68,20.68,0.0,0.0,20.69,20.69,20.69,0.0,0.0,20.58,20.58,20.58,0.0,0.0,20.59,20.59,20.59,0.0,0.0
2019-04-14,20.14,20.14,20.14,0.0,0.0,20.14,20.14,20.14,0.0,0.0,20.03,20.03,20.03,0.0,0.0,20.08,20.08,20.08,0.0,0.0
2019-04-21,20.11,20.11,20.11,0.0,0.0,20.19,20.19,20.19,0.0,0.0,20.06,20.06,20.06,0.0,0.0,20.19,20.19,20.19,0.0,0.0
2019-04-28,19.79,19.79,19.79,0.0,0.0,19.96,19.96,19.96,0.0,0.0,19.79,19.79,19.79,0.0,0.0,19.96,19.96,19.96,0.0,0.0
2019-05-05,19.77,19.77,19.77,0.0,0.0,20.35,20.35,20.35,0.0,0.0,19.77,19.77,19.77,0.0,0.0,20.35,20.35,20.35,0.0,0.0
2019-05-12,20.69,20.69,20.69,0.0,0.0,20.73,20.73,20.73,0.0,0.0,20.61,20.61,20.61,0.0,0.0,20.61,20.61,20.61,0.0,0.0
2019-05-19,20.36,20.36,20.36,0.0,0.0,20.37,20.37,20.37,0.0,0.0,20.16,20.16,20.16,0.0,0.0,20.31,20.31,20.31,0.0,0.0
2019-05-26,19.38,19.38,19.38,0.0,0.0,19.51,19.51,19.51,0.0,0.0,19.36,19.36,19.36,0.0,0.0,19.46,19.46,19.46,0.0,0.0
2019-06-02,19.89,19.89,19.89,0.0,0.0,19.93,19.93,19.93,0.0,0.0,19.81,19.81,19.81,0.0,0.0,19.81,19.81,19.81,0.0,0.0
2019-06-09,19.76,19.76,19.76,0.0,0.0,19.78,19.78,19.78,0.0,0.0,19.66,19.66,19.66,0.0,0.0,19.73,19.73,19.73,0.0,0.0
2019-06-16,19.89,19.89,19.89,0.0,0.0,20.07,20.07,20.07,0.0,0.0,19.89,19.89,19.89,0.0,0.0,20.03,20.03,20.03,0.0,0.0
2019-06-23,19.62,19.62,19.62,0.0,0.0,20.19,20.19,20.19,0.0,0.0,19.62,19.62,19.62,0.0,0.0,20.19,20.19,20.19,0.0,0.0
2019-06-30,20.65,20.65,20.65,0.0,0.0,20.65,20.65,20.65,0.0,0.0,20.22,20.22,20.22,0.0,0.0,20.4,20.4,20.4,0.0,0.0
2019-07-07,20.52,20.52,20.52,0.0,0.0,20.53,20.53,20.53,0.0,0.0,20.48,20.48,20.48,0.0,0.0,20.49,20.49,20.49,0.0,0.0
2019-07-14,20.03,20.03,20.03,0.0,0.0,20.17,20.17,20.17,0.0,0.0,20.01,20.01,20.01,0.0,0.0,20.05,20.05,20.05,0.0,0.0
2019-07-21,19.93,19.93,19.93,0.0,0.0,19.93,19.93,19.93,0.0,0.0,19.79,19.79,19.79,0.0,0.0,19.79,19.79,19.79,0.0,0.0
2019-07-28,19.19,19.19,19.19,0.0,0.0,19.23,19.23,19.23,0.0,0.0,19.07,19.07,19.07,0.0,0.0,19.17,19.17,19.17,0.0,0.0
2019-08-04,18.5,18.5,18.5,0.0,0.0,18.57,18.57,18.57,0.0,0.0,18.43,18.43,18.43,0.0,0.0,18.43,18.43,18.43,0.0,0.0
2019-08-11,18.17,18.17,18.17,0.0,0.0,18.35,18.35,18.35,0.0,0.0,18.17,18.17,18.17,0.0,0.0,18.35,18.35,18.35,0.0,0.0
2019-08-18,18.36,18.36,18.36,0.0,0.0,18.36,18.36,18.36,0.0,0.0,18.01,18.01,18.01,0.0,0.0,18.01,18.01,18.01,0.0,0.0
2019-08-25,18.5,18.5,18.5,0.0,0.0,18.5,18.5,18.5,0.0,0.0,18.13,18.13,18.13,0.0,0.0,18.32,18.32,18.32,0.0,0.0
2019-09-01,18.12,18.12,18.12,0.0,0.0,18.16,18.16,18.16,0.0,0.0,18.04,18.04,18.04,0.0,0.0,18.07,18.07,18.07,0.0,0.0
2019-09-08,18.56,18.56,18.56,0.0,0.0,18.62,18.62,18.62,0.0,0.0,18.52,18.52,18.52,0.0,0.0,18.57,18.57,18.57,0.0,0.0
2019-09-15,18.89,18.89,18.89,0.0,0.0,18.98,18.98,18.98,0.0,0.0,18.85,18.85,18.85,0.0,0.0,18.85,18.85,18.85,0.0,0.0
2019-09-22,18.04,18.04,18.04,0.0,0.0,18.51,18.51,18.51,0.0,0.0,18.04,18.04,18.04,0.0,0.0,18.44,18.44,18.44,0.0,0.0
2019-09-29,17.97,17.97,17.97,0.0,0.0,18.19,18.19,18.19,0.0,0.0,17.97,17.97,17.97,0.0,0.0,18.19,18.19,18.19,0.0,0.0
2019-10-06,17.84,17.84,17.84,0.0,0.0,17.96,17.96,17.96,0.0,0.0,17.84,17.84,17.84,0.0,0.0,17.88,17.88,17.88,0.0,0.0
2019-10-13,17.63,17.63,17.63,0.0,0.0,17.9,17.9,17.9,0.0,0.0,17.63,17.63,17.63,0.0,0.0,17.82,17.82,17.82,0.0,0.0
2019-10-20,17.73,17.73,17.73,0.0,0.0,17.79,17.79,17.79,0.0,0.0,17.65,17.65,17.65,0.0,0.0,17.76,17.76,17.76,0.0,0.0
2019-10-27,17.47,17.47,17.47,0.0,0.0,17.63,17.63,17.63,0.0,0.0,17.47,17.47,17.47,0.0,0.0,17.63,17.63,17.63,0.0,0.0
2019-11-03,17.17,17.17,17.17,0.0,0.0,17.17,17.17,17.17,0.0,0.0,16.94,16.94,16.94,0.0,0.0,17.07,17.07,17.07,0.0,0.0
2019-11-10,16.82,16.82,16.82,0.0,0.0,16.91,16.91,16.91,0.0,0.0,16.77,16.77,16.77,0.0,0.0,16.87,16.87,16.87,0.0,0.0
2019-11-17,16.78,16.78,16.78,0.0,0.0,16.85,16.85,16.85,0.0,0.0,16.68,16.68,16.68,0.0,0.0,16.76,16.76,16.76,0.0,0.0
2019-11-24,16.29,16.29,16.29,0.0,0.0,16.37,16.37,16.37,0.0,0.0,16.25,16.25,16.25,0.0,0.0,16.27,16.27,16.27,0.0,0.0
2019-12-01,16.05,16.05,16.05,0.0,0.0,16.23,16.23,16.23,0.0,0.0,16.05,16.05,16.05,0.0,0.0,16.16,16.16,16.16,0.0,0.0
2019-12-08,16.9,16.9,16.9,0.0,0.0,16.93,16.93,16.93,0.0,0.0,16.72,16.72,16.72,0.0,0.0,16.81,16.81,16.81,0.0,0.0
2019-12-15,17.57,17.57,17.57,0.0,0.0,17.68,17.68,17.68,0.0,0.0,17.54,17.54,17.54,0.0,0.0,17.65,17.65,17.65,0.0,0.0
2019-12-22,17.92,17.92,17.92,0.0,0.0,17.94,17.94,17.94,0.0,0.0,17.72,17.72,17.72,0.0,0.0,17.81,17.81,17.81,0.0,0.0
2019-12-29,17.91,17.91,17.91,0.0,0.0,17.98,17.98,17.98,0.0,0.0,17.79,17.79,17.79,0.0,0.0,17.98,17.98,17.98,0.0,0.0
