Date,CRRFY_Open_average,CRRFY_Open_max,CRRFY_Open_min,CRRFY_Open_volatility,CRRFY_Open_change,CRRFY_High_average,CRRFY_High_max,CRRFY_High_min,CRRFY_High_volatility,CRRFY_High_change,CRRFY_Low_average,CRRFY_Low_max,CRRFY_Low_min,CRRFY_Low_volatility,CRRFY_Low_change,CRRFY_Close_average,CRRFY_Close_max,CRRFY_Close_min,CRRFY_Close_volatility,CRRFY_Close_change,CRRFY_Volume_average,CRRFY_Volume_max,CRRFY_Volume_min,CRRFY_Volume_volatility,CRRFY_Volume_change
2018-01-14,4.452500000000001,4.53,4.37,0.16000000000000014,0.08999999999999986,4.535,4.59,4.47,0.1200000000000001,0.08000000000000007,4.4350000000000005,4.49,4.35,0.14000000000000057,0.08000000000000007,4.5175,4.55,4.46,0.08999999999999986,0.08999999999999986,991994,2415663,409218,2006445,-1979287
2018-01-21,4.784,4.9,4.58,0.3200000000000003,0.25,4.804,4.92,4.61,0.3099999999999996,0.2699999999999996,4.7379999999999995,4.83,4.55,0.28000000000000025,0.28000000000000025,4.766,4.87,4.59,0.28000000000000025,0.28000000000000025,418635,707849,227650,480199,-480199
2018-01-28,4.802,4.89,4.69,0.1999999999999993,-0.10999999999999943,4.832,4.89,4.73,0.15999999999999925,-0.1299999999999999,4.766,4.81,4.67,0.13999999999999968,-0.1299999999999999,4.8,4.84,4.7,0.13999999999999968,-0.13999999999999968,261315,537423,162508,374915,-357293
2018-02-04,4.572,4.63,4.53,0.09999999999999964,-0.05999999999999961,4.6,4.64,4.57,0.0699999999999994,-0.05999999999999961,4.488,4.53,4.42,0.11000000000000032,-0.08000000000000007,4.542,4.63,4.49,0.13999999999999968,0.03000000000000025,271738,345771,208377,137394,56764
2018-02-11,4.7139999999999995,4.88,4.58,0.2999999999999998,0.2999999999999998,4.754,4.93,4.63,0.2999999999999998,0.2999999999999998,4.696,4.87,4.57,0.2999999999999998,0.2999999999999998,4.73,4.87,4.61,0.2599999999999998,0.2599999999999998,193565,322131,141898,180233,53185
2018-02-18,4.7575,4.83,4.69,0.13999999999999968,-0.08000000000000007,4.7775,4.83,4.74,0.08999999999999986,-0.07000000000000028,4.7075,4.74,4.67,0.07000000000000028,-0.020000000000000462,4.725,4.77,4.67,0.09999999999999964,-0.009999999999999787,225706,329891,161686,168205,24865
2018-02-25,4.55,4.75,4.3,0.4500000000000002,-0.4500000000000002,4.582,4.77,4.36,0.40999999999999925,-0.40999999999999925,4.48,4.72,4.28,0.4399999999999995,-0.4399999999999995,4.526,4.76,4.33,0.4299999999999997,-0.39999999999999947,263818,303507,183912,119595,-25904
2018-03-04,4.34,4.39,4.29,0.09999999999999964,0.009999999999999787,4.382,4.42,4.35,0.07000000000000028,-0.009999999999999787,4.32,4.36,4.29,0.07000000000000028,0.009999999999999787,4.36,4.4,4.33,0.07000000000000028,-0.010000000000000675,174311,231030,127384,103646,-61687
2018-03-11,4.24,4.33,4.11,0.21999999999999975,-0.21999999999999975,4.26,4.35,4.17,0.17999999999999972,-0.17999999999999972,4.198,4.31,4.11,0.1999999999999993,-0.1999999999999993,4.22,4.34,4.12,0.21999999999999975,-0.20000000000000018,502905,1519949,139123,1380826,-124020
2018-03-18,4.132,4.17,4.07,0.09999999999999964,-0.03000000000000025,4.158,4.17,4.14,0.03000000000000025,-0.03000000000000025,4.094,4.12,4.06,0.0600000000000005,-0.0600000000000005,4.122,4.16,4.06,0.10000000000000053,-0.10000000000000053,240240,318755,171489,147266,114460
2018-03-25,4.11,4.16,4.07,0.08999999999999986,0.040000000000000036,4.15,4.17,4.13,0.040000000000000036,0.040000000000000036,4.077500000000001,4.12,4.04,0.08000000000000007,0.04999999999999982,4.1125,4.14,4.08,0.05999999999999961,0.009999999999999787,185877,216819,144938,71881,59629
2018-04-01,4.096,4.15,4.07,0.08000000000000007,-0.040000000000000036,4.132000000000001,4.15,4.12,0.03000000000000025,-0.03000000000000025,4.052,4.07,4.03,0.040000000000000036,-0.019999999999999574,4.088,4.11,4.05,0.0600000000000005,-0.03000000000000025,236389,379922,166534,213388,170794
2018-04-08,4.022,4.13,3.92,0.20999999999999996,-0.19999999999999973,4.064,4.19,3.93,0.26000000000000023,-0.13999999999999968,3.9899999999999998,4.08,3.89,0.18999999999999995,-0.13999999999999968,4.024,4.12,3.9,0.2200000000000002,-0.11000000000000032,273896,501983,130223,371760,163110
2018-04-15,4.032,4.1,3.96,0.13999999999999968,0.11000000000000032,4.06,4.11,4.0,0.11000000000000032,0.09999999999999964,4.01,4.05,3.96,0.08999999999999986,0.08000000000000007,4.04,4.08,4.0,0.08000000000000007,0.08000000000000007,526492,1535051,121217,1413834,-1246642
