Date,SPDR S&P 500_Open_average,SPDR S&P 500_Open_max,SPDR S&P 500_Open_min,SPDR S&P 500_Open_volatility,SPDR S&P 500_Open_change,SPDR S&P 500_High_average,SPDR S&P 500_High_max,SPDR S&P 500_High_min,SPDR S&P 500_High_volatility,SPDR S&P 500_High_change,SPDR S&P 500_Low_average,SPDR S&P 500_Low_max,SPDR S&P 500_Low_min,SPDR S&P 500_Low_volatility,SPDR S&P 500_Low_change,SPDR S&P 500_Close_average,SPDR S&P 500_Close_max,SPDR S&P 500_Close_min,SPDR S&P 500_Close_volatility,SPDR S&P 500_Close_change
2018-07-08,279.17,279.17,279.17,0.0,0.0,279.93,279.93,279.93,0.0,0.0,278.66,278.66,278.66,0.0,0.0,279.59,279.59,279.59,0.0,0.0
2018-07-15,279.77,279.77,279.77,0.0,0.0,280.48,280.48,280.48,0.0,0.0,279.5,279.5,279.5,0.0,0.0,279.68,279.68,279.68,0.0,0.0
2018-07-22,283.71,283.71,283.71,0.0,0.0,283.82,283.82,283.82,0.0,0.0,280.38,280.38,280.38,0.0,0.0,281.42,281.42,281.42,0.0,0.0
2018-07-29,282.53,282.53,282.53,0.0,0.0,283.66,283.66,283.66,0.0,0.0,282.33,282.33,282.33,0.0,0.0,283.6,283.6,283.6,0.0,0.0
2018-08-05,283.45,283.45,283.45,0.0,0.0,284.06,284.06,284.06,0.0,0.0,282.36,282.36,282.36,0.0,0.0,283.16,283.16,283.16,0.0,0.0
2018-08-12,283.83,283.83,283.83,0.0,0.0,285.56,285.56,285.56,0.0,0.0,283.37,283.37,283.37,0.0,0.0,285.06,285.06,285.06,0.0,0.0
2018-08-19,286.44,286.44,286.44,0.0,0.0,287.67,287.67,287.67,0.0,0.0,286.38,286.38,286.38,0.0,0.0,287.51,287.51,287.51,0.0,0.0
2018-08-26,289.84,289.84,289.84,0.0,0.0,290.81,290.81,290.81,0.0,0.0,289.29,289.29,289.29,0.0,0.0,290.31,290.31,290.31,0.0,0.0
2018-09-02,286.98,286.98,286.98,0.0,0.0,288.7,288.7,288.7,0.0,0.0,286.71,286.71,286.71,0.0,0.0,287.6,287.6,287.6,0.0,0.0
2018-09-09,291.06,291.06,291.06,0.0,0.0,291.27,291.27,291.27,0.0,0.0,290.0,290.0,290.0,0.0,0.0,290.88,290.88,290.88,0.0,0.0
2018-09-16,293.09,293.09,293.09,0.0,0.0,293.22,293.22,293.22,0.0,0.0,291.81,291.81,291.81,0.0,0.0,291.99,291.99,291.99,0.0,0.0
2018-09-23,289.99,289.99,289.99,0.0,0.0,291.28,291.28,291.28,0.0,0.0,289.95,289.95,289.95,0.0,0.0,290.72,290.72,290.72,0.0,0.0
2018-09-30,289.69,289.69,289.69,0.0,0.0,290.27,290.27,290.27,0.0,0.0,286.22,286.22,286.22,0.0,0.0,287.82,287.82,287.82,0.0,0.0
2018-10-07,276.77,276.77,276.77,0.0,0.0,277.09,277.09,277.09,0.0,0.0,272.37,272.37,272.37,0.0,0.0,275.95,275.95,275.95,0.0,0.0
2018-10-14,277.13,277.13,277.13,0.0,0.0,279.3,279.3,279.3,0.0,0.0,275.47,275.47,275.47,0.0,0.0,276.25,276.25,276.25,0.0,0.0
2018-10-21,265.92,265.92,265.92,0.0,0.0,271.0,271.0,271.0,0.0,0.0,262.29,262.29,262.29,0.0,0.0,265.33,265.33,265.33,0.0,0.0
2018-10-28,274.75,274.75,274.75,0.0,0.0,275.23,275.23,275.23,0.0,0.0,269.59,269.59,269.59,0.0,0.0,271.89,271.89,271.89,0.0,0.0
2018-11-04,279.03,279.03,279.03,0.0,0.0,279.24,279.24,279.24,0.0,0.0,276.18,276.18,276.18,0.0,0.0,277.76,277.76,277.76,0.0,0.0
2018-11-11,271.79,271.79,271.79,0.0,0.0,274.75,274.75,274.75,0.0,0.0,271.21,271.21,271.21,0.0,0.0,273.73,273.73,273.73,0.0,0.0
2018-11-18,263.18,263.18,263.18,0.0,0.0,264.82,264.82,264.82,0.0,0.0,263.07,263.07,263.07,0.0,0.0,263.25,263.25,263.25,0.0,0.0
2018-11-25,273.81,273.81,273.81,0.0,0.0,276.28,276.28,276.28,0.0,0.0,273.45,273.45,273.45,0.0,0.0,275.65,275.65,275.65,0.0,0.0
2018-12-02,269.46,269.46,269.46,0.0,0.0,271.22,271.22,271.22,0.0,0.0,262.63,262.63,262.63,0.0,0.0,263.57,263.57,263.57,0.0,0.0
2018-12-09,262.96,262.96,262.96,0.0,0.0,264.03,264.03,264.03,0.0,0.0,259.85,259.85,259.85,0.0,0.0,260.47,260.47,260.47,0.0,0.0
2018-12-16,246.74,246.74,246.74,0.0,0.0,249.71,249.71,249.71,0.0,0.0,239.98,239.98,239.98,0.0,0.0,240.7,240.7,240.7,0.0,0.0
2018-12-23,249.58,249.58,249.58,0.0,0.0,251.4,251.4,251.4,0.0,0.0,246.45,246.45,246.45,0.0,0.0,247.75,247.75,247.75,0.0,0.0
2018-12-30,247.59,247.59,247.59,0.0,0.0,253.11,253.11,253.11,0.0,0.0,247.17,247.17,247.17,0.0,0.0,252.39,252.39,252.39,0.0,0.0
2019-01-06,257.68,257.68,257.68,0.0,0.0,259.01,259.01,259.01,0.0,0.0,257.03,257.03,257.03,0.0,0.0,258.98,258.98,258.98,0.0,0.0
2019-01-13,264.98,264.98,264.98,0.0,0.0,266.98,266.98,266.98,0.0,0.0,263.0,263.0,263.0,0.0,0.0,266.46,266.46,266.46,0.0,0.0
2019-01-20,265.61,265.61,265.61,0.0,0.0,266.7,266.7,266.7,0.0,0.0,263.66,263.66,263.66,0.0,0.0,265.78,265.78,265.78,0.0,0.0
2019-01-27,270.15,270.15,270.15,0.0,0.0,271.2,271.2,271.2,0.0,0.0,269.18,269.18,269.18,0.0,0.0,270.06,270.06,270.06,0.0,0.0
2019-02-03,268.75,268.75,268.75,0.0,0.0,270.58,270.58,270.58,0.0,0.0,267.83,267.83,267.83,0.0,0.0,270.47,270.47,270.47,0.0,0.0
2019-02-10,276.36,276.36,276.36,0.0,0.0,277.41,277.41,277.41,0.0,0.0,276.13,276.13,276.13,0.0,0.0,277.37,277.37,277.37,0.0,0.0
2019-02-17,278.11,278.11,278.11,0.0,0.0,279.36,279.36,279.36,0.0,0.0,277.4,277.4,277.4,0.0,0.0,279.14,279.14,279.14,0.0,0.0
2019-02-24,280.44,280.44,280.44,0.0,0.0,280.88,280.88,280.88,0.0,0.0,278.82,278.82,278.82,0.0,0.0,280.42,280.42,280.42,0.0,0.0
2019-03-03,272.94,272.94,272.94,0.0,0.0,274.65,274.65,274.65,0.0,0.0,272.42,272.42,272.42,0.0,0.0,274.46,274.46,274.46,0.0,0.0
2019-03-10,280.54,280.54,280.54,0.0,0.0,282.21,282.21,282.21,0.0,0.0,280.33,280.33,280.33,0.0,0.0,281.31,281.31,281.31,0.0,0.0
2019-03-17,283.22,283.22,283.22,0.0,0.0,283.8,283.8,283.8,0.0,0.0,279.18,279.18,279.18,0.0,0.0,279.25,279.25,279.25,0.0,0.0
2019-03-24,282.39,282.39,282.39,0.0,0.0,282.84,282.84,282.84,0.0,0.0,281.14,281.14,281.14,0.0,0.0,282.48,282.48,282.48,0.0,0.0
2019-03-31,287.92,287.92,287.92,0.0,0.0,288.63,288.63,288.63,0.0,0.0,287.6,287.6,287.6,0.0,0.0,288.57,288.57,288.57,0.0,0.0
2019-04-07,290.0,290.0,290.0,0.0,0.0,290.47,290.47,290.47,0.0,0.0,288.26,288.26,288.26,0.0,0.0,290.16,290.16,290.16,0.0,0.0
2019-04-14,290.1,290.1,290.1,0.0,0.0,290.32,290.32,290.32,0.0,0.0,288.66,288.66,288.66,0.0,0.0,290.02,290.02,290.02,0.0,0.0
2019-04-21,292.1,292.1,292.1,0.0,0.0,293.49,293.49,293.49,0.0,0.0,291.24,291.24,291.24,0.0,0.0,293.41,293.41,293.41,0.0,0.0
2019-04-28,292.82,292.82,292.82,0.0,0.0,294.34,294.34,294.34,0.0,0.0,291.3,291.3,291.3,0.0,0.0,294.03,294.03,294.03,0.0,0.0
2019-05-05,285.62,285.62,285.62,0.0,0.0,288.94,288.94,288.94,0.0,0.0,282.3,282.3,282.3,0.0,0.0,288.1,288.1,288.1,0.0,0.0
2019-05-12,285.14,285.14,285.14,0.0,0.0,288.6,288.6,288.6,0.0,0.0,285.12,285.12,285.12,0.0,0.0,285.84,285.84,285.84,0.0,0.0
2019-05-19,283.74,283.74,283.74,0.0,0.0,284.2,284.2,284.2,0.0,0.0,282.09,282.09,282.09,0.0,0.0,282.78,282.78,282.78,0.0,0.0
2019-05-26,276.2,276.2,276.2,0.0,0.0,277.12,277.12,277.12,0.0,0.0,275.24,275.24,275.24,0.0,0.0,275.27,275.27,275.27,0.0,0.0
2019-06-02,285.93,285.93,285.93,0.0,0.0,288.85,288.85,288.85,0.0,0.0,285.74,285.74,285.74,0.0,0.0,287.65,287.65,287.65,0.0,0.0
2019-06-09,289.26,289.26,289.26,0.0,0.0,289.93,289.93,289.93,0.0,0.0,288.41,288.41,288.41,0.0,0.0,289.26,289.26,289.26,0.0,0.0
2019-06-16,294.13,294.13,294.13,0.0,0.0,295.52,295.52,295.52,0.0,0.0,293.76,293.76,293.76,0.0,0.0,294.0,294.0,294.0,0.0,0.0
2019-06-23,292.58,292.58,292.58,0.0,0.0,293.55,293.55,293.55,0.0,0.0,292.01,292.01,292.01,0.0,0.0,293.0,293.0,293.0,0.0,0.0
2019-06-30,297.44,297.44,297.44,0.0,0.0,298.64,298.64,298.64,0.0,0.0,296.01,296.01,296.01,0.0,0.0,298.46,298.46,298.46,0.0,0.0
2019-07-07,299.85,299.85,299.85,0.0,0.0,300.73,300.73,300.73,0.0,0.0,299.51,299.51,299.51,0.0,0.0,300.65,300.65,300.65,0.0,0.0
2019-07-14,300.04,300.04,300.04,0.0,0.0,300.07,300.07,300.07,0.0,0.0,296.96,296.96,296.96,0.0,0.0,297.17,297.17,297.17,0.0,0.0
2019-07-21,300.76,300.76,300.76,0.0,0.0,302.23,302.23,302.23,0.0,0.0,300.62,300.62,300.62,0.0,0.0,302.01,302.01,302.01,0.0,0.0
2019-07-28,293.85,293.85,293.85,0.0,0.0,294.12,294.12,294.12,0.0,0.0,290.9,290.9,290.9,0.0,0.0,292.62,292.62,292.62,0.0,0.0
2019-08-04,292.58,292.58,292.58,0.0,0.0,293.24,293.24,293.24,0.0,0.0,289.65,289.65,289.65,0.0,0.0,291.62,291.62,291.62,0.0,0.0
2019-08-11,286.48,286.48,286.48,0.0,0.0,289.33,289.33,289.33,0.0,0.0,284.71,284.71,284.71,0.0,0.0,288.85,288.85,288.85,0.0,0.0
2019-08-18,290.92,290.92,290.92,0.0,0.0,292.76,292.76,292.76,0.0,0.0,283.47,283.47,283.47,0.0,0.0,284.85,284.85,284.85,0.0,0.0
2019-08-25,294.22,294.22,294.22,0.0,0.0,294.24,294.24,294.24,0.0,0.0,291.42,291.42,291.42,0.0,0.0,292.45,292.45,292.45,0.0,0.0
2019-09-01,298.17,298.17,298.17,0.0,0.0,298.76,298.76,298.76,0.0,0.0,297.42,297.42,297.42,0.0,0.0,298.05,298.05,298.05,0.0,0.0
2019-09-08,301.78,301.78,301.78,0.0,0.0,302.17,302.17,302.17,0.0,0.0,300.68,300.68,300.68,0.0,0.0,301.09,301.09,301.09,0.0,0.0
2019-09-15,300.36,300.36,300.36,0.0,0.0,300.67,300.67,300.67,0.0,0.0,297.41,297.41,297.41,0.0,0.0,298.28,298.28,298.28,0.0,0.0
2019-09-22,297.83,297.83,297.83,0.0,0.0,297.95,297.95,297.95,0.0,0.0,293.69,293.69,293.69,0.0,0.0,295.4,295.4,295.4,0.0,0.0
2019-09-29,291.14,291.14,291.14,0.0,0.0,294.63,294.63,294.63,0.0,0.0,290.82,290.82,290.82,0.0,0.0,294.35,294.35,294.35,0.0,0.0
2019-10-06,296.27,296.27,296.27,0.0,0.0,298.74,298.74,298.74,0.0,0.0,296.14,296.14,296.14,0.0,0.0,296.28,296.28,296.28,0.0,0.0
2019-10-13,298.69,298.69,298.69,0.0,0.0,299.39,299.39,299.39,0.0,0.0,296.99,296.99,296.99,0.0,0.0,297.97,297.97,297.97,0.0,0.0
2019-10-20,299.74,299.74,299.74,0.0,0.0,302.2,302.2,302.2,0.0,0.0,299.68,299.68,299.68,0.0,0.0,301.6,301.6,301.6,0.0,0.0
2019-10-27,304.92,304.92,304.92,0.0,0.0,306.19,306.19,306.19,0.0,0.0,304.74,304.74,304.74,0.0,0.0,306.14,306.14,306.14,0.0,0.0
2019-11-03,307.8,307.8,307.8,0.0,0.0,309.0,309.0,309.0,0.0,0.0,307.03,307.03,307.03,0.0,0.0,308.94,308.94,308.94,0.0,0.0
2019-11-10,311.02,311.02,311.02,0.0,0.0,311.84,311.84,311.84,0.0,0.0,310.26,310.26,310.26,0.0,0.0,311.79,311.79,311.79,0.0,0.0
2019-11-17,311.09,311.09,311.09,0.0,0.0,311.24,311.24,311.24,0.0,0.0,309.85,309.85,309.85,0.0,0.0,310.96,310.96,310.96,0.0,0.0
2019-11-24,314.86,314.86,314.86,0.0,0.0,315.13,315.13,315.13,0.0,0.0,314.06,314.06,314.06,0.0,0.0,314.31,314.31,314.31,0.0,0.0
2019-12-01,314.12,314.12,314.12,0.0,0.0,315.31,315.31,315.31,0.0,0.0,314.11,314.11,314.11,0.0,0.0,314.87,314.87,314.87,0.0,0.0
2019-12-08,316.87,316.87,316.87,0.0,0.0,318.67,318.67,318.67,0.0,0.0,316.02,316.02,316.02,0.0,0.0,317.32,317.32,317.32,0.0,0.0
2019-12-15,320.46,320.46,320.46,0.0,0.0,321.97,321.97,321.97,0.0,0.0,319.39,319.39,319.39,0.0,0.0,320.73,320.73,320.73,0.0,0.0
2019-12-22,323.74,323.74,323.74,0.0,0.0,323.8,323.8,323.8,0.0,0.0,322.28,322.28,322.28,0.0,0.0,322.86,322.86,322.86,0.0,0.0
2019-12-29,321.16,321.16,321.16,0.0,0.0,323.64,323.64,323.64,0.0,0.0,321.1,321.1,321.1,0.0,0.0,322.41,322.41,322.41,0.0,0.0
