Date,IDSA_Open_average,IDSA_Open_max,IDSA_Open_min,IDSA_Open_volatility,IDSA_Open_change,IDSA_High_average,IDSA_High_max,IDSA_High_min,IDSA_High_volatility,IDSA_High_change,IDSA_Low_average,IDSA_Low_max,IDSA_Low_min,IDSA_Low_volatility,IDSA_Low_change,IDSA_Close_average,IDSA_Close_max,IDSA_Close_min,IDSA_Close_volatility,IDSA_Close_change,IDSA_Volume_average,IDSA_Volume_max,IDSA_Volume_min,IDSA_Volume_volatility,IDSA_Volume_change
2016-01-03,1.35,1.41,1.3,0.10999999999999988,0.07000000000000006,1.4033333333333333,1.48,1.35,0.1299999999999999,0.039999999999999813,1.32,1.4,1.3,0.09999999999999987,0.0,1.3533333333333333,1.4,1.31,0.08999999999999986,-0.010000000000000009,8967,22844,2300,20544,5838
2016-01-10,1.3675000000000002,1.5,1.3,0.19999999999999996,-0.07000000000000006,1.3775,1.5,1.31,0.18999999999999995,-0.06999999999999984,1.2850000000000001,1.33,1.2,0.13000000000000012,-0.1100000000000001,1.3025,1.34,1.24,0.10000000000000009,-0.10000000000000009,4439,8500,824,7676,4819
2016-01-17,1.272,1.31,1.2,0.1100000000000001,-0.050000000000000044,1.294,1.32,1.25,0.07000000000000006,-0.050000000000000044,1.224,1.3,1.16,0.14000000000000012,-0.06000000000000005,1.24,1.3,1.19,0.1100000000000001,-0.06000000000000005,8289,36878,320,36558,392
2016-01-24,1.198,1.24,1.15,0.09000000000000008,0.0,1.206,1.24,1.19,0.050000000000000044,0.0,1.176,1.2,1.15,0.050000000000000044,0.040000000000000036,1.178,1.2,1.15,0.050000000000000044,0.050000000000000044,3129,6338,417,5921,-4272
2016-01-31,1.144,1.23,1.1,0.1299999999999999,-0.1299999999999999,1.158,1.23,1.1,0.1299999999999999,-0.1299999999999999,1.118,1.14,1.1,0.039999999999999813,0.0,1.1239999999999999,1.14,1.1,0.039999999999999813,0.0,3436,7003,863,6140,2461
2016-02-07,1.0225,1.1,0.98,0.1200000000000001,-0.1200000000000001,1.0325,1.1,0.98,0.1200000000000001,-0.1200000000000001,0.935,1.02,0.87,0.15000000000000002,-0.12,0.9550000000000001,1.06,0.9,0.16000000000000003,-0.15000000000000002,8088,12052,2415,9637,-5172
2016-02-14,1.288,1.85,0.99,0.8600000000000001,0.8600000000000001,1.402,2.0,1.0,1.0,1.0,1.126,1.42,0.92,0.4999999999999999,0.4999999999999999,1.264,1.68,0.99,0.69,0.69,32613,95382,2698,92684,92684
2016-02-21,1.702,1.98,1.55,0.42999999999999994,-0.20999999999999996,1.824,2.0,1.63,0.3700000000000001,-0.10999999999999988,1.606,1.68,1.55,0.1299999999999999,0.07999999999999985,1.684,1.76,1.58,0.17999999999999994,0.08000000000000007,12160,24930,2833,22097,-8751
2016-02-28,1.796,1.87,1.7,0.17000000000000015,0.050000000000000044,1.918,2.07,1.8,0.2699999999999998,0.2699999999999998,1.722,1.8,1.68,0.1200000000000001,0.10000000000000009,1.81,2.05,1.7,0.34999999999999987,0.34999999999999987,23515,55307,8169,47138,47138
2016-03-06,2.024,2.06,1.98,0.08000000000000007,0.03000000000000025,2.11,2.37,2.0,0.3700000000000001,0.28000000000000025,1.942,1.96,1.92,0.040000000000000036,-0.010000000000000009,2.032,2.2,1.97,0.2300000000000002,0.2300000000000002,14725,30933,2702,28231,-7566
