Date,Janus Small Cap Growth Alpha_Open_average,Janus Small Cap Growth Alpha_Open_max,Janus Small Cap Growth Alpha_Open_min,Janus Small Cap Growth Alpha_Open_volatility,Janus Small Cap Growth Alpha_Open_change,Janus Small Cap Growth Alpha_High_average,Janus Small Cap Growth Alpha_High_max,Janus Small Cap Growth Alpha_High_min,Janus Small Cap Growth Alpha_High_volatility,Janus Small Cap Growth Alpha_High_change,Janus Small Cap Growth Alpha_Low_average,Janus Small Cap Growth Alpha_Low_max,Janus Small Cap Growth Alpha_Low_min,Janus Small Cap Growth Alpha_Low_volatility,Janus Small Cap Growth Alpha_Low_change,Janus Small Cap Growth Alpha_Close_average,Janus Small Cap Growth Alpha_Close_max,Janus Small Cap Growth Alpha_Close_min,Janus Small Cap Growth Alpha_Close_volatility,Janus Small Cap Growth Alpha_Close_change
2018-04-08,38.34,38.34,38.34,0.0,0.0,38.34,38.34,38.34,0.0,0.0,37.75,37.75,37.75,0.0,0.0,37.79,37.79,37.79,0.0,0.0
2018-04-15,38.18,38.18,38.18,0.0,0.0,38.18,38.18,38.18,0.0,0.0,38.18,38.18,38.18,0.0,0.0,38.18,38.18,38.18,0.0,0.0
2018-04-22,37.38,37.38,37.38,0.0,0.0,37.38,37.38,37.38,0.0,0.0,37.38,37.38,37.38,0.0,0.0,37.38,37.38,37.38,0.0,0.0
2018-04-29,37.81,37.81,37.81,0.0,0.0,37.81,37.81,37.81,0.0,0.0,37.81,37.81,37.81,0.0,0.0,37.81,37.81,37.81,0.0,0.0
2018-05-06,39.73,39.73,39.73,0.0,0.0,39.73,39.73,39.73,0.0,0.0,39.73,39.73,39.73,0.0,0.0,39.73,39.73,39.73,0.0,0.0
2018-05-13,40.18,40.18,40.18,0.0,0.0,40.18,40.18,40.18,0.0,0.0,40.18,40.18,40.18,0.0,0.0,40.18,40.18,40.18,0.0,0.0
2018-05-20,39.54,39.54,39.54,0.0,0.0,39.54,39.54,39.54,0.0,0.0,39.45,39.45,39.45,0.0,0.0,39.45,39.45,39.45,0.0,0.0
2018-05-27,40.31,40.31,40.31,0.0,0.0,40.64,40.64,40.64,0.0,0.0,40.3,40.3,40.3,0.0,0.0,40.55,40.55,40.55,0.0,0.0
2018-06-03,41.23,41.23,41.23,0.0,0.0,41.32,41.32,41.32,0.0,0.0,41.18,41.18,41.18,0.0,0.0,41.32,41.32,41.32,0.0,0.0
2018-06-10,42.18,42.18,42.18,0.0,0.0,42.35,42.35,42.35,0.0,0.0,42.04,42.04,42.04,0.0,0.0,42.24,42.24,42.24,0.0,0.0
2018-06-17,40.99,40.99,40.99,0.0,0.0,40.99,40.99,40.99,0.0,0.0,40.74,40.74,40.74,0.0,0.0,40.74,40.74,40.74,0.0,0.0
2018-06-24,40.92,40.92,40.92,0.0,0.0,40.94,40.94,40.94,0.0,0.0,40.63,40.63,40.63,0.0,0.0,40.94,40.94,40.94,0.0,0.0
2018-07-01,42.59,42.59,42.59,0.0,0.0,42.59,42.59,42.59,0.0,0.0,41.96,41.96,41.96,0.0,0.0,42.12,42.12,42.12,0.0,0.0
2018-07-08,42.18,42.18,42.18,0.0,0.0,42.18,42.18,42.18,0.0,0.0,41.43,41.43,41.43,0.0,0.0,41.58,41.58,41.58,0.0,0.0
2018-07-15,42.44,42.44,42.44,0.0,0.0,42.44,42.44,42.44,0.0,0.0,42.15,42.15,42.15,0.0,0.0,42.17,42.17,42.17,0.0,0.0
2018-07-22,41.46,41.46,41.46,0.0,0.0,41.46,41.46,41.46,0.0,0.0,40.86,40.86,40.86,0.0,0.0,40.86,40.86,40.86,0.0,0.0
2018-07-29,42.06,42.06,42.06,0.0,0.0,42.06,42.06,42.06,0.0,0.0,42.06,42.06,42.06,0.0,0.0,42.06,42.06,42.06,0.0,0.0
2018-08-05,44.31,44.31,44.31,0.0,0.0,44.31,44.31,44.31,0.0,0.0,43.33,43.33,43.33,0.0,0.0,43.48,43.48,43.48,0.0,0.0
2018-08-12,44.77,44.77,44.77,0.0,0.0,45.11,45.11,45.11,0.0,0.0,44.31,44.31,44.31,0.0,0.0,44.42,44.42,44.42,0.0,0.0
2018-08-19,46.16,46.16,46.16,0.0,0.0,46.16,46.16,46.16,0.0,0.0,45.57,45.57,45.57,0.0,0.0,45.6,45.6,45.6,0.0,0.0
2018-08-26,46.93,46.93,46.93,0.0,0.0,46.93,46.93,46.93,0.0,0.0,46.22,46.22,46.22,0.0,0.0,46.53,46.53,46.53,0.0,0.0
2018-09-02,46.17,46.17,46.17,0.0,0.0,46.27,46.27,46.27,0.0,0.0,45.85,45.85,45.85,0.0,0.0,46.08,46.08,46.08,0.0,0.0
2018-09-09,46.6,46.6,46.6,0.0,0.0,46.6,46.6,46.6,0.0,0.0,45.5,45.5,45.5,0.0,0.0,45.56,45.56,45.56,0.0,0.0
2018-09-16,45.03,45.03,45.03,0.0,0.0,45.21,45.21,45.21,0.0,0.0,44.88,44.88,44.88,0.0,0.0,45.1,45.1,45.1,0.0,0.0
2018-09-23,46.22,46.22,46.22,0.0,0.0,46.22,46.22,46.22,0.0,0.0,44.59,44.59,44.59,0.0,0.0,44.61,44.61,44.61,0.0,0.0
2018-09-30,42.16,42.16,42.16,0.0,0.0,42.52,42.52,42.52,0.0,0.0,41.79,41.79,41.79,0.0,0.0,42.22,42.22,42.22,0.0,0.0
2018-10-07,40.59,40.59,40.59,0.0,0.0,40.66,40.66,40.66,0.0,0.0,40.09,40.09,40.09,0.0,0.0,40.35,40.35,40.35,0.0,0.0
2018-10-14,39.38,39.38,39.38,0.0,0.0,40.44,40.44,40.44,0.0,0.0,39.24,39.24,39.24,0.0,0.0,40.19,40.19,40.19,0.0,0.0
2018-10-21,38.73,38.73,38.73,0.0,0.0,38.75,38.75,38.75,0.0,0.0,37.98,37.98,37.98,0.0,0.0,38.15,38.15,38.15,0.0,0.0
2018-10-28,40.88,40.88,40.88,0.0,0.0,40.88,40.88,40.88,0.0,0.0,40.21,40.21,40.21,0.0,0.0,40.21,40.21,40.21,0.0,0.0
2018-11-04,40.73,40.73,40.73,0.0,0.0,40.73,40.73,40.73,0.0,0.0,39.55,39.55,39.55,0.0,0.0,39.63,39.63,39.63,0.0,0.0
2018-11-11,39.93,39.93,39.93,0.0,0.0,39.93,39.93,39.93,0.0,0.0,38.56,38.56,38.56,0.0,0.0,38.89,38.89,38.89,0.0,0.0
2018-11-18,38.98,38.98,38.98,0.0,0.0,39.26,39.26,39.26,0.0,0.0,38.98,38.98,38.98,0.0,0.0,39.25,39.25,39.25,0.0,0.0
2018-11-25,40.73,40.73,40.73,0.0,0.0,41.0,41.0,41.0,0.0,0.0,40.4,40.4,40.4,0.0,0.0,41.0,41.0,41.0,0.0,0.0
2018-12-02,38.48,38.48,38.48,0.0,0.0,38.48,38.48,38.48,0.0,0.0,37.05,37.05,37.05,0.0,0.0,37.81,37.81,37.81,0.0,0.0
2018-12-09,37.0,37.0,37.0,0.0,0.0,37.32,37.32,37.32,0.0,0.0,36.01,36.01,36.01,0.0,0.0,36.37,36.37,36.37,0.0,0.0
2018-12-16,33.28,33.28,33.28,0.0,0.0,33.8,33.8,33.8,0.0,0.0,33.28,33.28,33.28,0.0,0.0,33.68,33.68,33.68,0.0,0.0
2018-12-23,36.11,36.11,36.11,0.0,0.0,36.11,36.11,36.11,0.0,0.0,35.45,35.45,35.45,0.0,0.0,35.55,35.55,35.55,0.0,0.0
2018-12-30,36.66,36.66,36.66,0.0,0.0,37.1,37.1,37.1,0.0,0.0,36.66,36.66,36.66,0.0,0.0,36.93,36.93,36.93,0.0,0.0
2019-01-06,38.15,38.15,38.15,0.0,0.0,38.31,38.31,38.31,0.0,0.0,37.99,37.99,37.99,0.0,0.0,38.13,38.13,38.13,0.0,0.0
2019-01-13,39.82,39.82,39.82,0.0,0.0,39.82,39.82,39.82,0.0,0.0,39.2,39.2,39.2,0.0,0.0,39.56,39.56,39.56,0.0,0.0
2019-01-20,39.6,39.6,39.6,0.0,0.0,39.6,39.6,39.6,0.0,0.0,39.4,39.4,39.4,0.0,0.0,39.56,39.56,39.56,0.0,0.0
2019-01-27,40.18,40.18,40.18,0.0,0.0,41.04,41.04,41.04,0.0,0.0,40.18,40.18,40.18,0.0,0.0,40.95,40.95,40.95,0.0,0.0
2019-02-03,40.96,40.96,40.96,0.0,0.0,41.06,41.06,41.06,0.0,0.0,40.65,40.65,40.65,0.0,0.0,41.01,41.01,41.01,0.0,0.0
2019-02-10,42.59,42.59,42.59,0.0,0.0,42.59,42.59,42.59,0.0,0.0,42.08,42.08,42.08,0.0,0.0,42.3,42.3,42.3,0.0,0.0
2019-02-17,43.68,43.68,43.68,0.0,0.0,43.68,43.68,43.68,0.0,0.0,43.15,43.15,43.15,0.0,0.0,43.15,43.15,43.15,0.0,0.0
2019-02-24,43.3,43.3,43.3,0.0,0.0,43.3,43.3,43.3,0.0,0.0,41.79,41.79,41.79,0.0,0.0,42.03,42.03,42.03,0.0,0.0
2019-03-03,41.3,41.3,41.3,0.0,0.0,41.57,41.57,41.57,0.0,0.0,41.04,41.04,41.04,0.0,0.0,41.57,41.57,41.57,0.0,0.0
2019-03-10,41.52,41.52,41.52,0.0,0.0,41.92,41.92,41.92,0.0,0.0,41.52,41.52,41.52,0.0,0.0,41.72,41.72,41.72,0.0,0.0
2019-03-17,40.04,40.04,40.04,0.0,0.0,40.63,40.63,40.63,0.0,0.0,40.04,40.04,40.04,0.0,0.0,40.49,40.49,40.49,0.0,0.0
2019-03-24,41.99,41.99,41.99,0.0,0.0,41.99,41.99,41.99,0.0,0.0,41.6,41.6,41.6,0.0,0.0,41.74,41.74,41.74,0.0,0.0
2019-03-31,42.24,42.24,42.24,0.0,0.0,42.55,42.55,42.55,0.0,0.0,42.24,42.24,42.24,0.0,0.0,42.55,42.55,42.55,0.0,0.0
2019-04-07,42.69,42.69,42.69,0.0,0.0,42.83,42.83,42.83,0.0,0.0,42.69,42.69,42.69,0.0,0.0,42.73,42.73,42.73,0.0,0.0
2019-04-14,42.64,42.64,42.64,0.0,0.0,42.64,42.64,42.64,0.0,0.0,42.17,42.17,42.17,0.0,0.0,42.34,42.34,42.34,0.0,0.0
2019-04-21,43.5,43.5,43.5,0.0,0.0,43.56,43.56,43.56,0.0,0.0,43.48,43.48,43.48,0.0,0.0,43.5,43.5,43.5,0.0,0.0
2019-04-28,42.9,42.9,42.9,0.0,0.0,44.0,44.0,44.0,0.0,0.0,42.9,42.9,42.9,0.0,0.0,43.83,43.83,43.83,0.0,0.0
2019-05-05,41.88,41.88,41.88,0.0,0.0,42.24,42.24,42.24,0.0,0.0,41.63,41.63,41.63,0.0,0.0,41.64,41.64,41.64,0.0,0.0
2019-05-12,42.25,42.25,42.25,0.0,0.0,42.25,42.25,42.25,0.0,0.0,41.75,41.75,41.75,0.0,0.0,41.75,41.75,41.75,0.0,0.0
2019-05-19,41.67,41.67,41.67,0.0,0.0,41.67,41.67,41.67,0.0,0.0,41.41,41.41,41.41,0.0,0.0,41.58,41.58,41.58,0.0,0.0
2019-05-26,40.35,40.35,40.35,0.0,0.0,40.46,40.46,40.46,0.0,0.0,40.23,40.23,40.23,0.0,0.0,40.23,40.23,40.23,0.0,0.0
2019-06-02,42.7,42.7,42.7,0.0,0.0,42.8,42.8,42.8,0.0,0.0,42.45,42.45,42.45,0.0,0.0,42.45,42.45,42.45,0.0,0.0
2019-06-09,42.15,42.15,42.15,0.0,0.0,42.25,42.25,42.25,0.0,0.0,42.07,42.07,42.07,0.0,0.0,42.25,42.25,42.25,0.0,0.0
2019-06-16,43.0,43.0,43.0,0.0,0.0,43.0,43.0,43.0,0.0,0.0,42.53,42.53,42.53,0.0,0.0,42.53,42.53,42.53,0.0,0.0
2019-06-23,44.0,44.0,44.0,0.0,0.0,44.08,44.08,44.08,0.0,0.0,43.71,43.71,43.71,0.0,0.0,43.82,43.82,43.82,0.0,0.0
2019-06-30,43.57,43.57,43.57,0.0,0.0,43.67,43.67,43.67,0.0,0.0,43.45,43.45,43.45,0.0,0.0,43.53,43.53,43.53,0.0,0.0
2019-07-07,43.49,43.49,43.49,0.0,0.0,43.68,43.68,43.68,0.0,0.0,43.45,43.45,43.45,0.0,0.0,43.59,43.59,43.59,0.0,0.0
2019-07-14,43.14,43.14,43.14,0.0,0.0,43.23,43.23,43.23,0.0,0.0,42.98,42.98,42.98,0.0,0.0,43.01,43.01,43.01,0.0,0.0
2019-07-21,43.58,43.58,43.58,0.0,0.0,43.73,43.73,43.73,0.0,0.0,43.5,43.5,43.5,0.0,0.0,43.69,43.69,43.69,0.0,0.0
2019-07-28,42.32,42.32,42.32,0.0,0.0,42.32,42.32,42.32,0.0,0.0,40.76,40.76,40.76,0.0,0.0,41.19,41.19,41.19,0.0,0.0
2019-08-04,41.98,41.98,41.98,0.0,0.0,41.98,41.98,41.98,0.0,0.0,41.97,41.97,41.97,0.0,0.0,41.97,41.97,41.97,0.0,0.0
2019-08-11,42.69,42.69,42.69,0.0,0.0,42.69,42.69,42.69,0.0,0.0,42.26,42.26,42.26,0.0,0.0,42.4,42.4,42.4,0.0,0.0
2019-08-18,40.87,40.87,40.87,0.0,0.0,41.2,41.2,41.2,0.0,0.0,40.85,40.85,40.85,0.0,0.0,41.09,41.09,41.09,0.0,0.0
2019-08-25,41.75,41.75,41.75,0.0,0.0,41.79,41.79,41.79,0.0,0.0,41.66,41.66,41.66,0.0,0.0,41.72,41.72,41.72,0.0,0.0
2019-09-01,41.63,41.63,41.63,0.0,0.0,41.84,41.84,41.84,0.0,0.0,41.63,41.63,41.63,0.0,0.0,41.8,41.8,41.8,0.0,0.0
2019-09-08,43.39,43.39,43.39,0.0,0.0,43.71,43.71,43.71,0.0,0.0,43.39,43.39,43.39,0.0,0.0,43.67,43.67,43.67,0.0,0.0
2019-09-15,42.87,42.87,42.87,0.0,0.0,42.87,42.87,42.87,0.0,0.0,42.87,42.87,42.87,0.0,0.0,42.87,42.87,42.87,0.0,0.0
2019-09-22,41.75,41.75,41.75,0.0,0.0,42.01,42.01,42.01,0.0,0.0,41.75,41.75,41.75,0.0,0.0,42.01,42.01,42.01,0.0,0.0
2019-09-29,41.71,41.71,41.71,0.0,0.0,41.71,41.71,41.71,0.0,0.0,41.71,41.71,41.71,0.0,0.0,41.71,41.71,41.71,0.0,0.0
2019-10-06,41.21,41.21,41.21,0.0,0.0,41.66,41.66,41.66,0.0,0.0,41.21,41.21,41.21,0.0,0.0,41.61,41.61,41.61,0.0,0.0
2019-10-13,42.26,42.26,42.26,0.0,0.0,42.73,42.73,42.73,0.0,0.0,42.26,42.26,42.26,0.0,0.0,42.6,42.6,42.6,0.0,0.0
2019-10-20,43.35,43.35,43.35,0.0,0.0,43.86,43.86,43.86,0.0,0.0,43.35,43.35,43.35,0.0,0.0,43.86,43.86,43.86,0.0,0.0
2019-10-27,43.86,43.86,43.86,0.0,0.0,44.03,44.03,44.03,0.0,0.0,43.86,43.86,43.86,0.0,0.0,44.03,44.03,44.03,0.0,0.0
2019-11-03,44.94,44.94,44.94,0.0,0.0,44.94,44.94,44.94,0.0,0.0,44.93,44.93,44.93,0.0,0.0,44.93,44.93,44.93,0.0,0.0
2019-11-10,45.28,45.28,45.28,0.0,0.0,45.28,45.28,45.28,0.0,0.0,45.07,45.07,45.07,0.0,0.0,45.07,45.07,45.07,0.0,0.0
2019-11-17,45.71,45.71,45.71,0.0,0.0,45.86,45.86,45.86,0.0,0.0,45.71,45.71,45.71,0.0,0.0,45.82,45.82,45.82,0.0,0.0
2019-11-24,46.59,46.59,46.59,0.0,0.0,46.59,46.59,46.59,0.0,0.0,45.33,45.33,45.33,0.0,0.0,45.5,45.5,45.5,0.0,0.0
2019-12-01,46.0,46.0,46.0,0.0,0.0,46.04,46.04,46.04,0.0,0.0,45.82,45.82,45.82,0.0,0.0,45.82,45.82,45.82,0.0,0.0
2019-12-08,46.79,46.79,46.79,0.0,0.0,46.79,46.79,46.79,0.0,0.0,46.14,46.14,46.14,0.0,0.0,46.27,46.27,46.27,0.0,0.0
2019-12-15,46.77,46.77,46.77,0.0,0.0,47.28,47.28,47.28,0.0,0.0,46.77,46.77,46.77,0.0,0.0,47.07,47.07,47.07,0.0,0.0
2019-12-22,46.98,46.98,46.98,0.0,0.0,47.16,47.16,47.16,0.0,0.0,46.62,46.62,46.62,0.0,0.0,46.82,46.82,46.82,0.0,0.0
2019-12-29,46.56,46.56,46.56,0.0,0.0,47.23,47.23,47.23,0.0,0.0,46.55,46.55,46.55,0.0,0.0,46.94,46.94,46.94,0.0,0.0
