Date,PIMCO Investment Grade Corporate Bond_Open_average,PIMCO Investment Grade Corporate Bond_Open_max,PIMCO Investment Grade Corporate Bond_Open_min,PIMCO Investment Grade Corporate Bond_Open_volatility,PIMCO Investment Grade Corporate Bond_Open_change,PIMCO Investment Grade Corporate Bond_High_average,PIMCO Investment Grade Corporate Bond_High_max,PIMCO Investment Grade Corporate Bond_High_min,PIMCO Investment Grade Corporate Bond_High_volatility,PIMCO Investment Grade Corporate Bond_High_change,PIMCO Investment Grade Corporate Bond_Low_average,PIMCO Investment Grade Corporate Bond_Low_max,PIMCO Investment Grade Corporate Bond_Low_min,PIMCO Investment Grade Corporate Bond_Low_volatility,PIMCO Investment Grade Corporate Bond_Low_change,PIMCO Investment Grade Corporate Bond_Close_average,PIMCO Investment Grade Corporate Bond_Close_max,PIMCO Investment Grade Corporate Bond_Close_min,PIMCO Investment Grade Corporate Bond_Close_volatility,PIMCO Investment Grade Corporate Bond_Close_change
2018-04-15,101.07,101.07,101.07,0.0,0.0,101.21,101.21,101.21,0.0,0.0,100.85,100.85,100.85,0.0,0.0,101.05,101.05,101.05,0.0,0.0
2018-04-22,100.89,100.89,100.89,0.0,0.0,100.92,100.92,100.92,0.0,0.0,100.71,100.71,100.71,0.0,0.0,100.8,100.8,100.8,0.0,0.0
2018-04-29,100.35,100.35,100.35,0.0,0.0,100.53,100.53,100.53,0.0,0.0,100.22,100.22,100.22,0.0,0.0,100.48,100.48,100.48,0.0,0.0
2018-05-06,100.29,100.29,100.29,0.0,0.0,100.63,100.63,100.63,0.0,0.0,100.29,100.29,100.29,0.0,0.0,100.35,100.35,100.35,0.0,0.0
2018-05-13,99.78,99.78,99.78,0.0,0.0,100.09,100.09,100.09,0.0,0.0,99.78,99.78,99.78,0.0,0.0,99.95,99.95,99.95,0.0,0.0
2018-05-20,100.11,100.11,100.11,0.0,0.0,100.92,100.92,100.92,0.0,0.0,100.11,100.11,100.11,0.0,0.0,100.76,100.76,100.76,0.0,0.0
2018-05-27,100.27,100.27,100.27,0.0,0.0,100.6,100.6,100.6,0.0,0.0,100.17,100.17,100.17,0.0,0.0,100.17,100.17,100.17,0.0,0.0
2018-06-03,100.05,100.05,100.05,0.0,0.0,100.11,100.11,100.11,0.0,0.0,99.93,99.93,99.93,0.0,0.0,99.96,99.96,99.96,0.0,0.0
2018-06-10,100.18,100.18,100.18,0.0,0.0,100.4,100.4,100.4,0.0,0.0,100.05,100.05,100.05,0.0,0.0,100.22,100.22,100.22,0.0,0.0
2018-06-17,100.11,100.11,100.11,0.0,0.0,100.11,100.11,100.11,0.0,0.0,99.67,99.67,99.67,0.0,0.0,99.94,99.94,99.94,0.0,0.0
2018-06-24,100.18,100.18,100.18,0.0,0.0,100.19,100.19,100.19,0.0,0.0,99.24,99.24,99.24,0.0,0.0,100.09,100.09,100.09,0.0,0.0
2018-07-01,100.55,100.55,100.55,0.0,0.0,100.73,100.73,100.73,0.0,0.0,100.44,100.44,100.44,0.0,0.0,100.61,100.61,100.61,0.0,0.0
2018-07-08,100.92,100.92,100.92,0.0,0.0,100.94,100.94,100.94,0.0,0.0,100.63,100.63,100.63,0.0,0.0,100.83,100.83,100.83,0.0,0.0
2018-07-15,100.48,100.48,100.48,0.0,0.0,100.5,100.5,100.5,0.0,0.0,99.6,99.6,99.6,0.0,0.0,100.27,100.27,100.27,0.0,0.0
2018-07-22,100.58,100.58,100.58,0.0,0.0,100.94,100.94,100.94,0.0,0.0,100.58,100.58,100.58,0.0,0.0,100.77,100.77,100.77,0.0,0.0
2018-07-29,100.85,100.85,100.85,0.0,0.0,100.99,100.99,100.99,0.0,0.0,100.8,100.8,100.8,0.0,0.0,100.85,100.85,100.85,0.0,0.0
2018-08-05,101.03,101.03,101.03,0.0,0.0,101.18,101.18,101.18,0.0,0.0,100.83,100.83,100.83,0.0,0.0,101.17,101.17,101.17,0.0,0.0
2018-08-12,101.51,101.51,101.51,0.0,0.0,101.54,101.54,101.54,0.0,0.0,101.24,101.24,101.24,0.0,0.0,101.29,101.29,101.29,0.0,0.0
2018-08-19,101.46,101.46,101.46,0.0,0.0,101.67,101.67,101.67,0.0,0.0,101.43,101.43,101.43,0.0,0.0,101.59,101.59,101.59,0.0,0.0
2018-08-26,101.64,101.64,101.64,0.0,0.0,101.64,101.64,101.64,0.0,0.0,101.21,101.21,101.21,0.0,0.0,101.22,101.22,101.22,0.0,0.0
2018-09-02,100.49,100.49,100.49,0.0,0.0,100.62,100.62,100.62,0.0,0.0,100.38,100.38,100.38,0.0,0.0,100.57,100.57,100.57,0.0,0.0
2018-09-09,100.42,100.42,100.42,0.0,0.0,100.68,100.68,100.68,0.0,0.0,100.42,100.42,100.42,0.0,0.0,100.44,100.44,100.44,0.0,0.0
2018-09-16,100.32,100.32,100.32,0.0,0.0,100.42,100.42,100.42,0.0,0.0,100.18,100.18,100.18,0.0,0.0,100.32,100.32,100.32,0.0,0.0
2018-09-23,100.26,100.26,100.26,0.0,0.0,100.65,100.65,100.65,0.0,0.0,100.26,100.26,100.26,0.0,0.0,100.45,100.45,100.45,0.0,0.0
2018-09-30,99.21,99.21,99.21,0.0,0.0,99.51,99.51,99.51,0.0,0.0,99.14,99.14,99.14,0.0,0.0,99.23,99.23,99.23,0.0,0.0
2018-10-07,99.55,99.55,99.55,0.0,0.0,99.55,99.55,99.55,0.0,0.0,99.26,99.26,99.26,0.0,0.0,99.39,99.39,99.39,0.0,0.0
2018-10-14,99.11,99.11,99.11,0.0,0.0,99.28,99.28,99.28,0.0,0.0,98.95,98.95,98.95,0.0,0.0,99.03,99.03,99.03,0.0,0.0
2018-10-21,99.26,99.26,99.26,0.0,0.0,99.26,99.26,99.26,0.0,0.0,98.99,98.99,98.99,0.0,0.0,99.05,99.05,99.05,0.0,0.0
2018-10-28,98.27,98.27,98.27,0.0,0.0,98.4,98.4,98.4,0.0,0.0,98.22,98.22,98.22,0.0,0.0,98.4,98.4,98.4,0.0,0.0
2018-11-04,98.55,98.55,98.55,0.0,0.0,98.66,98.66,98.66,0.0,0.0,98.37,98.37,98.37,0.0,0.0,98.37,98.37,98.37,0.0,0.0
2018-11-11,98.23,98.23,98.23,0.0,0.0,98.25,98.25,98.25,0.0,0.0,98.04,98.04,98.04,0.0,0.0,98.07,98.07,98.07,0.0,0.0
2018-11-18,98.1,98.1,98.1,0.0,0.0,98.33,98.33,98.33,0.0,0.0,98.1,98.1,98.1,0.0,0.0,98.23,98.23,98.23,0.0,0.0
2018-11-25,97.9,97.9,97.9,0.0,0.0,98.12,98.12,98.12,0.0,0.0,97.86,97.86,97.86,0.0,0.0,97.96,97.96,97.96,0.0,0.0
2018-12-02,98.63,98.63,98.63,0.0,0.0,98.63,98.63,98.63,0.0,0.0,98.13,98.13,98.13,0.0,0.0,98.46,98.46,98.46,0.0,0.0
2018-12-09,98.99,98.99,98.99,0.0,0.0,99.06,99.06,99.06,0.0,0.0,98.86,98.86,98.86,0.0,0.0,98.9,98.9,98.9,0.0,0.0
2018-12-16,99.0,99.0,99.0,0.0,0.0,99.0,99.0,99.0,0.0,0.0,98.49,98.49,98.49,0.0,0.0,98.72,98.72,98.72,0.0,0.0
2018-12-23,98.85,98.85,98.85,0.0,0.0,99.1,99.1,99.1,0.0,0.0,98.75,98.75,98.75,0.0,0.0,99.05,99.05,99.05,0.0,0.0
2018-12-30,99.45,99.45,99.45,0.0,0.0,99.45,99.45,99.45,0.0,0.0,99.19,99.19,99.19,0.0,0.0,99.3,99.3,99.3,0.0,0.0
2019-01-06,99.52,99.52,99.52,0.0,0.0,99.88,99.88,99.88,0.0,0.0,99.24,99.24,99.24,0.0,0.0,99.5,99.5,99.5,0.0,0.0
2019-01-13,99.7,99.7,99.7,0.0,0.0,99.96,99.96,99.96,0.0,0.0,99.66,99.66,99.66,0.0,0.0,99.96,99.96,99.96,0.0,0.0
2019-01-20,100.33,100.33,100.33,0.0,0.0,100.76,100.76,100.76,0.0,0.0,100.29,100.29,100.29,0.0,0.0,100.55,100.55,100.55,0.0,0.0
2019-01-27,100.99,100.99,100.99,0.0,0.0,101.07,101.07,101.07,0.0,0.0,100.79,100.79,100.79,0.0,0.0,100.93,100.93,100.93,0.0,0.0
2019-02-03,101.24,101.24,101.24,0.0,0.0,101.43,101.43,101.43,0.0,0.0,101.24,101.24,101.24,0.0,0.0,101.32,101.32,101.32,0.0,0.0
2019-02-10,101.34,101.34,101.34,0.0,0.0,101.57,101.57,101.57,0.0,0.0,101.34,101.34,101.34,0.0,0.0,101.43,101.43,101.43,0.0,0.0
2019-02-17,101.47,101.47,101.47,0.0,0.0,101.7,101.7,101.7,0.0,0.0,101.44,101.44,101.44,0.0,0.0,101.66,101.66,101.66,0.0,0.0
2019-02-24,100.91,100.91,100.91,0.0,0.0,101.24,101.24,101.24,0.0,0.0,100.91,100.91,100.91,0.0,0.0,101.1,101.1,101.1,0.0,0.0
2019-03-03,101.64,101.64,101.64,0.0,0.0,101.72,101.72,101.72,0.0,0.0,101.5,101.5,101.5,0.0,0.0,101.72,101.72,101.72,0.0,0.0
2019-03-10,101.96,101.96,101.96,0.0,0.0,102.11,102.11,102.11,0.0,0.0,101.89,101.89,101.89,0.0,0.0,101.96,101.96,101.96,0.0,0.0
2019-03-17,103.57,103.57,103.57,0.0,0.0,103.71,103.71,103.71,0.0,0.0,103.22,103.22,103.22,0.0,0.0,103.62,103.62,103.62,0.0,0.0
2019-03-24,103.21,103.21,103.21,0.0,0.0,103.45,103.45,103.45,0.0,0.0,103.07,103.07,103.07,0.0,0.0,103.07,103.07,103.07,0.0,0.0
2019-03-31,103.13,103.13,103.13,0.0,0.0,103.53,103.53,103.53,0.0,0.0,103.13,103.13,103.13,0.0,0.0,103.2,103.2,103.2,0.0,0.0
2019-04-07,103.61,103.61,103.61,0.0,0.0,103.76,103.76,103.76,0.0,0.0,103.57,103.57,103.57,0.0,0.0,103.65,103.65,103.65,0.0,0.0
2019-04-14,103.48,103.48,103.48,0.0,0.0,103.64,103.64,103.64,0.0,0.0,103.36,103.36,103.36,0.0,0.0,103.46,103.46,103.46,0.0,0.0
2019-04-21,104.05,104.05,104.05,0.0,0.0,104.05,104.05,104.05,0.0,0.0,103.72,103.72,103.72,0.0,0.0,103.85,103.85,103.85,0.0,0.0
2019-04-28,103.69,103.69,103.69,0.0,0.0,103.8,103.8,103.8,0.0,0.0,103.66,103.66,103.66,0.0,0.0,103.75,103.75,103.75,0.0,0.0
2019-05-05,103.76,103.76,103.76,0.0,0.0,103.85,103.85,103.85,0.0,0.0,103.66,103.66,103.66,0.0,0.0,103.78,103.78,103.78,0.0,0.0
2019-05-12,103.97,103.97,103.97,0.0,0.0,103.97,103.97,103.97,0.0,0.0,103.71,103.71,103.71,0.0,0.0,103.74,103.74,103.74,0.0,0.0
2019-05-19,104.17,104.17,104.17,0.0,0.0,104.24,104.24,104.24,0.0,0.0,104.01,104.01,104.01,0.0,0.0,104.23,104.23,104.23,0.0,0.0
2019-05-26,104.95,104.95,104.95,0.0,0.0,105.23,105.23,105.23,0.0,0.0,104.89,104.89,104.89,0.0,0.0,105.06,105.06,105.06,0.0,0.0
2019-06-02,105.15,105.15,105.15,0.0,0.0,105.46,105.46,105.46,0.0,0.0,105.14,105.14,105.14,0.0,0.0,105.21,105.21,105.21,0.0,0.0
2019-06-09,105.74,105.74,105.74,0.0,0.0,105.82,105.82,105.82,0.0,0.0,105.66,105.66,105.66,0.0,0.0,105.67,105.67,105.67,0.0,0.0
2019-06-16,106.92,106.92,106.92,0.0,0.0,107.3,107.3,107.3,0.0,0.0,106.92,106.92,106.92,0.0,0.0,107.1,107.1,107.1,0.0,0.0
2019-06-23,107.16,107.16,107.16,0.0,0.0,107.52,107.52,107.52,0.0,0.0,107.12,107.12,107.12,0.0,0.0,107.26,107.26,107.26,0.0,0.0
2019-06-30,107.19,107.19,107.19,0.0,0.0,107.19,107.19,107.19,0.0,0.0,106.89,106.89,106.89,0.0,0.0,106.94,106.94,106.94,0.0,0.0
2019-07-07,106.65,106.65,106.65,0.0,0.0,106.78,106.78,106.78,0.0,0.0,106.63,106.63,106.63,0.0,0.0,106.65,106.65,106.65,0.0,0.0
2019-07-14,107.03,107.03,107.03,0.0,0.0,107.35,107.35,107.35,0.0,0.0,107.03,107.03,107.03,0.0,0.0,107.2,107.2,107.2,0.0,0.0
2019-07-21,107.64,107.64,107.64,0.0,0.0,107.64,107.64,107.64,0.0,0.0,107.28,107.28,107.28,0.0,0.0,107.33,107.33,107.33,0.0,0.0
2019-07-28,108.42,108.42,108.42,0.0,0.0,108.42,108.42,108.42,0.0,0.0,108.1,108.1,108.1,0.0,0.0,108.2,108.2,108.2,0.0,0.0
2019-08-04,108.74,108.74,108.74,0.0,0.0,109.21,109.21,109.21,0.0,0.0,108.74,108.74,108.74,0.0,0.0,108.94,108.94,108.94,0.0,0.0
2019-08-11,109.12,109.12,109.12,0.0,0.0,109.69,109.69,109.69,0.0,0.0,109.12,109.12,109.12,0.0,0.0,109.49,109.49,109.49,0.0,0.0
2019-08-18,110.39,110.39,110.39,0.0,0.0,110.5,110.5,110.5,0.0,0.0,110.1,110.1,110.1,0.0,0.0,110.11,110.11,110.11,0.0,0.0
2019-08-25,110.34,110.34,110.34,0.0,0.0,110.52,110.52,110.52,0.0,0.0,110.23,110.23,110.23,0.0,0.0,110.5,110.5,110.5,0.0,0.0
2019-09-01,109.55,109.55,109.55,0.0,0.0,109.76,109.76,109.76,0.0,0.0,109.45,109.45,109.45,0.0,0.0,109.45,109.45,109.45,0.0,0.0
2019-09-08,107.68,107.68,107.68,0.0,0.0,108.18,108.18,108.18,0.0,0.0,107.68,107.68,107.68,0.0,0.0,108.11,108.11,108.11,0.0,0.0
2019-09-15,109.54,109.54,109.54,0.0,0.0,109.67,109.67,109.67,0.0,0.0,109.39,109.39,109.39,0.0,0.0,109.45,109.45,109.45,0.0,0.0
2019-09-22,109.47,109.47,109.47,0.0,0.0,109.72,109.72,109.72,0.0,0.0,109.29,109.29,109.29,0.0,0.0,109.72,109.72,109.72,0.0,0.0
2019-09-29,109.86,109.86,109.86,0.0,0.0,110.08,110.08,110.08,0.0,0.0,109.75,109.75,109.75,0.0,0.0,109.75,109.75,109.75,0.0,0.0
2019-10-06,109.33,109.33,109.33,0.0,0.0,109.33,109.33,109.33,0.0,0.0,108.89,108.89,108.89,0.0,0.0,109.24,109.24,109.24,0.0,0.0
2019-10-13,109.25,109.25,109.25,0.0,0.0,109.34,109.34,109.34,0.0,0.0,109.16,109.16,109.16,0.0,0.0,109.25,109.25,109.25,0.0,0.0
2019-10-20,109.31,109.31,109.31,0.0,0.0,109.31,109.31,109.31,0.0,0.0,109.04,109.04,109.04,0.0,0.0,109.15,109.15,109.15,0.0,0.0
2019-10-27,109.23,109.23,109.23,0.0,0.0,109.51,109.51,109.51,0.0,0.0,109.14,109.14,109.14,0.0,0.0,109.3,109.3,109.3,0.0,0.0
2019-11-03,108.4,108.4,108.4,0.0,0.0,108.56,108.56,108.56,0.0,0.0,108.36,108.36,108.36,0.0,0.0,108.5,108.5,108.5,0.0,0.0
2019-11-10,109.57,109.57,109.57,0.0,0.0,109.57,109.57,109.57,0.0,0.0,109.27,109.27,109.27,0.0,0.0,109.27,109.27,109.27,0.0,0.0
2019-11-17,109.65,109.65,109.65,0.0,0.0,109.96,109.96,109.96,0.0,0.0,109.65,109.65,109.65,0.0,0.0,109.89,109.89,109.89,0.0,0.0
2019-11-24,109.42,109.42,109.42,0.0,0.0,109.42,109.42,109.42,0.0,0.0,109.25,109.25,109.25,0.0,0.0,109.37,109.37,109.37,0.0,0.0
2019-12-01,109.88,109.88,109.88,0.0,0.0,109.88,109.88,109.88,0.0,0.0,109.64,109.64,109.64,0.0,0.0,109.64,109.64,109.64,0.0,0.0
2019-12-08,110.17,110.17,110.17,0.0,0.0,110.2,110.2,110.2,0.0,0.0,109.95,109.95,109.95,0.0,0.0,110.05,110.05,110.05,0.0,0.0
2019-12-15,109.88,109.88,109.88,0.0,0.0,110.01,110.01,110.01,0.0,0.0,109.85,109.85,109.85,0.0,0.0,109.98,109.98,109.98,0.0,0.0
2019-12-22,109.78,109.78,109.78,0.0,0.0,110.29,110.29,110.29,0.0,0.0,109.78,109.78,109.78,0.0,0.0,110.29,110.29,110.29,0.0,0.0
2019-12-29,110.32,110.32,110.32,0.0,0.0,110.62,110.62,110.62,0.0,0.0,110.25,110.25,110.25,0.0,0.0,110.33,110.33,110.33,0.0,0.0
