Date,American Energy Independence_etf_Open_average,American Energy Independence_etf_Open_max,American Energy Independence_etf_Open_min,American Energy Independence_etf_Open_volatility,American Energy Independence_etf_Open_change,American Energy Independence_etf_High_average,American Energy Independence_etf_High_max,American Energy Independence_etf_High_min,American Energy Independence_etf_High_volatility,American Energy Independence_etf_High_change,American Energy Independence_etf_Low_average,American Energy Independence_etf_Low_max,American Energy Independence_etf_Low_min,American Energy Independence_etf_Low_volatility,American Energy Independence_etf_Low_change,American Energy Independence_etf_Close_average,American Energy Independence_etf_Close_max,American Energy Independence_etf_Close_min,American Energy Independence_etf_Close_volatility,American Energy Independence_etf_Close_change
2018-07-08,26.02,26.02,26.02,0.0,0.0,26.02,26.02,26.02,0.0,0.0,25.84,25.84,25.84,0.0,0.0,25.92,25.92,25.92,0.0,0.0
2018-07-15,26.26,26.26,26.26,0.0,0.0,26.26,26.26,26.26,0.0,0.0,26.03,26.03,26.03,0.0,0.0,26.03,26.03,26.03,0.0,0.0
2018-07-22,26.36,26.36,26.36,0.0,0.0,26.37,26.37,26.37,0.0,0.0,26.36,26.36,26.36,0.0,0.0,26.36,26.36,26.36,0.0,0.0
2018-07-29,26.96,26.96,26.96,0.0,0.0,26.96,26.96,26.96,0.0,0.0,26.92,26.92,26.92,0.0,0.0,26.94,26.94,26.94,0.0,0.0
2018-08-05,26.99,26.99,26.99,0.0,0.0,27.25,27.25,27.25,0.0,0.0,26.99,26.99,26.99,0.0,0.0,27.25,27.25,27.25,0.0,0.0
2018-08-12,26.8,26.8,26.8,0.0,0.0,26.8,26.8,26.8,0.0,0.0,26.73,26.73,26.73,0.0,0.0,26.73,26.73,26.73,0.0,0.0
2018-08-19,27.02,27.02,27.02,0.0,0.0,27.2,27.2,27.2,0.0,0.0,27.02,27.02,27.02,0.0,0.0,27.09,27.09,27.09,0.0,0.0
2018-08-26,26.39,26.39,26.39,0.0,0.0,26.39,26.39,26.39,0.0,0.0,26.29,26.29,26.29,0.0,0.0,26.29,26.29,26.29,0.0,0.0
2018-09-02,26.03,26.03,26.03,0.0,0.0,26.03,26.03,26.03,0.0,0.0,25.95,25.95,25.95,0.0,0.0,26.0,26.0,26.0,0.0,0.0
2018-09-09,26.11,26.11,26.11,0.0,0.0,26.11,26.11,26.11,0.0,0.0,26.05,26.05,26.05,0.0,0.0,26.05,26.05,26.05,0.0,0.0
2018-09-16,25.82,25.82,25.82,0.0,0.0,25.83,25.83,25.83,0.0,0.0,25.79,25.79,25.79,0.0,0.0,25.79,25.79,25.79,0.0,0.0
2018-09-23,25.43,25.43,25.43,0.0,0.0,25.55,25.55,25.55,0.0,0.0,25.43,25.43,25.43,0.0,0.0,25.55,25.55,25.55,0.0,0.0
2018-09-30,25.86,25.86,25.86,0.0,0.0,25.86,25.86,25.86,0.0,0.0,25.83,25.83,25.83,0.0,0.0,25.83,25.83,25.83,0.0,0.0
2018-10-07,25.15,25.15,25.15,0.0,0.0,25.15,25.15,25.15,0.0,0.0,24.84,24.84,24.84,0.0,0.0,24.87,24.87,24.87,0.0,0.0
2018-10-14,25.38,25.38,25.38,0.0,0.0,25.42,25.42,25.42,0.0,0.0,25.25,25.25,25.25,0.0,0.0,25.27,25.27,25.27,0.0,0.0
2018-10-21,23.24,23.24,23.24,0.0,0.0,23.72,23.72,23.72,0.0,0.0,23.24,23.24,23.24,0.0,0.0,23.7,23.7,23.7,0.0,0.0
2018-10-28,23.45,23.45,23.45,0.0,0.0,23.49,23.49,23.49,0.0,0.0,23.4,23.4,23.4,0.0,0.0,23.41,23.41,23.41,0.0,0.0
2018-11-04,23.79,23.79,23.79,0.0,0.0,23.79,23.79,23.79,0.0,0.0,23.79,23.79,23.79,0.0,0.0,23.79,23.79,23.79,0.0,0.0
2018-11-11,23.57,23.57,23.57,0.0,0.0,23.57,23.57,23.57,0.0,0.0,23.5,23.5,23.5,0.0,0.0,23.5,23.5,23.5,0.0,0.0
2018-11-18,22.8,22.8,22.8,0.0,0.0,22.8,22.8,22.8,0.0,0.0,22.8,22.8,22.8,0.0,0.0,22.8,22.8,22.8,0.0,0.0
2018-11-25,23.23,23.23,23.23,0.0,0.0,23.23,23.23,23.23,0.0,0.0,23.23,23.23,23.23,0.0,0.0,23.23,23.23,23.23,0.0,0.0
2018-12-02,23.08,23.08,23.08,0.0,0.0,23.08,23.08,23.08,0.0,0.0,22.8,22.8,22.8,0.0,0.0,22.8,22.8,22.8,0.0,0.0
2018-12-09,22.78,22.78,22.78,0.0,0.0,22.78,22.78,22.78,0.0,0.0,22.49,22.49,22.49,0.0,0.0,22.49,22.49,22.49,0.0,0.0
2018-12-16,20.55,20.55,20.55,0.0,0.0,20.57,20.57,20.57,0.0,0.0,20.34,20.34,20.34,0.0,0.0,20.34,20.34,20.34,0.0,0.0
2018-12-23,20.41,20.41,20.41,0.0,0.0,20.41,20.41,20.41,0.0,0.0,20.11,20.11,20.11,0.0,0.0,20.22,20.22,20.22,0.0,0.0
2018-12-30,21.84,21.84,21.84,0.0,0.0,21.92,21.92,21.92,0.0,0.0,21.83,21.83,21.83,0.0,0.0,21.92,21.92,21.92,0.0,0.0
2019-01-06,23.11,23.11,23.11,0.0,0.0,23.11,23.11,23.11,0.0,0.0,22.89,22.89,22.89,0.0,0.0,22.89,22.89,22.89,0.0,0.0
2019-01-13,23.53,23.53,23.53,0.0,0.0,23.67,23.67,23.67,0.0,0.0,23.52,23.52,23.52,0.0,0.0,23.6,23.6,23.6,0.0,0.0
2019-01-20,23.37,23.37,23.37,0.0,0.0,23.43,23.43,23.43,0.0,0.0,23.35,23.35,23.35,0.0,0.0,23.41,23.41,23.41,0.0,0.0
2019-01-27,24.15,24.15,24.15,0.0,0.0,24.15,24.15,24.15,0.0,0.0,24.15,24.15,24.15,0.0,0.0,24.15,24.15,24.15,0.0,0.0
2019-02-03,23.45,23.45,23.45,0.0,0.0,23.52,23.52,23.52,0.0,0.0,23.45,23.45,23.45,0.0,0.0,23.52,23.52,23.52,0.0,0.0
2019-02-10,24.5,24.5,24.5,0.0,0.0,24.5,24.5,24.5,0.0,0.0,24.45,24.45,24.45,0.0,0.0,24.45,24.45,24.45,0.0,0.0
2019-02-17,24.69,24.69,24.69,0.0,0.0,24.69,24.69,24.69,0.0,0.0,24.6,24.6,24.6,0.0,0.0,24.6,24.6,24.6,0.0,0.0
2019-02-24,24.3,24.3,24.3,0.0,0.0,24.42,24.42,24.42,0.0,0.0,24.24,24.24,24.24,0.0,0.0,24.42,24.42,24.42,0.0,0.0
2019-03-03,24.04,24.04,24.04,0.0,0.0,24.22,24.22,24.22,0.0,0.0,24.04,24.04,24.04,0.0,0.0,24.22,24.22,24.22,0.0,0.0
2019-03-10,24.79,24.79,24.79,0.0,0.0,24.79,24.79,24.79,0.0,0.0,24.75,24.75,24.75,0.0,0.0,24.75,24.75,24.75,0.0,0.0
2019-03-17,25.2,25.2,25.2,0.0,0.0,25.2,25.2,25.2,0.0,0.0,24.96,24.96,24.96,0.0,0.0,24.96,24.96,24.96,0.0,0.0
2019-03-24,24.91,24.91,24.91,0.0,0.0,24.95,24.95,24.95,0.0,0.0,24.9,24.9,24.9,0.0,0.0,24.95,24.95,24.95,0.0,0.0
2019-03-31,25.05,25.05,25.05,0.0,0.0,25.12,25.12,25.12,0.0,0.0,25.05,25.05,25.05,0.0,0.0,25.12,25.12,25.12,0.0,0.0
2019-04-07,25.27,25.27,25.27,0.0,0.0,25.27,25.27,25.27,0.0,0.0,25.2,25.2,25.2,0.0,0.0,25.2,25.2,25.2,0.0,0.0
2019-04-14,24.92,24.92,24.92,0.0,0.0,24.92,24.92,24.92,0.0,0.0,24.67,24.67,24.67,0.0,0.0,24.76,24.76,24.76,0.0,0.0
2019-04-21,24.67,24.67,24.67,0.0,0.0,24.75,24.75,24.75,0.0,0.0,24.67,24.67,24.67,0.0,0.0,24.75,24.75,24.75,0.0,0.0
2019-04-28,24.3,24.3,24.3,0.0,0.0,24.3,24.3,24.3,0.0,0.0,24.3,24.3,24.3,0.0,0.0,24.3,24.3,24.3,0.0,0.0
2019-05-05,24.43,24.43,24.43,0.0,0.0,24.53,24.53,24.53,0.0,0.0,24.41,24.41,24.41,0.0,0.0,24.53,24.53,24.53,0.0,0.0
2019-05-12,25.08,25.08,25.08,0.0,0.0,25.08,25.08,25.08,0.0,0.0,25.0,25.0,25.0,0.0,0.0,25.0,25.0,25.0,0.0,0.0
2019-05-19,24.49,24.49,24.49,0.0,0.0,24.53,24.53,24.53,0.0,0.0,24.49,24.49,24.49,0.0,0.0,24.5,24.5,24.5,0.0,0.0
2019-05-26,23.89,23.89,23.89,0.0,0.0,23.89,23.89,23.89,0.0,0.0,23.89,23.89,23.89,0.0,0.0,23.89,23.89,23.89,0.0,0.0
2019-06-02,24.47,24.47,24.47,0.0,0.0,24.47,24.47,24.47,0.0,0.0,24.41,24.41,24.41,0.0,0.0,24.41,24.41,24.41,0.0,0.0
2019-06-09,23.95,23.95,23.95,0.0,0.0,23.95,23.95,23.95,0.0,0.0,23.95,23.95,23.95,0.0,0.0,23.95,23.95,23.95,0.0,0.0
2019-06-16,24.63,24.63,24.63,0.0,0.0,24.65,24.65,24.65,0.0,0.0,24.63,24.63,24.63,0.0,0.0,24.65,24.65,24.65,0.0,0.0
2019-06-23,24.31,24.31,24.31,0.0,0.0,24.31,24.31,24.31,0.0,0.0,24.31,24.31,24.31,0.0,0.0,24.31,24.31,24.31,0.0,0.0
2019-06-30,24.47,24.47,24.47,0.0,0.0,24.67,24.67,24.67,0.0,0.0,24.47,24.47,24.47,0.0,0.0,24.67,24.67,24.67,0.0,0.0
2019-07-07,25.1,25.1,25.1,0.0,0.0,25.1,25.1,25.1,0.0,0.0,25.1,25.1,25.1,0.0,0.0,25.1,25.1,25.1,0.0,0.0
2019-07-14,24.49,24.49,24.49,0.0,0.0,24.49,24.49,24.49,0.0,0.0,24.49,24.49,24.49,0.0,0.0,24.49,24.49,24.49,0.0,0.0
2019-07-21,24.15,24.15,24.15,0.0,0.0,24.15,24.15,24.15,0.0,0.0,23.94,23.94,23.94,0.0,0.0,23.94,23.94,23.94,0.0,0.0
2019-07-28,23.67,23.67,23.67,0.0,0.0,23.67,23.67,23.67,0.0,0.0,23.33,23.33,23.33,0.0,0.0,23.41,23.41,23.41,0.0,0.0
2019-08-04,22.75,22.75,22.75,0.0,0.0,22.75,22.75,22.75,0.0,0.0,22.75,22.75,22.75,0.0,0.0,22.75,22.75,22.75,0.0,0.0
2019-08-11,22.54,22.54,22.54,0.0,0.0,22.55,22.55,22.55,0.0,0.0,22.46,22.46,22.46,0.0,0.0,22.53,22.53,22.53,0.0,0.0
2019-08-18,22.39,22.39,22.39,0.0,0.0,22.39,22.39,22.39,0.0,0.0,22.13,22.13,22.13,0.0,0.0,22.13,22.13,22.13,0.0,0.0
2019-08-25,22.93,22.93,22.93,0.0,0.0,22.93,22.93,22.93,0.0,0.0,22.93,22.93,22.93,0.0,0.0,22.93,22.93,22.93,0.0,0.0
2019-09-01,23.0,23.0,23.0,0.0,0.0,23.14,23.14,23.14,0.0,0.0,23.0,23.0,23.0,0.0,0.0,23.14,23.14,23.14,0.0,0.0
2019-09-08,23.76,23.76,23.76,0.0,0.0,23.76,23.76,23.76,0.0,0.0,23.71,23.71,23.71,0.0,0.0,23.74,23.74,23.74,0.0,0.0
2019-09-15,24.51,24.51,24.51,0.0,0.0,24.51,24.51,24.51,0.0,0.0,24.35,24.35,24.35,0.0,0.0,24.36,24.36,24.36,0.0,0.0
2019-09-22,23.5,23.5,23.5,0.0,0.0,23.5,23.5,23.5,0.0,0.0,23.5,23.5,23.5,0.0,0.0,23.5,23.5,23.5,0.0,0.0
2019-09-29,23.07,23.07,23.07,0.0,0.0,23.07,23.07,23.07,0.0,0.0,23.07,23.07,23.07,0.0,0.0,23.07,23.07,23.07,0.0,0.0
2019-10-06,22.79,22.79,22.79,0.0,0.0,22.79,22.79,22.79,0.0,0.0,22.74,22.74,22.74,0.0,0.0,22.74,22.74,22.74,0.0,0.0
2019-10-13,22.7,22.7,22.7,0.0,0.0,22.72,22.72,22.72,0.0,0.0,22.66,22.66,22.66,0.0,0.0,22.66,22.66,22.66,0.0,0.0
2019-10-20,22.9,22.9,22.9,0.0,0.0,22.9,22.9,22.9,0.0,0.0,22.89,22.89,22.89,0.0,0.0,22.89,22.89,22.89,0.0,0.0
2019-10-27,22.66,22.66,22.66,0.0,0.0,22.66,22.66,22.66,0.0,0.0,22.66,22.66,22.66,0.0,0.0,22.66,22.66,22.66,0.0,0.0
2019-11-03,22.25,22.25,22.25,0.0,0.0,22.26,22.26,22.26,0.0,0.0,22.25,22.25,22.25,0.0,0.0,22.26,22.26,22.26,0.0,0.0
2019-11-10,22.26,22.26,22.26,0.0,0.0,22.26,22.26,22.26,0.0,0.0,22.23,22.23,22.23,0.0,0.0,22.23,22.23,22.23,0.0,0.0
2019-11-17,22.04,22.04,22.04,0.0,0.0,22.04,22.04,22.04,0.0,0.0,22.04,22.04,22.04,0.0,0.0,22.04,22.04,22.04,0.0,0.0
2019-11-24,21.82,21.82,21.82,0.0,0.0,21.82,21.82,21.82,0.0,0.0,21.75,21.75,21.75,0.0,0.0,21.81,21.81,21.81,0.0,0.0
2019-12-01,21.85,21.85,21.85,0.0,0.0,21.91,21.91,21.91,0.0,0.0,21.79,21.79,21.79,0.0,0.0,21.84,21.84,21.84,0.0,0.0
2019-12-08,22.7,22.7,22.7,0.0,0.0,22.7,22.7,22.7,0.0,0.0,22.53,22.53,22.53,0.0,0.0,22.6,22.6,22.6,0.0,0.0
2019-12-15,23.34,23.34,23.34,0.0,0.0,23.56,23.56,23.56,0.0,0.0,23.34,23.34,23.34,0.0,0.0,23.52,23.52,23.52,0.0,0.0
2019-12-22,23.48,23.48,23.48,0.0,0.0,23.48,23.48,23.48,0.0,0.0,23.38,23.38,23.38,0.0,0.0,23.41,23.41,23.41,0.0,0.0
2019-12-29,23.35,23.35,23.35,0.0,0.0,23.47,23.47,23.47,0.0,0.0,23.31,23.31,23.31,0.0,0.0,23.47,23.47,23.47,0.0,0.0
