Date,GDEN_Open_average,GDEN_Open_max,GDEN_Open_min,GDEN_Open_volatility,GDEN_Open_change,GDEN_High_average,GDEN_High_max,GDEN_High_min,GDEN_High_volatility,GDEN_High_change,GDEN_Low_average,GDEN_Low_max,GDEN_Low_min,GDEN_Low_volatility,GDEN_Low_change,GDEN_Close_average,GDEN_Close_max,GDEN_Close_min,GDEN_Close_volatility,GDEN_Close_change,GDEN_Volume_average,GDEN_Volume_max,GDEN_Volume_min,GDEN_Volume_volatility,GDEN_Volume_change
2018-01-14,29.788,32.44,28.51,3.929999999999996,-3.759999999999998,30.262,32.57,29.25,3.3200000000000003,-3.1000000000000014,28.848,31.63,27.73,3.8999999999999986,-2.9800000000000004,29.342,31.7,28.21,3.4899999999999984,-2.3000000000000007,888217,3204161,49349,3154812,435123
2018-01-21,29.914,30.82,29.26,1.5599999999999987,-0.23999999999999844,30.678,31.42,30.17,1.25,-0.23999999999999844,29.562,29.97,28.96,1.009999999999998,-0.4399999999999977,30.098,30.75,29.69,1.0599999999999987,0.3099999999999987,318358,424748,214674,210074,-210074
2018-01-28,30.956,31.67,29.91,1.7600000000000016,1.1400000000000006,31.648,32.21,31.13,1.0800000000000018,0.08999999999999986,30.304,31.12,29.09,2.030000000000001,0.33999999999999986,31.006,31.73,29.85,1.879999999999999,-0.9199999999999982,253648,310930,171844,139086,-76482
2018-02-04,29.858,30.72,29.05,1.6699999999999982,-0.00999999999999801,30.562,31.39,29.59,1.8000000000000007,-0.7399999999999984,28.791999999999998,30.05,26.97,3.080000000000002,-0.8999999999999986,29.732,30.73,28.44,2.289999999999999,-1.5999999999999979,348098,590993,216465,374528,63113
2018-02-11,28.66,29.04,28.3,0.7399999999999984,0.5999999999999979,29.0875,29.32,28.78,0.5399999999999991,0.5399999999999991,28.185000000000002,28.47,27.91,0.5599999999999987,0.5599999999999987,28.7425,28.91,28.48,0.4299999999999997,0.259999999999998,181075,249051,148550,100501,77498
2018-02-18,28.594,29.0,28.18,0.8200000000000003,0.06999999999999673,29.118,29.66,28.63,1.0300000000000011,-0.5599999999999987,28.202,28.38,28.05,0.3299999999999983,0.3099999999999987,28.758,29.44,28.27,1.1700000000000017,-0.5300000000000011,152771,222620,90903,131717,-99532
2018-02-25,28.386,29.06,27.84,1.2199999999999989,-0.9699999999999989,28.808,29.75,28.34,1.4100000000000001,-1.4100000000000001,27.758,28.69,27.33,1.360000000000003,-1.360000000000003,28.18,28.97,27.58,1.3900000000000006,-1.3900000000000006,253307,440312,180427,259885,-241745
2018-03-04,28.098,28.48,27.54,0.9400000000000013,0.9400000000000013,28.802,29.46,28.31,1.1500000000000021,0.9600000000000009,27.694,28.05,27.36,0.6900000000000013,0.4400000000000013,28.212,28.36,27.81,0.5500000000000007,0.08999999999999986,168373,197883,148525,49358,-24527
2018-03-11,28.646,29.41,28.0,1.4100000000000001,-0.2099999999999973,29.248,29.53,28.62,0.9100000000000001,-0.5500000000000007,27.886,28.61,26.39,2.219999999999999,-1.5,28.338,29.21,26.45,2.7600000000000016,-2.4299999999999997,649299,1741160,119271,1621889,570246
2018-03-18,24.968,26.38,23.76,2.6199999999999974,-2.6199999999999974,25.454,26.45,24.38,2.0700000000000003,-1.3200000000000003,23.646,24.79,22.78,2.009999999999998,-1.7899999999999991,24.541999999999998,25.52,23.56,1.9600000000000009,-1.4499999999999993,717852,1088724,519581,569143,-369775
2018-03-25,23.62,24.11,23.19,0.9199999999999982,-0.9199999999999982,23.8025,24.31,23.4,0.9100000000000001,-0.7099999999999973,22.997500000000002,23.75,22.55,1.1999999999999993,-1.0700000000000003,23.302500000000002,23.84,22.79,1.0500000000000007,-1.0500000000000007,500200,690965,211955,479010,-278531
2018-04-01,23.982,24.95,22.92,2.0299999999999976,1.7899999999999991,24.582,25.45,23.51,1.9399999999999977,1.1999999999999993,23.522,24.4,22.65,1.75,1.25,24.256,25.06,23.4,1.6600000000000001,0.75,340851,407781,285099,122682,23352
2018-04-08,23.848,24.35,23.25,1.1000000000000014,-1.1000000000000014,24.274,24.66,24.04,0.620000000000001,-0.3999999999999986,23.442,23.98,23.05,0.9299999999999997,-0.75,23.712,24.16,23.12,1.0399999999999991,-0.019999999999999574,224232,335188,173739,161449,110365
2018-04-15,25.256,26.31,24.41,1.8999999999999986,1.8999999999999986,25.966,26.69,25.26,1.4299999999999997,1.1199999999999974,24.842,25.15,24.14,1.009999999999998,1.009999999999998,25.509999999999998,26.09,25.15,0.9400000000000013,0.6000000000000014,367542,726400,210917,515483,-87914
2018-04-22,26.096,26.62,25.8,0.8200000000000003,0.5899999999999999,26.76,27.75,26.12,1.629999999999999,0.9499999999999993,25.64,25.78,25.51,0.2699999999999996,0.22000000000000242,26.098,26.75,25.57,1.1799999999999997,0.9499999999999993,244418,459085,143608,315477,272876
2018-04-29,27.018,27.64,26.58,1.0600000000000023,0.2699999999999996,27.664,28.15,27.28,0.8699999999999974,0.8699999999999974,26.676,26.99,26.48,0.509999999999998,0.509999999999998,27.288,28.02,26.8,1.2199999999999989,1.2199999999999989,335167,541979,219268,322711,-75351
2018-05-06,28.168,29.09,27.52,1.5700000000000003,0.6400000000000006,29.09,29.97,28.11,1.8599999999999994,1.3599999999999994,27.518,28.33,26.89,1.4399999999999977,0.8599999999999994,28.34,29.0,27.6,1.3999999999999986,1.2399999999999984,389979,714271,185857,528414,145296
2018-05-13,30.056,31.13,28.71,2.419999999999998,2.419999999999998,30.616,31.28,29.88,1.4000000000000021,1.4000000000000021,29.504,30.8,27.51,3.289999999999999,3.289999999999999,30.477999999999998,30.97,29.79,1.1799999999999997,1.1799999999999997,278891,336127,164429,171698,-130245
2018-05-20,30.4325,31.12,30.01,1.1099999999999994,-0.8599999999999994,30.835,31.12,30.71,0.41000000000000014,-0.3500000000000014,29.8175,30.09,29.45,0.6400000000000006,0.08999999999999986,30.34,30.49,30.12,0.36999999999999744,-0.18999999999999773,153919,194495,122244,72251,-27149
2018-05-27,30.308,31.1,29.73,1.370000000000001,1.370000000000001,30.854,31.56,30.01,1.5499999999999972,1.5499999999999972,29.884,30.78,29.18,1.6000000000000014,1.6000000000000014,30.538,31.32,29.68,1.6400000000000006,1.6400000000000006,311528,555648,150062,405586,-155834
2018-06-03,31.024,31.49,30.2,1.2899999999999991,-1.0899999999999999,31.498,31.99,30.83,1.1600000000000001,-1.1600000000000001,30.378,31.17,29.29,1.8800000000000026,-1.370000000000001,30.722,31.46,29.73,1.7300000000000004,-1.6900000000000013,229304,273816,172089,101727,-22481
2018-06-10,29.962,30.23,29.74,0.490000000000002,0.25,30.596,31.4,30.21,1.1899999999999977,0.9299999999999997,29.432,29.76,29.15,0.610000000000003,-0.610000000000003,30.276,31.23,29.74,1.490000000000002,1.129999999999999,212966,301119,144548,156571,156571
2018-06-17,30.002,31.04,28.52,2.5199999999999996,-2.5199999999999996,30.400000000000002,31.42,29.07,2.3500000000000014,-2.1799999999999997,29.073999999999998,30.2,27.72,2.4800000000000004,-2.4800000000000004,29.344,30.9,27.94,2.9599999999999973,-2.9599999999999973,405366,723471,213219,510252,166255
2018-06-24,27.434,28.24,26.86,1.379999999999999,-1.0899999999999999,27.858,28.46,27.09,1.370000000000001,-1.370000000000001,26.808,27.43,26.38,1.0500000000000007,-1.0500000000000007,27.232,28.24,26.67,1.5699999999999967,-1.5699999999999967,295806,398011,226058,171953,-47136
2018-07-01,27.68,28.51,26.85,1.6600000000000001,1.6600000000000001,28.375,29.07,27.36,1.7100000000000009,1.7100000000000009,27.3225,28.25,26.48,1.7699999999999996,1.7699999999999996,27.9775,28.63,26.9,1.7300000000000004,1.7300000000000004,568898,709023,282876,426147,394045
2018-07-08,28.9,29.65,28.14,1.509999999999998,0.879999999999999,29.75,31.56,29.21,2.349999999999998,2.349999999999998,28.546,29.65,27.81,1.8399999999999999,1.7399999999999984,29.374,31.28,28.27,3.0100000000000016,3.0100000000000016,510684,1083524,183928,899596,786503
2018-07-15,33.272,34.24,31.16,3.080000000000002,2.900000000000002,34.148,34.45,33.82,0.6300000000000026,0.3500000000000014,32.97,33.74,31.16,2.580000000000002,2.4999999999999964,33.812,34.15,33.15,1.0,0.7700000000000031,405570,746648,191222,555426,-555426
