Date,WisdomTree Global High DividendEtf_Open_average,WisdomTree Global High DividendEtf_Open_max,WisdomTree Global High DividendEtf_Open_min,WisdomTree Global High DividendEtf_Open_volatility,WisdomTree Global High DividendEtf_Open_change,WisdomTree Global High DividendEtf_High_average,WisdomTree Global High DividendEtf_High_max,WisdomTree Global High DividendEtf_High_min,WisdomTree Global High DividendEtf_High_volatility,WisdomTree Global High DividendEtf_High_change,WisdomTree Global High DividendEtf_Low_average,WisdomTree Global High DividendEtf_Low_max,WisdomTree Global High DividendEtf_Low_min,WisdomTree Global High DividendEtf_Low_volatility,WisdomTree Global High DividendEtf_Low_change,WisdomTree Global High DividendEtf_Close_average,WisdomTree Global High DividendEtf_Close_max,WisdomTree Global High DividendEtf_Close_min,WisdomTree Global High DividendEtf_Close_volatility,WisdomTree Global High DividendEtf_Close_change
2018-03-25,46.4,46.4,46.4,0.0,0.0,46.61,46.61,46.61,0.0,0.0,46.4,46.4,46.4,0.0,0.0,46.53,46.53,46.53,0.0,0.0
2018-04-01,46.85,46.85,46.85,0.0,0.0,46.85,46.85,46.85,0.0,0.0,46.16,46.16,46.16,0.0,0.0,46.2,46.2,46.2,0.0,0.0
2018-04-08,47.11,47.11,47.11,0.0,0.0,47.19,47.19,47.19,0.0,0.0,47.09,47.09,47.09,0.0,0.0,47.11,47.11,47.11,0.0,0.0
2018-04-15,46.91,46.91,46.91,0.0,0.0,46.96,46.96,46.96,0.0,0.0,46.86,46.86,46.86,0.0,0.0,46.87,46.87,46.87,0.0,0.0
2018-04-22,47.13,47.13,47.13,0.0,0.0,47.27,47.27,47.27,0.0,0.0,47.13,47.13,47.13,0.0,0.0,47.27,47.27,47.27,0.0,0.0
2018-04-29,46.8,46.8,46.8,0.0,0.0,46.86,46.86,46.86,0.0,0.0,46.8,46.8,46.8,0.0,0.0,46.86,46.86,46.86,0.0,0.0
2018-05-06,47.54,47.54,47.54,0.0,0.0,47.54,47.54,47.54,0.0,0.0,47.44,47.44,47.44,0.0,0.0,47.48,47.48,47.48,0.0,0.0
2018-05-13,47.05,47.05,47.05,0.0,0.0,47.06,47.06,47.06,0.0,0.0,47.03,47.03,47.03,0.0,0.0,47.05,47.05,47.05,0.0,0.0
2018-05-20,46.72,46.72,46.72,0.0,0.0,46.79,46.79,46.79,0.0,0.0,46.63,46.63,46.63,0.0,0.0,46.7,46.7,46.7,0.0,0.0
2018-05-27,46.78,46.78,46.78,0.0,0.0,46.88,46.88,46.88,0.0,0.0,46.78,46.78,46.78,0.0,0.0,46.82,46.82,46.82,0.0,0.0
2018-06-03,47.14,47.14,47.14,0.0,0.0,47.29,47.29,47.29,0.0,0.0,47.14,47.14,47.14,0.0,0.0,47.29,47.29,47.29,0.0,0.0
2018-06-10,46.73,46.73,46.73,0.0,0.0,46.74,46.74,46.74,0.0,0.0,46.65,46.65,46.65,0.0,0.0,46.68,46.68,46.68,0.0,0.0
2018-06-17,46.51,46.51,46.51,0.0,0.0,46.63,46.63,46.63,0.0,0.0,46.51,46.51,46.51,0.0,0.0,46.63,46.63,46.63,0.0,0.0
2018-06-24,45.86,45.86,45.86,0.0,0.0,45.98,45.98,45.98,0.0,0.0,45.82,45.82,45.82,0.0,0.0,45.83,45.83,45.83,0.0,0.0
2018-07-01,46.2,46.2,46.2,0.0,0.0,46.43,46.43,46.43,0.0,0.0,46.2,46.2,46.2,0.0,0.0,46.36,46.36,46.36,0.0,0.0
2018-07-08,46.37,46.37,46.37,0.0,0.0,46.38,46.38,46.38,0.0,0.0,46.32,46.32,46.32,0.0,0.0,46.35,46.35,46.35,0.0,0.0
2018-07-15,46.22,46.22,46.22,0.0,0.0,46.22,46.22,46.22,0.0,0.0,46.2,46.2,46.2,0.0,0.0,46.21,46.21,46.21,0.0,0.0
2018-07-22,46.8,46.8,46.8,0.0,0.0,46.8,46.8,46.8,0.0,0.0,46.6,46.6,46.6,0.0,0.0,46.61,46.61,46.61,0.0,0.0
2018-07-29,46.72,46.72,46.72,0.0,0.0,46.97,46.97,46.97,0.0,0.0,46.72,46.72,46.72,0.0,0.0,46.96,46.96,46.96,0.0,0.0
2018-08-05,46.42,46.42,46.42,0.0,0.0,46.49,46.49,46.49,0.0,0.0,46.4,46.4,46.4,0.0,0.0,46.4,46.4,46.4,0.0,0.0
2018-08-12,46.28,46.28,46.28,0.0,0.0,46.75,46.75,46.75,0.0,0.0,46.28,46.28,46.28,0.0,0.0,46.7,46.7,46.7,0.0,0.0
2018-08-19,46.79,46.79,46.79,0.0,0.0,47.03,47.03,47.03,0.0,0.0,46.79,46.79,46.79,0.0,0.0,47.0,47.0,47.0,0.0,0.0
2018-08-26,46.73,46.73,46.73,0.0,0.0,46.84,46.84,46.84,0.0,0.0,46.61,46.61,46.61,0.0,0.0,46.72,46.72,46.72,0.0,0.0
2018-09-02,46.21,46.21,46.21,0.0,0.0,46.21,46.21,46.21,0.0,0.0,46.08,46.08,46.08,0.0,0.0,46.16,46.16,46.16,0.0,0.0
2018-09-09,46.81,46.81,46.81,0.0,0.0,46.87,46.87,46.87,0.0,0.0,46.72,46.72,46.72,0.0,0.0,46.87,46.87,46.87,0.0,0.0
2018-09-16,47.54,47.54,47.54,0.0,0.0,47.61,47.61,47.61,0.0,0.0,47.54,47.54,47.54,0.0,0.0,47.58,47.58,47.58,0.0,0.0
2018-09-23,46.45,46.45,46.45,0.0,0.0,46.68,46.68,46.68,0.0,0.0,46.45,46.45,46.45,0.0,0.0,46.53,46.53,46.53,0.0,0.0
2018-09-30,46.4,46.4,46.4,0.0,0.0,46.4,46.4,46.4,0.0,0.0,46.22,46.22,46.22,0.0,0.0,46.28,46.28,46.28,0.0,0.0
2018-10-07,45.16,45.16,45.16,0.0,0.0,45.16,45.16,45.16,0.0,0.0,44.53,44.53,44.53,0.0,0.0,44.78,44.78,44.78,0.0,0.0
2018-10-14,45.33,45.33,45.33,0.0,0.0,45.33,45.33,45.33,0.0,0.0,45.14,45.14,45.14,0.0,0.0,45.2,45.2,45.2,0.0,0.0
2018-10-21,43.72,43.72,43.72,0.0,0.0,43.92,43.92,43.92,0.0,0.0,43.35,43.35,43.35,0.0,0.0,43.63,43.63,43.63,0.0,0.0
2018-10-28,44.99,44.99,44.99,0.0,0.0,44.99,44.99,44.99,0.0,0.0,44.37,44.37,44.37,0.0,0.0,44.66,44.66,44.66,0.0,0.0
2018-11-04,45.3,45.3,45.3,0.0,0.0,45.38,45.38,45.38,0.0,0.0,45.07,45.07,45.07,0.0,0.0,45.34,45.34,45.34,0.0,0.0
2018-11-11,44.9,44.9,44.9,0.0,0.0,45.16,45.16,45.16,0.0,0.0,44.9,44.9,44.9,0.0,0.0,45.16,45.16,45.16,0.0,0.0
2018-11-18,44.19,44.19,44.19,0.0,0.0,44.22,44.22,44.22,0.0,0.0,44.09,44.09,44.09,0.0,0.0,44.2,44.2,44.2,0.0,0.0
2018-11-25,45.04,45.04,45.04,0.0,0.0,45.36,45.36,45.36,0.0,0.0,45.04,45.04,45.04,0.0,0.0,45.34,45.34,45.34,0.0,0.0
2018-12-02,44.64,44.64,44.64,0.0,0.0,44.75,44.75,44.75,0.0,0.0,43.98,43.98,43.98,0.0,0.0,43.98,43.98,43.98,0.0,0.0
2018-12-09,43.95,43.95,43.95,0.0,0.0,43.99,43.99,43.99,0.0,0.0,43.66,43.66,43.66,0.0,0.0,43.76,43.76,43.76,0.0,0.0
2018-12-16,42.4,42.4,42.4,0.0,0.0,42.4,42.4,42.4,0.0,0.0,41.65,41.65,41.65,0.0,0.0,41.69,41.69,41.69,0.0,0.0
2018-12-23,41.91,41.91,41.91,0.0,0.0,42.02,42.02,42.02,0.0,0.0,41.65,41.65,41.65,0.0,0.0,41.72,41.72,41.72,0.0,0.0
2018-12-30,42.09,42.09,42.09,0.0,0.0,42.61,42.61,42.61,0.0,0.0,42.09,42.09,42.09,0.0,0.0,42.61,42.61,42.61,0.0,0.0
2019-01-06,43.25,43.25,43.25,0.0,0.0,43.6,43.6,43.6,0.0,0.0,43.25,43.25,43.25,0.0,0.0,43.6,43.6,43.6,0.0,0.0
2019-01-13,44.03,44.03,44.03,0.0,0.0,44.24,44.24,44.24,0.0,0.0,44.03,44.03,44.03,0.0,0.0,44.19,44.19,44.19,0.0,0.0
2019-01-20,44.12,44.12,44.12,0.0,0.0,44.24,44.24,44.24,0.0,0.0,44.06,44.06,44.06,0.0,0.0,44.14,44.14,44.14,0.0,0.0
2019-01-27,44.92,44.92,44.92,0.0,0.0,45.09,45.09,45.09,0.0,0.0,44.83,44.83,44.83,0.0,0.0,44.91,44.91,44.91,0.0,0.0
2019-02-03,44.48,44.48,44.48,0.0,0.0,44.68,44.68,44.68,0.0,0.0,44.42,44.42,44.42,0.0,0.0,44.68,44.68,44.68,0.0,0.0
2019-02-10,45.28,45.28,45.28,0.0,0.0,45.49,45.49,45.49,0.0,0.0,45.26,45.26,45.26,0.0,0.0,45.49,45.49,45.49,0.0,0.0
2019-02-17,45.83,45.83,45.83,0.0,0.0,45.88,45.88,45.88,0.0,0.0,45.72,45.72,45.72,0.0,0.0,45.79,45.79,45.79,0.0,0.0
2019-02-24,45.8,45.8,45.8,0.0,0.0,45.94,45.94,45.94,0.0,0.0,45.8,45.8,45.8,0.0,0.0,45.94,45.94,45.94,0.0,0.0
2019-03-03,45.09,45.09,45.09,0.0,0.0,45.34,45.34,45.34,0.0,0.0,45.09,45.09,45.09,0.0,0.0,45.34,45.34,45.34,0.0,0.0
2019-03-10,46.22,46.22,46.22,0.0,0.0,46.4,46.4,46.4,0.0,0.0,46.22,46.22,46.22,0.0,0.0,46.4,46.4,46.4,0.0,0.0
2019-03-17,46.48,46.48,46.48,0.0,0.0,46.48,46.48,46.48,0.0,0.0,46.13,46.13,46.13,0.0,0.0,46.13,46.13,46.13,0.0,0.0
2019-03-24,46.21,46.21,46.21,0.0,0.0,46.21,46.21,46.21,0.0,0.0,45.96,45.96,45.96,0.0,0.0,46.09,46.09,46.09,0.0,0.0
2019-03-31,46.72,46.72,46.72,0.0,0.0,46.87,46.87,46.87,0.0,0.0,46.72,46.72,46.72,0.0,0.0,46.87,46.87,46.87,0.0,0.0
2019-04-07,46.93,46.93,46.93,0.0,0.0,46.93,46.93,46.93,0.0,0.0,46.85,46.85,46.85,0.0,0.0,46.9,46.9,46.9,0.0,0.0
2019-04-14,47.02,47.02,47.02,0.0,0.0,47.02,47.02,47.02,0.0,0.0,46.81,46.81,46.81,0.0,0.0,46.86,46.86,46.86,0.0,0.0
2019-04-21,46.47,46.47,46.47,0.0,0.0,46.55,46.55,46.55,0.0,0.0,46.47,46.47,46.47,0.0,0.0,46.54,46.54,46.54,0.0,0.0
2019-04-28,46.6,46.6,46.6,0.0,0.0,46.84,46.84,46.84,0.0,0.0,46.6,46.6,46.6,0.0,0.0,46.83,46.83,46.83,0.0,0.0
2019-05-05,45.54,45.54,45.54,0.0,0.0,45.94,45.94,45.94,0.0,0.0,45.54,45.54,45.54,0.0,0.0,45.88,45.88,45.88,0.0,0.0
2019-05-12,45.73,45.73,45.73,0.0,0.0,45.94,45.94,45.94,0.0,0.0,45.69,45.69,45.69,0.0,0.0,45.73,45.73,45.73,0.0,0.0
2019-05-19,45.53,45.53,45.53,0.0,0.0,45.54,45.54,45.54,0.0,0.0,45.42,45.42,45.42,0.0,0.0,45.54,45.54,45.54,0.0,0.0
2019-05-26,44.31,44.31,44.31,0.0,0.0,44.48,44.48,44.48,0.0,0.0,44.16,44.16,44.16,0.0,0.0,44.35,44.35,44.35,0.0,0.0
2019-06-02,46.0,46.0,46.0,0.0,0.0,46.21,46.21,46.21,0.0,0.0,46.0,46.0,46.0,0.0,0.0,46.08,46.08,46.08,0.0,0.0
2019-06-09,46.05,46.05,46.05,0.0,0.0,46.09,46.09,46.09,0.0,0.0,46.05,46.05,46.05,0.0,0.0,46.09,46.09,46.09,0.0,0.0
2019-06-16,46.95,46.95,46.95,0.0,0.0,47.04,47.04,47.04,0.0,0.0,46.94,46.94,46.94,0.0,0.0,47.04,47.04,47.04,0.0,0.0
2019-06-23,46.39,46.39,46.39,0.0,0.0,46.41,46.41,46.41,0.0,0.0,46.28,46.28,46.28,0.0,0.0,46.35,46.35,46.35,0.0,0.0
2019-06-30,46.53,46.53,46.53,0.0,0.0,46.86,46.86,46.86,0.0,0.0,46.53,46.53,46.53,0.0,0.0,46.8,46.8,46.8,0.0,0.0
2019-07-07,46.72,46.72,46.72,0.0,0.0,46.76,46.76,46.76,0.0,0.0,46.72,46.72,46.72,0.0,0.0,46.76,46.76,46.76,0.0,0.0
2019-07-14,46.59,46.59,46.59,0.0,0.0,46.67,46.67,46.67,0.0,0.0,46.48,46.48,46.48,0.0,0.0,46.48,46.48,46.48,0.0,0.0
2019-07-21,46.57,46.57,46.57,0.0,0.0,46.63,46.63,46.63,0.0,0.0,46.57,46.57,46.57,0.0,0.0,46.63,46.63,46.63,0.0,0.0
2019-07-28,45.19,45.19,45.19,0.0,0.0,45.34,45.34,45.34,0.0,0.0,45.17,45.17,45.17,0.0,0.0,45.31,45.31,45.31,0.0,0.0
2019-08-04,44.85,44.85,44.85,0.0,0.0,44.89,44.89,44.89,0.0,0.0,44.66,44.66,44.66,0.0,0.0,44.82,44.82,44.82,0.0,0.0
2019-08-11,43.95,43.95,43.95,0.0,0.0,44.39,44.39,44.39,0.0,0.0,43.95,43.95,43.95,0.0,0.0,44.31,44.31,44.31,0.0,0.0
2019-08-18,44.64,44.64,44.64,0.0,0.0,44.67,44.67,44.67,0.0,0.0,43.81,43.81,43.81,0.0,0.0,43.81,43.81,43.81,0.0,0.0
2019-08-25,44.95,44.95,44.95,0.0,0.0,44.95,44.95,44.95,0.0,0.0,44.7,44.7,44.7,0.0,0.0,44.9,44.9,44.9,0.0,0.0
2019-09-01,45.73,45.73,45.73,0.0,0.0,45.82,45.82,45.82,0.0,0.0,45.73,45.73,45.73,0.0,0.0,45.81,45.81,45.81,0.0,0.0
2019-09-08,46.83,46.83,46.83,0.0,0.0,46.83,46.83,46.83,0.0,0.0,46.7,46.7,46.7,0.0,0.0,46.72,46.72,46.72,0.0,0.0
2019-09-15,46.7,46.7,46.7,0.0,0.0,46.7,46.7,46.7,0.0,0.0,46.62,46.62,46.62,0.0,0.0,46.62,46.62,46.62,0.0,0.0
2019-09-22,46.12,46.12,46.12,0.0,0.0,46.12,46.12,46.12,0.0,0.0,45.75,45.75,45.75,0.0,0.0,45.87,45.87,45.87,0.0,0.0
2019-09-29,45.12,45.12,45.12,0.0,0.0,45.47,45.47,45.47,0.0,0.0,45.12,45.12,45.12,0.0,0.0,45.47,45.47,45.47,0.0,0.0
2019-10-06,45.9,45.9,45.9,0.0,0.0,46.14,46.14,46.14,0.0,0.0,45.9,45.9,45.9,0.0,0.0,45.95,45.95,45.95,0.0,0.0
2019-10-13,46.28,46.28,46.28,0.0,0.0,46.41,46.41,46.41,0.0,0.0,46.27,46.27,46.27,0.0,0.0,46.37,46.37,46.37,0.0,0.0
2019-10-20,46.75,46.75,46.75,0.0,0.0,46.9,46.9,46.9,0.0,0.0,46.75,46.75,46.75,0.0,0.0,46.9,46.9,46.9,0.0,0.0
2019-10-27,47.2,47.2,47.2,0.0,0.0,47.41,47.41,47.41,0.0,0.0,47.2,47.2,47.2,0.0,0.0,47.41,47.41,47.41,0.0,0.0
2019-11-03,47.91,47.91,47.91,0.0,0.0,47.94,47.94,47.94,0.0,0.0,47.88,47.88,47.88,0.0,0.0,47.94,47.94,47.94,0.0,0.0
2019-11-10,47.59,47.59,47.59,0.0,0.0,47.72,47.72,47.72,0.0,0.0,47.55,47.55,47.55,0.0,0.0,47.72,47.72,47.72,0.0,0.0
2019-11-17,47.38,47.38,47.38,0.0,0.0,47.42,47.42,47.42,0.0,0.0,47.38,47.38,47.38,0.0,0.0,47.39,47.39,47.39,0.0,0.0
2019-11-24,47.57,47.57,47.57,0.0,0.0,47.57,47.57,47.57,0.0,0.0,47.41,47.41,47.41,0.0,0.0,47.41,47.41,47.41,0.0,0.0
2019-12-01,47.59,47.59,47.59,0.0,0.0,47.72,47.72,47.72,0.0,0.0,47.59,47.59,47.59,0.0,0.0,47.63,47.63,47.63,0.0,0.0
2019-12-08,48.34,48.34,48.34,0.0,0.0,48.35,48.35,48.35,0.0,0.0,48.09,48.09,48.09,0.0,0.0,48.19,48.19,48.19,0.0,0.0
2019-12-15,48.92,48.92,48.92,0.0,0.0,48.95,48.95,48.95,0.0,0.0,48.9,48.9,48.9,0.0,0.0,48.92,48.92,48.92,0.0,0.0
2019-12-22,48.78,48.78,48.78,0.0,0.0,48.78,48.78,48.78,0.0,0.0,48.55,48.55,48.55,0.0,0.0,48.57,48.57,48.57,0.0,0.0
2019-12-29,48.43,48.43,48.43,0.0,0.0,48.5,48.5,48.5,0.0,0.0,48.35,48.35,48.35,0.0,0.0,48.43,48.43,48.43,0.0,0.0
