Date,iPath  US Treasury 10-year Bear_Open_average,iPath  US Treasury 10-year Bear_Open_max,iPath  US Treasury 10-year Bear_Open_min,iPath  US Treasury 10-year Bear_Open_volatility,iPath  US Treasury 10-year Bear_Open_change,iPath  US Treasury 10-year Bear_High_average,iPath  US Treasury 10-year Bear_High_max,iPath  US Treasury 10-year Bear_High_min,iPath  US Treasury 10-year Bear_High_volatility,iPath  US Treasury 10-year Bear_High_change,iPath  US Treasury 10-year Bear_Low_average,iPath  US Treasury 10-year Bear_Low_max,iPath  US Treasury 10-year Bear_Low_min,iPath  US Treasury 10-year Bear_Low_volatility,iPath  US Treasury 10-year Bear_Low_change,iPath  US Treasury 10-year Bear_Close_average,iPath  US Treasury 10-year Bear_Close_max,iPath  US Treasury 10-year Bear_Close_min,iPath  US Treasury 10-year Bear_Close_volatility,iPath  US Treasury 10-year Bear_Close_change
2018-07-15,22.26,22.26,22.26,0.0,0.0,22.5,22.5,22.5,0.0,0.0,22.23,22.23,22.23,0.0,0.0,22.45,22.45,22.45,0.0,0.0
2018-07-22,23.22,23.22,23.22,0.0,0.0,23.3,23.3,23.3,0.0,0.0,23.04,23.04,23.04,0.0,0.0,23.2,23.2,23.2,0.0,0.0
2018-07-29,23.27,23.27,23.27,0.0,0.0,23.27,23.27,23.27,0.0,0.0,22.82,22.82,22.82,0.0,0.0,22.99,22.99,22.99,0.0,0.0
2018-08-05,22.38,22.38,22.38,0.0,0.0,22.38,22.38,22.38,0.0,0.0,21.95,21.95,21.95,0.0,0.0,22.11,22.11,22.11,0.0,0.0
2018-08-12,21.95,21.95,21.95,0.0,0.0,22.08,22.08,22.08,0.0,0.0,21.84,21.84,21.84,0.0,0.0,22.08,22.08,22.08,0.0,0.0
2018-08-19,21.91,21.91,21.91,0.0,0.0,21.98,21.98,21.98,0.0,0.0,21.64,21.64,21.64,0.0,0.0,21.65,21.65,21.65,0.0,0.0
2018-08-26,21.85,21.85,21.85,0.0,0.0,22.07,22.07,22.07,0.0,0.0,21.8,21.8,21.8,0.0,0.0,21.98,21.98,21.98,0.0,0.0
2018-09-02,22.6,22.6,22.6,0.0,0.0,22.83,22.83,22.83,0.0,0.0,22.6,22.6,22.6,0.0,0.0,22.82,22.82,22.82,0.0,0.0
2018-09-09,23.39,23.39,23.39,0.0,0.0,23.5,23.5,23.5,0.0,0.0,23.2,23.2,23.2,0.0,0.0,23.43,23.43,23.43,0.0,0.0
2018-09-16,24.27,24.27,24.27,0.0,0.0,24.3,24.3,24.3,0.0,0.0,24.01,24.01,24.01,0.0,0.0,24.15,24.15,24.15,0.0,0.0
2018-09-23,23.87,23.87,23.87,0.0,0.0,24.05,24.05,24.05,0.0,0.0,23.56,23.56,23.56,0.0,0.0,24.05,24.05,24.05,0.0,0.0
2018-09-30,25.17,25.17,25.17,0.0,0.0,25.82,25.82,25.82,0.0,0.0,25.17,25.17,25.17,0.0,0.0,25.6,25.6,25.6,0.0,0.0
2018-10-07,24.67,24.67,24.67,0.0,0.0,25.0,25.0,25.0,0.0,0.0,24.44,24.44,24.44,0.0,0.0,24.83,24.83,24.83,0.0,0.0
2018-10-14,24.96,24.96,24.96,0.0,0.0,26.36,26.36,26.36,0.0,0.0,24.96,24.96,24.96,0.0,0.0,25.18,25.18,25.18,0.0,0.0
2018-10-21,23.75,23.75,23.75,0.0,0.0,23.88,23.88,23.88,0.0,0.0,23.56,23.56,23.56,0.0,0.0,23.75,23.75,23.75,0.0,0.0
2018-10-28,24.68,24.68,24.68,0.0,0.0,25.14,25.14,25.14,0.0,0.0,24.52,24.52,24.52,0.0,0.0,25.11,25.11,25.11,0.0,0.0
2018-11-04,25.22,25.22,25.22,0.0,0.0,25.3,25.3,25.3,0.0,0.0,24.89,24.89,24.89,0.0,0.0,24.98,24.98,24.98,0.0,0.0
2018-11-11,23.86,23.86,23.86,0.0,0.0,23.86,23.86,23.86,0.0,0.0,23.42,23.42,23.42,0.0,0.0,23.47,23.47,23.47,0.0,0.0
2018-11-18,23.39,23.39,23.39,0.0,0.0,23.69,23.69,23.69,0.0,0.0,23.16,23.16,23.16,0.0,0.0,23.43,23.43,23.43,0.0,0.0
2018-11-25,22.88,22.88,22.88,0.0,0.0,23.06,23.06,23.06,0.0,0.0,22.77,22.77,22.77,0.0,0.0,22.98,22.98,22.98,0.0,0.0
2018-12-02,21.77,21.77,21.77,0.0,0.0,21.79,21.79,21.79,0.0,0.0,21.12,21.12,21.12,0.0,0.0,21.29,21.29,21.29,0.0,0.0
2018-12-09,21.37,21.37,21.37,0.0,0.0,21.73,21.73,21.73,0.0,0.0,21.37,21.37,21.37,0.0,0.0,21.53,21.53,21.53,0.0,0.0
2018-12-16,20.88,20.88,20.88,0.0,0.0,20.95,20.95,20.95,0.0,0.0,20.5,20.5,20.5,0.0,0.0,20.6,20.6,20.6,0.0,0.0
2018-12-23,20.21,20.21,20.21,0.0,0.0,20.98,20.98,20.98,0.0,0.0,19.72,19.72,19.72,0.0,0.0,19.72,19.72,19.72,0.0,0.0
2018-12-30,18.75,18.75,18.75,0.0,0.0,19.18,19.18,19.18,0.0,0.0,18.23,18.23,18.23,0.0,0.0,19.11,19.11,19.11,0.0,0.0
2019-01-06,19.54,19.54,19.54,0.0,0.0,19.56,19.56,19.56,0.0,0.0,19.25,19.25,19.25,0.0,0.0,19.45,19.45,19.45,0.0,0.0
2019-01-13,20.61,20.61,20.61,0.0,0.0,20.67,20.67,20.67,0.0,0.0,20.15,20.15,20.15,0.0,0.0,20.46,20.46,20.46,0.0,0.0
2019-01-20,19.93,19.93,19.93,0.0,0.0,20.29,20.29,20.29,0.0,0.0,19.61,19.61,19.61,0.0,0.0,20.24,20.24,20.24,0.0,0.0
2019-01-27,18.54,18.54,18.54,0.0,0.0,19.55,19.55,19.55,0.0,0.0,18.54,18.54,18.54,0.0,0.0,19.5,19.5,19.5,0.0,0.0
2019-02-03,19.0,19.0,19.0,0.0,0.0,19.21,19.21,19.21,0.0,0.0,18.9,18.9,18.9,0.0,0.0,19.21,19.21,19.21,0.0,0.0
2019-02-10,19.24,19.24,19.24,0.0,0.0,19.41,19.41,19.41,0.0,0.0,19.24,19.24,19.24,0.0,0.0,19.41,19.41,19.41,0.0,0.0
2019-02-17,19.5,19.5,19.5,0.0,0.0,19.5,19.5,19.5,0.0,0.0,19.01,19.01,19.01,0.0,0.0,19.25,19.25,19.25,0.0,0.0
2019-02-24,20.15,20.15,20.15,0.0,0.0,20.45,20.45,20.45,0.0,0.0,20.12,20.12,20.12,0.0,0.0,20.45,20.45,20.45,0.0,0.0
2019-03-03,18.5,18.5,18.5,0.0,0.0,19.05,19.05,19.05,0.0,0.0,18.5,18.5,18.5,0.0,0.0,18.84,18.84,18.84,0.0,0.0
2019-03-10,18.63,18.63,18.63,0.0,0.0,18.76,18.76,18.76,0.0,0.0,18.5,18.5,18.5,0.0,0.0,18.76,18.76,18.76,0.0,0.0
2019-03-17,17.33,17.33,17.33,0.0,0.0,17.43,17.43,17.43,0.0,0.0,16.8,16.8,16.8,0.0,0.0,16.99,16.99,16.99,0.0,0.0
2019-03-24,16.92,16.92,16.92,0.0,0.0,17.02,17.02,17.02,0.0,0.0,16.9,16.9,16.9,0.0,0.0,16.92,16.92,16.92,0.0,0.0
2019-03-31,17.73,17.73,17.73,0.0,0.0,17.73,17.73,17.73,0.0,0.0,17.62,17.62,17.62,0.0,0.0,17.69,17.69,17.69,0.0,0.0
2019-04-07,18.18,18.18,18.18,0.0,0.0,18.5,18.5,18.5,0.0,0.0,18.18,18.18,18.18,0.0,0.0,18.4,18.4,18.4,0.0,0.0
2019-04-14,18.25,18.25,18.25,0.0,0.0,18.88,18.88,18.88,0.0,0.0,18.2,18.2,18.2,0.0,0.0,18.34,18.34,18.34,0.0,0.0
2019-04-21,17.62,17.62,17.62,0.0,0.0,17.9,17.9,17.9,0.0,0.0,17.5,17.5,17.5,0.0,0.0,17.61,17.61,17.61,0.0,0.0
2019-04-28,18.18,18.18,18.18,0.0,0.0,18.18,18.18,18.18,0.0,0.0,17.95,17.95,17.95,0.0,0.0,18.02,18.02,18.02,0.0,0.0
2019-05-05,17.08,17.08,17.08,0.0,0.0,17.42,17.42,17.42,0.0,0.0,17.01,17.01,17.01,0.0,0.0,17.28,17.28,17.28,0.0,0.0
2019-05-12,16.55,16.55,16.55,0.0,0.0,16.64,16.64,16.64,0.0,0.0,16.49,16.49,16.49,0.0,0.0,16.49,16.49,16.49,0.0,0.0
2019-05-19,16.02,16.02,16.02,0.0,0.0,16.12,16.12,16.12,0.0,0.0,15.94,15.94,15.94,0.0,0.0,15.97,15.97,15.97,0.0,0.0
2019-05-26,14.55,14.55,14.55,0.0,0.0,14.55,14.55,14.55,0.0,0.0,13.93,13.93,13.93,0.0,0.0,14.02,14.02,14.02,0.0,0.0
2019-06-02,13.05,13.05,13.05,0.0,0.0,13.46,13.46,13.46,0.0,0.0,13.05,13.05,13.05,0.0,0.0,13.39,13.39,13.39,0.0,0.0
2019-06-09,13.29,13.29,13.29,0.0,0.0,13.33,13.33,13.33,0.0,0.0,13.17,13.17,13.17,0.0,0.0,13.3,13.3,13.3,0.0,0.0
2019-06-16,12.93,12.93,12.93,0.0,0.0,13.1,13.1,13.1,0.0,0.0,12.73,12.73,12.73,0.0,0.0,12.99,12.99,12.99,0.0,0.0
2019-06-23,12.7,12.7,12.7,0.0,0.0,12.78,12.78,12.78,0.0,0.0,12.48,12.48,12.48,0.0,0.0,12.51,12.51,12.51,0.0,0.0
2019-06-30,12.95,12.95,12.95,0.0,0.0,13.32,13.32,13.32,0.0,0.0,12.88,12.88,12.88,0.0,0.0,13.11,13.11,13.11,0.0,0.0
2019-07-07,13.83,13.83,13.83,0.0,0.0,13.9,13.9,13.9,0.0,0.0,13.62,13.62,13.62,0.0,0.0,13.64,13.64,13.64,0.0,0.0
2019-07-14,13.06,13.06,13.06,0.0,0.0,13.15,13.15,13.15,0.0,0.0,12.95,12.95,12.95,0.0,0.0,13.13,13.13,13.13,0.0,0.0
2019-07-21,13.35,13.35,13.35,0.0,0.0,13.39,13.39,13.39,0.0,0.0,13.34,13.34,13.34,0.0,0.0,13.37,13.37,13.37,0.0,0.0
2019-07-28,11.44,11.44,11.44,0.0,0.0,11.59,11.59,11.59,0.0,0.0,11.24,11.24,11.24,0.0,0.0,11.31,11.31,11.31,0.0,0.0
2019-08-04,10.03,10.03,10.03,0.0,0.0,10.36,10.36,10.36,0.0,0.0,9.75,9.75,9.75,0.0,0.0,10.25,10.25,10.25,0.0,0.0
2019-08-11,8.99,8.99,8.99,0.0,0.0,9.3,9.3,9.3,0.0,0.0,8.77,8.77,8.77,0.0,0.0,8.86,8.86,8.86,0.0,0.0
2019-08-18,9.37,9.37,9.37,0.0,0.0,9.41,9.41,9.41,0.0,0.0,8.49,8.49,8.49,0.0,0.0,8.65,8.65,8.65,0.0,0.0
2019-08-25,8.66,8.66,8.66,0.0,0.0,8.68,8.68,8.68,0.0,0.0,8.43,8.43,8.43,0.0,0.0,8.45,8.45,8.45,0.0,0.0
2019-09-01,9.12,9.12,9.12,0.0,0.0,9.12,9.12,9.12,0.0,0.0,8.94,8.94,8.94,0.0,0.0,8.97,8.97,8.97,0.0,0.0
2019-09-08,11.7,11.7,11.7,0.0,0.0,12.4,12.4,12.4,0.0,0.0,11.61,11.61,11.61,0.0,0.0,12.4,12.4,12.4,0.0,0.0
2019-09-15,11.22,11.22,11.22,0.0,0.0,11.25,11.25,11.25,0.0,0.0,10.66,10.66,10.66,0.0,0.0,10.78,10.78,10.78,0.0,0.0
2019-09-22,10.41,10.41,10.41,0.0,0.0,10.54,10.54,10.54,0.0,0.0,10.24,10.24,10.24,0.0,0.0,10.33,10.33,10.33,0.0,0.0
2019-09-29,8.6,8.6,8.6,0.0,0.0,8.61,8.61,8.61,0.0,0.0,8.35,8.35,8.35,0.0,0.0,8.48,8.48,8.48,0.0,0.0
2019-10-06,10.2,10.2,10.2,0.0,0.0,10.96,10.96,10.96,0.0,0.0,10.05,10.05,10.05,0.0,0.0,10.74,10.74,10.74,0.0,0.0
2019-10-13,10.74,10.74,10.74,0.0,0.0,10.74,10.74,10.74,0.0,0.0,10.45,10.45,10.45,0.0,0.0,10.66,10.66,10.66,0.0,0.0
2019-10-20,11.0,11.0,11.0,0.0,0.0,11.41,11.41,11.41,0.0,0.0,10.91,10.91,10.91,0.0,0.0,11.23,11.23,11.23,0.0,0.0
2019-10-27,10.46,10.46,10.46,0.0,0.0,10.86,10.86,10.86,0.0,0.0,10.3,10.3,10.3,0.0,0.0,10.51,10.51,10.51,0.0,0.0
2019-11-03,12.72,12.72,12.72,0.0,0.0,12.79,12.79,12.79,0.0,0.0,12.37,12.37,12.37,0.0,0.0,12.79,12.79,12.79,0.0,0.0
2019-11-10,11.75,11.75,11.75,0.0,0.0,11.8,11.8,11.8,0.0,0.0,11.56,11.56,11.56,0.0,0.0,11.78,11.78,11.78,0.0,0.0
2019-11-17,11.33,11.33,11.33,0.0,0.0,11.37,11.37,11.37,0.0,0.0,11.26,11.26,11.26,0.0,0.0,11.3,11.3,11.3,0.0,0.0
2019-11-24,11.48,11.48,11.48,0.0,0.0,11.59,11.59,11.59,0.0,0.0,11.48,11.48,11.48,0.0,0.0,11.53,11.53,11.53,0.0,0.0
2019-12-01,12.21,12.21,12.21,0.0,0.0,12.25,12.25,12.25,0.0,0.0,11.97,11.97,11.97,0.0,0.0,12.07,12.07,12.07,0.0,0.0
2019-12-08,12.43,12.43,12.43,0.0,0.0,12.44,12.44,12.44,0.0,0.0,11.99,11.99,11.99,0.0,0.0,11.99,11.99,11.99,0.0,0.0
2019-12-15,13.04,13.04,13.04,0.0,0.0,13.08,13.08,13.08,0.0,0.0,12.89,12.89,12.89,0.0,0.0,12.89,12.89,12.89,0.0,0.0
2019-12-22,12.45,12.45,12.45,0.0,0.0,12.45,12.45,12.45,0.0,0.0,12.36,12.36,12.36,0.0,0.0,12.38,12.38,12.38,0.0,0.0
2019-12-29,11.94,11.94,11.94,0.0,0.0,12.01,12.01,12.01,0.0,0.0,11.32,11.32,11.32,0.0,0.0,11.56,11.56,11.56,0.0,0.0
