Date,iShares MSCI ACWI Low Carbon Target_Open_average,iShares MSCI ACWI Low Carbon Target_Open_max,iShares MSCI ACWI Low Carbon Target_Open_min,iShares MSCI ACWI Low Carbon Target_Open_volatility,iShares MSCI ACWI Low Carbon Target_Open_change,iShares MSCI ACWI Low Carbon Target_High_average,iShares MSCI ACWI Low Carbon Target_High_max,iShares MSCI ACWI Low Carbon Target_High_min,iShares MSCI ACWI Low Carbon Target_High_volatility,iShares MSCI ACWI Low Carbon Target_High_change,iShares MSCI ACWI Low Carbon Target_Low_average,iShares MSCI ACWI Low Carbon Target_Low_max,iShares MSCI ACWI Low Carbon Target_Low_min,iShares MSCI ACWI Low Carbon Target_Low_volatility,iShares MSCI ACWI Low Carbon Target_Low_change,iShares MSCI ACWI Low Carbon Target_Close_average,iShares MSCI ACWI Low Carbon Target_Close_max,iShares MSCI ACWI Low Carbon Target_Close_min,iShares MSCI ACWI Low Carbon Target_Close_volatility,iShares MSCI ACWI Low Carbon Target_Close_change
2018-01-14,123.14,123.14,123.14,0.0,0.0,123.89,123.89,123.89,0.0,0.0,123.14,123.14,123.14,0.0,0.0,123.89,123.89,123.89,0.0,0.0
2018-01-21,125.22,125.22,125.22,0.0,0.0,125.49,125.49,125.49,0.0,0.0,124.77,124.77,124.77,0.0,0.0,124.8,124.8,124.8,0.0,0.0
2018-01-28,120.06,120.06,120.06,0.0,0.0,120.75,120.75,120.75,0.0,0.0,116.95,116.95,116.95,0.0,0.0,116.95,116.95,116.95,0.0,0.0
2018-02-04,115.85,115.85,115.85,0.0,0.0,116.82,116.82,116.82,0.0,0.0,115.15,115.15,115.15,0.0,0.0,116.38,116.38,116.38,0.0,0.0
2018-02-11,119.64,119.64,119.64,0.0,0.0,120.8,120.8,120.8,0.0,0.0,119.64,119.64,119.64,0.0,0.0,120.09,120.09,120.09,0.0,0.0
2018-02-18,120.95,120.95,120.95,0.0,0.0,121.51,121.51,121.51,0.0,0.0,120.67,120.67,120.67,0.0,0.0,121.51,121.51,121.51,0.0,0.0
2018-02-25,116.71,116.71,116.71,0.0,0.0,118.39,118.39,118.39,0.0,0.0,116.71,116.71,116.71,0.0,0.0,118.39,118.39,118.39,0.0,0.0
2018-03-04,120.94,120.94,120.94,0.0,0.0,121.11,121.11,121.11,0.0,0.0,120.64,120.64,120.64,0.0,0.0,121.06,121.06,121.06,0.0,0.0
2018-03-11,119.46,119.46,119.46,0.0,0.0,119.46,119.46,119.46,0.0,0.0,117.91,117.91,117.91,0.0,0.0,118.53,118.53,118.53,0.0,0.0
2018-03-18,115.79,115.79,115.79,0.0,0.0,116.79,116.79,116.79,0.0,0.0,114.91,114.91,114.91,0.0,0.0,116.78,116.78,116.78,0.0,0.0
2018-03-25,116.12,116.12,116.12,0.0,0.0,116.12,116.12,116.12,0.0,0.0,113.65,113.65,113.65,0.0,0.0,113.86,113.86,113.86,0.0,0.0
2018-04-01,116.04,116.04,116.04,0.0,0.0,116.76,116.76,116.76,0.0,0.0,115.66,115.66,115.66,0.0,0.0,115.66,115.66,115.66,0.0,0.0
2018-04-08,117.76,117.76,117.76,0.0,0.0,118.06,118.06,118.06,0.0,0.0,117.56,117.56,117.56,0.0,0.0,117.84,117.84,117.84,0.0,0.0
2018-04-15,117.66,117.66,117.66,0.0,0.0,118.09,118.09,118.09,0.0,0.0,117.16,117.16,117.16,0.0,0.0,117.36,117.36,117.36,0.0,0.0
2018-04-22,117.73,117.73,117.73,0.0,0.0,118.04,118.04,118.04,0.0,0.0,116.79,116.79,116.79,0.0,0.0,116.79,116.79,116.79,0.0,0.0
2018-04-29,117.47,117.47,117.47,0.0,0.0,117.85,117.85,117.85,0.0,0.0,117.28,117.28,117.28,0.0,0.0,117.37,117.37,117.37,0.0,0.0
2018-05-06,119.91,119.91,119.91,0.0,0.0,120.29,120.29,120.29,0.0,0.0,119.59,119.59,119.59,0.0,0.0,119.62,119.62,119.62,0.0,0.0
2018-05-13,119.3,119.3,119.3,0.0,0.0,119.5,119.5,119.5,0.0,0.0,119.25,119.25,119.25,0.0,0.0,119.39,119.39,119.39,0.0,0.0
2018-05-20,118.23,118.23,118.23,0.0,0.0,118.42,118.42,118.42,0.0,0.0,117.88,117.88,117.88,0.0,0.0,118.13,118.13,118.13,0.0,0.0
2018-05-27,119.12,119.12,119.12,0.0,0.0,119.26,119.26,119.26,0.0,0.0,119.05,119.05,119.05,0.0,0.0,119.22,119.22,119.22,0.0,0.0
2018-06-03,119.93,119.93,119.93,0.0,0.0,120.51,120.51,120.51,0.0,0.0,119.77,119.77,119.77,0.0,0.0,120.16,120.16,120.16,0.0,0.0
2018-06-10,117.9,117.9,117.9,0.0,0.0,118.34,118.34,118.34,0.0,0.0,117.65,117.65,117.65,0.0,0.0,118.26,118.26,118.26,0.0,0.0
2018-06-17,115.66,115.66,115.66,0.0,0.0,115.66,115.66,115.66,0.0,0.0,114.38,114.38,114.38,0.0,0.0,114.91,114.91,114.91,0.0,0.0
2018-06-24,113.91,113.91,113.91,0.0,0.0,114.81,114.81,114.81,0.0,0.0,113.91,113.91,113.91,0.0,0.0,114.81,114.81,114.81,0.0,0.0
2018-07-01,117.16,117.16,117.16,0.0,0.0,117.37,117.37,117.37,0.0,0.0,117.08,117.08,117.08,0.0,0.0,117.26,117.26,117.26,0.0,0.0
2018-07-08,117.27,117.27,117.27,0.0,0.0,117.27,117.27,117.27,0.0,0.0,116.9,116.9,116.9,0.0,0.0,117.15,117.15,117.15,0.0,0.0
2018-07-15,117.51,117.51,117.51,0.0,0.0,117.9,117.9,117.9,0.0,0.0,117.51,117.51,117.51,0.0,0.0,117.69,117.69,117.69,0.0,0.0
2018-07-22,118.52,118.52,118.52,0.0,0.0,118.52,118.52,118.52,0.0,0.0,118.05,118.05,118.05,0.0,0.0,118.12,118.12,118.12,0.0,0.0
2018-07-29,118.32,118.32,118.32,0.0,0.0,118.8,118.8,118.8,0.0,0.0,118.32,118.32,118.32,0.0,0.0,118.63,118.63,118.63,0.0,0.0
2018-08-05,117.57,117.57,117.57,0.0,0.0,117.74,117.74,117.74,0.0,0.0,117.02,117.02,117.02,0.0,0.0,117.02,117.02,117.02,0.0,0.0
2018-08-12,117.6,117.6,117.6,0.0,0.0,117.85,117.85,117.85,0.0,0.0,117.59,117.59,117.59,0.0,0.0,117.85,117.85,117.85,0.0,0.0
2018-08-19,119.51,119.51,119.51,0.0,0.0,120.27,120.27,120.27,0.0,0.0,119.4,119.4,119.4,0.0,0.0,119.9,119.9,119.9,0.0,0.0
2018-08-26,119.27,119.27,119.27,0.0,0.0,119.81,119.81,119.81,0.0,0.0,119.17,119.17,119.17,0.0,0.0,119.46,119.46,119.46,0.0,0.0
2018-09-02,117.41,117.41,117.41,0.0,0.0,117.63,117.63,117.63,0.0,0.0,116.83,116.83,116.83,0.0,0.0,117.43,117.43,117.43,0.0,0.0
2018-09-09,118.85,118.85,118.85,0.0,0.0,118.99,118.99,118.99,0.0,0.0,118.4,118.4,118.4,0.0,0.0,118.41,118.41,118.41,0.0,0.0
2018-09-16,120.3,120.3,120.3,0.0,0.0,120.3,120.3,120.3,0.0,0.0,120.06,120.06,120.06,0.0,0.0,120.1,120.1,120.1,0.0,0.0
2018-09-23,120.43,120.43,120.43,0.0,0.0,120.58,120.58,120.58,0.0,0.0,120.27,120.27,120.27,0.0,0.0,120.43,120.43,120.43,0.0,0.0
2018-09-30,117.41,117.41,117.41,0.0,0.0,117.95,117.95,117.95,0.0,0.0,117.04,117.04,117.04,0.0,0.0,117.95,117.95,117.95,0.0,0.0
2018-10-07,113.21,113.21,113.21,0.0,0.0,113.61,113.61,113.61,0.0,0.0,112.77,112.77,112.77,0.0,0.0,113.06,113.06,113.06,0.0,0.0
2018-10-14,113.46,113.46,113.46,0.0,0.0,113.46,113.46,113.46,0.0,0.0,112.65,112.65,112.65,0.0,0.0,112.76,112.76,112.76,0.0,0.0
2018-10-21,110.11,110.11,110.11,0.0,0.0,110.37,110.37,110.37,0.0,0.0,107.0,107.0,107.0,0.0,0.0,107.94,107.94,107.94,0.0,0.0
2018-10-28,112.36,112.36,112.36,0.0,0.0,112.86,112.86,112.86,0.0,0.0,112.24,112.24,112.24,0.0,0.0,112.44,112.44,112.44,0.0,0.0
2018-11-04,112.63,112.63,112.63,0.0,0.0,112.63,112.63,112.63,0.0,0.0,111.43,111.43,111.43,0.0,0.0,111.69,111.69,111.69,0.0,0.0
2018-11-11,111.82,111.82,111.82,0.0,0.0,111.82,111.82,111.82,0.0,0.0,110.04,110.04,110.04,0.0,0.0,110.29,110.29,110.29,0.0,0.0
2018-11-18,109.81,109.81,109.81,0.0,0.0,110.53,110.53,110.53,0.0,0.0,109.81,109.81,109.81,0.0,0.0,110.31,110.31,110.31,0.0,0.0
2018-11-25,114.39,114.39,114.39,0.0,0.0,114.39,114.39,114.39,0.0,0.0,113.64,113.64,113.64,0.0,0.0,113.86,113.86,113.86,0.0,0.0
2018-12-02,107.95,107.95,107.95,0.0,0.0,108.2,108.2,108.2,0.0,0.0,106.92,106.92,106.92,0.0,0.0,107.99,107.99,107.99,0.0,0.0
2018-12-09,106.99,106.99,106.99,0.0,0.0,107.25,107.25,107.25,0.0,0.0,105.27,105.27,105.27,0.0,0.0,105.55,105.55,105.55,0.0,0.0
2018-12-16,99.92,99.92,99.92,0.0,0.0,100.11,100.11,100.11,0.0,0.0,98.92,98.92,98.92,0.0,0.0,98.92,98.92,98.92,0.0,0.0
2018-12-23,103.47,103.47,103.47,0.0,0.0,103.68,103.68,103.68,0.0,0.0,102.18,102.18,102.18,0.0,0.0,102.93,102.93,102.93,0.0,0.0
2018-12-30,104.67,104.67,104.67,0.0,0.0,106.06,106.06,106.06,0.0,0.0,103.99,103.99,103.99,0.0,0.0,105.55,105.55,105.55,0.0,0.0
2019-01-06,107.14,107.14,107.14,0.0,0.0,107.45,107.45,107.45,0.0,0.0,107.04,107.04,107.04,0.0,0.0,107.34,107.34,107.34,0.0,0.0
2019-01-13,110.07,110.07,110.07,0.0,0.0,110.48,110.48,110.48,0.0,0.0,110.07,110.07,110.07,0.0,0.0,110.35,110.35,110.35,0.0,0.0
2019-01-20,109.48,109.48,109.48,0.0,0.0,109.85,109.85,109.85,0.0,0.0,109.17,109.17,109.17,0.0,0.0,109.8,109.8,109.8,0.0,0.0
2019-01-27,112.0,112.0,112.0,0.0,0.0,112.68,112.68,112.68,0.0,0.0,111.83,111.83,111.83,0.0,0.0,112.6,112.6,112.6,0.0,0.0
2019-02-03,111.89,111.89,111.89,0.0,0.0,111.89,111.89,111.89,0.0,0.0,111.45,111.45,111.45,0.0,0.0,111.53,111.53,111.53,0.0,0.0
2019-02-10,113.86,113.86,113.86,0.0,0.0,114.09,114.09,114.09,0.0,0.0,113.86,113.86,113.86,0.0,0.0,113.91,113.91,113.91,0.0,0.0
2019-02-17,115.88,115.88,115.88,0.0,0.0,115.88,115.88,115.88,0.0,0.0,114.39,114.39,114.39,0.0,0.0,115.1,115.1,115.1,0.0,0.0
2019-02-24,115.89,115.89,115.89,0.0,0.0,115.89,115.89,115.89,0.0,0.0,114.33,114.33,114.33,0.0,0.0,114.93,114.93,114.93,0.0,0.0
2019-03-03,113.39,113.39,113.39,0.0,0.0,114.58,114.58,114.58,0.0,0.0,113.39,113.39,113.39,0.0,0.0,114.58,114.58,114.58,0.0,0.0
2019-03-10,116.68,116.68,116.68,0.0,0.0,116.97,116.97,116.97,0.0,0.0,116.6,116.6,116.6,0.0,0.0,116.96,116.96,116.96,0.0,0.0
2019-03-17,115.23,115.23,115.23,0.0,0.0,115.44,115.44,115.44,0.0,0.0,114.93,114.93,114.93,0.0,0.0,115.3,115.3,115.3,0.0,0.0
2019-03-24,117.6,117.6,117.6,0.0,0.0,117.96,117.96,117.96,0.0,0.0,117.46,117.46,117.46,0.0,0.0,117.96,117.96,117.96,0.0,0.0
2019-03-31,119.0,119.0,119.0,0.0,0.0,119.27,119.27,119.27,0.0,0.0,118.75,118.75,118.75,0.0,0.0,119.05,119.05,119.05,0.0,0.0
2019-04-07,119.67,119.67,119.67,0.0,0.0,119.67,119.67,119.67,0.0,0.0,119.39,119.39,119.39,0.0,0.0,119.57,119.57,119.57,0.0,0.0
2019-04-14,119.4,119.4,119.4,0.0,0.0,119.78,119.78,119.78,0.0,0.0,119.4,119.4,119.4,0.0,0.0,119.76,119.76,119.76,0.0,0.0
2019-04-21,120.51,120.51,120.51,0.0,0.0,120.9,120.9,120.9,0.0,0.0,120.51,120.51,120.51,0.0,0.0,120.76,120.76,120.76,0.0,0.0
2019-04-28,118.72,118.72,118.72,0.0,0.0,120.18,120.18,120.18,0.0,0.0,118.72,118.72,118.72,0.0,0.0,120.08,120.08,120.08,0.0,0.0
2019-05-05,115.65,115.65,115.65,0.0,0.0,115.9,115.9,115.9,0.0,0.0,114.89,114.89,114.89,0.0,0.0,115.03,115.03,115.03,0.0,0.0
2019-05-12,116.04,116.04,116.04,0.0,0.0,116.35,116.35,116.35,0.0,0.0,115.87,115.87,115.87,0.0,0.0,116.03,116.03,116.03,0.0,0.0
2019-05-19,115.96,115.96,115.96,0.0,0.0,115.96,115.96,115.96,0.0,0.0,115.78,115.78,115.78,0.0,0.0,115.78,115.78,115.78,0.0,0.0
2019-05-26,113.72,113.72,113.72,0.0,0.0,114.05,114.05,114.05,0.0,0.0,113.41,113.41,113.41,0.0,0.0,113.63,113.63,113.63,0.0,0.0
2019-06-02,118.59,118.59,118.59,0.0,0.0,118.9,118.9,118.9,0.0,0.0,118.44,118.44,118.44,0.0,0.0,118.49,118.49,118.49,0.0,0.0
2019-06-09,116.64,116.64,116.64,0.0,0.0,116.99,116.99,116.99,0.0,0.0,116.64,116.64,116.64,0.0,0.0,116.71,116.71,116.71,0.0,0.0
2019-06-16,119.84,119.84,119.84,0.0,0.0,119.92,119.92,119.92,0.0,0.0,119.69,119.69,119.69,0.0,0.0,119.69,119.69,119.69,0.0,0.0
2019-06-23,120.94,120.94,120.94,0.0,0.0,120.99,120.99,120.99,0.0,0.0,120.34,120.34,120.34,0.0,0.0,120.59,120.59,120.59,0.0,0.0
2019-06-30,120.79,120.79,120.79,0.0,0.0,120.79,120.79,120.79,0.0,0.0,120.53,120.53,120.53,0.0,0.0,120.72,120.72,120.72,0.0,0.0
2019-07-07,121.86,121.86,121.86,0.0,0.0,121.86,121.86,121.86,0.0,0.0,121.63,121.63,121.63,0.0,0.0,121.8,121.8,121.8,0.0,0.0
2019-07-14,120.98,120.98,120.98,0.0,0.0,121.07,121.07,121.07,0.0,0.0,120.78,120.78,120.78,0.0,0.0,120.98,120.98,120.98,0.0,0.0
2019-07-21,121.99,121.99,121.99,0.0,0.0,121.99,121.99,121.99,0.0,0.0,121.52,121.52,121.52,0.0,0.0,121.84,121.84,121.84,0.0,0.0
2019-07-28,116.15,116.15,116.15,0.0,0.0,116.15,116.15,116.15,0.0,0.0,113.97,113.97,113.97,0.0,0.0,114.57,114.57,114.57,0.0,0.0
2019-08-04,116.54,116.54,116.54,0.0,0.0,116.8,116.8,116.8,0.0,0.0,115.6,115.6,115.6,0.0,0.0,115.99,115.99,115.99,0.0,0.0
2019-08-11,117.19,117.19,117.19,0.0,0.0,117.34,117.34,117.34,0.0,0.0,116.88,116.88,116.88,0.0,0.0,117.19,117.19,117.19,0.0,0.0
2019-08-18,115.28,115.28,115.28,0.0,0.0,115.81,115.81,115.81,0.0,0.0,115.28,115.28,115.28,0.0,0.0,115.69,115.69,115.69,0.0,0.0
2019-08-25,118.0,118.0,118.0,0.0,0.0,118.15,118.15,118.15,0.0,0.0,117.4,117.4,117.4,0.0,0.0,117.66,117.66,117.66,0.0,0.0
2019-09-01,120.38,120.38,120.38,0.0,0.0,120.42,120.42,120.42,0.0,0.0,120.08,120.08,120.08,0.0,0.0,120.23,120.23,120.23,0.0,0.0
2019-09-08,121.0,121.0,121.0,0.0,0.0,121.33,121.33,121.33,0.0,0.0,121.0,121.0,121.0,0.0,0.0,121.03,121.03,121.03,0.0,0.0
2019-09-15,120.65,120.65,120.65,0.0,0.0,120.91,120.91,120.91,0.0,0.0,120.65,120.65,120.65,0.0,0.0,120.73,120.73,120.73,0.0,0.0
2019-09-22,119.75,119.75,119.75,0.0,0.0,120.27,120.27,120.27,0.0,0.0,119.75,119.75,119.75,0.0,0.0,120.07,120.07,120.07,0.0,0.0
2019-09-29,118.85,118.85,118.85,0.0,0.0,119.2,119.2,119.2,0.0,0.0,118.72,118.72,118.72,0.0,0.0,118.72,118.72,118.72,0.0,0.0
2019-10-06,120.37,120.37,120.37,0.0,0.0,120.52,120.52,120.52,0.0,0.0,120.34,120.34,120.34,0.0,0.0,120.34,120.34,120.34,0.0,0.0
