Date,FlexShares Credit-Scored US Corp Bond_Open_average,FlexShares Credit-Scored US Corp Bond_Open_max,FlexShares Credit-Scored US Corp Bond_Open_min,FlexShares Credit-Scored US Corp Bond_Open_volatility,FlexShares Credit-Scored US Corp Bond_Open_change,FlexShares Credit-Scored US Corp Bond_High_average,FlexShares Credit-Scored US Corp Bond_High_max,FlexShares Credit-Scored US Corp Bond_High_min,FlexShares Credit-Scored US Corp Bond_High_volatility,FlexShares Credit-Scored US Corp Bond_High_change,FlexShares Credit-Scored US Corp Bond_Low_average,FlexShares Credit-Scored US Corp Bond_Low_max,FlexShares Credit-Scored US Corp Bond_Low_min,FlexShares Credit-Scored US Corp Bond_Low_volatility,FlexShares Credit-Scored US Corp Bond_Low_change,FlexShares Credit-Scored US Corp Bond_Close_average,FlexShares Credit-Scored US Corp Bond_Close_max,FlexShares Credit-Scored US Corp Bond_Close_min,FlexShares Credit-Scored US Corp Bond_Close_volatility,FlexShares Credit-Scored US Corp Bond_Close_change
2019-06-09,51.26,51.26,51.26,0.0,0.0,51.3,51.3,51.3,0.0,0.0,51.26,51.26,51.26,0.0,0.0,51.29,51.29,51.29,0.0,0.0
2019-06-16,51.86,51.86,51.86,0.0,0.0,51.87,51.87,51.87,0.0,0.0,51.86,51.86,51.86,0.0,0.0,51.87,51.87,51.87,0.0,0.0
2019-06-23,51.85,51.85,51.85,0.0,0.0,51.86,51.86,51.86,0.0,0.0,51.85,51.85,51.85,0.0,0.0,51.86,51.86,51.86,0.0,0.0
2019-06-30,51.67,51.67,51.67,0.0,0.0,51.67,51.67,51.67,0.0,0.0,51.64,51.64,51.64,0.0,0.0,51.64,51.64,51.64,0.0,0.0
2019-07-07,51.46,51.46,51.46,0.0,0.0,51.55,51.55,51.55,0.0,0.0,51.46,51.46,51.46,0.0,0.0,51.55,51.55,51.55,0.0,0.0
2019-07-14,51.76,51.76,51.76,0.0,0.0,51.76,51.76,51.76,0.0,0.0,51.76,51.76,51.76,0.0,0.0,51.76,51.76,51.76,0.0,0.0
2019-07-21,51.84,51.84,51.84,0.0,0.0,51.84,51.84,51.84,0.0,0.0,51.78,51.78,51.78,0.0,0.0,51.82,51.82,51.82,0.0,0.0
2019-07-28,52.07,52.07,52.07,0.0,0.0,52.13,52.13,52.13,0.0,0.0,52.05,52.05,52.05,0.0,0.0,52.05,52.05,52.05,0.0,0.0
2019-08-04,52.22,52.22,52.22,0.0,0.0,52.29,52.29,52.29,0.0,0.0,52.22,52.22,52.22,0.0,0.0,52.28,52.28,52.28,0.0,0.0
2019-08-11,52.32,52.32,52.32,0.0,0.0,52.44,52.44,52.44,0.0,0.0,52.32,52.32,52.32,0.0,0.0,52.44,52.44,52.44,0.0,0.0
2019-08-18,52.65,52.65,52.65,0.0,0.0,52.65,52.65,52.65,0.0,0.0,52.65,52.65,52.65,0.0,0.0,52.65,52.65,52.65,0.0,0.0
2019-08-25,52.66,52.66,52.66,0.0,0.0,52.7,52.7,52.7,0.0,0.0,52.66,52.66,52.66,0.0,0.0,52.7,52.7,52.7,0.0,0.0
2019-09-01,52.39,52.39,52.39,0.0,0.0,52.39,52.39,52.39,0.0,0.0,52.33,52.33,52.33,0.0,0.0,52.33,52.33,52.33,0.0,0.0
2019-09-08,51.91,51.91,51.91,0.0,0.0,51.91,51.91,51.91,0.0,0.0,51.91,51.91,51.91,0.0,0.0,51.91,51.91,51.91,0.0,0.0
2019-09-15,52.25,52.25,52.25,0.0,0.0,52.32,52.32,52.32,0.0,0.0,52.23,52.23,52.23,0.0,0.0,52.23,52.23,52.23,0.0,0.0
2019-09-22,52.31,52.31,52.31,0.0,0.0,52.34,52.34,52.34,0.0,0.0,52.29,52.29,52.29,0.0,0.0,52.3,52.3,52.3,0.0,0.0
2019-09-29,52.52,52.52,52.52,0.0,0.0,52.56,52.56,52.56,0.0,0.0,52.52,52.52,52.52,0.0,0.0,52.56,52.56,52.56,0.0,0.0
2019-10-06,52.34,52.34,52.34,0.0,0.0,52.34,52.34,52.34,0.0,0.0,52.34,52.34,52.34,0.0,0.0,52.34,52.34,52.34,0.0,0.0
2019-10-13,52.45,52.45,52.45,0.0,0.0,52.45,52.45,52.45,0.0,0.0,52.32,52.32,52.32,0.0,0.0,52.32,52.32,52.32,0.0,0.0
2019-10-20,52.36,52.36,52.36,0.0,0.0,52.41,52.41,52.41,0.0,0.0,52.34,52.34,52.34,0.0,0.0,52.4,52.4,52.4,0.0,0.0
2019-10-27,52.43,52.43,52.43,0.0,0.0,52.43,52.43,52.43,0.0,0.0,52.29,52.29,52.29,0.0,0.0,52.3,52.3,52.3,0.0,0.0
2019-11-03,52.19,52.19,52.19,0.0,0.0,52.19,52.19,52.19,0.0,0.0,52.19,52.19,52.19,0.0,0.0,52.19,52.19,52.19,0.0,0.0
2019-11-10,52.34,52.34,52.34,0.0,0.0,52.42,52.42,52.42,0.0,0.0,52.34,52.34,52.34,0.0,0.0,52.41,52.41,52.41,0.0,0.0
2019-11-17,52.52,52.52,52.52,0.0,0.0,52.52,52.52,52.52,0.0,0.0,52.43,52.43,52.43,0.0,0.0,52.48,52.48,52.48,0.0,0.0
2019-11-24,52.29,52.29,52.29,0.0,0.0,52.3,52.3,52.3,0.0,0.0,52.26,52.26,52.26,0.0,0.0,52.26,52.26,52.26,0.0,0.0
2019-12-01,52.41,52.41,52.41,0.0,0.0,52.43,52.43,52.43,0.0,0.0,52.32,52.32,52.32,0.0,0.0,52.35,52.35,52.35,0.0,0.0
2019-12-08,52.41,52.41,52.41,0.0,0.0,52.41,52.41,52.41,0.0,0.0,52.33,52.33,52.33,0.0,0.0,52.39,52.39,52.39,0.0,0.0
2019-12-15,52.0,52.0,52.0,0.0,0.0,52.05,52.05,52.05,0.0,0.0,51.96,51.96,51.96,0.0,0.0,52.01,52.01,52.01,0.0,0.0
2019-12-22,52.16,52.16,52.16,0.0,0.0,52.27,52.27,52.27,0.0,0.0,52.1,52.1,52.1,0.0,0.0,52.25,52.25,52.25,0.0,0.0
2019-12-29,52.38,52.38,52.38,0.0,0.0,52.39,52.39,52.39,0.0,0.0,52.36,52.36,52.36,0.0,0.0,52.36,52.36,52.36,0.0,0.0
