Date,CASY_Open_average,CASY_Open_max,CASY_Open_min,CASY_Open_volatility,CASY_Open_change,CASY_High_average,CASY_High_max,CASY_High_min,CASY_High_volatility,CASY_High_change,CASY_Low_average,CASY_Low_max,CASY_Low_min,CASY_Low_volatility,CASY_Low_change,CASY_Close_average,CASY_Close_max,CASY_Close_min,CASY_Close_volatility,CASY_Close_change,CASY_Volume_average,CASY_Volume_max,CASY_Volume_min,CASY_Volume_volatility,CASY_Volume_change
2018-01-14,123.334,124.92,122.32,2.6000000000000085,-2.6000000000000085,123.898,125.12,122.71,2.410000000000011,-2.410000000000011,122.082,122.88,121.5,1.3799999999999955,-1.3799999999999955,122.76,123.55,122.12,1.4299999999999926,-0.9300000000000068,373318,530177,285851,244326,107521
2018-01-21,124.78,127.34,122.2,5.140000000000001,5.140000000000001,126.728,128.51,124.83,3.6799999999999926,3.309999999999988,123.026,124.04,121.44,2.6000000000000085,2.6000000000000085,125.048,127.73,124.04,3.6899999999999977,0.20999999999999375,424285,834144,231936,602208,175861
2018-01-28,120.538,123.66,116.21,7.450000000000003,-7.450000000000003,121.08,124.28,117.17,7.109999999999999,-6.489999999999995,118.08800000000001,121.84,112.75,9.090000000000003,-9.090000000000003,118.842,123.0,112.94,10.060000000000002,-10.060000000000002,340115,398829,258899,139930,-6138
2018-02-04,113.542,115.22,111.8,3.4200000000000017,0.5400000000000063,115.01,116.88,113.15,3.7299999999999898,-2.2299999999999898,111.474,114.56,109.0,5.560000000000002,-0.1700000000000017,113.132,115.03,111.26,3.769999999999996,-3.589999999999989,438591,653429,339797,313632,-72847
2018-02-11,113.155,115.39,110.83,4.560000000000002,4.560000000000002,115.15,117.85,112.84,5.009999999999991,5.009999999999991,112.485,115.11,110.06,5.049999999999997,5.049999999999997,114.5725,116.79,112.53,4.260000000000005,4.260000000000005,402592,551064,308668,242396,180771
2018-02-18,114.212,115.93,112.16,3.7700000000000102,-3.7700000000000102,115.042,116.75,113.54,3.2099999999999937,-2.049999999999997,112.71,114.3,111.52,2.780000000000001,-2.6899999999999977,113.542,115.35,112.13,3.219999999999999,-1.539999999999992,369148,399188,270402,128786,20953
2018-02-25,112.676,114.2,111.22,2.980000000000004,-2.980000000000004,113.632,114.47,112.25,2.219999999999999,-1.6500000000000057,111.42999999999999,113.47,109.44,4.030000000000001,-3.219999999999999,112.392,113.74,111.55,2.1899999999999977,-2.1899999999999977,359188,452595,241239,211356,159160
2018-03-04,110.41,111.47,108.68,2.789999999999992,-0.20999999999999375,112.602,114.6,111.7,2.8999999999999915,0.04000000000000625,108.498,110.39,105.45,4.939999999999998,0.12000000000000455,111.086,112.58,109.08,3.5,0.6500000000000057,706223,1258134,303816,954318,-475833
2018-03-11,111.498,112.0,110.9,1.0999999999999943,-0.8599999999999994,112.344,113.55,111.83,1.7199999999999989,1.7199999999999989,110.652,110.86,110.52,0.3400000000000034,0.3299999999999983,111.478,112.59,110.7,1.8900000000000006,1.2000000000000028,510805,847491,373321,474170,-74363
2018-03-18,110.274,112.37,108.09,4.280000000000001,-4.280000000000001,111.268,112.98,108.11,4.8700000000000045,-4.8700000000000045,108.648,110.11,106.57,3.5400000000000063,-3.5200000000000102,109.242,111.08,107.27,3.8100000000000023,-2.549999999999997,423879,522628,263134,259494,184737
