Date,UBS AG FI Enhanced Global High Yield_Open_average,UBS AG FI Enhanced Global High Yield_Open_max,UBS AG FI Enhanced Global High Yield_Open_min,UBS AG FI Enhanced Global High Yield_Open_volatility,UBS AG FI Enhanced Global High Yield_Open_change,UBS AG FI Enhanced Global High Yield_High_average,UBS AG FI Enhanced Global High Yield_High_max,UBS AG FI Enhanced Global High Yield_High_min,UBS AG FI Enhanced Global High Yield_High_volatility,UBS AG FI Enhanced Global High Yield_High_change,UBS AG FI Enhanced Global High Yield_Low_average,UBS AG FI Enhanced Global High Yield_Low_max,UBS AG FI Enhanced Global High Yield_Low_min,UBS AG FI Enhanced Global High Yield_Low_volatility,UBS AG FI Enhanced Global High Yield_Low_change,UBS AG FI Enhanced Global High Yield_Close_average,UBS AG FI Enhanced Global High Yield_Close_max,UBS AG FI Enhanced Global High Yield_Close_min,UBS AG FI Enhanced Global High Yield_Close_volatility,UBS AG FI Enhanced Global High Yield_Close_change
2018-05-06,165.85,165.85,165.85,0.0,0.0,166.05,166.05,166.05,0.0,0.0,165.42,165.42,165.42,0.0,0.0,165.55,165.55,165.55,0.0,0.0
2018-05-13,164.62,164.62,164.62,0.0,0.0,164.8,164.8,164.8,0.0,0.0,163.65,163.65,163.65,0.0,0.0,164.62,164.62,164.62,0.0,0.0
2018-05-20,161.67,161.67,161.67,0.0,0.0,162.59,162.59,162.59,0.0,0.0,160.58,160.58,160.58,0.0,0.0,161.12,161.12,161.12,0.0,0.0
2018-05-27,159.43,159.43,159.43,0.0,0.0,161.66,161.66,161.66,0.0,0.0,159.43,159.43,159.43,0.0,0.0,160.34,160.34,160.34,0.0,0.0
2018-06-03,163.55,163.55,163.55,0.0,0.0,164.52,164.52,164.52,0.0,0.0,162.54,162.54,162.54,0.0,0.0,164.51,164.51,164.51,0.0,0.0
2018-06-10,162.56,162.56,162.56,0.0,0.0,163.41,163.41,163.41,0.0,0.0,161.3,161.3,161.3,0.0,0.0,162.41,162.41,162.41,0.0,0.0
2018-06-17,160.4,160.4,160.4,0.0,0.0,161.68,161.68,161.68,0.0,0.0,159.7,159.7,159.7,0.0,0.0,161.35,161.35,161.35,0.0,0.0
2018-06-24,160.32,160.32,160.32,0.0,0.0,161.01,161.01,161.01,0.0,0.0,159.05,159.05,159.05,0.0,0.0,159.22,159.22,159.22,0.0,0.0
2018-07-01,163.0,163.0,163.0,0.0,0.0,164.5,164.5,164.5,0.0,0.0,162.0,162.0,162.0,0.0,0.0,163.59,163.59,163.59,0.0,0.0
2018-07-08,164.66,164.66,164.66,0.0,0.0,165.24,165.24,165.24,0.0,0.0,162.87,162.87,162.87,0.0,0.0,164.0,164.0,164.0,0.0,0.0
2018-07-15,163.1,163.1,163.1,0.0,0.0,165.25,165.25,165.25,0.0,0.0,163.05,163.05,163.05,0.0,0.0,165.01,165.01,165.01,0.0,0.0
2018-07-22,168.61,168.61,168.61,0.0,0.0,168.88,168.88,168.88,0.0,0.0,167.33,167.33,167.33,0.0,0.0,167.57,167.57,167.57,0.0,0.0
2018-07-29,167.29,167.29,167.29,0.0,0.0,169.83,169.83,169.83,0.0,0.0,167.29,167.29,167.29,0.0,0.0,169.49,169.49,169.49,0.0,0.0
2018-08-05,166.73,166.73,166.73,0.0,0.0,167.98,167.98,167.98,0.0,0.0,165.07,165.07,165.07,0.0,0.0,166.42,166.42,166.42,0.0,0.0
2018-08-12,169.04,169.04,169.04,0.0,0.0,171.08,171.08,171.08,0.0,0.0,167.85,167.85,167.85,0.0,0.0,170.3,170.3,170.3,0.0,0.0
2018-08-19,171.04,171.04,171.04,0.0,0.0,171.95,171.95,171.95,0.0,0.0,170.33,170.33,170.33,0.0,0.0,171.5,171.5,171.5,0.0,0.0
2018-08-26,170.91,170.91,170.91,0.0,0.0,171.28,171.28,171.28,0.0,0.0,167.9,167.9,167.9,0.0,0.0,168.43,168.43,168.43,0.0,0.0
2018-09-02,166.88,166.88,166.88,0.0,0.0,167.48,167.48,167.48,0.0,0.0,165.67,165.67,165.67,0.0,0.0,166.85,166.85,166.85,0.0,0.0
2018-09-09,171.88,171.88,171.88,0.0,0.0,172.22,172.22,172.22,0.0,0.0,170.5,170.5,170.5,0.0,0.0,170.97,170.97,170.97,0.0,0.0
2018-09-16,176.1,176.1,176.1,0.0,0.0,177.68,177.68,177.68,0.0,0.0,175.73,175.73,175.73,0.0,0.0,177.12,177.12,177.12,0.0,0.0
2018-09-23,172.12,172.12,172.12,0.0,0.0,173.74,173.74,173.74,0.0,0.0,172.12,172.12,172.12,0.0,0.0,173.01,173.01,173.01,0.0,0.0
2018-09-30,168.68,168.68,168.68,0.0,0.0,172.43,172.43,172.43,0.0,0.0,168.68,168.68,168.68,0.0,0.0,170.51,170.51,170.51,0.0,0.0
2018-10-07,158.1,158.1,158.1,0.0,0.0,159.3,159.3,159.3,0.0,0.0,155.97,155.97,155.97,0.0,0.0,158.06,158.06,158.06,0.0,0.0
2018-10-14,162.96,162.96,162.96,0.0,0.0,163.21,163.21,163.21,0.0,0.0,161.82,161.82,161.82,0.0,0.0,162.3,162.3,162.3,0.0,0.0
2018-10-21,151.5,151.5,151.5,0.0,0.0,153.52,153.52,153.52,0.0,0.0,150.45,150.45,150.45,0.0,0.0,152.07,152.07,152.07,0.0,0.0
2018-10-28,161.09,161.09,161.09,0.0,0.0,161.16,161.16,161.16,0.0,0.0,156.37,156.37,156.37,0.0,0.0,158.16,158.16,158.16,0.0,0.0
2018-11-04,163.7,163.7,163.7,0.0,0.0,165.48,165.48,165.48,0.0,0.0,163.31,163.31,163.31,0.0,0.0,165.17,165.17,165.17,0.0,0.0
2018-11-11,161.25,161.25,161.25,0.0,0.0,163.75,163.75,163.75,0.0,0.0,161.04,161.04,161.04,0.0,0.0,163.49,163.49,163.49,0.0,0.0
2018-11-18,154.21,154.21,154.21,0.0,0.0,157.37,157.37,157.37,0.0,0.0,154.21,154.21,154.21,0.0,0.0,156.76,156.76,156.76,0.0,0.0
2018-11-25,162.36,162.36,162.36,0.0,0.0,164.95,164.95,164.95,0.0,0.0,162.22,162.22,162.22,0.0,0.0,164.95,164.95,164.95,0.0,0.0
2018-12-02,158.46,158.46,158.46,0.0,0.0,158.46,158.46,158.46,0.0,0.0,153.35,153.35,153.35,0.0,0.0,153.61,153.61,153.61,0.0,0.0
2018-12-09,153.06,153.06,153.06,0.0,0.0,153.9,153.9,153.9,0.0,0.0,150.95,150.95,150.95,0.0,0.0,151.38,151.38,151.38,0.0,0.0
2018-12-16,140.32,140.32,140.32,0.0,0.0,142.0,142.0,142.0,0.0,0.0,136.08,136.08,136.08,0.0,0.0,136.08,136.08,136.08,0.0,0.0
2018-12-23,141.0,141.0,141.0,0.0,0.0,142.34,142.34,142.34,0.0,0.0,139.56,139.56,139.56,0.0,0.0,140.26,140.26,140.26,0.0,0.0
2018-12-30,142.32,142.32,142.32,0.0,0.0,146.45,146.45,146.45,0.0,0.0,137.22,137.22,137.22,0.0,0.0,146.0,146.0,146.0,0.0,0.0
2019-01-06,149.23,149.23,149.23,0.0,0.0,150.9,150.9,150.9,0.0,0.0,148.65,148.65,148.65,0.0,0.0,150.43,150.43,150.43,0.0,0.0
2019-01-13,153.18,153.18,153.18,0.0,0.0,154.87,154.87,154.87,0.0,0.0,153.18,153.18,153.18,0.0,0.0,154.47,154.47,154.47,0.0,0.0
2019-01-20,154.17,154.17,154.17,0.0,0.0,154.66,154.66,154.66,0.0,0.0,152.65,152.65,152.65,0.0,0.0,153.37,153.37,153.37,0.0,0.0
2019-01-27,158.41,158.41,158.41,0.0,0.0,159.33,159.33,159.33,0.0,0.0,157.39,157.39,157.39,0.0,0.0,158.04,158.04,158.04,0.0,0.0
2019-02-03,155.15,155.15,155.15,0.0,0.0,157.36,157.36,157.36,0.0,0.0,154.55,154.55,154.55,0.0,0.0,157.36,157.36,157.36,0.0,0.0
2019-02-10,162.11,162.11,162.11,0.0,0.0,163.28,163.28,163.28,0.0,0.0,161.27,161.27,161.27,0.0,0.0,162.66,162.66,162.66,0.0,0.0
2019-02-17,165.59,165.59,165.59,0.0,0.0,167.07,167.07,167.07,0.0,0.0,164.67,164.67,164.67,0.0,0.0,166.5,166.5,166.5,0.0,0.0
2019-02-24,167.52,167.52,167.52,0.0,0.0,168.71,168.71,168.71,0.0,0.0,164.47,164.47,164.47,0.0,0.0,167.54,167.54,167.54,0.0,0.0
2019-03-03,161.63,161.63,161.63,0.0,0.0,162.69,162.69,162.69,0.0,0.0,154.02,154.02,154.02,0.0,0.0,162.27,162.27,162.27,0.0,0.0
2019-03-10,169.62,169.62,169.62,0.0,0.0,171.11,171.11,171.11,0.0,0.0,169.2,169.2,169.2,0.0,0.0,170.16,170.16,170.16,0.0,0.0
2019-03-17,170.27,170.27,170.27,0.0,0.0,171.42,171.42,171.42,0.0,0.0,168.44,168.44,168.44,0.0,0.0,168.48,168.48,168.48,0.0,0.0
2019-03-24,170.42,170.42,170.42,0.0,0.0,171.13,171.13,171.13,0.0,0.0,169.5,169.5,169.5,0.0,0.0,171.13,171.13,171.13,0.0,0.0
2019-03-31,174.38,174.38,174.38,0.0,0.0,176.02,176.02,176.02,0.0,0.0,174.38,174.38,174.38,0.0,0.0,176.0,176.0,176.0,0.0,0.0
2019-04-07,175.95,175.95,175.95,0.0,0.0,175.95,175.95,175.95,0.0,0.0,174.65,174.65,174.65,0.0,0.0,174.82,174.82,174.82,0.0,0.0
2019-04-14,175.22,175.22,175.22,0.0,0.0,175.3,175.3,175.3,0.0,0.0,173.42,173.42,173.42,0.0,0.0,174.34,174.34,174.34,0.0,0.0
2019-04-21,173.1,173.1,173.1,0.0,0.0,174.1,174.1,174.1,0.0,0.0,172.31,172.31,172.31,0.0,0.0,173.23,173.23,173.23,0.0,0.0
2019-04-28,173.55,173.55,173.55,0.0,0.0,176.08,176.08,176.08,0.0,0.0,173.55,173.55,173.55,0.0,0.0,175.82,175.82,175.82,0.0,0.0
2019-05-05,167.34,167.34,167.34,0.0,0.0,170.45,170.45,170.45,0.0,0.0,165.33,165.33,165.33,0.0,0.0,168.97,168.97,168.97,0.0,0.0
2019-05-12,168.85,168.85,168.85,0.0,0.0,172.13,172.13,172.13,0.0,0.0,168.85,168.85,168.85,0.0,0.0,170.29,170.29,170.29,0.0,0.0
2019-05-19,169.31,169.31,169.31,0.0,0.0,171.0,171.0,171.0,0.0,0.0,169.18,169.18,169.18,0.0,0.0,170.41,170.41,170.41,0.0,0.0
2019-05-26,160.65,160.65,160.65,0.0,0.0,161.45,161.45,161.45,0.0,0.0,159.03,159.03,159.03,0.0,0.0,159.77,159.77,159.77,0.0,0.0
2019-06-02,173.38,173.38,173.38,0.0,0.0,175.58,175.58,175.58,0.0,0.0,173.22,173.22,173.22,0.0,0.0,173.86,173.86,173.86,0.0,0.0
2019-06-09,174.5,174.5,174.5,0.0,0.0,175.25,175.25,175.25,0.0,0.0,173.4,173.4,173.4,0.0,0.0,174.63,174.63,174.63,0.0,0.0
2019-06-16,179.94,179.94,179.94,0.0,0.0,183.0,183.0,183.0,0.0,0.0,179.94,179.94,179.94,0.0,0.0,182.12,182.12,182.12,0.0,0.0
2019-06-23,180.5,180.5,180.5,0.0,0.0,180.6,180.6,180.6,0.0,0.0,179.34,179.34,179.34,0.0,0.0,180.01,180.01,180.01,0.0,0.0
2019-06-30,183.25,183.25,183.25,0.0,0.0,184.0,184.0,184.0,0.0,0.0,181.22,181.22,181.22,0.0,0.0,183.69,183.69,183.69,0.0,0.0
2019-07-07,181.19,181.19,181.19,0.0,0.0,181.7,181.7,181.7,0.0,0.0,179.78,179.78,179.78,0.0,0.0,181.69,181.69,181.69,0.0,0.0
2019-07-14,181.68,181.68,181.68,0.0,0.0,182.73,182.73,182.73,0.0,0.0,181.0,181.0,181.0,0.0,0.0,181.08,181.08,181.08,0.0,0.0
2019-07-21,180.69,180.69,180.69,0.0,0.0,183.0,183.0,183.0,0.0,0.0,180.69,180.69,180.69,0.0,0.0,182.24,182.24,182.24,0.0,0.0
2019-07-28,172.71,172.71,172.71,0.0,0.0,173.2,173.2,173.2,0.0,0.0,171.01,171.01,171.01,0.0,0.0,172.23,172.23,172.23,0.0,0.0
2019-08-04,171.21,171.21,171.21,0.0,0.0,171.92,171.92,171.92,0.0,0.0,168.64,168.64,168.64,0.0,0.0,170.24,170.24,170.24,0.0,0.0
2019-08-11,165.71,165.71,165.71,0.0,0.0,167.59,167.59,167.59,0.0,0.0,164.08,164.08,164.08,0.0,0.0,166.98,166.98,166.98,0.0,0.0
2019-08-18,168.2,168.2,168.2,0.0,0.0,168.66,168.66,168.66,0.0,0.0,164.04,164.04,164.04,0.0,0.0,164.04,164.04,164.04,0.0,0.0
2019-08-25,172.94,172.94,172.94,0.0,0.0,173.0,173.0,173.0,0.0,0.0,170.0,170.0,170.0,0.0,0.0,171.55,171.55,171.55,0.0,0.0
2019-09-01,177.08,177.08,177.08,0.0,0.0,179.01,179.01,179.01,0.0,0.0,176.91,176.91,176.91,0.0,0.0,178.03,178.03,178.03,0.0,0.0
2019-09-08,184.62,184.62,184.62,0.0,0.0,185.09,185.09,185.09,0.0,0.0,183.64,183.64,183.64,0.0,0.0,184.07,184.07,184.07,0.0,0.0
2019-09-15,183.49,183.49,183.49,0.0,0.0,184.76,184.76,184.76,0.0,0.0,182.61,182.61,182.61,0.0,0.0,182.84,182.84,182.84,0.0,0.0
2019-09-22,174.31,174.31,174.31,0.0,0.0,183.4,183.4,183.4,0.0,0.0,174.31,174.31,174.31,0.0,0.0,181.87,181.87,181.87,0.0,0.0
2019-09-29,175.52,175.52,175.52,0.0,0.0,179.22,179.22,179.22,0.0,0.0,175.0,175.0,175.0,0.0,0.0,179.22,179.22,179.22,0.0,0.0
2019-10-06,181.71,181.71,181.71,0.0,0.0,184.39,184.39,184.39,0.0,0.0,181.71,181.71,181.71,0.0,0.0,182.44,182.44,182.44,0.0,0.0
2019-10-13,184.7,184.7,184.7,0.0,0.0,186.88,186.88,186.88,0.0,0.0,184.56,184.56,184.56,0.0,0.0,185.96,185.96,185.96,0.0,0.0
2019-10-20,188.08,188.08,188.08,0.0,0.0,189.95,189.95,189.95,0.0,0.0,187.64,187.64,187.64,0.0,0.0,189.51,189.51,189.51,0.0,0.0
2019-10-27,193.42,193.42,193.42,0.0,0.0,194.74,194.74,194.74,0.0,0.0,192.98,192.98,192.98,0.0,0.0,194.36,194.36,194.36,0.0,0.0
2019-11-03,195.72,195.72,195.72,0.0,0.0,196.95,196.95,196.95,0.0,0.0,194.49,194.49,194.49,0.0,0.0,196.95,196.95,196.95,0.0,0.0
2019-11-10,195.5,195.5,195.5,0.0,0.0,197.0,197.0,197.0,0.0,0.0,194.63,194.63,194.63,0.0,0.0,196.0,196.0,196.0,0.0,0.0
2019-11-17,194.91,194.91,194.91,0.0,0.0,196.3,196.3,196.3,0.0,0.0,194.35,194.35,194.35,0.0,0.0,194.49,194.49,194.49,0.0,0.0
2019-11-24,197.87,197.87,197.87,0.0,0.0,198.02,198.02,198.02,0.0,0.0,196.53,196.53,196.53,0.0,0.0,197.19,197.19,197.19,0.0,0.0
2019-12-01,199.74,199.74,199.74,0.0,0.0,200.29,200.29,200.29,0.0,0.0,199.06,199.06,199.06,0.0,0.0,199.3,199.3,199.3,0.0,0.0
2019-12-08,203.99,203.99,203.99,0.0,0.0,208.37,208.37,208.37,0.0,0.0,202.33,202.33,202.33,0.0,0.0,203.59,203.59,203.59,0.0,0.0
2019-12-15,207.42,207.42,207.42,0.0,0.0,208.93,208.93,208.93,0.0,0.0,192.5,192.5,192.5,0.0,0.0,208.42,208.42,208.42,0.0,0.0
2019-12-22,208.82,208.82,208.82,0.0,0.0,210.21,210.21,210.21,0.0,0.0,208.65,208.65,208.65,0.0,0.0,209.03,209.03,209.03,0.0,0.0
2019-12-29,204.77,204.77,204.77,0.0,0.0,208.1,208.1,208.1,0.0,0.0,204.77,204.77,204.77,0.0,0.0,206.05,206.05,206.05,0.0,0.0
