Date,Franklin Liberty Investment Grade Corporate_Open_average,Franklin Liberty Investment Grade Corporate_Open_max,Franklin Liberty Investment Grade Corporate_Open_min,Franklin Liberty Investment Grade Corporate_Open_volatility,Franklin Liberty Investment Grade Corporate_Open_change,Franklin Liberty Investment Grade Corporate_High_average,Franklin Liberty Investment Grade Corporate_High_max,Franklin Liberty Investment Grade Corporate_High_min,Franklin Liberty Investment Grade Corporate_High_volatility,Franklin Liberty Investment Grade Corporate_High_change,Franklin Liberty Investment Grade Corporate_Low_average,Franklin Liberty Investment Grade Corporate_Low_max,Franklin Liberty Investment Grade Corporate_Low_min,Franklin Liberty Investment Grade Corporate_Low_volatility,Franklin Liberty Investment Grade Corporate_Low_change,Franklin Liberty Investment Grade Corporate_Close_average,Franklin Liberty Investment Grade Corporate_Close_max,Franklin Liberty Investment Grade Corporate_Close_min,Franklin Liberty Investment Grade Corporate_Close_volatility,Franklin Liberty Investment Grade Corporate_Close_change
2018-03-25,23.92,23.92,23.92,0.0,0.0,23.92,23.92,23.92,0.0,0.0,23.92,23.92,23.92,0.0,0.0,23.92,23.92,23.92,0.0,0.0
2018-04-01,23.92,23.92,23.92,0.0,0.0,23.92,23.92,23.92,0.0,0.0,23.92,23.92,23.92,0.0,0.0,23.92,23.92,23.92,0.0,0.0
2018-04-08,24.0,24.0,24.0,0.0,0.0,24.05,24.05,24.05,0.0,0.0,23.97,23.97,23.97,0.0,0.0,24.01,24.01,24.01,0.0,0.0
2018-04-15,23.82,23.82,23.82,0.0,0.0,23.82,23.82,23.82,0.0,0.0,23.76,23.76,23.76,0.0,0.0,23.82,23.82,23.82,0.0,0.0
2018-04-22,23.68,23.68,23.68,0.0,0.0,23.68,23.68,23.68,0.0,0.0,23.68,23.68,23.68,0.0,0.0,23.68,23.68,23.68,0.0,0.0
2018-04-29,23.68,23.68,23.68,0.0,0.0,23.68,23.68,23.68,0.0,0.0,23.68,23.68,23.68,0.0,0.0,23.68,23.68,23.68,0.0,0.0
2018-05-06,23.69,23.69,23.69,0.0,0.0,23.69,23.69,23.69,0.0,0.0,23.69,23.69,23.69,0.0,0.0,23.69,23.69,23.69,0.0,0.0
2018-05-13,23.56,23.56,23.56,0.0,0.0,23.58,23.58,23.58,0.0,0.0,23.56,23.56,23.56,0.0,0.0,23.58,23.58,23.58,0.0,0.0
2018-05-20,23.67,23.67,23.67,0.0,0.0,23.7,23.7,23.7,0.0,0.0,23.65,23.65,23.65,0.0,0.0,23.7,23.7,23.7,0.0,0.0
2018-05-27,23.63,23.63,23.63,0.0,0.0,23.63,23.63,23.63,0.0,0.0,23.63,23.63,23.63,0.0,0.0,23.63,23.63,23.63,0.0,0.0
2018-06-03,23.52,23.52,23.52,0.0,0.0,23.58,23.58,23.58,0.0,0.0,23.52,23.52,23.52,0.0,0.0,23.54,23.54,23.54,0.0,0.0
2018-06-10,23.62,23.62,23.62,0.0,0.0,23.62,23.62,23.62,0.0,0.0,23.62,23.62,23.62,0.0,0.0,23.62,23.62,23.62,0.0,0.0
2018-06-17,23.49,23.49,23.49,0.0,0.0,23.49,23.49,23.49,0.0,0.0,23.49,23.49,23.49,0.0,0.0,23.49,23.49,23.49,0.0,0.0
2018-06-24,23.53,23.53,23.53,0.0,0.0,23.57,23.57,23.57,0.0,0.0,23.53,23.53,23.53,0.0,0.0,23.57,23.57,23.57,0.0,0.0
2018-07-01,23.68,23.68,23.68,0.0,0.0,23.68,23.68,23.68,0.0,0.0,23.68,23.68,23.68,0.0,0.0,23.68,23.68,23.68,0.0,0.0
2018-07-08,23.73,23.73,23.73,0.0,0.0,23.74,23.74,23.74,0.0,0.0,23.73,23.73,23.73,0.0,0.0,23.74,23.74,23.74,0.0,0.0
2018-07-15,23.71,23.71,23.71,0.0,0.0,23.73,23.73,23.73,0.0,0.0,23.71,23.71,23.71,0.0,0.0,23.73,23.73,23.73,0.0,0.0
2018-07-22,23.73,23.73,23.73,0.0,0.0,23.75,23.75,23.75,0.0,0.0,23.73,23.73,23.73,0.0,0.0,23.75,23.75,23.75,0.0,0.0
2018-07-29,23.73,23.73,23.73,0.0,0.0,23.73,23.73,23.73,0.0,0.0,23.71,23.71,23.71,0.0,0.0,23.71,23.71,23.71,0.0,0.0
2018-08-05,23.69,23.69,23.69,0.0,0.0,23.72,23.72,23.72,0.0,0.0,23.69,23.69,23.69,0.0,0.0,23.71,23.71,23.71,0.0,0.0
2018-08-12,23.82,23.82,23.82,0.0,0.0,23.82,23.82,23.82,0.0,0.0,23.82,23.82,23.82,0.0,0.0,23.82,23.82,23.82,0.0,0.0
2018-08-19,23.84,23.84,23.84,0.0,0.0,23.84,23.84,23.84,0.0,0.0,23.84,23.84,23.84,0.0,0.0,23.84,23.84,23.84,0.0,0.0
2018-08-26,23.81,23.81,23.81,0.0,0.0,23.81,23.81,23.81,0.0,0.0,23.79,23.79,23.79,0.0,0.0,23.79,23.79,23.79,0.0,0.0
2018-09-02,23.6,23.6,23.6,0.0,0.0,23.6,23.6,23.6,0.0,0.0,23.6,23.6,23.6,0.0,0.0,23.6,23.6,23.6,0.0,0.0
2018-09-09,23.55,23.55,23.55,0.0,0.0,23.55,23.55,23.55,0.0,0.0,23.55,23.55,23.55,0.0,0.0,23.55,23.55,23.55,0.0,0.0
2018-09-16,23.56,23.56,23.56,0.0,0.0,23.56,23.56,23.56,0.0,0.0,23.51,23.51,23.51,0.0,0.0,23.51,23.51,23.51,0.0,0.0
2018-09-23,23.54,23.54,23.54,0.0,0.0,23.54,23.54,23.54,0.0,0.0,23.54,23.54,23.54,0.0,0.0,23.54,23.54,23.54,0.0,0.0
2018-09-30,23.31,23.31,23.31,0.0,0.0,23.31,23.31,23.31,0.0,0.0,23.31,23.31,23.31,0.0,0.0,23.31,23.31,23.31,0.0,0.0
2018-10-07,23.3,23.3,23.3,0.0,0.0,23.3,23.3,23.3,0.0,0.0,23.3,23.3,23.3,0.0,0.0,23.3,23.3,23.3,0.0,0.0
2018-10-14,23.25,23.25,23.25,0.0,0.0,23.25,23.25,23.25,0.0,0.0,23.25,23.25,23.25,0.0,0.0,23.25,23.25,23.25,0.0,0.0
2018-10-21,23.22,23.22,23.22,0.0,0.0,23.22,23.22,23.22,0.0,0.0,23.2,23.2,23.2,0.0,0.0,23.21,23.21,23.21,0.0,0.0
2018-10-28,23.05,23.05,23.05,0.0,0.0,23.07,23.07,23.07,0.0,0.0,23.05,23.05,23.05,0.0,0.0,23.07,23.07,23.07,0.0,0.0
2018-11-04,23.07,23.07,23.07,0.0,0.0,23.08,23.08,23.08,0.0,0.0,23.06,23.06,23.06,0.0,0.0,23.06,23.06,23.06,0.0,0.0
2018-11-11,22.93,22.93,22.93,0.0,0.0,22.94,22.94,22.94,0.0,0.0,22.91,22.91,22.91,0.0,0.0,22.91,22.91,22.91,0.0,0.0
2018-11-18,23.0,23.0,23.0,0.0,0.0,23.0,23.0,23.0,0.0,0.0,22.93,22.93,22.93,0.0,0.0,22.99,22.99,22.99,0.0,0.0
2018-11-25,22.86,22.86,22.86,0.0,0.0,22.86,22.86,22.86,0.0,0.0,22.86,22.86,22.86,0.0,0.0,22.86,22.86,22.86,0.0,0.0
2018-12-02,23.05,23.05,23.05,0.0,0.0,23.05,23.05,23.05,0.0,0.0,23.02,23.02,23.02,0.0,0.0,23.03,23.03,23.03,0.0,0.0
2018-12-09,23.16,23.16,23.16,0.0,0.0,23.2,23.2,23.2,0.0,0.0,23.16,23.16,23.16,0.0,0.0,23.18,23.18,23.18,0.0,0.0
2018-12-16,23.14,23.14,23.14,0.0,0.0,23.14,23.14,23.14,0.0,0.0,23.09,23.09,23.09,0.0,0.0,23.09,23.09,23.09,0.0,0.0
2018-12-23,23.13,23.13,23.13,0.0,0.0,23.13,23.13,23.13,0.0,0.0,23.13,23.13,23.13,0.0,0.0,23.13,23.13,23.13,0.0,0.0
2018-12-30,23.21,23.21,23.21,0.0,0.0,23.21,23.21,23.21,0.0,0.0,23.18,23.18,23.18,0.0,0.0,23.18,23.18,23.18,0.0,0.0
2019-01-06,23.28,23.28,23.28,0.0,0.0,23.28,23.28,23.28,0.0,0.0,23.26,23.26,23.26,0.0,0.0,23.26,23.26,23.26,0.0,0.0
2019-01-13,23.35,23.35,23.35,0.0,0.0,23.39,23.39,23.39,0.0,0.0,23.35,23.35,23.35,0.0,0.0,23.38,23.38,23.38,0.0,0.0
2019-01-20,23.49,23.49,23.49,0.0,0.0,23.56,23.56,23.56,0.0,0.0,23.48,23.48,23.48,0.0,0.0,23.52,23.52,23.52,0.0,0.0
2019-01-27,23.66,23.66,23.66,0.0,0.0,23.66,23.66,23.66,0.0,0.0,23.63,23.63,23.63,0.0,0.0,23.63,23.63,23.63,0.0,0.0
2019-02-03,23.66,23.66,23.66,0.0,0.0,23.66,23.66,23.66,0.0,0.0,23.66,23.66,23.66,0.0,0.0,23.66,23.66,23.66,0.0,0.0
2019-02-10,23.71,23.71,23.71,0.0,0.0,23.71,23.71,23.71,0.0,0.0,23.71,23.71,23.71,0.0,0.0,23.71,23.71,23.71,0.0,0.0
2019-02-17,23.71,23.71,23.71,0.0,0.0,23.71,23.71,23.71,0.0,0.0,23.71,23.71,23.71,0.0,0.0,23.71,23.71,23.71,0.0,0.0
2019-02-24,23.64,23.64,23.64,0.0,0.0,23.64,23.64,23.64,0.0,0.0,23.64,23.64,23.64,0.0,0.0,23.64,23.64,23.64,0.0,0.0
2019-03-03,23.71,23.71,23.71,0.0,0.0,23.74,23.74,23.74,0.0,0.0,23.71,23.71,23.71,0.0,0.0,23.74,23.74,23.74,0.0,0.0
2019-03-10,23.84,23.84,23.84,0.0,0.0,23.84,23.84,23.84,0.0,0.0,23.84,23.84,23.84,0.0,0.0,23.84,23.84,23.84,0.0,0.0
2019-03-17,24.08,24.08,24.08,0.0,0.0,24.15,24.15,24.15,0.0,0.0,24.08,24.08,24.08,0.0,0.0,24.12,24.12,24.12,0.0,0.0
2019-03-24,24.04,24.04,24.04,0.0,0.0,24.04,24.04,24.04,0.0,0.0,24.04,24.04,24.04,0.0,0.0,24.04,24.04,24.04,0.0,0.0
2019-03-31,24.04,24.04,24.04,0.0,0.0,24.04,24.04,24.04,0.0,0.0,24.04,24.04,24.04,0.0,0.0,24.04,24.04,24.04,0.0,0.0
2019-04-07,24.14,24.14,24.14,0.0,0.0,24.2,24.2,24.2,0.0,0.0,24.14,24.14,24.14,0.0,0.0,24.19,24.19,24.19,0.0,0.0
2019-04-14,24.11,24.11,24.11,0.0,0.0,24.11,24.11,24.11,0.0,0.0,24.09,24.09,24.09,0.0,0.0,24.09,24.09,24.09,0.0,0.0
2019-04-21,24.27,24.27,24.27,0.0,0.0,24.27,24.27,24.27,0.0,0.0,24.22,24.22,24.22,0.0,0.0,24.22,24.22,24.22,0.0,0.0
2019-04-28,24.16,24.16,24.16,0.0,0.0,24.26,24.26,24.26,0.0,0.0,24.16,24.16,24.16,0.0,0.0,24.21,24.21,24.21,0.0,0.0
2019-05-05,24.25,24.25,24.25,0.0,0.0,24.26,24.26,24.26,0.0,0.0,24.22,24.22,24.22,0.0,0.0,24.22,24.22,24.22,0.0,0.0
2019-05-12,24.25,24.25,24.25,0.0,0.0,24.25,24.25,24.25,0.0,0.0,24.24,24.24,24.24,0.0,0.0,24.24,24.24,24.24,0.0,0.0
2019-05-19,24.33,24.33,24.33,0.0,0.0,24.33,24.33,24.33,0.0,0.0,24.33,24.33,24.33,0.0,0.0,24.33,24.33,24.33,0.0,0.0
2019-05-26,24.53,24.53,24.53,0.0,0.0,24.56,24.56,24.56,0.0,0.0,24.5,24.5,24.5,0.0,0.0,24.54,24.54,24.54,0.0,0.0
2019-06-02,24.6,24.6,24.6,0.0,0.0,24.6,24.6,24.6,0.0,0.0,24.53,24.53,24.53,0.0,0.0,24.54,24.54,24.54,0.0,0.0
2019-06-09,24.65,24.65,24.65,0.0,0.0,24.68,24.68,24.68,0.0,0.0,24.65,24.65,24.65,0.0,0.0,24.68,24.68,24.68,0.0,0.0
2019-06-16,25.0,25.0,25.0,0.0,0.0,25.01,25.01,25.01,0.0,0.0,24.99,24.99,24.99,0.0,0.0,25.01,25.01,25.01,0.0,0.0
2019-06-23,25.02,25.02,25.02,0.0,0.0,25.06,25.06,25.06,0.0,0.0,25.02,25.02,25.02,0.0,0.0,25.05,25.05,25.05,0.0,0.0
2019-06-30,25.04,25.04,25.04,0.0,0.0,25.07,25.07,25.07,0.0,0.0,25.0,25.0,25.0,0.0,0.0,25.03,25.03,25.03,0.0,0.0
2019-07-07,24.95,24.95,24.95,0.0,0.0,24.98,24.98,24.98,0.0,0.0,24.95,24.95,24.95,0.0,0.0,24.96,24.96,24.96,0.0,0.0
2019-07-14,25.09,25.09,25.09,0.0,0.0,25.11,25.11,25.11,0.0,0.0,25.09,25.09,25.09,0.0,0.0,25.11,25.11,25.11,0.0,0.0
2019-07-21,25.17,25.17,25.17,0.0,0.0,25.17,25.17,25.17,0.0,0.0,25.12,25.12,25.12,0.0,0.0,25.12,25.12,25.12,0.0,0.0
2019-07-28,25.35,25.35,25.35,0.0,0.0,25.39,25.39,25.39,0.0,0.0,25.34,25.34,25.34,0.0,0.0,25.34,25.34,25.34,0.0,0.0
2019-08-04,25.48,25.48,25.48,0.0,0.0,25.56,25.56,25.56,0.0,0.0,25.48,25.48,25.48,0.0,0.0,25.54,25.54,25.54,0.0,0.0
2019-08-11,25.65,25.65,25.65,0.0,0.0,25.65,25.65,25.65,0.0,0.0,25.57,25.57,25.57,0.0,0.0,25.62,25.62,25.62,0.0,0.0
2019-08-18,25.82,25.82,25.82,0.0,0.0,25.83,25.83,25.83,0.0,0.0,25.77,25.77,25.77,0.0,0.0,25.77,25.77,25.77,0.0,0.0
2019-08-25,25.77,25.77,25.77,0.0,0.0,25.78,25.78,25.78,0.0,0.0,25.72,25.72,25.72,0.0,0.0,25.78,25.78,25.78,0.0,0.0
2019-09-01,25.58,25.58,25.58,0.0,0.0,25.65,25.65,25.65,0.0,0.0,25.58,25.58,25.58,0.0,0.0,25.59,25.59,25.59,0.0,0.0
2019-09-08,25.3,25.3,25.3,0.0,0.0,25.3,25.3,25.3,0.0,0.0,25.3,25.3,25.3,0.0,0.0,25.3,25.3,25.3,0.0,0.0
2019-09-15,25.61,25.61,25.61,0.0,0.0,25.65,25.65,25.65,0.0,0.0,25.61,25.61,25.61,0.0,0.0,25.64,25.64,25.64,0.0,0.0
2019-09-22,25.56,25.56,25.56,0.0,0.0,25.62,25.62,25.62,0.0,0.0,25.54,25.54,25.54,0.0,0.0,25.61,25.61,25.61,0.0,0.0
2019-09-29,25.78,25.78,25.78,0.0,0.0,25.78,25.78,25.78,0.0,0.0,25.73,25.73,25.73,0.0,0.0,25.73,25.73,25.73,0.0,0.0
2019-10-06,25.52,25.52,25.52,0.0,0.0,25.59,25.59,25.59,0.0,0.0,25.52,25.52,25.52,0.0,0.0,25.53,25.53,25.53,0.0,0.0
2019-10-13,25.52,25.52,25.52,0.0,0.0,25.55,25.55,25.55,0.0,0.0,25.51,25.51,25.51,0.0,0.0,25.52,25.52,25.52,0.0,0.0
2019-10-20,25.48,25.48,25.48,0.0,0.0,25.55,25.55,25.55,0.0,0.0,25.48,25.48,25.48,0.0,0.0,25.52,25.52,25.52,0.0,0.0
2019-10-27,25.56,25.56,25.56,0.0,0.0,25.69,25.69,25.69,0.0,0.0,25.52,25.52,25.52,0.0,0.0,25.55,25.55,25.55,0.0,0.0
2019-11-03,25.37,25.37,25.37,0.0,0.0,25.38,25.38,25.38,0.0,0.0,25.36,25.36,25.36,0.0,0.0,25.36,25.36,25.36,0.0,0.0
2019-11-10,25.6,25.6,25.6,0.0,0.0,25.62,25.62,25.62,0.0,0.0,25.54,25.54,25.54,0.0,0.0,25.6,25.6,25.6,0.0,0.0
2019-11-17,25.7,25.7,25.7,0.0,0.0,25.73,25.73,25.73,0.0,0.0,25.69,25.69,25.69,0.0,0.0,25.7,25.7,25.7,0.0,0.0
2019-11-24,25.59,25.59,25.59,0.0,0.0,25.63,25.63,25.63,0.0,0.0,25.58,25.58,25.58,0.0,0.0,25.63,25.63,25.63,0.0,0.0
2019-12-01,25.69,25.69,25.69,0.0,0.0,25.73,25.73,25.73,0.0,0.0,25.67,25.67,25.67,0.0,0.0,25.72,25.72,25.72,0.0,0.0
2019-12-08,25.8,25.8,25.8,0.0,0.0,25.8,25.8,25.8,0.0,0.0,25.74,25.74,25.74,0.0,0.0,25.77,25.77,25.77,0.0,0.0
2019-12-15,25.76,25.76,25.76,0.0,0.0,25.77,25.77,25.77,0.0,0.0,25.71,25.71,25.71,0.0,0.0,25.77,25.77,25.77,0.0,0.0
2019-12-22,25.67,25.67,25.67,0.0,0.0,25.75,25.75,25.75,0.0,0.0,25.66,25.66,25.66,0.0,0.0,25.75,25.75,25.75,0.0,0.0
2019-12-29,25.69,25.69,25.69,0.0,0.0,25.82,25.82,25.82,0.0,0.0,25.69,25.69,25.69,0.0,0.0,25.8,25.8,25.8,0.0,0.0
