Date,iShares Currency Hedged MSCI Australia_Open_average,iShares Currency Hedged MSCI Australia_Open_max,iShares Currency Hedged MSCI Australia_Open_min,iShares Currency Hedged MSCI Australia_Open_volatility,iShares Currency Hedged MSCI Australia_Open_change,iShares Currency Hedged MSCI Australia_High_average,iShares Currency Hedged MSCI Australia_High_max,iShares Currency Hedged MSCI Australia_High_min,iShares Currency Hedged MSCI Australia_High_volatility,iShares Currency Hedged MSCI Australia_High_change,iShares Currency Hedged MSCI Australia_Low_average,iShares Currency Hedged MSCI Australia_Low_max,iShares Currency Hedged MSCI Australia_Low_min,iShares Currency Hedged MSCI Australia_Low_volatility,iShares Currency Hedged MSCI Australia_Low_change,iShares Currency Hedged MSCI Australia_Close_average,iShares Currency Hedged MSCI Australia_Close_max,iShares Currency Hedged MSCI Australia_Close_min,iShares Currency Hedged MSCI Australia_Close_volatility,iShares Currency Hedged MSCI Australia_Close_change
2018-01-14,23.79,23.79,23.79,0.0,0.0,23.79,23.79,23.79,0.0,0.0,23.79,23.79,23.79,0.0,0.0,23.79,23.79,23.79,0.0,0.0
2018-01-21,23.9,23.9,23.9,0.0,0.0,23.9,23.9,23.9,0.0,0.0,23.9,23.9,23.9,0.0,0.0,23.9,23.9,23.9,0.0,0.0
2018-01-28,23.83,23.83,23.83,0.0,0.0,23.83,23.83,23.83,0.0,0.0,23.71,23.71,23.71,0.0,0.0,23.72,23.72,23.72,0.0,0.0
2018-02-04,23.07,23.07,23.07,0.0,0.0,23.07,23.07,23.07,0.0,0.0,23.07,23.07,23.07,0.0,0.0,23.07,23.07,23.07,0.0,0.0
2018-02-11,23.41,23.41,23.41,0.0,0.0,23.41,23.41,23.41,0.0,0.0,23.41,23.41,23.41,0.0,0.0,23.41,23.41,23.41,0.0,0.0
2018-02-18,23.89,23.89,23.89,0.0,0.0,23.89,23.89,23.89,0.0,0.0,23.89,23.89,23.89,0.0,0.0,23.89,23.89,23.89,0.0,0.0
2018-02-25,23.71,23.71,23.71,0.0,0.0,23.71,23.71,23.71,0.0,0.0,23.71,23.71,23.71,0.0,0.0,23.71,23.71,23.71,0.0,0.0
2018-03-04,23.85,23.85,23.85,0.0,0.0,23.85,23.85,23.85,0.0,0.0,23.85,23.85,23.85,0.0,0.0,23.85,23.85,23.85,0.0,0.0
2018-03-11,23.41,23.41,23.41,0.0,0.0,23.6,23.6,23.6,0.0,0.0,23.4,23.4,23.4,0.0,0.0,23.6,23.6,23.6,0.0,0.0
2018-03-18,23.16,23.16,23.16,0.0,0.0,23.16,23.16,23.16,0.0,0.0,23.16,23.16,23.16,0.0,0.0,23.16,23.16,23.16,0.0,0.0
2018-03-25,22.77,22.77,22.77,0.0,0.0,22.77,22.77,22.77,0.0,0.0,22.77,22.77,22.77,0.0,0.0,22.77,22.77,22.77,0.0,0.0
2018-04-01,23.1,23.1,23.1,0.0,0.0,23.1,23.1,23.1,0.0,0.0,22.99,22.99,22.99,0.0,0.0,22.99,22.99,22.99,0.0,0.0
2018-04-08,23.29,23.29,23.29,0.0,0.0,23.29,23.29,23.29,0.0,0.0,23.29,23.29,23.29,0.0,0.0,23.29,23.29,23.29,0.0,0.0
2018-04-15,23.39,23.39,23.39,0.0,0.0,23.39,23.39,23.39,0.0,0.0,23.39,23.39,23.39,0.0,0.0,23.39,23.39,23.39,0.0,0.0
2018-04-22,23.91,23.91,23.91,0.0,0.0,23.91,23.91,23.91,0.0,0.0,23.91,23.91,23.91,0.0,0.0,23.91,23.91,23.91,0.0,0.0
2018-04-29,23.95,23.95,23.95,0.0,0.0,23.95,23.95,23.95,0.0,0.0,23.9,23.9,23.9,0.0,0.0,23.91,23.91,23.91,0.0,0.0
2018-05-06,24.38,24.38,24.38,0.0,0.0,24.38,24.38,24.38,0.0,0.0,24.38,24.38,24.38,0.0,0.0,24.38,24.38,24.38,0.0,0.0
2018-05-13,24.51,24.51,24.51,0.0,0.0,24.52,24.52,24.52,0.0,0.0,24.37,24.37,24.37,0.0,0.0,24.37,24.37,24.37,0.0,0.0
2018-05-20,24.08,24.08,24.08,0.0,0.0,24.08,24.08,24.08,0.0,0.0,24.04,24.04,24.04,0.0,0.0,24.08,24.08,24.08,0.0,0.0
2018-05-27,24.04,24.04,24.04,0.0,0.0,24.11,24.11,24.11,0.0,0.0,24.04,24.04,24.04,0.0,0.0,24.08,24.08,24.08,0.0,0.0
2018-06-03,24.03,24.03,24.03,0.0,0.0,24.09,24.09,24.09,0.0,0.0,24.03,24.03,24.03,0.0,0.0,24.09,24.09,24.09,0.0,0.0
2018-06-10,24.66,24.66,24.66,0.0,0.0,24.66,24.66,24.66,0.0,0.0,24.66,24.66,24.66,0.0,0.0,24.66,24.66,24.66,0.0,0.0
2018-06-17,24.49,24.49,24.49,0.0,0.0,24.54,24.54,24.54,0.0,0.0,24.49,24.49,24.49,0.0,0.0,24.54,24.54,24.54,0.0,0.0
2018-06-24,24.6,24.6,24.6,0.0,0.0,24.6,24.6,24.6,0.0,0.0,24.6,24.6,24.6,0.0,0.0,24.6,24.6,24.6,0.0,0.0
2018-07-01,24.7,24.7,24.7,0.0,0.0,24.7,24.7,24.7,0.0,0.0,24.7,24.7,24.7,0.0,0.0,24.7,24.7,24.7,0.0,0.0
2018-07-08,24.73,24.73,24.73,0.0,0.0,24.78,24.78,24.78,0.0,0.0,24.66,24.66,24.66,0.0,0.0,24.78,24.78,24.78,0.0,0.0
2018-07-15,24.83,24.83,24.83,0.0,0.0,24.83,24.83,24.83,0.0,0.0,24.83,24.83,24.83,0.0,0.0,24.83,24.83,24.83,0.0,0.0
2018-07-22,24.6,24.6,24.6,0.0,0.0,24.72,24.72,24.72,0.0,0.0,24.6,24.6,24.6,0.0,0.0,24.72,24.72,24.72,0.0,0.0
2018-07-29,24.75,24.75,24.75,0.0,0.0,24.75,24.75,24.75,0.0,0.0,24.73,24.73,24.73,0.0,0.0,24.73,24.73,24.73,0.0,0.0
2018-08-05,24.99,24.99,24.99,0.0,0.0,24.99,24.99,24.99,0.0,0.0,24.99,24.99,24.99,0.0,0.0,24.99,24.99,24.99,0.0,0.0
2018-08-12,25.31,25.31,25.31,0.0,0.0,25.31,25.31,25.31,0.0,0.0,25.31,25.31,25.31,0.0,0.0,25.31,25.31,25.31,0.0,0.0
2018-08-19,24.79,24.79,24.79,0.0,0.0,24.79,24.79,24.79,0.0,0.0,24.79,24.79,24.79,0.0,0.0,24.79,24.79,24.79,0.0,0.0
2018-08-26,24.53,24.53,24.53,0.0,0.0,24.53,24.53,24.53,0.0,0.0,24.53,24.53,24.53,0.0,0.0,24.53,24.53,24.53,0.0,0.0
2018-09-02,24.48,24.48,24.48,0.0,0.0,24.48,24.48,24.48,0.0,0.0,24.46,24.46,24.46,0.0,0.0,24.46,24.46,24.46,0.0,0.0
2018-09-09,24.59,24.59,24.59,0.0,0.0,24.66,24.66,24.66,0.0,0.0,24.59,24.59,24.59,0.0,0.0,24.66,24.66,24.66,0.0,0.0
2018-09-16,24.79,24.79,24.79,0.0,0.0,24.89,24.89,24.89,0.0,0.0,24.69,24.69,24.69,0.0,0.0,24.89,24.89,24.89,0.0,0.0
2018-09-23,23.81,23.81,23.81,0.0,0.0,23.81,23.81,23.81,0.0,0.0,23.81,23.81,23.81,0.0,0.0,23.81,23.81,23.81,0.0,0.0
2018-09-30,23.26,23.26,23.26,0.0,0.0,23.26,23.26,23.26,0.0,0.0,23.26,23.26,23.26,0.0,0.0,23.26,23.26,23.26,0.0,0.0
2018-10-07,23.73,23.73,23.73,0.0,0.0,23.73,23.73,23.73,0.0,0.0,23.7,23.7,23.7,0.0,0.0,23.7,23.7,23.7,0.0,0.0
2018-10-14,22.96,22.96,22.96,0.0,0.0,22.96,22.96,22.96,0.0,0.0,22.96,22.96,22.96,0.0,0.0,22.96,22.96,22.96,0.0,0.0
2018-10-21,22.68,22.68,22.68,0.0,0.0,22.68,22.68,22.68,0.0,0.0,22.68,22.68,22.68,0.0,0.0,22.68,22.68,22.68,0.0,0.0
2018-10-28,22.82,22.82,22.82,0.0,0.0,22.82,22.82,22.82,0.0,0.0,22.82,22.82,22.82,0.0,0.0,22.82,22.82,22.82,0.0,0.0
2018-11-04,22.94,22.94,22.94,0.0,0.0,22.94,22.94,22.94,0.0,0.0,22.94,22.94,22.94,0.0,0.0,22.94,22.94,22.94,0.0,0.0
2018-11-11,23.2,23.2,23.2,0.0,0.0,23.2,23.2,23.2,0.0,0.0,23.2,23.2,23.2,0.0,0.0,23.2,23.2,23.2,0.0,0.0
2018-11-18,22.91,22.91,22.91,0.0,0.0,22.91,22.91,22.91,0.0,0.0,22.91,22.91,22.91,0.0,0.0,22.91,22.91,22.91,0.0,0.0
2018-11-25,22.71,22.71,22.71,0.0,0.0,22.71,22.71,22.71,0.0,0.0,22.71,22.71,22.71,0.0,0.0,22.71,22.71,22.71,0.0,0.0
2018-12-02,22.22,22.22,22.22,0.0,0.0,22.49,22.49,22.49,0.0,0.0,22.22,22.22,22.22,0.0,0.0,22.49,22.49,22.49,0.0,0.0
2018-12-09,22.48,22.48,22.48,0.0,0.0,22.48,22.48,22.48,0.0,0.0,22.48,22.48,22.48,0.0,0.0,22.48,22.48,22.48,0.0,0.0
2018-12-16,21.93,21.93,21.93,0.0,0.0,21.93,21.93,21.93,0.0,0.0,21.93,21.93,21.93,0.0,0.0,21.93,21.93,21.93,0.0,0.0
2018-12-23,21.94,21.94,21.94,0.0,0.0,22.0,22.0,22.0,0.0,0.0,21.94,21.94,21.94,0.0,0.0,22.0,22.0,22.0,0.0,0.0
2018-12-30,22.32,22.32,22.32,0.0,0.0,22.32,22.32,22.32,0.0,0.0,22.27,22.27,22.27,0.0,0.0,22.28,22.28,22.28,0.0,0.0
2019-01-06,22.66,22.66,22.66,0.0,0.0,22.66,22.66,22.66,0.0,0.0,22.65,22.65,22.65,0.0,0.0,22.65,22.65,22.65,0.0,0.0
2019-01-13,23.16,23.16,23.16,0.0,0.0,23.16,23.16,23.16,0.0,0.0,23.13,23.13,23.13,0.0,0.0,23.13,23.13,23.13,0.0,0.0
2019-01-20,22.91,22.91,22.91,0.0,0.0,22.91,22.91,22.91,0.0,0.0,22.91,22.91,22.91,0.0,0.0,22.91,22.91,22.91,0.0,0.0
2019-01-27,23.14,23.14,23.14,0.0,0.0,23.14,23.14,23.14,0.0,0.0,23.14,23.14,23.14,0.0,0.0,23.14,23.14,23.14,0.0,0.0
2019-02-03,23.7,23.7,23.7,0.0,0.0,23.7,23.7,23.7,0.0,0.0,23.7,23.7,23.7,0.0,0.0,23.7,23.7,23.7,0.0,0.0
2019-02-10,23.82,23.82,23.82,0.0,0.0,23.82,23.82,23.82,0.0,0.0,23.82,23.82,23.82,0.0,0.0,23.82,23.82,23.82,0.0,0.0
2019-02-17,24.14,24.14,24.14,0.0,0.0,24.18,24.18,24.18,0.0,0.0,24.11,24.11,24.11,0.0,0.0,24.11,24.11,24.11,0.0,0.0
2019-02-24,24.48,24.48,24.48,0.0,0.0,24.48,24.48,24.48,0.0,0.0,24.37,24.37,24.37,0.0,0.0,24.37,24.37,24.37,0.0,0.0
2019-03-03,24.52,24.52,24.52,0.0,0.0,24.52,24.52,24.52,0.0,0.0,24.52,24.52,24.52,0.0,0.0,24.52,24.52,24.52,0.0,0.0
2019-03-10,24.5,24.5,24.5,0.0,0.0,24.5,24.5,24.5,0.0,0.0,24.5,24.5,24.5,0.0,0.0,24.5,24.5,24.5,0.0,0.0
2019-03-17,24.2,24.2,24.2,0.0,0.0,24.2,24.2,24.2,0.0,0.0,24.2,24.2,24.2,0.0,0.0,24.2,24.2,24.2,0.0,0.0
2019-03-24,24.46,24.46,24.46,0.0,0.0,24.53,24.53,24.53,0.0,0.0,24.45,24.45,24.45,0.0,0.0,24.53,24.53,24.53,0.0,0.0
2019-03-31,24.43,24.43,24.43,0.0,0.0,24.43,24.43,24.43,0.0,0.0,24.43,24.43,24.43,0.0,0.0,24.43,24.43,24.43,0.0,0.0
2019-04-07,24.48,24.48,24.48,0.0,0.0,24.48,24.48,24.48,0.0,0.0,24.48,24.48,24.48,0.0,0.0,24.48,24.48,24.48,0.0,0.0
2019-04-14,24.66,24.66,24.66,0.0,0.0,24.72,24.72,24.72,0.0,0.0,24.66,24.66,24.66,0.0,0.0,24.72,24.72,24.72,0.0,0.0
2019-04-21,25.07,25.07,25.07,0.0,0.0,25.07,25.07,25.07,0.0,0.0,25.07,25.07,25.07,0.0,0.0,25.07,25.07,25.07,0.0,0.0
2019-04-28,24.95,24.95,24.95,0.0,0.0,25.0,25.0,25.0,0.0,0.0,24.95,24.95,24.95,0.0,0.0,25.0,25.0,25.0,0.0,0.0
2019-05-05,24.81,24.81,24.81,0.0,0.0,24.81,24.81,24.81,0.0,0.0,24.81,24.81,24.81,0.0,0.0,24.81,24.81,24.81,0.0,0.0
2019-05-12,25.74,25.74,25.74,0.0,0.0,25.74,25.74,25.74,0.0,0.0,25.7,25.7,25.7,0.0,0.0,25.7,25.7,25.7,0.0,0.0
2019-05-19,25.76,25.76,25.76,0.0,0.0,25.76,25.76,25.76,0.0,0.0,25.74,25.74,25.74,0.0,0.0,25.74,25.74,25.74,0.0,0.0
2019-05-26,25.2,25.2,25.2,0.0,0.0,25.2,25.2,25.2,0.0,0.0,25.2,25.2,25.2,0.0,0.0,25.2,25.2,25.2,0.0,0.0
2019-06-02,26.08,26.08,26.08,0.0,0.0,26.08,26.08,26.08,0.0,0.0,26.03,26.03,26.03,0.0,0.0,26.03,26.03,26.03,0.0,0.0
2019-06-09,26.14,26.14,26.14,0.0,0.0,26.14,26.14,26.14,0.0,0.0,26.14,26.14,26.14,0.0,0.0,26.14,26.14,26.14,0.0,0.0
2019-06-16,26.64,26.64,26.64,0.0,0.0,26.64,26.64,26.64,0.0,0.0,26.61,26.61,26.61,0.0,0.0,26.61,26.61,26.61,0.0,0.0
2019-06-23,26.78,26.78,26.78,0.0,0.0,26.78,26.78,26.78,0.0,0.0,26.71,26.71,26.71,0.0,0.0,26.71,26.71,26.71,0.0,0.0
2019-06-30,26.27,26.27,26.27,0.0,0.0,26.27,26.27,26.27,0.0,0.0,26.13,26.13,26.13,0.0,0.0,26.21,26.21,26.21,0.0,0.0
2019-07-07,26.14,26.14,26.14,0.0,0.0,26.14,26.14,26.14,0.0,0.0,26.09,26.09,26.09,0.0,0.0,26.09,26.09,26.09,0.0,0.0
2019-07-14,26.22,26.22,26.22,0.0,0.0,26.22,26.22,26.22,0.0,0.0,26.22,26.22,26.22,0.0,0.0,26.22,26.22,26.22,0.0,0.0
2019-07-21,26.84,26.84,26.84,0.0,0.0,26.84,26.84,26.84,0.0,0.0,26.82,26.82,26.82,0.0,0.0,26.82,26.82,26.82,0.0,0.0
2019-07-28,26.0,26.0,26.0,0.0,0.0,26.0,26.0,26.0,0.0,0.0,25.66,25.66,25.66,0.0,0.0,25.66,25.66,25.66,0.0,0.0
2019-08-04,25.64,25.64,25.64,0.0,0.0,25.64,25.64,25.64,0.0,0.0,25.64,25.64,25.64,0.0,0.0,25.64,25.64,25.64,0.0,0.0
2019-08-11,25.6,25.6,25.6,0.0,0.0,25.6,25.6,25.6,0.0,0.0,25.6,25.6,25.6,0.0,0.0,25.6,25.6,25.6,0.0,0.0
2019-08-18,25.46,25.46,25.46,0.0,0.0,25.46,25.46,25.46,0.0,0.0,25.46,25.46,25.46,0.0,0.0,25.46,25.46,25.46,0.0,0.0
2019-08-25,26.05,26.05,26.05,0.0,0.0,26.14,26.14,26.14,0.0,0.0,26.05,26.05,26.05,0.0,0.0,26.14,26.14,26.14,0.0,0.0
2019-09-01,26.41,26.41,26.41,0.0,0.0,26.42,26.42,26.42,0.0,0.0,26.41,26.41,26.41,0.0,0.0,26.42,26.42,26.42,0.0,0.0
2019-09-08,26.72,26.72,26.72,0.0,0.0,26.72,26.72,26.72,0.0,0.0,26.64,26.64,26.64,0.0,0.0,26.64,26.64,26.64,0.0,0.0
2019-09-15,26.92,26.92,26.92,0.0,0.0,26.94,26.94,26.94,0.0,0.0,26.9,26.9,26.9,0.0,0.0,26.94,26.94,26.94,0.0,0.0
2019-09-22,26.84,26.84,26.84,0.0,0.0,26.85,26.85,26.85,0.0,0.0,26.84,26.84,26.84,0.0,0.0,26.85,26.85,26.85,0.0,0.0
2019-09-29,26.39,26.39,26.39,0.0,0.0,26.4,26.4,26.4,0.0,0.0,26.36,26.36,26.36,0.0,0.0,26.36,26.36,26.36,0.0,0.0
2019-10-06,26.59,26.59,26.59,0.0,0.0,26.59,26.59,26.59,0.0,0.0,26.51,26.51,26.51,0.0,0.0,26.51,26.51,26.51,0.0,0.0
2019-10-13,26.73,26.73,26.73,0.0,0.0,26.77,26.77,26.77,0.0,0.0,26.73,26.73,26.73,0.0,0.0,26.77,26.77,26.77,0.0,0.0
2019-10-20,27.23,27.23,27.23,0.0,0.0,27.23,27.23,27.23,0.0,0.0,27.23,27.23,27.23,0.0,0.0,27.23,27.23,27.23,0.0,0.0
2019-10-27,26.95,26.95,26.95,0.0,0.0,26.95,26.95,26.95,0.0,0.0,26.94,26.94,26.94,0.0,0.0,26.94,26.94,26.94,0.0,0.0
2019-11-03,27.35,27.35,27.35,0.0,0.0,27.35,27.35,27.35,0.0,0.0,27.34,27.34,27.34,0.0,0.0,27.34,27.34,27.34,0.0,0.0
2019-11-10,27.34,27.34,27.34,0.0,0.0,27.36,27.36,27.36,0.0,0.0,27.25,27.25,27.25,0.0,0.0,27.36,27.36,27.36,0.0,0.0
2019-11-17,27.29,27.29,27.29,0.0,0.0,27.29,27.29,27.29,0.0,0.0,27.29,27.29,27.29,0.0,0.0,27.29,27.29,27.29,0.0,0.0
2019-11-24,27.21,27.21,27.21,0.0,0.0,27.27,27.27,27.27,0.0,0.0,27.19,27.19,27.19,0.0,0.0,27.27,27.27,27.27,0.0,0.0
2019-12-01,27.08,27.08,27.08,0.0,0.0,27.08,27.08,27.08,0.0,0.0,27.07,27.07,27.07,0.0,0.0,27.07,27.07,27.07,0.0,0.0
2019-12-08,27.69,27.69,27.69,0.0,0.0,27.69,27.69,27.69,0.0,0.0,27.66,27.66,27.66,0.0,0.0,27.66,27.66,27.66,0.0,0.0
2019-12-15,27.26,27.26,27.26,0.0,0.0,27.29,27.29,27.29,0.0,0.0,27.26,27.26,27.26,0.0,0.0,27.27,27.27,27.27,0.0,0.0
2019-12-22,26.32,26.32,26.32,0.0,0.0,26.57,26.57,26.57,0.0,0.0,26.32,26.32,26.32,0.0,0.0,26.54,26.54,26.54,0.0,0.0
2019-12-29,26.5,26.5,26.5,0.0,0.0,26.5,26.5,26.5,0.0,0.0,26.43,26.43,26.43,0.0,0.0,26.43,26.43,26.43,0.0,0.0
