Date,BKH_stock_Open_average,BKH_stock_Open_max,BKH_stock_Open_min,BKH_stock_Open_volatility,BKH_stock_Open_change,BKH_stock_High_average,BKH_stock_High_max,BKH_stock_High_min,BKH_stock_High_volatility,BKH_stock_High_change,BKH_stock_Low_average,BKH_stock_Low_max,BKH_stock_Low_min,BKH_stock_Low_volatility,BKH_stock_Low_change,BKH_stock_Close_average,BKH_stock_Close_max,BKH_stock_Close_min,BKH_stock_Close_volatility,BKH_stock_Close_change,BKH_stock_Volume_average,BKH_stock_Volume_max,BKH_stock_Volume_min,BKH_stock_Volume_volatility,BKH_stock_Volume_change
2018-01-14,53.6075,54.17,53.11,1.0600000000000023,-1.0600000000000023,54.06,54.65,53.73,0.9200000000000017,-0.7100000000000009,53.0125,53.6,52.5,1.1000000000000014,-0.6400000000000006,53.4875,53.66,53.21,0.44999999999999574,0.03999999999999915,671659,894293,504917,389376,-58177
2018-01-21,55.294,56.38,53.93,2.450000000000003,2.450000000000003,56.086,57.16,54.89,2.269999999999996,2.269999999999996,54.89,55.74,53.73,2.010000000000005,2.010000000000005,55.903999999999996,57.1,54.75,2.3500000000000014,2.3500000000000014,825910,1142097,601627,540470,204363
2018-01-28,55.694,57.06,54.37,2.690000000000005,-2.690000000000005,56.164,57.36,55.66,1.7000000000000028,-1.6099999999999994,54.794,55.76,53.71,2.049999999999997,-2.049999999999997,55.132,55.77,53.9,1.8700000000000045,-1.8700000000000045,1904545,5139543,876440,4263103,261741
2018-02-04,51.94,53.87,50.97,2.8999999999999986,-2.8999999999999986,52.784,54.37,52.19,2.1799999999999997,-1.9299999999999997,51.166,52.34,50.71,1.6300000000000026,-1.5400000000000063,51.74,52.41,50.72,1.6899999999999977,-0.36999999999999744,1276309,1705187,1023082,682105,-235442
2018-02-11,52.082,53.04,51.33,1.7100000000000009,0.00999999999999801,52.682,53.35,52.05,1.3000000000000043,-0.7800000000000011,51.632,52.04,51.32,0.7199999999999989,0.4099999999999966,52.362,53.17,51.76,1.4100000000000037,-0.7800000000000011,564306,775624,408310,367314,-291901
2018-02-18,51.4225,52.3,50.88,1.4199999999999946,-1.279999999999994,51.9475,52.41,51.54,0.8699999999999974,-0.45999999999999375,50.8875,51.46,50.65,0.8100000000000023,-0.6899999999999977,51.25,51.94,50.66,1.2800000000000011,0.3999999999999986,443662,572205,310061,262144,-262144
2018-02-25,51.508,52.22,50.74,1.4799999999999969,-1.2999999999999972,52.066,52.97,51.43,1.5399999999999991,-0.8599999999999994,51.072,51.84,50.49,1.3500000000000014,-1.3500000000000014,51.333999999999996,51.98,50.79,1.1899999999999977,-0.6499999999999986,446822,615859,258858,357001,193678
2018-03-04,51.844,52.25,51.23,1.0200000000000031,0.7100000000000009,52.336,52.59,52.02,0.5700000000000003,-0.21999999999999886,51.37,51.49,51.05,0.44000000000000483,0.4100000000000037,51.974,52.26,51.52,0.7399999999999949,-0.21999999999999886,460066,580011,306739,273272,-243419
2018-03-11,52.135999999999996,52.8,51.58,1.2199999999999989,0.75,52.775999999999996,53.3,52.16,1.1400000000000006,0.8099999999999952,51.702,52.18,51.31,0.8699999999999974,0.4200000000000017,52.36,53.22,51.6,1.6199999999999974,0.9099999999999966,1171997,3199362,509181,2690181,2581424
2018-03-18,53.238,53.45,53.05,0.4000000000000057,-0.14000000000000057,53.808,54.03,53.68,0.3500000000000014,-0.14999999999999858,52.794,53.15,51.83,1.3200000000000003,-1.3200000000000003,53.024,53.58,52.0,1.5799999999999983,-1.5799999999999983,530063,793824,306830,486994,-303013
2018-03-25,53.2725,54.17,52.27,1.8999999999999986,1.8999999999999986,53.96,54.62,52.96,1.6599999999999966,1.6599999999999966,52.9825,53.97,51.84,2.1299999999999955,2.1299999999999955,53.675,54.3,52.89,1.4099999999999966,1.4099999999999966,464178,540250,392865,147385,-40353
2018-04-01,54.275999999999996,54.56,54.01,0.5500000000000043,0.20000000000000284,54.674,54.85,54.45,0.3999999999999986,0.3499999999999943,53.622,53.84,53.4,0.44000000000000483,0.39000000000000057,54.264,54.71,53.96,0.75,0.030000000000001137,449391,577498,343351,234147,-201026
2018-04-08,53.582,54.15,52.86,1.2899999999999991,-1.2899999999999991,53.836,54.23,53.31,0.9199999999999946,-0.9199999999999946,53.088,53.56,52.63,0.9299999999999997,-0.7800000000000011,53.275999999999996,53.64,52.69,0.9500000000000028,-0.509999999999998,444368,505968,348538,157430,-157430
2018-04-15,54.02,54.48,53.09,1.3899999999999935,1.1699999999999946,54.548,55.05,53.9,1.1499999999999986,0.7199999999999989,53.836,54.32,53.09,1.2299999999999969,1.0,54.256,54.51,53.79,0.7199999999999989,0.45000000000000284,347147,422774,279809,142965,-81852
2018-04-22,55.188,56.25,54.28,1.9699999999999989,1.9699999999999989,55.827999999999996,57.01,54.46,2.549999999999997,2.549999999999997,55.036,56.25,54.02,2.229999999999997,2.229999999999997,55.75,56.86,54.36,2.5,2.5,427274,700433,203057,497376,121445
2018-04-29,57.164,58.0,56.74,1.259999999999998,1.0399999999999991,57.832,59.4,56.86,2.539999999999999,2.1199999999999974,56.856,58.0,56.54,1.4600000000000009,1.4399999999999977,57.516,58.95,56.68,2.270000000000003,2.270000000000003,601706,815181,436932,378249,-289304
2018-05-06,58.48,59.12,57.89,1.2299999999999969,-0.9600000000000009,58.69,59.49,58.18,1.3100000000000023,-1.0800000000000054,57.902,58.95,57.33,1.6200000000000045,-0.9600000000000009,58.274,59.15,57.58,1.5700000000000003,-0.9399999999999977,404416,512686,287241,225445,-102194
