Date,iShares GNMA Bond_etf_Open_average,iShares GNMA Bond_etf_Open_max,iShares GNMA Bond_etf_Open_min,iShares GNMA Bond_etf_Open_volatility,iShares GNMA Bond_etf_Open_change,iShares GNMA Bond_etf_High_average,iShares GNMA Bond_etf_High_max,iShares GNMA Bond_etf_High_min,iShares GNMA Bond_etf_High_volatility,iShares GNMA Bond_etf_High_change,iShares GNMA Bond_etf_Low_average,iShares GNMA Bond_etf_Low_max,iShares GNMA Bond_etf_Low_min,iShares GNMA Bond_etf_Low_volatility,iShares GNMA Bond_etf_Low_change,iShares GNMA Bond_etf_Close_average,iShares GNMA Bond_etf_Close_max,iShares GNMA Bond_etf_Close_min,iShares GNMA Bond_etf_Close_volatility,iShares GNMA Bond_etf_Close_change
2019-07-28,50.22,50.22,50.22,0.0,0.0,50.26,50.26,50.26,0.0,0.0,50.14,50.14,50.14,0.0,0.0,50.19,50.19,50.19,0.0,0.0
2019-08-04,50.23,50.23,50.23,0.0,0.0,50.29,50.29,50.29,0.0,0.0,50.22,50.22,50.22,0.0,0.0,50.23,50.23,50.23,0.0,0.0
2019-08-11,50.31,50.31,50.31,0.0,0.0,50.31,50.31,50.31,0.0,0.0,50.24,50.24,50.24,0.0,0.0,50.28,50.28,50.28,0.0,0.0
2019-08-18,50.21,50.21,50.21,0.0,0.0,50.36,50.36,50.36,0.0,0.0,50.21,50.21,50.21,0.0,0.0,50.36,50.36,50.36,0.0,0.0
2019-08-25,50.31,50.31,50.31,0.0,0.0,50.43,50.43,50.43,0.0,0.0,50.31,50.31,50.31,0.0,0.0,50.43,50.43,50.43,0.0,0.0
2019-09-01,50.32,50.32,50.32,0.0,0.0,50.34,50.34,50.34,0.0,0.0,50.3,50.3,50.3,0.0,0.0,50.32,50.32,50.32,0.0,0.0
2019-09-08,50.13,50.13,50.13,0.0,0.0,50.15,50.15,50.15,0.0,0.0,50.04,50.04,50.04,0.0,0.0,50.08,50.08,50.08,0.0,0.0
2019-09-15,50.51,50.51,50.51,0.0,0.0,50.51,50.51,50.51,0.0,0.0,50.23,50.23,50.23,0.0,0.0,50.3,50.3,50.3,0.0,0.0
2019-09-22,50.37,50.37,50.37,0.0,0.0,50.37,50.37,50.37,0.0,0.0,50.27,50.27,50.27,0.0,0.0,50.3,50.3,50.3,0.0,0.0
2019-09-29,50.32,50.32,50.32,0.0,0.0,50.34,50.34,50.34,0.0,0.0,50.29,50.29,50.29,0.0,0.0,50.33,50.33,50.33,0.0,0.0
2019-10-06,50.17,50.17,50.17,0.0,0.0,50.24,50.24,50.24,0.0,0.0,50.16,50.16,50.16,0.0,0.0,50.17,50.17,50.17,0.0,0.0
2019-10-13,50.21,50.21,50.21,0.0,0.0,50.24,50.24,50.24,0.0,0.0,50.16,50.16,50.16,0.0,0.0,50.23,50.23,50.23,0.0,0.0
2019-10-20,50.25,50.25,50.25,0.0,0.0,50.27,50.27,50.27,0.0,0.0,50.23,50.23,50.23,0.0,0.0,50.24,50.24,50.24,0.0,0.0
2019-10-27,50.52,50.52,50.52,0.0,0.0,50.52,50.52,50.52,0.0,0.0,50.28,50.28,50.28,0.0,0.0,50.34,50.34,50.34,0.0,0.0
2019-11-03,50.07,50.07,50.07,0.0,0.0,50.24,50.24,50.24,0.0,0.0,49.92,49.92,49.92,0.0,0.0,50.19,50.19,50.19,0.0,0.0
2019-11-10,50.24,50.24,50.24,0.0,0.0,50.32,50.32,50.32,0.0,0.0,50.21,50.21,50.21,0.0,0.0,50.25,50.25,50.25,0.0,0.0
2019-11-17,50.29,50.29,50.29,0.0,0.0,50.33,50.33,50.33,0.0,0.0,50.26,50.26,50.26,0.0,0.0,50.26,50.26,50.26,0.0,0.0
2019-11-24,50.29,50.29,50.29,0.0,0.0,50.33,50.33,50.33,0.0,0.0,50.28,50.28,50.28,0.0,0.0,50.3,50.3,50.3,0.0,0.0
2019-12-01,50.12,50.12,50.12,0.0,0.0,50.18,50.18,50.18,0.0,0.0,50.09,50.09,50.09,0.0,0.0,50.18,50.18,50.18,0.0,0.0
2019-12-08,50.17,50.17,50.17,0.0,0.0,50.2,50.2,50.2,0.0,0.0,50.11,50.11,50.11,0.0,0.0,50.17,50.17,50.17,0.0,0.0
2019-12-15,50.03,50.03,50.03,0.0,0.0,50.11,50.11,50.11,0.0,0.0,50.03,50.03,50.03,0.0,0.0,50.11,50.11,50.11,0.0,0.0
2019-12-22,50.15,50.15,50.15,0.0,0.0,50.21,50.21,50.21,0.0,0.0,50.11,50.11,50.11,0.0,0.0,50.2,50.2,50.2,0.0,0.0
2019-12-29,50.24,50.24,50.24,0.0,0.0,50.31,50.31,50.31,0.0,0.0,50.24,50.24,50.24,0.0,0.0,50.3,50.3,50.3,0.0,0.0
