Date,iShares GNMA Bond_etf_Open_average,iShares GNMA Bond_etf_Open_max,iShares GNMA Bond_etf_Open_min,iShares GNMA Bond_etf_Open_volatility,iShares GNMA Bond_etf_Open_change,iShares GNMA Bond_etf_High_average,iShares GNMA Bond_etf_High_max,iShares GNMA Bond_etf_High_min,iShares GNMA Bond_etf_High_volatility,iShares GNMA Bond_etf_High_change,iShares GNMA Bond_etf_Low_average,iShares GNMA Bond_etf_Low_max,iShares GNMA Bond_etf_Low_min,iShares GNMA Bond_etf_Low_volatility,iShares GNMA Bond_etf_Low_change,iShares GNMA Bond_etf_Close_average,iShares GNMA Bond_etf_Close_max,iShares GNMA Bond_etf_Close_min,iShares GNMA Bond_etf_Close_volatility,iShares GNMA Bond_etf_Close_change
2018-01-14,49.17,49.17,49.17,0.0,0.0,49.28,49.28,49.28,0.0,0.0,49.14,49.14,49.14,0.0,0.0,49.14,49.14,49.14,0.0,0.0
2018-01-21,49.11,49.11,49.11,0.0,0.0,49.18,49.18,49.18,0.0,0.0,49.06,49.06,49.06,0.0,0.0,49.07,49.07,49.07,0.0,0.0
2018-01-28,48.57,48.57,48.57,0.0,0.0,48.71,48.71,48.71,0.0,0.0,48.56,48.56,48.56,0.0,0.0,48.6,48.6,48.6,0.0,0.0
2018-02-04,48.41,48.41,48.41,0.0,0.0,48.59,48.59,48.59,0.0,0.0,48.4,48.4,48.4,0.0,0.0,48.41,48.41,48.41,0.0,0.0
2018-02-11,48.38,48.38,48.38,0.0,0.0,48.48,48.48,48.48,0.0,0.0,48.33,48.33,48.33,0.0,0.0,48.48,48.48,48.48,0.0,0.0
2018-02-18,48.35,48.35,48.35,0.0,0.0,48.5,48.5,48.5,0.0,0.0,48.31,48.31,48.31,0.0,0.0,48.36,48.36,48.36,0.0,0.0
2018-02-25,48.43,48.43,48.43,0.0,0.0,48.44,48.44,48.44,0.0,0.0,48.16,48.16,48.16,0.0,0.0,48.31,48.31,48.31,0.0,0.0
2018-03-04,48.26,48.26,48.26,0.0,0.0,48.35,48.35,48.35,0.0,0.0,48.21,48.21,48.21,0.0,0.0,48.32,48.32,48.32,0.0,0.0
2018-03-11,48.43,48.43,48.43,0.0,0.0,48.54,48.54,48.54,0.0,0.0,48.39,48.39,48.39,0.0,0.0,48.5,48.5,48.5,0.0,0.0
2018-03-18,48.36,48.36,48.36,0.0,0.0,48.57,48.57,48.57,0.0,0.0,48.36,48.36,48.36,0.0,0.0,48.53,48.53,48.53,0.0,0.0
2018-03-25,48.55,48.55,48.55,0.0,0.0,48.72,48.72,48.72,0.0,0.0,48.53,48.53,48.53,0.0,0.0,48.59,48.59,48.59,0.0,0.0
2018-04-01,48.48,48.48,48.48,0.0,0.0,48.65,48.65,48.65,0.0,0.0,48.46,48.46,48.46,0.0,0.0,48.65,48.65,48.65,0.0,0.0
2018-04-08,48.4,48.4,48.4,0.0,0.0,48.48,48.48,48.48,0.0,0.0,48.4,48.4,48.4,0.0,0.0,48.47,48.47,48.47,0.0,0.0
2018-04-15,48.4,48.4,48.4,0.0,0.0,48.42,48.42,48.42,0.0,0.0,48.25,48.25,48.25,0.0,0.0,48.3,48.3,48.3,0.0,0.0
2018-04-22,48.17,48.17,48.17,0.0,0.0,48.35,48.35,48.35,0.0,0.0,48.07,48.07,48.07,0.0,0.0,48.25,48.25,48.25,0.0,0.0
2018-04-29,48.33,48.33,48.33,0.0,0.0,48.33,48.33,48.33,0.0,0.0,48.15,48.15,48.15,0.0,0.0,48.16,48.16,48.16,0.0,0.0
2018-05-06,48.2,48.2,48.2,0.0,0.0,48.24,48.24,48.24,0.0,0.0,48.18,48.18,48.18,0.0,0.0,48.21,48.21,48.21,0.0,0.0
2018-05-13,47.96,47.96,47.96,0.0,0.0,48.09,48.09,48.09,0.0,0.0,47.89,47.89,47.89,0.0,0.0,47.95,47.95,47.95,0.0,0.0
2018-05-20,48.12,48.12,48.12,0.0,0.0,48.37,48.37,48.37,0.0,0.0,48.12,48.12,48.12,0.0,0.0,48.36,48.36,48.36,0.0,0.0
2018-05-27,48.41,48.41,48.41,0.0,0.0,48.42,48.42,48.42,0.0,0.0,48.23,48.23,48.23,0.0,0.0,48.29,48.29,48.29,0.0,0.0
2018-06-03,48.25,48.25,48.25,0.0,0.0,48.3,48.3,48.3,0.0,0.0,48.15,48.15,48.15,0.0,0.0,48.18,48.18,48.18,0.0,0.0
2018-06-10,48.3,48.3,48.3,0.0,0.0,48.38,48.38,48.38,0.0,0.0,48.21,48.21,48.21,0.0,0.0,48.21,48.21,48.21,0.0,0.0
2018-06-17,48.35,48.35,48.35,0.0,0.0,48.47,48.47,48.47,0.0,0.0,48.25,48.25,48.25,0.0,0.0,48.25,48.25,48.25,0.0,0.0
2018-06-24,48.42,48.42,48.42,0.0,0.0,48.51,48.51,48.51,0.0,0.0,48.3,48.3,48.3,0.0,0.0,48.38,48.38,48.38,0.0,0.0
2018-07-01,48.32,48.32,48.32,0.0,0.0,48.5,48.5,48.5,0.0,0.0,48.32,48.32,48.32,0.0,0.0,48.5,48.5,48.5,0.0,0.0
2018-07-08,48.5,48.5,48.5,0.0,0.0,48.57,48.57,48.57,0.0,0.0,48.46,48.46,48.46,0.0,0.0,48.46,48.46,48.46,0.0,0.0
2018-07-15,48.56,48.56,48.56,0.0,0.0,48.61,48.61,48.61,0.0,0.0,48.43,48.43,48.43,0.0,0.0,48.47,48.47,48.47,0.0,0.0
2018-07-22,48.42,48.42,48.42,0.0,0.0,48.42,48.42,48.42,0.0,0.0,48.3,48.3,48.3,0.0,0.0,48.33,48.33,48.33,0.0,0.0
2018-07-29,48.26,48.26,48.26,0.0,0.0,48.43,48.43,48.43,0.0,0.0,48.26,48.26,48.26,0.0,0.0,48.36,48.36,48.36,0.0,0.0
2018-08-05,48.41,48.41,48.41,0.0,0.0,48.49,48.49,48.49,0.0,0.0,48.36,48.36,48.36,0.0,0.0,48.49,48.49,48.49,0.0,0.0
2018-08-12,48.45,48.45,48.45,0.0,0.0,48.55,48.55,48.55,0.0,0.0,48.4,48.4,48.4,0.0,0.0,48.41,48.41,48.41,0.0,0.0
2018-08-19,48.49,48.49,48.49,0.0,0.0,48.63,48.63,48.63,0.0,0.0,48.49,48.49,48.49,0.0,0.0,48.53,48.53,48.53,0.0,0.0
2018-08-26,48.41,48.41,48.41,0.0,0.0,48.6,48.6,48.6,0.0,0.0,48.41,48.41,48.41,0.0,0.0,48.49,48.49,48.49,0.0,0.0
2018-09-02,48.41,48.41,48.41,0.0,0.0,48.43,48.43,48.43,0.0,0.0,48.3,48.3,48.3,0.0,0.0,48.3,48.3,48.3,0.0,0.0
2018-09-09,48.25,48.25,48.25,0.0,0.0,48.36,48.36,48.36,0.0,0.0,48.15,48.15,48.15,0.0,0.0,48.29,48.29,48.29,0.0,0.0
2018-09-16,48.0,48.0,48.0,0.0,0.0,48.16,48.16,48.16,0.0,0.0,47.97,47.97,47.97,0.0,0.0,48.09,48.09,48.09,0.0,0.0
2018-09-23,48.14,48.14,48.14,0.0,0.0,48.27,48.27,48.27,0.0,0.0,48.04,48.04,48.04,0.0,0.0,48.18,48.18,48.18,0.0,0.0
2018-09-30,47.59,47.59,47.59,0.0,0.0,47.6,47.6,47.6,0.0,0.0,47.48,47.48,47.48,0.0,0.0,47.51,47.51,47.51,0.0,0.0
2018-10-07,47.74,47.74,47.74,0.0,0.0,47.84,47.84,47.84,0.0,0.0,47.71,47.71,47.71,0.0,0.0,47.84,47.84,47.84,0.0,0.0
2018-10-14,47.71,47.71,47.71,0.0,0.0,47.71,47.71,47.71,0.0,0.0,47.56,47.56,47.56,0.0,0.0,47.57,47.57,47.57,0.0,0.0
2018-10-21,47.72,47.72,47.72,0.0,0.0,47.93,47.93,47.93,0.0,0.0,47.72,47.72,47.72,0.0,0.0,47.8,47.8,47.8,0.0,0.0
2018-10-28,47.48,47.48,47.48,0.0,0.0,47.52,47.52,47.52,0.0,0.0,47.44,47.44,47.44,0.0,0.0,47.47,47.47,47.47,0.0,0.0
2018-11-04,47.43,47.43,47.43,0.0,0.0,47.45,47.45,47.45,0.0,0.0,47.36,47.36,47.36,0.0,0.0,47.39,47.39,47.39,0.0,0.0
2018-11-11,47.66,47.66,47.66,0.0,0.0,47.72,47.72,47.72,0.0,0.0,47.64,47.64,47.64,0.0,0.0,47.72,47.72,47.72,0.0,0.0
2018-11-18,47.82,47.82,47.82,0.0,0.0,47.84,47.84,47.84,0.0,0.0,47.76,47.76,47.76,0.0,0.0,47.76,47.76,47.76,0.0,0.0
2018-11-25,47.93,47.93,47.93,0.0,0.0,47.97,47.97,47.97,0.0,0.0,47.88,47.88,47.88,0.0,0.0,47.88,47.88,47.88,0.0,0.0
2018-12-02,48.08,48.08,48.08,0.0,0.0,48.25,48.25,48.25,0.0,0.0,48.08,48.08,48.08,0.0,0.0,48.19,48.19,48.19,0.0,0.0
2018-12-09,48.31,48.31,48.31,0.0,0.0,48.31,48.31,48.31,0.0,0.0,48.13,48.13,48.13,0.0,0.0,48.18,48.18,48.18,0.0,0.0
2018-12-16,48.48,48.48,48.48,0.0,0.0,48.52,48.52,48.52,0.0,0.0,48.41,48.41,48.41,0.0,0.0,48.51,48.51,48.51,0.0,0.0
2018-12-23,48.51,48.51,48.51,0.0,0.0,48.62,48.62,48.62,0.0,0.0,48.51,48.51,48.51,0.0,0.0,48.62,48.62,48.62,0.0,0.0
2018-12-30,48.82,48.82,48.82,0.0,0.0,48.87,48.87,48.87,0.0,0.0,48.77,48.77,48.77,0.0,0.0,48.79,48.79,48.79,0.0,0.0
2019-01-06,48.75,48.75,48.75,0.0,0.0,48.79,48.79,48.79,0.0,0.0,48.72,48.72,48.72,0.0,0.0,48.75,48.75,48.75,0.0,0.0
2019-01-13,48.73,48.73,48.73,0.0,0.0,48.82,48.82,48.82,0.0,0.0,48.65,48.65,48.65,0.0,0.0,48.76,48.76,48.76,0.0,0.0
2019-01-20,48.73,48.73,48.73,0.0,0.0,48.78,48.78,48.78,0.0,0.0,48.7,48.7,48.7,0.0,0.0,48.78,48.78,48.78,0.0,0.0
2019-01-27,48.98,48.98,48.98,0.0,0.0,48.98,48.98,48.98,0.0,0.0,48.81,48.81,48.81,0.0,0.0,48.84,48.84,48.84,0.0,0.0
2019-02-03,48.92,48.92,48.92,0.0,0.0,48.98,48.98,48.98,0.0,0.0,48.92,48.92,48.92,0.0,0.0,48.92,48.92,48.92,0.0,0.0
2019-02-10,48.98,48.98,48.98,0.0,0.0,49.01,49.01,49.01,0.0,0.0,48.92,48.92,48.92,0.0,0.0,49.01,49.01,49.01,0.0,0.0
2019-02-17,48.97,48.97,48.97,0.0,0.0,49.1,49.1,49.1,0.0,0.0,48.95,48.95,48.95,0.0,0.0,49.06,49.06,49.06,0.0,0.0
2019-02-24,48.89,48.89,48.89,0.0,0.0,48.89,48.89,48.89,0.0,0.0,48.69,48.69,48.69,0.0,0.0,48.77,48.77,48.77,0.0,0.0
2019-03-03,48.9,48.9,48.9,0.0,0.0,48.99,48.99,48.99,0.0,0.0,48.89,48.89,48.89,0.0,0.0,48.98,48.98,48.98,0.0,0.0
2019-03-10,49.08,49.08,49.08,0.0,0.0,49.13,49.13,49.13,0.0,0.0,49.07,49.07,49.07,0.0,0.0,49.12,49.12,49.12,0.0,0.0
2019-03-17,49.31,49.31,49.31,0.0,0.0,49.41,49.41,49.41,0.0,0.0,49.31,49.31,49.31,0.0,0.0,49.35,49.35,49.35,0.0,0.0
2019-03-24,49.51,49.51,49.51,0.0,0.0,49.52,49.52,49.52,0.0,0.0,49.43,49.43,49.43,0.0,0.0,49.49,49.49,49.49,0.0,0.0
2019-03-31,49.29,49.29,49.29,0.0,0.0,49.29,49.29,49.29,0.0,0.0,49.17,49.17,49.17,0.0,0.0,49.2,49.2,49.2,0.0,0.0
2019-04-07,49.26,49.26,49.26,0.0,0.0,49.3,49.3,49.3,0.0,0.0,49.25,49.25,49.25,0.0,0.0,49.26,49.26,49.26,0.0,0.0
2019-04-14,49.23,49.23,49.23,0.0,0.0,49.29,49.29,49.29,0.0,0.0,49.23,49.23,49.23,0.0,0.0,49.29,49.29,49.29,0.0,0.0
2019-04-21,49.3,49.3,49.3,0.0,0.0,49.35,49.35,49.35,0.0,0.0,49.28,49.28,49.28,0.0,0.0,49.34,49.34,49.34,0.0,0.0
2019-04-28,49.2,49.2,49.2,0.0,0.0,49.31,49.31,49.31,0.0,0.0,49.2,49.2,49.2,0.0,0.0,49.24,49.24,49.24,0.0,0.0
2019-05-05,49.29,49.29,49.29,0.0,0.0,49.4,49.4,49.4,0.0,0.0,49.29,49.29,49.29,0.0,0.0,49.37,49.37,49.37,0.0,0.0
2019-05-12,49.41,49.41,49.41,0.0,0.0,49.46,49.46,49.46,0.0,0.0,49.41,49.41,49.41,0.0,0.0,49.44,49.44,49.44,0.0,0.0
2019-05-19,49.59,49.59,49.59,0.0,0.0,49.61,49.61,49.61,0.0,0.0,49.56,49.56,49.56,0.0,0.0,49.6,49.6,49.6,0.0,0.0
2019-05-26,49.62,49.62,49.62,0.0,0.0,49.74,49.74,49.74,0.0,0.0,49.61,49.61,49.61,0.0,0.0,49.73,49.73,49.73,0.0,0.0
2019-06-02,49.74,49.74,49.74,0.0,0.0,49.81,49.81,49.81,0.0,0.0,49.74,49.74,49.74,0.0,0.0,49.81,49.81,49.81,0.0,0.0
2019-06-09,49.86,49.86,49.86,0.0,0.0,49.86,49.86,49.86,0.0,0.0,49.77,49.77,49.77,0.0,0.0,49.8,49.8,49.8,0.0,0.0
2019-06-16,50.09,50.09,50.09,0.0,0.0,50.09,50.09,50.09,0.0,0.0,49.98,49.98,49.98,0.0,0.0,49.99,49.99,49.99,0.0,0.0
2019-06-23,50.06,50.06,50.06,0.0,0.0,50.13,50.13,50.13,0.0,0.0,50.06,50.06,50.06,0.0,0.0,50.12,50.12,50.12,0.0,0.0
2019-06-30,50.09,50.09,50.09,0.0,0.0,50.12,50.12,50.12,0.0,0.0,50.01,50.01,50.01,0.0,0.0,50.1,50.1,50.1,0.0,0.0
2019-07-07,50.01,50.01,50.01,0.0,0.0,50.01,50.01,50.01,0.0,0.0,49.95,49.95,49.95,0.0,0.0,49.98,49.98,49.98,0.0,0.0
2019-07-14,50.07,50.07,50.07,0.0,0.0,50.17,50.17,50.17,0.0,0.0,50.07,50.07,50.07,0.0,0.0,50.17,50.17,50.17,0.0,0.0
2019-07-21,50.17,50.17,50.17,0.0,0.0,50.22,50.22,50.22,0.0,0.0,50.11,50.11,50.11,0.0,0.0,50.11,50.11,50.11,0.0,0.0
