Date,Cambria Emerging Shareholder Yield_etf_Open_average,Cambria Emerging Shareholder Yield_etf_Open_max,Cambria Emerging Shareholder Yield_etf_Open_min,Cambria Emerging Shareholder Yield_etf_Open_volatility,Cambria Emerging Shareholder Yield_etf_Open_change,Cambria Emerging Shareholder Yield_etf_High_average,Cambria Emerging Shareholder Yield_etf_High_max,Cambria Emerging Shareholder Yield_etf_High_min,Cambria Emerging Shareholder Yield_etf_High_volatility,Cambria Emerging Shareholder Yield_etf_High_change,Cambria Emerging Shareholder Yield_etf_Low_average,Cambria Emerging Shareholder Yield_etf_Low_max,Cambria Emerging Shareholder Yield_etf_Low_min,Cambria Emerging Shareholder Yield_etf_Low_volatility,Cambria Emerging Shareholder Yield_etf_Low_change,Cambria Emerging Shareholder Yield_etf_Close_average,Cambria Emerging Shareholder Yield_etf_Close_max,Cambria Emerging Shareholder Yield_etf_Close_min,Cambria Emerging Shareholder Yield_etf_Close_volatility,Cambria Emerging Shareholder Yield_etf_Close_change
2018-09-02,30.88,30.88,30.88,0.0,0.0,30.95,30.95,30.95,0.0,0.0,30.88,30.88,30.88,0.0,0.0,30.95,30.95,30.95,0.0,0.0
2018-09-09,31.09,31.09,31.09,0.0,0.0,31.44,31.44,31.44,0.0,0.0,31.09,31.09,31.09,0.0,0.0,31.44,31.44,31.44,0.0,0.0
2018-09-16,32.3,32.3,32.3,0.0,0.0,32.49,32.49,32.49,0.0,0.0,32.3,32.3,32.3,0.0,0.0,32.49,32.49,32.49,0.0,0.0
2018-09-23,32.08,32.08,32.08,0.0,0.0,32.17,32.17,32.17,0.0,0.0,31.88,31.88,31.88,0.0,0.0,32.17,32.17,32.17,0.0,0.0
2018-09-30,30.82,30.82,30.82,0.0,0.0,30.82,30.82,30.82,0.0,0.0,30.53,30.53,30.53,0.0,0.0,30.53,30.53,30.53,0.0,0.0
2018-10-07,30.0,30.0,30.0,0.0,0.0,30.0,30.0,30.0,0.0,0.0,29.79,29.79,29.79,0.0,0.0,29.8,29.8,29.8,0.0,0.0
2018-10-14,30.35,30.35,30.35,0.0,0.0,30.35,30.35,30.35,0.0,0.0,29.83,29.83,29.83,0.0,0.0,29.99,29.99,29.99,0.0,0.0
2018-10-21,29.05,29.05,29.05,0.0,0.0,29.05,29.05,29.05,0.0,0.0,28.7,28.7,28.7,0.0,0.0,28.83,28.83,28.83,0.0,0.0
2018-10-28,30.41,30.41,30.41,0.0,0.0,30.41,30.41,30.41,0.0,0.0,29.79,29.79,29.79,0.0,0.0,29.96,29.96,29.96,0.0,0.0
2018-11-04,29.48,29.48,29.48,0.0,0.0,29.48,29.48,29.48,0.0,0.0,29.38,29.38,29.38,0.0,0.0,29.48,29.48,29.48,0.0,0.0
2018-11-11,29.76,29.76,29.76,0.0,0.0,29.93,29.93,29.93,0.0,0.0,29.76,29.76,29.76,0.0,0.0,29.8,29.8,29.8,0.0,0.0
2018-11-18,29.38,29.38,29.38,0.0,0.0,29.38,29.38,29.38,0.0,0.0,29.08,29.08,29.08,0.0,0.0,29.12,29.12,29.12,0.0,0.0
2018-11-25,29.8,29.8,29.8,0.0,0.0,29.8,29.8,29.8,0.0,0.0,29.64,29.64,29.64,0.0,0.0,29.7,29.7,29.7,0.0,0.0
2018-12-02,29.68,29.68,29.68,0.0,0.0,29.88,29.88,29.88,0.0,0.0,29.19,29.19,29.19,0.0,0.0,29.5,29.5,29.5,0.0,0.0
2018-12-09,29.31,29.31,29.31,0.0,0.0,29.31,29.31,29.31,0.0,0.0,29.31,29.31,29.31,0.0,0.0,29.31,29.31,29.31,0.0,0.0
2018-12-16,28.91,28.91,28.91,0.0,0.0,28.94,28.94,28.94,0.0,0.0,28.69,28.69,28.69,0.0,0.0,28.87,28.87,28.87,0.0,0.0
2018-12-23,27.73,27.73,27.73,0.0,0.0,28.2,28.2,28.2,0.0,0.0,27.7,27.7,27.7,0.0,0.0,27.75,27.75,27.75,0.0,0.0
2018-12-30,28.01,28.01,28.01,0.0,0.0,28.1,28.1,28.1,0.0,0.0,27.99,27.99,27.99,0.0,0.0,27.99,27.99,27.99,0.0,0.0
2019-01-06,28.83,28.83,28.83,0.0,0.0,28.85,28.85,28.85,0.0,0.0,28.4,28.4,28.4,0.0,0.0,28.65,28.65,28.65,0.0,0.0
2019-01-13,29.37,29.37,29.37,0.0,0.0,29.37,29.37,29.37,0.0,0.0,29.05,29.05,29.05,0.0,0.0,29.14,29.14,29.14,0.0,0.0
2019-01-20,29.26,29.26,29.26,0.0,0.0,29.56,29.56,29.56,0.0,0.0,29.26,29.26,29.26,0.0,0.0,29.52,29.52,29.52,0.0,0.0
2019-01-27,30.08,30.08,30.08,0.0,0.0,30.18,30.18,30.18,0.0,0.0,30.0,30.0,30.0,0.0,0.0,30.18,30.18,30.18,0.0,0.0
2019-02-03,30.04,30.04,30.04,0.0,0.0,30.2,30.2,30.2,0.0,0.0,30.04,30.04,30.04,0.0,0.0,30.18,30.18,30.18,0.0,0.0
2019-02-10,30.55,30.55,30.55,0.0,0.0,30.58,30.58,30.58,0.0,0.0,30.41,30.41,30.41,0.0,0.0,30.42,30.42,30.42,0.0,0.0
2019-02-17,30.59,30.59,30.59,0.0,0.0,30.95,30.95,30.95,0.0,0.0,30.59,30.59,30.59,0.0,0.0,30.73,30.73,30.73,0.0,0.0
2019-02-24,30.8,30.8,30.8,0.0,0.0,30.9,30.9,30.9,0.0,0.0,30.51,30.51,30.51,0.0,0.0,30.59,30.59,30.59,0.0,0.0
2019-03-03,30.16,30.16,30.16,0.0,0.0,30.19,30.19,30.19,0.0,0.0,29.9,29.9,29.9,0.0,0.0,30.19,30.19,30.19,0.0,0.0
2019-03-10,30.65,30.65,30.65,0.0,0.0,30.92,30.92,30.92,0.0,0.0,30.65,30.65,30.65,0.0,0.0,30.77,30.77,30.77,0.0,0.0
2019-03-17,31.16,31.16,31.16,0.0,0.0,31.16,31.16,31.16,0.0,0.0,30.87,30.87,30.87,0.0,0.0,30.87,30.87,30.87,0.0,0.0
2019-03-24,30.98,30.98,30.98,0.0,0.0,31.09,31.09,31.09,0.0,0.0,30.98,30.98,30.98,0.0,0.0,31.09,31.09,31.09,0.0,0.0
2019-03-31,31.71,31.71,31.71,0.0,0.0,31.71,31.71,31.71,0.0,0.0,31.64,31.64,31.64,0.0,0.0,31.64,31.64,31.64,0.0,0.0
2019-04-07,31.6,31.6,31.6,0.0,0.0,31.8,31.8,31.8,0.0,0.0,31.54,31.54,31.54,0.0,0.0,31.71,31.71,31.71,0.0,0.0
2019-04-14,31.92,31.92,31.92,0.0,0.0,31.92,31.92,31.92,0.0,0.0,31.88,31.88,31.88,0.0,0.0,31.9,31.9,31.9,0.0,0.0
2019-04-21,31.79,31.79,31.79,0.0,0.0,31.88,31.88,31.88,0.0,0.0,31.67,31.67,31.67,0.0,0.0,31.67,31.67,31.67,0.0,0.0
2019-04-28,31.45,31.45,31.45,0.0,0.0,31.71,31.71,31.71,0.0,0.0,31.45,31.45,31.45,0.0,0.0,31.71,31.71,31.71,0.0,0.0
2019-05-05,30.75,30.75,30.75,0.0,0.0,31.13,31.13,31.13,0.0,0.0,30.75,30.75,30.75,0.0,0.0,30.83,30.83,30.83,0.0,0.0
2019-05-12,29.95,29.95,29.95,0.0,0.0,29.95,29.95,29.95,0.0,0.0,29.39,29.39,29.39,0.0,0.0,29.62,29.62,29.62,0.0,0.0
2019-05-19,29.42,29.42,29.42,0.0,0.0,29.62,29.62,29.62,0.0,0.0,29.27,29.27,29.27,0.0,0.0,29.47,29.47,29.47,0.0,0.0
2019-05-26,30.02,30.02,30.02,0.0,0.0,30.27,30.27,30.27,0.0,0.0,29.94,29.94,29.94,0.0,0.0,30.27,30.27,30.27,0.0,0.0
2019-06-02,30.03,30.03,30.03,0.0,0.0,30.23,30.23,30.23,0.0,0.0,30.03,30.03,30.03,0.0,0.0,30.23,30.23,30.23,0.0,0.0
2019-06-09,30.57,30.57,30.57,0.0,0.0,30.57,30.57,30.57,0.0,0.0,30.57,30.57,30.57,0.0,0.0,30.57,30.57,30.57,0.0,0.0
2019-06-16,31.62,31.62,31.62,0.0,0.0,31.62,31.62,31.62,0.0,0.0,31.62,31.62,31.62,0.0,0.0,31.62,31.62,31.62,0.0,0.0
2019-06-23,31.49,31.49,31.49,0.0,0.0,31.64,31.64,31.64,0.0,0.0,31.49,31.49,31.49,0.0,0.0,31.64,31.64,31.64,0.0,0.0
2019-06-30,31.56,31.56,31.56,0.0,0.0,31.81,31.81,31.81,0.0,0.0,31.56,31.56,31.56,0.0,0.0,31.76,31.76,31.76,0.0,0.0
2019-07-07,31.82,31.82,31.82,0.0,0.0,31.85,31.85,31.85,0.0,0.0,31.59,31.59,31.59,0.0,0.0,31.85,31.85,31.85,0.0,0.0
2019-07-14,32.12,32.12,32.12,0.0,0.0,32.12,32.12,32.12,0.0,0.0,32.12,32.12,32.12,0.0,0.0,32.12,32.12,32.12,0.0,0.0
2019-07-21,31.9,31.9,31.9,0.0,0.0,31.9,31.9,31.9,0.0,0.0,31.71,31.71,31.71,0.0,0.0,31.77,31.77,31.77,0.0,0.0
2019-07-28,30.77,30.77,30.77,0.0,0.0,30.77,30.77,30.77,0.0,0.0,30.53,30.53,30.53,0.0,0.0,30.54,30.54,30.54,0.0,0.0
2019-08-04,29.92,29.92,29.92,0.0,0.0,29.92,29.92,29.92,0.0,0.0,29.88,29.88,29.88,0.0,0.0,29.9,29.9,29.9,0.0,0.0
2019-08-11,29.48,29.48,29.48,0.0,0.0,29.54,29.54,29.54,0.0,0.0,29.48,29.48,29.48,0.0,0.0,29.5,29.5,29.5,0.0,0.0
2019-08-18,30.08,30.08,30.08,0.0,0.0,30.08,30.08,30.08,0.0,0.0,29.5,29.5,29.5,0.0,0.0,29.53,29.53,29.53,0.0,0.0
2019-08-25,29.97,29.97,29.97,0.0,0.0,30.04,30.04,30.04,0.0,0.0,29.92,29.92,29.92,0.0,0.0,29.94,29.94,29.94,0.0,0.0
2019-09-01,30.82,30.82,30.82,0.0,0.0,30.82,30.82,30.82,0.0,0.0,30.74,30.74,30.74,0.0,0.0,30.74,30.74,30.74,0.0,0.0
2019-09-08,31.0,31.0,31.0,0.0,0.0,31.31,31.31,31.31,0.0,0.0,31.0,31.0,31.0,0.0,0.0,31.31,31.31,31.31,0.0,0.0
2019-09-15,30.93,30.93,30.93,0.0,0.0,31.05,31.05,31.05,0.0,0.0,30.85,30.85,30.85,0.0,0.0,30.89,30.89,30.89,0.0,0.0
2019-09-22,30.09,30.09,30.09,0.0,0.0,30.09,30.09,30.09,0.0,0.0,29.83,29.83,29.83,0.0,0.0,29.83,29.83,29.83,0.0,0.0
2019-09-29,30.0,30.0,30.0,0.0,0.0,30.15,30.15,30.15,0.0,0.0,30.0,30.0,30.0,0.0,0.0,30.12,30.12,30.12,0.0,0.0
2019-10-06,30.81,30.81,30.81,0.0,0.0,30.86,30.86,30.86,0.0,0.0,30.77,30.77,30.77,0.0,0.0,30.77,30.77,30.77,0.0,0.0
2019-10-13,30.82,30.82,30.82,0.0,0.0,30.85,30.85,30.85,0.0,0.0,30.81,30.81,30.81,0.0,0.0,30.85,30.85,30.85,0.0,0.0
2019-10-20,31.56,31.56,31.56,0.0,0.0,31.6,31.6,31.6,0.0,0.0,31.56,31.56,31.56,0.0,0.0,31.56,31.56,31.56,0.0,0.0
2019-10-27,31.7,31.7,31.7,0.0,0.0,31.77,31.77,31.77,0.0,0.0,31.56,31.56,31.56,0.0,0.0,31.64,31.64,31.64,0.0,0.0
2019-11-03,32.1,32.1,32.1,0.0,0.0,32.1,32.1,32.1,0.0,0.0,31.58,31.58,31.58,0.0,0.0,31.65,31.65,31.65,0.0,0.0
2019-11-10,31.28,31.28,31.28,0.0,0.0,31.45,31.45,31.45,0.0,0.0,31.28,31.28,31.28,0.0,0.0,31.45,31.45,31.45,0.0,0.0
2019-11-17,31.4,31.4,31.4,0.0,0.0,31.49,31.49,31.49,0.0,0.0,31.4,31.4,31.4,0.0,0.0,31.48,31.48,31.48,0.0,0.0
2019-11-24,31.34,31.34,31.34,0.0,0.0,31.34,31.34,31.34,0.0,0.0,31.01,31.01,31.01,0.0,0.0,31.01,31.01,31.01,0.0,0.0
2019-12-01,31.38,31.38,31.38,0.0,0.0,31.5,31.5,31.5,0.0,0.0,31.38,31.38,31.38,0.0,0.0,31.47,31.47,31.47,0.0,0.0
2019-12-08,32.25,32.25,32.25,0.0,0.0,32.25,32.25,32.25,0.0,0.0,31.94,31.94,31.94,0.0,0.0,32.11,32.11,32.11,0.0,0.0
2019-12-15,32.66,32.66,32.66,0.0,0.0,32.66,32.66,32.66,0.0,0.0,32.43,32.43,32.43,0.0,0.0,32.5,32.5,32.5,0.0,0.0
2019-12-22,32.61,32.61,32.61,0.0,0.0,32.61,32.61,32.61,0.0,0.0,32.48,32.48,32.48,0.0,0.0,32.49,32.49,32.49,0.0,0.0
2019-12-29,32.8,32.8,32.8,0.0,0.0,32.8,32.8,32.8,0.0,0.0,32.5,32.5,32.5,0.0,0.0,32.72,32.72,32.72,0.0,0.0
