Date,Platinum_commodity_Open_average,Platinum_commodity_Open_max,Platinum_commodity_Open_min,Platinum_commodity_Open_volatility,Platinum_commodity_Open_change,Platinum_commodity_High_average,Platinum_commodity_High_max,Platinum_commodity_High_min,Platinum_commodity_High_volatility,Platinum_commodity_High_change,Platinum_commodity_Low_average,Platinum_commodity_Low_max,Platinum_commodity_Low_min,Platinum_commodity_Low_volatility,Platinum_commodity_Low_change,Platinum_commodity_Close_average,Platinum_commodity_Close_max,Platinum_commodity_Close_min,Platinum_commodity_Close_volatility,Platinum_commodity_Close_change,Platinum_commodity_Volume_average,Platinum_commodity_Volume_max,Platinum_commodity_Volume_min,Platinum_commodity_Volume_volatility,Platinum_commodity_Volume_change
2018-01-14,1004.6285714285714,1018.8,997.0,21.799999999999955,19.799999999999955,1010.9571428571429,1020.7,1000.0,20.700000000000045,19.100000000000023,1000.5428571428572,1017.8,990.0,27.799999999999955,20.59999999999991,1007.1285714285715,1019.1,997.2,21.899999999999977,21.899999999999977,0,0,0,0,0
2018-01-21,1014.2166666666667,1019.2,1003.4,15.800000000000068,-2.800000000000068,1023.4499999999999,1033.3,1013.3,20.0,-7.099999999999909,1005.85,1013.6,993.5,20.100000000000023,18.800000000000068,1012.85,1019.0,1003.2,15.799999999999955,11.099999999999909,0,0,0,0,0
2018-01-28,1005.85,1014.2,995.9,18.300000000000068,-18.300000000000068,1010.0333333333333,1017.4,995.9,21.5,-21.5,996.05,1005.4,990.3,15.100000000000023,-14.899999999999977,1002.6833333333334,1010.3,993.2,17.09999999999991,-17.09999999999991,0,0,0,0,0
2018-02-04,985.2,994.6,967.4,27.200000000000045,-25.100000000000023,989.55,1002.7,970.6,32.10000000000002,-30.0,976.2166666666667,990.5,960.4,30.100000000000023,-23.899999999999977,981.8833333333333,994.8,968.2,26.59999999999991,-24.399999999999977,0,0,0,0,0
2018-02-11,989.4,1008.8,970.3,38.5,38.5,999.25,1015.8,976.0,39.799999999999955,34.700000000000045,985.6,1007.6,962.7,44.89999999999998,44.89999999999998,995.65,1008.8,973.4,35.39999999999998,34.39999999999998,0,0,0,0,0
2018-02-18,1001.9333333333334,1008.2,995.3,12.900000000000091,-9.899999999999977,1006.0666666666666,1016.5,998.7,17.799999999999955,-17.799999999999955,995.8,1007.0,987.4,19.600000000000023,-11.0,999.9,1008.2,994.5,13.700000000000045,-11.900000000000091,0,0,0,0,0
2018-02-25,984.6333333333333,1002.4,968.4,34.0,-28.899999999999977,988.4833333333333,1010.0,969.8,40.200000000000045,-40.200000000000045,973.7666666666667,996.6,956.5,40.10000000000002,-30.200000000000045,979.9166666666666,1002.2,967.4,34.80000000000007,-32.40000000000009,0,0,0,0,0
2018-03-04,963.5166666666667,971.3,953.8,17.5,-2.0,969.6833333333334,976.2,959.9,16.300000000000068,-6.100000000000023,955.1666666666666,965.3,947.1,18.199999999999932,8.299999999999955,962.9833333333333,971.3,953.6,17.699999999999932,1.7999999999999545,0,0,0,0,0
2018-03-11,961.3333333333333,967.5,949.3,18.200000000000045,-17.100000000000023,965.5,974.8,951.0,23.799999999999955,-17.700000000000045,955.0666666666666,962.1,945.9,16.200000000000045,-8.800000000000068,958.9,967.6,950.2,17.399999999999977,-15.899999999999977,0,0,0,0,0
2018-03-18,952.2666666666667,959.9,943.9,16.0,3.8999999999999773,959.7,963.7,957.3,6.400000000000091,-0.3000000000000682,945.9666666666667,954.1,942.1,12.0,12.0,952.4833333333333,959.9,943.9,16.0,1.2999999999999545,0,0,0,0,0
2018-03-25,950.0,960.0,936.9,23.100000000000023,-19.100000000000023,954.3,967.4,940.1,27.299999999999955,-23.699999999999932,941.18,953.3,931.9,21.399999999999977,-16.399999999999977,946.62,960.0,936.6,23.399999999999977,-20.600000000000023,0,0,0,0,0
2018-04-01,927.8166666666666,939.5,916.8,22.700000000000045,-18.100000000000023,930.3,944.4,920.6,23.799999999999955,-20.699999999999932,919.15,935.3,910.3,25.0,-14.699999999999932,925.0666666666666,939.3,916.8,22.5,-15.599999999999909,0,0,0,0,0
2018-04-08,933.45,937.3,923.9,13.399999999999977,11.800000000000068,939.5833333333334,946.0,935.7,10.299999999999955,-4.7999999999999545,928.1666666666666,931.4,920.0,11.399999999999977,11.399999999999977,934.9,937.0,932.0,5.0,-2.8999999999999773,0,0,0,0,0
2018-04-15,936.7333333333333,946.5,929.4,17.100000000000023,-4.800000000000068,943.0166666666667,957.0,930.6,26.399999999999977,-7.5,931.1333333333333,938.6,925.0,13.600000000000023,-1.2000000000000455,935.8833333333333,946.5,929.1,17.399999999999977,-4.199999999999932,0,0,0,0,0
2018-04-22,921.2333333333333,933.9,910.1,23.799999999999955,-12.5,926.05,937.6,916.4,21.200000000000045,-14.700000000000045,913.1833333333334,919.2,906.5,12.700000000000045,-3.900000000000091,919.2,934.0,910.2,23.799999999999955,-7.099999999999909,0,0,0,0,0
2018-04-29,905.0,916.2,894.7,21.5,-3.800000000000068,909.7833333333333,917.5,902.2,15.299999999999955,-4.100000000000023,899.1166666666667,910.4,893.2,17.199999999999932,6.600000000000023,904.0333333333333,911.6,894.6,17.0,4.899999999999977,0,0,0,0,0
2018-05-06,917.2666666666667,925.8,911.4,14.399999999999977,12.100000000000023,923.3666666666667,930.5,915.9,14.600000000000023,6.300000000000068,914.4833333333333,923.2,907.8,15.400000000000091,12.5,919.55,925.8,912.6,13.199999999999932,11.799999999999955,0,0,0,0,0
2018-05-13,900.75,924.4,886.8,37.60000000000002,-37.60000000000002,903.3833333333333,928.8,889.0,39.799999999999955,-39.799999999999955,890.8833333333333,910.9,881.2,29.699999999999932,-25.399999999999977,894.4333333333334,911.6,886.2,25.399999999999977,-25.399999999999977,0,0,0,0,0
2018-05-20,901.5666666666666,910.4,886.2,24.199999999999932,14.199999999999932,909.2166666666667,914.7,901.8,12.900000000000091,-0.900000000000091,895.8,903.5,877.8,25.700000000000045,22.100000000000023,904.1666666666666,910.4,899.5,10.899999999999977,2.1000000000000227,0,0,0,0,0
