Date,Newfleet Multi-Sector Income_Open_average,Newfleet Multi-Sector Income_Open_max,Newfleet Multi-Sector Income_Open_min,Newfleet Multi-Sector Income_Open_volatility,Newfleet Multi-Sector Income_Open_change,Newfleet Multi-Sector Income_High_average,Newfleet Multi-Sector Income_High_max,Newfleet Multi-Sector Income_High_min,Newfleet Multi-Sector Income_High_volatility,Newfleet Multi-Sector Income_High_change,Newfleet Multi-Sector Income_Low_average,Newfleet Multi-Sector Income_Low_max,Newfleet Multi-Sector Income_Low_min,Newfleet Multi-Sector Income_Low_volatility,Newfleet Multi-Sector Income_Low_change,Newfleet Multi-Sector Income_Close_average,Newfleet Multi-Sector Income_Close_max,Newfleet Multi-Sector Income_Close_min,Newfleet Multi-Sector Income_Close_volatility,Newfleet Multi-Sector Income_Close_change
2018-01-14,48.36,48.36,48.36,0.0,0.0,48.49,48.49,48.49,0.0,0.0,48.34,48.34,48.34,0.0,0.0,48.34,48.34,48.34,0.0,0.0
2018-01-21,48.39,48.39,48.39,0.0,0.0,48.39,48.39,48.39,0.0,0.0,48.25,48.25,48.25,0.0,0.0,48.29,48.29,48.29,0.0,0.0
2018-01-28,48.23,48.23,48.23,0.0,0.0,48.32,48.32,48.32,0.0,0.0,48.2,48.2,48.2,0.0,0.0,48.32,48.32,48.32,0.0,0.0
2018-02-04,48.18,48.18,48.18,0.0,0.0,48.25,48.25,48.25,0.0,0.0,48.09,48.09,48.09,0.0,0.0,48.22,48.22,48.22,0.0,0.0
2018-02-11,48.16,48.16,48.16,0.0,0.0,48.24,48.24,48.24,0.0,0.0,48.16,48.16,48.16,0.0,0.0,48.18,48.18,48.18,0.0,0.0
2018-02-18,48.03,48.03,48.03,0.0,0.0,48.22,48.22,48.22,0.0,0.0,48.03,48.03,48.03,0.0,0.0,48.12,48.12,48.12,0.0,0.0
2018-02-25,48.07,48.07,48.07,0.0,0.0,48.13,48.13,48.13,0.0,0.0,48.06,48.06,48.06,0.0,0.0,48.08,48.08,48.08,0.0,0.0
2018-03-04,48.05,48.05,48.05,0.0,0.0,48.08,48.08,48.08,0.0,0.0,48.03,48.03,48.03,0.0,0.0,48.06,48.06,48.06,0.0,0.0
2018-03-11,48.09,48.09,48.09,0.0,0.0,48.18,48.18,48.18,0.0,0.0,48.05,48.05,48.05,0.0,0.0,48.15,48.15,48.15,0.0,0.0
2018-03-18,48.09,48.09,48.09,0.0,0.0,48.1,48.1,48.1,0.0,0.0,47.95,47.95,47.95,0.0,0.0,48.07,48.07,48.07,0.0,0.0
2018-03-25,48.08,48.08,48.08,0.0,0.0,48.08,48.08,48.08,0.0,0.0,48.0,48.0,48.0,0.0,0.0,48.08,48.08,48.08,0.0,0.0
2018-04-01,47.99,47.99,47.99,0.0,0.0,48.17,48.17,48.17,0.0,0.0,47.99,47.99,47.99,0.0,0.0,48.07,48.07,48.07,0.0,0.0
2018-04-08,47.97,47.97,47.97,0.0,0.0,48.07,48.07,48.07,0.0,0.0,47.94,47.94,47.94,0.0,0.0,48.06,48.06,48.06,0.0,0.0
2018-04-15,47.98,47.98,47.98,0.0,0.0,48.1,48.1,48.1,0.0,0.0,47.98,47.98,47.98,0.0,0.0,48.03,48.03,48.03,0.0,0.0
2018-04-22,47.9,47.9,47.9,0.0,0.0,48.0,48.0,48.0,0.0,0.0,47.82,47.82,47.82,0.0,0.0,47.85,47.85,47.85,0.0,0.0
2018-04-29,47.99,47.99,47.99,0.0,0.0,48.02,48.02,48.02,0.0,0.0,47.89,47.89,47.89,0.0,0.0,48.01,48.01,48.01,0.0,0.0
2018-05-06,47.91,47.91,47.91,0.0,0.0,48.04,48.04,48.04,0.0,0.0,47.91,47.91,47.91,0.0,0.0,48.03,48.03,48.03,0.0,0.0
2018-05-13,47.96,47.96,47.96,0.0,0.0,48.02,48.02,48.02,0.0,0.0,47.91,47.91,47.91,0.0,0.0,47.96,47.96,47.96,0.0,0.0
2018-05-20,47.85,47.85,47.85,0.0,0.0,47.99,47.99,47.99,0.0,0.0,47.83,47.83,47.83,0.0,0.0,47.91,47.91,47.91,0.0,0.0
2018-05-27,47.9,47.9,47.9,0.0,0.0,47.97,47.97,47.97,0.0,0.0,47.73,47.73,47.73,0.0,0.0,47.91,47.91,47.91,0.0,0.0
2018-06-03,47.76,47.76,47.76,0.0,0.0,47.98,47.98,47.98,0.0,0.0,47.76,47.76,47.76,0.0,0.0,47.97,47.97,47.97,0.0,0.0
2018-06-10,47.9,47.9,47.9,0.0,0.0,47.9,47.9,47.9,0.0,0.0,47.83,47.83,47.83,0.0,0.0,47.9,47.9,47.9,0.0,0.0
2018-06-17,47.81,47.81,47.81,0.0,0.0,47.9,47.9,47.9,0.0,0.0,47.77,47.77,47.77,0.0,0.0,47.81,47.81,47.81,0.0,0.0
2018-06-24,47.81,47.81,47.81,0.0,0.0,47.81,47.81,47.81,0.0,0.0,47.77,47.77,47.77,0.0,0.0,47.78,47.78,47.78,0.0,0.0
2018-07-01,47.85,47.85,47.85,0.0,0.0,47.9,47.9,47.9,0.0,0.0,47.81,47.81,47.81,0.0,0.0,47.81,47.81,47.81,0.0,0.0
2018-07-08,47.87,47.87,47.87,0.0,0.0,47.88,47.88,47.88,0.0,0.0,47.83,47.83,47.83,0.0,0.0,47.88,47.88,47.88,0.0,0.0
2018-07-15,47.88,47.88,47.88,0.0,0.0,47.93,47.93,47.93,0.0,0.0,47.85,47.85,47.85,0.0,0.0,47.91,47.91,47.91,0.0,0.0
2018-07-22,47.77,47.77,47.77,0.0,0.0,47.9,47.9,47.9,0.0,0.0,47.77,47.77,47.77,0.0,0.0,47.77,47.77,47.77,0.0,0.0
2018-07-29,47.8,47.8,47.8,0.0,0.0,47.98,47.98,47.98,0.0,0.0,47.8,47.8,47.8,0.0,0.0,47.93,47.93,47.93,0.0,0.0
2018-08-05,47.94,47.94,47.94,0.0,0.0,47.96,47.96,47.96,0.0,0.0,47.91,47.91,47.91,0.0,0.0,47.95,47.95,47.95,0.0,0.0
2018-08-12,47.93,47.93,47.93,0.0,0.0,47.98,47.98,47.98,0.0,0.0,47.9,47.9,47.9,0.0,0.0,47.91,47.91,47.91,0.0,0.0
2018-08-19,47.95,47.95,47.95,0.0,0.0,47.95,47.95,47.95,0.0,0.0,47.85,47.85,47.85,0.0,0.0,47.9,47.9,47.9,0.0,0.0
2018-08-26,47.85,47.85,47.85,0.0,0.0,47.96,47.96,47.96,0.0,0.0,47.82,47.82,47.82,0.0,0.0,47.87,47.87,47.87,0.0,0.0
2018-09-02,47.85,47.85,47.85,0.0,0.0,47.91,47.91,47.91,0.0,0.0,47.81,47.81,47.81,0.0,0.0,47.87,47.87,47.87,0.0,0.0
2018-09-09,47.86,47.86,47.86,0.0,0.0,47.99,47.99,47.99,0.0,0.0,47.83,47.83,47.83,0.0,0.0,47.99,47.99,47.99,0.0,0.0
2018-09-16,47.91,47.91,47.91,0.0,0.0,47.94,47.94,47.94,0.0,0.0,47.84,47.84,47.84,0.0,0.0,47.93,47.93,47.93,0.0,0.0
2018-09-23,47.91,47.91,47.91,0.0,0.0,47.91,47.91,47.91,0.0,0.0,47.75,47.75,47.75,0.0,0.0,47.82,47.82,47.82,0.0,0.0
2018-09-30,47.77,47.77,47.77,0.0,0.0,47.87,47.87,47.87,0.0,0.0,47.73,47.73,47.73,0.0,0.0,47.74,47.74,47.74,0.0,0.0
2018-10-07,47.75,47.75,47.75,0.0,0.0,47.91,47.91,47.91,0.0,0.0,47.74,47.74,47.74,0.0,0.0,47.87,47.87,47.87,0.0,0.0
2018-10-14,47.89,47.89,47.89,0.0,0.0,47.89,47.89,47.89,0.0,0.0,47.73,47.73,47.73,0.0,0.0,47.79,47.79,47.79,0.0,0.0
2018-10-21,47.66,47.66,47.66,0.0,0.0,47.75,47.75,47.75,0.0,0.0,47.66,47.66,47.66,0.0,0.0,47.68,47.68,47.68,0.0,0.0
2018-10-28,47.7,47.7,47.7,0.0,0.0,47.75,47.75,47.75,0.0,0.0,47.56,47.56,47.56,0.0,0.0,47.71,47.71,47.71,0.0,0.0
2018-11-04,47.71,47.71,47.71,0.0,0.0,47.75,47.75,47.75,0.0,0.0,47.59,47.59,47.59,0.0,0.0,47.73,47.73,47.73,0.0,0.0
2018-11-11,47.63,47.63,47.63,0.0,0.0,47.74,47.74,47.74,0.0,0.0,47.62,47.62,47.62,0.0,0.0,47.68,47.68,47.68,0.0,0.0
2018-11-18,47.61,47.61,47.61,0.0,0.0,47.7,47.7,47.7,0.0,0.0,47.6,47.6,47.6,0.0,0.0,47.61,47.61,47.61,0.0,0.0
2018-11-25,47.48,47.48,47.48,0.0,0.0,47.55,47.55,47.55,0.0,0.0,47.48,47.48,47.48,0.0,0.0,47.49,47.49,47.49,0.0,0.0
2018-12-02,47.43,47.43,47.43,0.0,0.0,47.6,47.6,47.6,0.0,0.0,47.43,47.43,47.43,0.0,0.0,47.45,47.45,47.45,0.0,0.0
2018-12-09,47.38,47.38,47.38,0.0,0.0,47.53,47.53,47.53,0.0,0.0,47.36,47.36,47.36,0.0,0.0,47.4,47.4,47.4,0.0,0.0
2018-12-16,47.38,47.38,47.38,0.0,0.0,47.38,47.38,47.38,0.0,0.0,47.3,47.3,47.3,0.0,0.0,47.37,47.37,47.37,0.0,0.0
2018-12-23,47.22,47.22,47.22,0.0,0.0,47.43,47.43,47.43,0.0,0.0,47.22,47.22,47.22,0.0,0.0,47.33,47.33,47.33,0.0,0.0
2018-12-30,47.4,47.4,47.4,0.0,0.0,47.46,47.46,47.46,0.0,0.0,47.4,47.4,47.4,0.0,0.0,47.44,47.44,47.44,0.0,0.0
2019-01-06,47.55,47.55,47.55,0.0,0.0,47.55,47.55,47.55,0.0,0.0,47.42,47.42,47.42,0.0,0.0,47.48,47.48,47.48,0.0,0.0
2019-01-13,47.49,47.49,47.49,0.0,0.0,47.51,47.51,47.51,0.0,0.0,47.45,47.45,47.45,0.0,0.0,47.48,47.48,47.48,0.0,0.0
2019-01-20,47.62,47.62,47.62,0.0,0.0,47.62,47.62,47.62,0.0,0.0,47.47,47.47,47.47,0.0,0.0,47.55,47.55,47.55,0.0,0.0
2019-01-27,47.59,47.59,47.59,0.0,0.0,47.74,47.74,47.74,0.0,0.0,47.59,47.59,47.59,0.0,0.0,47.66,47.66,47.66,0.0,0.0
2019-02-03,47.9,47.9,47.9,0.0,0.0,47.9,47.9,47.9,0.0,0.0,47.69,47.69,47.69,0.0,0.0,47.82,47.82,47.82,0.0,0.0
2019-02-10,47.71,47.71,47.71,0.0,0.0,47.76,47.76,47.76,0.0,0.0,47.69,47.69,47.69,0.0,0.0,47.73,47.73,47.73,0.0,0.0
2019-02-17,47.91,47.91,47.91,0.0,0.0,47.98,47.98,47.98,0.0,0.0,47.8,47.8,47.8,0.0,0.0,47.81,47.81,47.81,0.0,0.0
2019-02-24,47.76,47.76,47.76,0.0,0.0,47.8,47.8,47.8,0.0,0.0,47.74,47.74,47.74,0.0,0.0,47.77,47.77,47.77,0.0,0.0
2019-03-03,48.0,48.0,48.0,0.0,0.0,48.0,48.0,48.0,0.0,0.0,47.81,47.81,47.81,0.0,0.0,47.84,47.84,47.84,0.0,0.0
2019-03-10,47.89,47.89,47.89,0.0,0.0,48.04,48.04,48.04,0.0,0.0,47.89,47.89,47.89,0.0,0.0,47.94,47.94,47.94,0.0,0.0
2019-03-17,48.23,48.23,48.23,0.0,0.0,48.23,48.23,48.23,0.0,0.0,48.01,48.01,48.01,0.0,0.0,48.09,48.09,48.09,0.0,0.0
2019-03-24,48.03,48.03,48.03,0.0,0.0,48.13,48.13,48.13,0.0,0.0,47.91,47.91,47.91,0.0,0.0,48.04,48.04,48.04,0.0,0.0
2019-03-31,48.12,48.12,48.12,0.0,0.0,48.12,48.12,48.12,0.0,0.0,48.05,48.05,48.05,0.0,0.0,48.09,48.09,48.09,0.0,0.0
2019-04-07,48.06,48.06,48.06,0.0,0.0,48.17,48.17,48.17,0.0,0.0,48.06,48.06,48.06,0.0,0.0,48.08,48.08,48.08,0.0,0.0
2019-04-14,48.11,48.11,48.11,0.0,0.0,48.16,48.16,48.16,0.0,0.0,48.11,48.11,48.11,0.0,0.0,48.16,48.16,48.16,0.0,0.0
2019-04-21,48.2,48.2,48.2,0.0,0.0,48.21,48.21,48.21,0.0,0.0,48.07,48.07,48.07,0.0,0.0,48.13,48.13,48.13,0.0,0.0
