Date,Global X Millennials Thematic_Open_average,Global X Millennials Thematic_Open_max,Global X Millennials Thematic_Open_min,Global X Millennials Thematic_Open_volatility,Global X Millennials Thematic_Open_change,Global X Millennials Thematic_High_average,Global X Millennials Thematic_High_max,Global X Millennials Thematic_High_min,Global X Millennials Thematic_High_volatility,Global X Millennials Thematic_High_change,Global X Millennials Thematic_Low_average,Global X Millennials Thematic_Low_max,Global X Millennials Thematic_Low_min,Global X Millennials Thematic_Low_volatility,Global X Millennials Thematic_Low_change,Global X Millennials Thematic_Close_average,Global X Millennials Thematic_Close_max,Global X Millennials Thematic_Close_min,Global X Millennials Thematic_Close_volatility,Global X Millennials Thematic_Close_change
2018-01-14,20.13,20.13,20.13,0.0,0.0,20.28,20.28,20.28,0.0,0.0,20.07,20.07,20.07,0.0,0.0,20.28,20.28,20.28,0.0,0.0
2018-01-21,20.71,20.71,20.71,0.0,0.0,20.71,20.71,20.71,0.0,0.0,20.56,20.56,20.56,0.0,0.0,20.61,20.61,20.61,0.0,0.0
2018-01-28,19.79,19.79,19.79,0.0,0.0,19.97,19.97,19.97,0.0,0.0,19.42,19.42,19.42,0.0,0.0,19.42,19.42,19.42,0.0,0.0
2018-02-04,19.64,19.64,19.64,0.0,0.0,19.7,19.7,19.7,0.0,0.0,19.47,19.47,19.47,0.0,0.0,19.67,19.67,19.67,0.0,0.0
2018-02-11,20.42,20.42,20.42,0.0,0.0,20.49,20.49,20.49,0.0,0.0,20.35,20.35,20.35,0.0,0.0,20.47,20.47,20.47,0.0,0.0
2018-02-18,20.6,20.6,20.6,0.0,0.0,20.61,20.61,20.61,0.0,0.0,20.5,20.5,20.5,0.0,0.0,20.6,20.6,20.6,0.0,0.0
2018-02-25,20.14,20.14,20.14,0.0,0.0,20.49,20.49,20.49,0.0,0.0,20.07,20.07,20.07,0.0,0.0,20.45,20.45,20.45,0.0,0.0
2018-03-04,21.02,21.02,21.02,0.0,0.0,21.04,21.04,21.04,0.0,0.0,20.93,20.93,20.93,0.0,0.0,20.95,20.95,20.95,0.0,0.0
2018-03-11,20.8,20.8,20.8,0.0,0.0,20.8,20.8,20.8,0.0,0.0,20.45,20.45,20.45,0.0,0.0,20.58,20.58,20.58,0.0,0.0
2018-03-18,20.01,20.01,20.01,0.0,0.0,20.27,20.27,20.27,0.0,0.0,19.81,19.81,19.81,0.0,0.0,20.26,20.26,20.26,0.0,0.0
2018-03-25,19.84,19.84,19.84,0.0,0.0,19.84,19.84,19.84,0.0,0.0,19.24,19.24,19.24,0.0,0.0,19.33,19.33,19.33,0.0,0.0
2018-04-01,19.75,19.75,19.75,0.0,0.0,19.92,19.92,19.92,0.0,0.0,19.66,19.66,19.66,0.0,0.0,19.67,19.67,19.67,0.0,0.0
2018-04-08,20.13,20.13,20.13,0.0,0.0,20.14,20.14,20.14,0.0,0.0,19.99,19.99,19.99,0.0,0.0,20.12,20.12,20.12,0.0,0.0
2018-04-15,20.23,20.23,20.23,0.0,0.0,20.37,20.37,20.37,0.0,0.0,20.21,20.21,20.21,0.0,0.0,20.28,20.28,20.28,0.0,0.0
2018-04-22,20.35,20.35,20.35,0.0,0.0,20.45,20.45,20.45,0.0,0.0,20.23,20.23,20.23,0.0,0.0,20.33,20.33,20.33,0.0,0.0
2018-04-29,20.25,20.25,20.25,0.0,0.0,20.44,20.44,20.44,0.0,0.0,20.25,20.25,20.25,0.0,0.0,20.35,20.35,20.35,0.0,0.0
2018-05-06,20.84,20.84,20.84,0.0,0.0,20.91,20.91,20.91,0.0,0.0,20.74,20.74,20.74,0.0,0.0,20.8,20.8,20.8,0.0,0.0
2018-05-13,20.93,20.93,20.93,0.0,0.0,20.96,20.96,20.96,0.0,0.0,20.89,20.89,20.89,0.0,0.0,20.91,20.91,20.91,0.0,0.0
2018-05-20,21.17,21.17,21.17,0.0,0.0,21.2,21.2,21.2,0.0,0.0,21.11,21.11,21.11,0.0,0.0,21.16,21.16,21.16,0.0,0.0
2018-05-27,21.77,21.77,21.77,0.0,0.0,21.96,21.96,21.96,0.0,0.0,21.71,21.71,21.71,0.0,0.0,21.94,21.94,21.94,0.0,0.0
2018-06-03,22.38,22.38,22.38,0.0,0.0,22.42,22.42,22.42,0.0,0.0,22.3,22.3,22.3,0.0,0.0,22.41,22.41,22.41,0.0,0.0
2018-06-10,22.71,22.71,22.71,0.0,0.0,22.88,22.88,22.88,0.0,0.0,22.59,22.59,22.59,0.0,0.0,22.88,22.88,22.88,0.0,0.0
2018-06-17,22.62,22.62,22.62,0.0,0.0,22.65,22.65,22.65,0.0,0.0,22.12,22.12,22.12,0.0,0.0,22.25,22.25,22.25,0.0,0.0
2018-06-24,22.15,22.15,22.15,0.0,0.0,22.3,22.3,22.3,0.0,0.0,22.07,22.07,22.07,0.0,0.0,22.3,22.3,22.3,0.0,0.0
