Date,FCBC_stock_Open_average,FCBC_stock_Open_max,FCBC_stock_Open_min,FCBC_stock_Open_volatility,FCBC_stock_Open_change,FCBC_stock_High_average,FCBC_stock_High_max,FCBC_stock_High_min,FCBC_stock_High_volatility,FCBC_stock_High_change,FCBC_stock_Low_average,FCBC_stock_Low_max,FCBC_stock_Low_min,FCBC_stock_Low_volatility,FCBC_stock_Low_change,FCBC_stock_Close_average,FCBC_stock_Close_max,FCBC_stock_Close_min,FCBC_stock_Close_volatility,FCBC_stock_Close_change,FCBC_stock_Volume_average,FCBC_stock_Volume_max,FCBC_stock_Volume_min,FCBC_stock_Volume_volatility,FCBC_stock_Volume_change
2018-01-14,29.3425,29.65,29.2,0.4499999999999993,-0.019999999999999574,29.8275,29.99,29.65,0.33999999999999986,-0.28999999999999915,29.1125,29.3,28.96,0.33999999999999986,-0.25,29.5225,29.74,29.3,0.4399999999999977,-0.029999999999997584,12745,16609,9174,7435,6270
2018-01-21,28.698,29.87,27.09,2.780000000000001,-2.3000000000000007,28.983999999999998,29.87,27.64,2.2300000000000004,-1.8299999999999983,27.868,28.93,26.75,2.1799999999999997,-2.1799999999999997,28.296,29.6,27.04,2.5600000000000023,-1.6300000000000026,40633,88704,11335,77369,3960
2018-01-28,27.666,28.0,27.34,0.6600000000000001,0.4700000000000024,28.086,28.5,27.72,0.7800000000000011,0.7800000000000011,27.406,27.59,27.24,0.3500000000000014,0.3500000000000014,27.798000000000002,28.12,27.59,0.5300000000000011,-0.010000000000001563,29412,53983,13866,40117,-15310
2018-02-04,26.608,27.29,26.07,1.2199999999999989,-0.9699999999999989,27.356,27.73,26.82,0.9100000000000001,-0.9100000000000001,26.172,26.49,25.85,0.639999999999997,-0.639999999999997,26.56,26.93,26.02,0.9100000000000001,0.029999999999997584,25422,44532,14559,29973,-4872
2018-02-11,26.509999999999998,26.72,26.12,0.5999999999999979,-0.10999999999999943,26.918,27.28,26.71,0.5700000000000003,0.41000000000000014,26.288,26.61,26.02,0.5899999999999999,0.379999999999999,26.644,27.04,26.31,0.7300000000000004,0.36999999999999744,16758,22973,11472,11501,-5654
2018-02-18,26.7175,26.94,26.41,0.5300000000000011,0.0400000000000027,27.3125,27.69,27.02,0.6700000000000017,0.4400000000000013,26.395,26.75,26.07,0.6799999999999997,0.6799999999999997,26.9175,27.58,26.3,1.2799999999999976,1.2799999999999976,22933,26927,19068,7859,1723
2018-02-25,27.024,27.33,26.66,0.6699999999999982,-0.360000000000003,27.522,27.7,27.33,0.370000000000001,0.08000000000000185,26.768,27.04,26.38,0.6600000000000001,-0.08999999999999986,27.104,27.45,26.71,0.7399999999999984,0.129999999999999,28477,35731,22667,13064,3463
2018-03-04,28.262,29.16,27.38,1.7800000000000011,1.3900000000000006,28.938,29.65,28.36,1.2899999999999991,1.2899999999999991,28.004,28.77,27.28,1.4899999999999984,1.4899999999999984,28.622,29.27,27.97,1.3000000000000007,1.3000000000000007,27911,32957,21427,11530,2673
2018-03-11,29.488,29.83,29.19,0.639999999999997,0.5699999999999967,29.88,30.43,29.47,0.9600000000000009,0.9600000000000009,29.236,29.83,28.9,0.9299999999999997,0.9299999999999997,29.722,30.34,29.34,1.0,1.0,43020,90380,26857,63523,63523
2018-03-18,30.412,30.62,30.19,0.4299999999999997,-0.05999999999999872,30.918,31.15,30.37,0.7799999999999976,-0.7699999999999996,29.922,30.3,29.25,1.0500000000000007,-0.8099999999999987,30.278,30.93,29.29,1.6400000000000006,-1.6400000000000006,45867,62040,38336,23704,14810
2018-03-25,29.93,30.39,29.66,0.7300000000000004,0.7300000000000004,30.3,30.77,29.7,1.0700000000000003,1.0700000000000003,29.4575,29.77,29.02,0.75,0.6700000000000017,29.872500000000002,30.34,29.44,0.8999999999999986,0.41000000000000014,48425,58299,37850,20449,7036
2018-04-01,29.994,30.41,29.68,0.7300000000000004,0.41000000000000014,30.554,30.87,30.25,0.620000000000001,0.5800000000000018,29.782,30.25,29.3,0.9499999999999993,0.9499999999999993,30.208,30.58,29.67,0.9099999999999966,0.8699999999999974,36895,48025,31950,16075,-10980
2018-04-08,31.044,31.4,30.77,0.629999999999999,0.3200000000000003,31.416,31.63,31.18,0.4499999999999993,-0.120000000000001,30.736,31.0,30.27,0.7300000000000004,0.6799999999999997,31.06,31.32,30.58,0.740000000000002,0.4700000000000024,26261,40585,13702,26883,-26883
2018-04-15,31.056,31.29,30.84,0.4499999999999993,-0.00999999999999801,31.402,31.45,31.34,0.10999999999999943,0.0,30.826,30.95,30.68,0.2699999999999996,-0.08999999999999986,31.073999999999998,31.19,30.83,0.360000000000003,0.030000000000001137,26974,35184,20491,14693,-6444
2018-04-22,31.224,31.6,30.95,0.6500000000000021,-0.14000000000000057,31.556,31.93,31.34,0.5899999999999999,0.2699999999999996,30.939999999999998,31.29,30.61,0.6799999999999997,-0.14999999999999858,31.14,31.36,31.02,0.33999999999999986,-0.05999999999999872,24034,32162,21134,11028,-1842
2018-04-29,31.172,31.43,30.95,0.4800000000000004,0.03999999999999915,31.622,32.0,31.29,0.7100000000000009,0.7100000000000009,30.913999999999998,31.11,30.54,0.5700000000000003,0.08000000000000185,31.422,31.66,31.03,0.629999999999999,0.629999999999999,26616,30484,21899,8585,-8585
2018-05-06,31.727999999999998,31.81,31.57,0.23999999999999844,0.07000000000000028,31.982,32.44,31.76,0.6799999999999962,0.639999999999997,31.538,31.81,31.29,0.5199999999999996,0.4399999999999977,31.796,32.22,31.58,0.6400000000000006,0.6400000000000006,36573,53965,22942,31023,24495
2018-05-13,33.128,34.09,32.22,1.8700000000000045,1.8000000000000043,33.562,34.09,32.5,1.5900000000000034,1.5200000000000031,32.728,33.38,32.15,1.230000000000004,0.9100000000000037,33.234,33.88,32.4,1.480000000000004,0.7100000000000009,41304,64020,23695,40325,17680
2018-05-20,33.852000000000004,34.38,33.2,1.1799999999999997,1.1799999999999997,34.292,34.51,34.06,0.44999999999999574,0.3200000000000003,33.604,33.91,33.2,0.7099999999999937,0.7099999999999937,34.074,34.41,33.77,0.6399999999999935,0.4200000000000017,35289,43343,29522,13821,-13821
2018-05-27,34.2125,34.62,33.86,0.759999999999998,0.6699999999999946,34.5675,34.95,34.1,0.8500000000000014,0.8500000000000014,33.6575,34.36,33.01,1.3500000000000014,0.8999999999999986,34.355000000000004,34.88,33.71,1.1700000000000017,1.1700000000000017,50287,61684,44454,17230,2137
2018-06-03,35.194,35.51,34.9,0.6099999999999994,0.3500000000000014,35.596000000000004,36.09,35.35,0.740000000000002,0.0800000000000054,34.848,35.1,34.43,0.6700000000000017,-0.3299999999999983,35.274,35.46,35.0,0.46000000000000085,-0.3299999999999983,30568,36655,26361,10294,-10294
2018-06-10,33.926,35.06,33.23,1.8300000000000054,-1.8300000000000054,34.11,35.06,33.51,1.5500000000000043,-1.4100000000000037,33.492000000000004,34.28,33.02,1.259999999999998,-1.259999999999998,33.676,34.34,33.12,1.220000000000006,-1.220000000000006,39737,83068,24301,58767,54967
2018-06-17,33.854,34.41,33.12,1.2899999999999991,0.8900000000000006,34.268,34.62,33.65,0.9699999999999989,0.509999999999998,33.482,34.0,32.91,1.0900000000000034,0.5500000000000043,34.065999999999995,34.4,33.62,0.7800000000000011,0.5300000000000011,53862,125967,27732,98235,98235
2018-06-24,33.216,33.85,32.39,1.4600000000000009,-1.4600000000000009,33.43,33.9,32.69,1.2100000000000009,-1.2100000000000009,32.635999999999996,33.29,31.77,1.5199999999999996,-1.4499999999999993,32.864,33.72,31.86,1.8599999999999994,-1.8599999999999994,36811,56183,19086,37097,7197
