Date,ROST_Open_average,ROST_Open_max,ROST_Open_min,ROST_Open_volatility,ROST_Open_change,ROST_High_average,ROST_High_max,ROST_High_min,ROST_High_volatility,ROST_High_change,ROST_Low_average,ROST_Low_max,ROST_Low_min,ROST_Low_volatility,ROST_Low_change,ROST_Close_average,ROST_Close_max,ROST_Close_min,ROST_Close_volatility,ROST_Close_change,ROST_Volume_average,ROST_Volume_max,ROST_Volume_min,ROST_Volume_volatility,ROST_Volume_change
2018-01-14,82.3325,84.08,81.51,2.569999999999993,-1.9200000000000017,83.21000000000001,84.26,82.22,2.0400000000000063,-0.35999999999999943,81.215,81.73,80.6,1.1300000000000097,1.1300000000000097,81.89500000000001,83.76,80.87,2.8900000000000006,2.8900000000000006,2561908,2950216,2186351,763865,-81971
2018-01-21,84.532,85.07,83.87,1.1999999999999886,1.0,85.032,85.51,84.56,0.9500000000000028,0.9500000000000028,83.748,84.16,83.45,0.7099999999999937,0.6899999999999977,84.7,85.46,84.39,1.0699999999999932,0.9799999999999898,1648755,1852987,1259044,593943,-10691
2018-01-28,83.31,85.04,81.49,3.5500000000000114,-3.5500000000000114,83.93,85.66,81.93,3.7299999999999898,-3.7299999999999898,81.948,84.24,79.0,5.239999999999995,-5.239999999999995,82.286,84.57,79.08,5.489999999999995,-5.489999999999995,2536099,3241292,1785736,1455556,1444236
2018-02-04,77.12,79.03,75.47,3.5600000000000023,-3.5,79.04,80.28,78.02,2.260000000000005,-2.260000000000005,75.422,77.2,74.0,3.200000000000003,-2.8900000000000006,77.12,78.33,75.06,3.269999999999996,0.4199999999999875,3254669,3907830,2219160,1688670,234543
2018-02-11,78.328,80.48,77.13,3.3500000000000085,2.760000000000005,79.39,80.94,77.99,2.950000000000003,2.789999999999992,77.64,79.7,76.23,3.469999999999999,3.469999999999999,78.976,80.61,77.35,3.260000000000005,2.8200000000000074,2042008,2356817,1369687,987130,54618
2018-02-18,78.75,79.69,78.04,1.6499999999999915,-0.6400000000000006,79.625,79.92,79.38,0.5400000000000063,-0.5400000000000063,77.69749999999999,78.16,76.88,1.2800000000000011,-1.0600000000000023,78.3075,78.87,77.88,0.9900000000000091,0.8900000000000006,2117783,3196372,1262087,1934285,939561
2018-02-25,78.708,80.22,77.18,3.039999999999992,-2.1299999999999955,80.048,81.16,79.05,2.1099999999999994,-0.9699999999999989,77.568,78.66,76.68,1.9799999999999898,-1.9799999999999898,78.39,79.95,77.54,2.4099999999999966,-1.5300000000000011,2949482,3781287,2114622,1666665,489166
2018-03-04,77.122,78.5,75.95,2.549999999999997,-2.230000000000004,78.066,80.67,76.93,3.739999999999995,-1.3200000000000074,75.756,78.16,73.76,4.3999999999999915,-1.5100000000000051,77.224,80.51,75.22,5.290000000000006,-0.9699999999999989,4632170,8768165,2756778,6011387,663178
2018-03-11,77.09,77.42,76.76,0.6599999999999966,-0.10999999999999943,77.57,78.08,77.15,0.9299999999999926,0.3399999999999892,76.434,76.72,76.01,0.7099999999999937,0.25,76.836,77.18,76.43,0.75,0.3199999999999932,3175465,4289024,2428320,1860704,231955
2018-03-18,76.57,77.35,75.14,2.2099999999999937,-1.4399999999999977,77.544,78.71,76.43,2.279999999999987,-1.2299999999999898,76.006,77.03,74.8,2.230000000000004,-1.7000000000000028,76.328,77.41,74.84,2.569999999999993,-2.200000000000003,2455035,2853799,2184228,669571,-522918
2018-03-25,76.7825,77.64,75.6,2.0400000000000063,1.0600000000000023,78.03999999999999,78.47,77.5,0.9699999999999989,0.75,76.04,76.48,75.42,1.0600000000000023,0.7800000000000011,77.095,77.98,76.16,1.8200000000000074,0.6600000000000108,2860102,3371757,2046587,1325170,1200885
2018-04-01,77.44,79.2,75.54,3.6599999999999966,1.5799999999999983,78.63,80.1,76.72,3.3799999999999955,1.7999999999999972,76.072,78.17,74.53,3.6400000000000006,2.260000000000005,77.564,79.77,75.77,4.0,1.6800000000000068,2679723,3098362,2205992,892370,-44616
