Date,iShares Russell Mid-Cap Value_Open_average,iShares Russell Mid-Cap Value_Open_max,iShares Russell Mid-Cap Value_Open_min,iShares Russell Mid-Cap Value_Open_volatility,iShares Russell Mid-Cap Value_Open_change,iShares Russell Mid-Cap Value_High_average,iShares Russell Mid-Cap Value_High_max,iShares Russell Mid-Cap Value_High_min,iShares Russell Mid-Cap Value_High_volatility,iShares Russell Mid-Cap Value_High_change,iShares Russell Mid-Cap Value_Low_average,iShares Russell Mid-Cap Value_Low_max,iShares Russell Mid-Cap Value_Low_min,iShares Russell Mid-Cap Value_Low_volatility,iShares Russell Mid-Cap Value_Low_change,iShares Russell Mid-Cap Value_Close_average,iShares Russell Mid-Cap Value_Close_max,iShares Russell Mid-Cap Value_Close_min,iShares Russell Mid-Cap Value_Close_volatility,iShares Russell Mid-Cap Value_Close_change
2018-03-25,86.2,86.2,86.2,0.0,0.0,86.35,86.35,86.35,0.0,0.0,83.91,83.91,83.91,0.0,0.0,84.61,84.61,84.61,0.0,0.0
2018-04-01,85.98,85.98,85.98,0.0,0.0,86.64,86.64,86.64,0.0,0.0,85.44,85.44,85.44,0.0,0.0,85.5,85.5,85.5,0.0,0.0
2018-04-08,87.03,87.03,87.03,0.0,0.0,87.56,87.56,87.56,0.0,0.0,86.74,86.74,86.74,0.0,0.0,87.32,87.32,87.32,0.0,0.0
2018-04-15,87.52,87.52,87.52,0.0,0.0,87.81,87.81,87.81,0.0,0.0,87.09,87.09,87.09,0.0,0.0,87.47,87.47,87.47,0.0,0.0
2018-04-22,87.73,87.73,87.73,0.0,0.0,87.94,87.94,87.94,0.0,0.0,86.83,86.83,86.83,0.0,0.0,86.83,86.83,86.83,0.0,0.0
2018-04-29,87.11,87.11,87.11,0.0,0.0,87.48,87.48,87.48,0.0,0.0,86.93,86.93,86.93,0.0,0.0,87.11,87.11,87.11,0.0,0.0
2018-05-06,88.48,88.48,88.48,0.0,0.0,88.56,88.56,88.56,0.0,0.0,87.97,87.97,87.97,0.0,0.0,88.14,88.14,88.14,0.0,0.0
2018-05-13,88.51,88.51,88.51,0.0,0.0,88.84,88.84,88.84,0.0,0.0,88.39,88.39,88.39,0.0,0.0,88.74,88.74,88.74,0.0,0.0
2018-05-20,88.33,88.33,88.33,0.0,0.0,88.4,88.4,88.4,0.0,0.0,88.04,88.04,88.04,0.0,0.0,88.27,88.27,88.27,0.0,0.0
2018-05-27,88.53,88.53,88.53,0.0,0.0,88.8,88.8,88.8,0.0,0.0,88.23,88.23,88.23,0.0,0.0,88.57,88.57,88.57,0.0,0.0
2018-06-03,89.76,89.76,89.76,0.0,0.0,89.97,89.97,89.97,0.0,0.0,89.74,89.74,89.74,0.0,0.0,89.79,89.79,89.79,0.0,0.0
2018-06-10,88.92,88.92,88.92,0.0,0.0,89.62,89.62,89.62,0.0,0.0,88.91,88.91,88.91,0.0,0.0,89.49,89.49,89.49,0.0,0.0
2018-06-17,89.09,89.09,89.09,0.0,0.0,89.28,89.28,89.28,0.0,0.0,88.18,88.18,88.18,0.0,0.0,88.57,88.57,88.57,0.0,0.0
2018-06-24,88.0,88.0,88.0,0.0,0.0,88.43,88.43,88.43,0.0,0.0,87.82,87.82,87.82,0.0,0.0,88.41,88.41,88.41,0.0,0.0
2018-07-01,89.75,89.75,89.75,0.0,0.0,90.1,90.1,90.1,0.0,0.0,89.6,89.6,89.6,0.0,0.0,90.0,90.0,90.0,0.0,0.0
2018-07-08,89.59,89.59,89.59,0.0,0.0,89.59,89.59,89.59,0.0,0.0,89.08,89.08,89.08,0.0,0.0,89.25,89.25,89.25,0.0,0.0
2018-07-15,89.42,89.42,89.42,0.0,0.0,89.61,89.61,89.61,0.0,0.0,89.18,89.18,89.18,0.0,0.0,89.54,89.54,89.54,0.0,0.0
2018-07-22,89.86,89.86,89.86,0.0,0.0,90.09,90.09,90.09,0.0,0.0,89.63,89.63,89.63,0.0,0.0,89.69,89.69,89.69,0.0,0.0
2018-07-29,90.55,90.55,90.55,0.0,0.0,90.86,90.86,90.86,0.0,0.0,90.46,90.46,90.46,0.0,0.0,90.72,90.72,90.72,0.0,0.0
2018-08-05,90.0,90.0,90.0,0.0,0.0,90.09,90.09,90.09,0.0,0.0,89.31,89.31,89.31,0.0,0.0,89.51,89.51,89.51,0.0,0.0
2018-08-12,91.12,91.12,91.12,0.0,0.0,91.4,91.4,91.4,0.0,0.0,91.04,91.04,91.04,0.0,0.0,91.33,91.33,91.33,0.0,0.0
2018-08-19,91.67,91.67,91.67,0.0,0.0,92.01,92.01,92.01,0.0,0.0,91.67,91.67,91.67,0.0,0.0,91.78,91.78,91.78,0.0,0.0
2018-08-26,91.32,91.32,91.32,0.0,0.0,91.63,91.63,91.63,0.0,0.0,91.2,91.2,91.2,0.0,0.0,91.53,91.53,91.53,0.0,0.0
2018-09-02,91.15,91.15,91.15,0.0,0.0,91.37,91.37,91.37,0.0,0.0,90.97,90.97,90.97,0.0,0.0,91.04,91.04,91.04,0.0,0.0
2018-09-09,91.66,91.66,91.66,0.0,0.0,91.78,91.78,91.78,0.0,0.0,91.32,91.32,91.32,0.0,0.0,91.43,91.43,91.43,0.0,0.0
2018-09-16,92.28,92.28,92.28,0.0,0.0,92.3,92.3,92.3,0.0,0.0,91.29,91.29,91.29,0.0,0.0,91.43,91.43,91.43,0.0,0.0
2018-09-23,90.6,90.6,90.6,0.0,0.0,90.7,90.7,90.7,0.0,0.0,89.88,89.88,89.88,0.0,0.0,90.06,90.06,90.06,0.0,0.0
2018-09-30,89.08,89.08,89.08,0.0,0.0,89.63,89.63,89.63,0.0,0.0,89.0,89.0,89.0,0.0,0.0,89.51,89.51,89.51,0.0,0.0
2018-10-07,85.18,85.18,85.18,0.0,0.0,86.08,86.08,86.08,0.0,0.0,85.18,85.18,85.18,0.0,0.0,85.46,85.46,85.46,0.0,0.0
2018-10-14,85.98,85.98,85.98,0.0,0.0,85.98,85.98,85.98,0.0,0.0,84.91,84.91,84.91,0.0,0.0,84.93,84.93,84.93,0.0,0.0
2018-10-21,82.87,82.87,82.87,0.0,0.0,83.52,83.52,83.52,0.0,0.0,81.15,81.15,81.15,0.0,0.0,81.97,81.97,81.97,0.0,0.0
2018-10-28,84.89,84.89,84.89,0.0,0.0,85.55,85.55,85.55,0.0,0.0,84.77,84.77,84.77,0.0,0.0,85.38,85.38,85.38,0.0,0.0
2018-11-04,86.01,86.01,86.01,0.0,0.0,86.11,86.11,86.11,0.0,0.0,84.88,84.88,84.88,0.0,0.0,84.98,84.98,84.98,0.0,0.0
2018-11-11,85.13,85.13,85.13,0.0,0.0,85.44,85.44,85.44,0.0,0.0,84.15,84.15,84.15,0.0,0.0,84.45,84.45,84.45,0.0,0.0
2018-11-18,84.08,84.08,84.08,0.0,0.0,84.55,84.55,84.55,0.0,0.0,83.96,83.96,83.96,0.0,0.0,84.47,84.47,84.47,0.0,0.0
2018-11-25,86.76,86.76,86.76,0.0,0.0,86.81,86.81,86.81,0.0,0.0,85.81,85.81,85.81,0.0,0.0,86.52,86.52,86.52,0.0,0.0
2018-12-02,82.46,82.46,82.46,0.0,0.0,82.58,82.58,82.58,0.0,0.0,80.68,80.68,80.68,0.0,0.0,81.93,81.93,81.93,0.0,0.0
2018-12-09,79.86,79.86,79.86,0.0,0.0,80.1,80.1,80.1,0.0,0.0,77.87,77.87,77.87,0.0,0.0,78.23,78.23,78.23,0.0,0.0
2018-12-16,74.05,74.05,74.05,0.0,0.0,78.12,78.12,78.12,0.0,0.0,72.25,72.25,72.25,0.0,0.0,72.26,72.26,72.26,0.0,0.0
2018-12-23,76.09,76.09,76.09,0.0,0.0,76.35,76.35,76.35,0.0,0.0,75.32,75.32,75.32,0.0,0.0,76.35,76.35,76.35,0.0,0.0
2018-12-30,77.43,77.43,77.43,0.0,0.0,78.79,78.79,78.79,0.0,0.0,77.23,77.23,77.23,0.0,0.0,78.19,78.19,78.19,0.0,0.0
2019-01-06,79.77,79.77,79.77,0.0,0.0,80.16,80.16,80.16,0.0,0.0,79.55,79.55,79.55,0.0,0.0,79.87,79.87,79.87,0.0,0.0
2019-01-13,82.08,82.08,82.08,0.0,0.0,82.69,82.69,82.69,0.0,0.0,81.92,81.92,81.92,0.0,0.0,82.6,82.6,82.6,0.0,0.0
2019-01-20,82.04,82.04,82.04,0.0,0.0,82.67,82.67,82.67,0.0,0.0,82.01,82.01,82.01,0.0,0.0,82.64,82.64,82.64,0.0,0.0
2019-01-27,84.37,84.37,84.37,0.0,0.0,84.83,84.83,84.83,0.0,0.0,83.88,83.88,83.88,0.0,0.0,84.83,84.83,84.83,0.0,0.0
2019-02-03,84.84,84.84,84.84,0.0,0.0,84.98,84.98,84.98,0.0,0.0,84.62,84.62,84.62,0.0,0.0,84.93,84.93,84.93,0.0,0.0
2019-02-10,86.46,86.46,86.46,0.0,0.0,86.72,86.72,86.72,0.0,0.0,86.31,86.31,86.31,0.0,0.0,86.71,86.71,86.71,0.0,0.0
2019-02-17,87.85,87.85,87.85,0.0,0.0,87.87,87.87,87.87,0.0,0.0,87.25,87.25,87.25,0.0,0.0,87.32,87.32,87.32,0.0,0.0
2019-02-24,87.54,87.54,87.54,0.0,0.0,87.7,87.7,87.7,0.0,0.0,86.28,86.28,86.28,0.0,0.0,87.13,87.13,87.13,0.0,0.0
2019-03-03,85.42,85.42,85.42,0.0,0.0,86.28,86.28,86.28,0.0,0.0,85.4,85.4,85.4,0.0,0.0,86.28,86.28,86.28,0.0,0.0
2019-03-10,87.22,87.22,87.22,0.0,0.0,87.61,87.61,87.61,0.0,0.0,87.12,87.12,87.12,0.0,0.0,87.47,87.47,87.47,0.0,0.0
2019-03-17,85.43,85.43,85.43,0.0,0.0,85.87,85.87,85.87,0.0,0.0,85.0,85.0,85.0,0.0,0.0,85.52,85.52,85.52,0.0,0.0
2019-03-24,87.32,87.32,87.32,0.0,0.0,87.91,87.91,87.91,0.0,0.0,87.31,87.31,87.31,0.0,0.0,87.86,87.86,87.86,0.0,0.0
2019-03-31,88.79,88.79,88.79,0.0,0.0,88.85,88.85,88.85,0.0,0.0,88.54,88.54,88.54,0.0,0.0,88.83,88.83,88.83,0.0,0.0
2019-04-07,89.67,89.67,89.67,0.0,0.0,89.7,89.7,89.7,0.0,0.0,89.22,89.22,89.22,0.0,0.0,89.29,89.29,89.29,0.0,0.0
2019-04-14,88.5,88.5,88.5,0.0,0.0,88.66,88.66,88.66,0.0,0.0,88.1,88.1,88.1,0.0,0.0,88.38,88.38,88.38,0.0,0.0
2019-04-21,89.37,89.37,89.37,0.0,0.0,89.63,89.63,89.63,0.0,0.0,89.32,89.32,89.32,0.0,0.0,89.32,89.32,89.32,0.0,0.0
2019-04-28,88.65,88.65,88.65,0.0,0.0,89.52,89.52,89.52,0.0,0.0,88.48,88.48,88.48,0.0,0.0,89.35,89.35,89.35,0.0,0.0
2019-05-05,87.03,87.03,87.03,0.0,0.0,87.03,87.03,87.03,0.0,0.0,85.98,85.98,85.98,0.0,0.0,86.36,86.36,86.36,0.0,0.0
2019-05-12,86.67,86.67,86.67,0.0,0.0,87.04,87.04,87.04,0.0,0.0,86.3,86.3,86.3,0.0,0.0,86.56,86.56,86.56,0.0,0.0
2019-05-19,86.31,86.31,86.31,0.0,0.0,86.58,86.58,86.58,0.0,0.0,85.95,85.95,85.95,0.0,0.0,86.17,86.17,86.17,0.0,0.0
2019-05-26,83.97,83.97,83.97,0.0,0.0,84.72,84.72,84.72,0.0,0.0,83.97,83.97,83.97,0.0,0.0,84.55,84.55,84.55,0.0,0.0
2019-06-02,87.67,87.67,87.67,0.0,0.0,87.92,87.92,87.92,0.0,0.0,87.44,87.44,87.44,0.0,0.0,87.51,87.51,87.51,0.0,0.0
2019-06-09,87.46,87.46,87.46,0.0,0.0,87.64,87.64,87.64,0.0,0.0,87.28,87.28,87.28,0.0,0.0,87.32,87.32,87.32,0.0,0.0
2019-06-16,89.01,89.01,89.01,0.0,0.0,89.01,89.01,89.01,0.0,0.0,88.39,88.39,88.39,0.0,0.0,88.43,88.43,88.43,0.0,0.0
2019-06-23,90.02,90.02,90.02,0.0,0.0,90.2,90.2,90.2,0.0,0.0,89.15,89.15,89.15,0.0,0.0,89.63,89.63,89.63,0.0,0.0
2019-06-30,90.04,90.04,90.04,0.0,0.0,90.23,90.23,90.23,0.0,0.0,89.65,89.65,89.65,0.0,0.0,89.82,89.82,89.82,0.0,0.0
2019-07-07,90.49,90.49,90.49,0.0,0.0,90.49,90.49,90.49,0.0,0.0,89.93,89.93,89.93,0.0,0.0,90.11,90.11,90.11,0.0,0.0
2019-07-14,89.4,89.4,89.4,0.0,0.0,89.4,89.4,89.4,0.0,0.0,89.02,89.02,89.02,0.0,0.0,89.13,89.13,89.13,0.0,0.0
2019-07-21,90.63,90.63,90.63,0.0,0.0,90.67,90.67,90.67,0.0,0.0,90.3,90.3,90.3,0.0,0.0,90.37,90.37,90.37,0.0,0.0
2019-07-28,86.82,86.82,86.82,0.0,0.0,86.82,86.82,86.82,0.0,0.0,84.85,84.85,84.85,0.0,0.0,85.6,85.6,85.6,0.0,0.0
2019-08-04,86.78,86.78,86.78,0.0,0.0,86.89,86.89,86.89,0.0,0.0,85.83,85.83,85.83,0.0,0.0,86.06,86.06,86.06,0.0,0.0
2019-08-11,86.69,86.69,86.69,0.0,0.0,87.03,87.03,87.03,0.0,0.0,86.58,86.58,86.58,0.0,0.0,86.85,86.85,86.85,0.0,0.0
2019-08-18,85.17,85.17,85.17,0.0,0.0,85.24,85.24,85.24,0.0,0.0,84.7,84.7,84.7,0.0,0.0,85.19,85.19,85.19,0.0,0.0
2019-08-25,86.86,86.86,86.86,0.0,0.0,87.06,87.06,87.06,0.0,0.0,86.36,86.36,86.36,0.0,0.0,86.62,86.62,86.62,0.0,0.0
2019-09-01,88.6,88.6,88.6,0.0,0.0,89.27,89.27,89.27,0.0,0.0,88.54,88.54,88.54,0.0,0.0,89.26,89.26,89.26,0.0,0.0
2019-09-08,90.79,90.79,90.79,0.0,0.0,91.21,91.21,91.21,0.0,0.0,90.6,90.6,90.6,0.0,0.0,91.13,91.13,91.13,0.0,0.0
2019-09-15,90.01,90.01,90.01,0.0,0.0,90.7,90.7,90.7,0.0,0.0,89.91,89.91,89.91,0.0,0.0,90.42,90.42,90.42,0.0,0.0
2019-09-22,89.5,89.5,89.5,0.0,0.0,89.91,89.91,89.91,0.0,0.0,89.49,89.49,89.49,0.0,0.0,89.7,89.7,89.7,0.0,0.0
2019-09-29,87.95,87.95,87.95,0.0,0.0,88.42,88.42,88.42,0.0,0.0,87.67,87.67,87.67,0.0,0.0,87.72,87.72,87.72,0.0,0.0
2019-10-06,88.32,88.32,88.32,0.0,0.0,88.38,88.38,88.38,0.0,0.0,87.96,87.96,87.96,0.0,0.0,88.25,88.25,88.25,0.0,0.0
2019-10-13,89.78,89.78,89.78,0.0,0.0,90.02,90.02,90.02,0.0,0.0,89.78,89.78,89.78,0.0,0.0,89.95,89.95,89.95,0.0,0.0
2019-10-20,90.65,90.65,90.65,0.0,0.0,90.98,90.98,90.98,0.0,0.0,90.51,90.51,90.51,0.0,0.0,90.54,90.54,90.54,0.0,0.0
2019-10-27,91.9,91.9,91.9,0.0,0.0,91.97,91.97,91.97,0.0,0.0,91.7,91.7,91.7,0.0,0.0,91.92,91.92,91.92,0.0,0.0
2019-11-03,91.64,91.64,91.64,0.0,0.0,91.83,91.83,91.83,0.0,0.0,91.41,91.41,91.41,0.0,0.0,91.74,91.74,91.74,0.0,0.0
2019-11-10,92.23,92.23,92.23,0.0,0.0,92.28,92.28,92.28,0.0,0.0,92.04,92.04,92.04,0.0,0.0,92.16,92.16,92.16,0.0,0.0
2019-11-17,92.13,92.13,92.13,0.0,0.0,92.61,92.61,92.61,0.0,0.0,92.0,92.0,92.0,0.0,0.0,92.56,92.56,92.56,0.0,0.0
2019-11-24,92.63,92.63,92.63,0.0,0.0,92.63,92.63,92.63,0.0,0.0,91.86,91.86,91.86,0.0,0.0,91.89,91.89,91.89,0.0,0.0
2019-12-01,92.88,92.88,92.88,0.0,0.0,93.0,93.0,93.0,0.0,0.0,92.71,92.71,92.71,0.0,0.0,92.73,92.73,92.73,0.0,0.0
2019-12-08,93.29,93.29,93.29,0.0,0.0,93.54,93.54,93.54,0.0,0.0,93.1,93.1,93.1,0.0,0.0,93.34,93.34,93.34,0.0,0.0
2019-12-15,94.75,94.75,94.75,0.0,0.0,94.75,94.75,94.75,0.0,0.0,94.33,94.33,94.33,0.0,0.0,94.42,94.42,94.42,0.0,0.0
2019-12-22,94.61,94.61,94.61,0.0,0.0,94.67,94.67,94.67,0.0,0.0,94.22,94.22,94.22,0.0,0.0,94.39,94.39,94.39,0.0,0.0
2019-12-29,93.88,93.88,93.88,0.0,0.0,94.39,94.39,94.39,0.0,0.0,93.65,93.65,93.65,0.0,0.0,94.23,94.23,94.23,0.0,0.0
