Date,IOSP_stock_Open_average,IOSP_stock_Open_max,IOSP_stock_Open_min,IOSP_stock_Open_volatility,IOSP_stock_Open_change,IOSP_stock_High_average,IOSP_stock_High_max,IOSP_stock_High_min,IOSP_stock_High_volatility,IOSP_stock_High_change,IOSP_stock_Low_average,IOSP_stock_Low_max,IOSP_stock_Low_min,IOSP_stock_Low_volatility,IOSP_stock_Low_change,IOSP_stock_Close_average,IOSP_stock_Close_max,IOSP_stock_Close_min,IOSP_stock_Close_volatility,IOSP_stock_Close_change,IOSP_stock_Volume_average,IOSP_stock_Volume_max,IOSP_stock_Volume_min,IOSP_stock_Volume_volatility,IOSP_stock_Volume_change
2018-01-14,72.5,73.4,71.4,2.0,-2.0,73.5175,74.2,72.7,1.5,-0.5,71.6575,72.2,71.25,0.9500000000000028,-0.8700000000000045,72.4,73.1,71.55,1.5499999999999972,0.7999999999999972,76724,102526,58827,43699,25643
2018-01-21,73.12,74.0,72.45,1.5499999999999972,0.9000000000000057,73.48,74.0,72.95,1.0499999999999972,0.9000000000000057,72.25,72.5,72.15,0.3499999999999943,-0.09999999999999432,73.05,73.85,72.55,1.2999999999999972,0.8499999999999943,65652,130102,35437,94665,44892
2018-01-28,72.2,73.35,70.4,2.9499999999999886,-2.9499999999999886,72.42999999999999,73.4,70.85,2.5500000000000114,-2.5,71.2,72.58,69.4,3.1799999999999926,-3.1799999999999926,71.62,73.15,69.45,3.700000000000003,-3.700000000000003,108976,167801,56807,110994,-30578
2018-02-04,65.94,68.8,64.4,4.3999999999999915,-4.3999999999999915,67.45,69.38,66.2,3.1799999999999926,-2.3299999999999983,64.272,66.05,63.0,3.049999999999997,-3.049999999999997,65.4,66.15,63.6,2.5500000000000043,-0.8999999999999915,128278,182866,88824,94042,85294
2018-02-11,67.55,70.4,65.35,5.050000000000011,2.8500000000000085,69.11,72.35,67.0,5.349999999999994,3.0,65.706,68.0,63.9,4.100000000000001,3.969999999999999,67.426,68.35,66.5,1.8499999999999943,1.7000000000000028,140204,214240,68894,145346,21111
2018-02-18,67.4125,68.6,66.05,2.549999999999997,1.0,68.3575,69.1,67.8,1.2999999999999972,1.2999999999999972,66.675,68.0,65.55,2.450000000000003,2.450000000000003,67.575,68.75,65.9,2.8499999999999943,2.8499999999999943,130317,169791,95701,74090,-10690
2018-02-25,66.93,68.85,63.85,4.999999999999993,-4.699999999999996,67.67999999999999,70.6,64.55,6.049999999999997,-4.1000000000000085,65.374,68.05,62.12,5.93,-5.880000000000003,66.17,68.75,64.1,4.650000000000006,-4.25,124100,185107,99051,86056,-12668
2018-03-04,67.04,69.15,63.9,5.250000000000007,5.250000000000007,68.60000000000001,70.25,66.65,3.5999999999999943,3.5999999999999943,66.46000000000001,68.75,62.7,6.049999999999997,6.049999999999997,68.21000000000001,69.55,66.5,3.049999999999997,3.049999999999997,154726,218416,118845,99571,-88014
2018-03-11,70.28,71.0,69.45,1.5499999999999972,-0.5,71.098,71.58,70.65,0.9299999999999926,-0.9299999999999926,69.526,70.25,68.55,1.7000000000000028,-1.3299999999999983,70.28,70.6,69.5,1.0999999999999943,0.04999999999999716,224128,336872,142557,194315,168110
2018-03-18,70.36,71.2,69.7,1.5,-0.5,71.356,72.58,70.4,2.1799999999999926,-0.9499999999999886,69.234,70.12,68.55,1.5700000000000074,-0.45000000000000284,70.18,71.9,69.0,2.9000000000000057,-1.2999999999999972,152067,196033,108916,87117,49168
2018-03-25,69.4625,70.65,68.55,2.1000000000000085,-1.1500000000000057,69.9925,70.9,69.0,1.9000000000000057,-1.269999999999996,68.2925,68.9,67.95,0.9500000000000028,-0.6800000000000068,68.9375,70.55,68.25,2.299999999999997,-1.9500000000000028,121766,130854,95636,35218,-34786
2018-04-01,67.94,69.0,66.9,2.0999999999999943,0.4000000000000057,68.836,69.65,68.03,1.6200000000000045,0.7000000000000028,66.926,67.55,66.25,1.2999999999999972,1.1500000000000057,67.94,69.4,66.7,2.700000000000003,1.2000000000000028,98752,172814,55036,117778,-37227
2018-04-08,69.52,70.45,68.5,1.9500000000000028,1.9500000000000028,70.17,71.1,68.9,2.1999999999999886,2.1999999999999886,68.71,69.5,67.6,1.9000000000000057,1.7000000000000028,69.72,70.7,68.0,2.700000000000003,2.700000000000003,67846,92121,54163,37958,-17633
2018-04-15,72.6,73.3,71.0,2.299999999999997,1.4000000000000057,73.676,74.35,73.2,1.1499999999999915,0.6499999999999915,71.88600000000001,72.78,70.4,2.3799999999999955,1.2999999999999972,73.06,73.75,72.7,1.0499999999999972,1.0,147864,281754,70694,211060,-136989
2018-04-22,74.43,75.35,73.8,1.5499999999999972,0.8500000000000085,75.10000000000001,76.4,74.45,1.9500000000000028,0.5499999999999972,73.34,73.65,72.9,0.75,-0.3999999999999915,74.25999999999999,74.95,73.6,1.3500000000000085,0.7000000000000028,124863,168390,70201,98189,-32996
2018-04-29,72.71,74.3,71.7,2.5999999999999943,-2.5999999999999943,73.578,74.47,72.7,1.769999999999996,-1.0,71.474,72.65,70.75,1.9000000000000057,-1.5300000000000011,72.56,72.85,71.95,0.8999999999999915,0.0,94540,117496,82668,34828,-26735
2018-05-06,75.02,79.9,72.75,7.150000000000006,2.0,75.66,79.9,73.2,6.700000000000003,2.950000000000003,73.014,74.2,72.12,2.0799999999999983,1.4299999999999926,74.13,75.25,72.75,2.5,2.5,138541,168064,121261,46803,25702
2018-05-13,74.49,75.35,72.9,2.4499999999999886,0.14999999999999147,75.72,76.6,74.2,2.3999999999999915,0.7999999999999972,73.994,75.35,72.62,2.7299999999999898,2.3499999999999943,74.65,75.75,73.25,2.5,2.5,135576,169928,118760,51168,-28979
2018-05-20,76.0,76.65,75.2,1.4500000000000028,-0.9500000000000028,76.654,77.65,75.47,2.180000000000007,-1.5799999999999983,75.284,75.95,74.5,1.4500000000000028,-1.1200000000000045,75.9,76.8,74.95,1.8499999999999943,-1.8499999999999943,75543,106722,51150,55572,-34946
2018-05-27,76.075,77.2,74.0,3.200000000000003,3.200000000000003,77.3075,78.03,76.15,1.8799999999999955,1.5,75.715,76.65,73.78,2.8700000000000045,2.8700000000000045,76.7,77.35,75.8,1.5499999999999972,1.5499999999999972,124202,152223,112198,40025,-4872
2018-06-03,78.95,80.1,77.5,2.5999999999999943,2.5,79.754,81.05,78.35,2.700000000000003,2.0700000000000074,78.4,79.4,77.05,2.3500000000000085,2.3500000000000085,79.334,79.95,78.3,1.6500000000000057,1.3500000000000085,93788,130591,75232,55359,-55359
2018-06-10,79.68,79.95,79.25,0.7000000000000028,-0.4000000000000057,80.114,80.4,79.92,0.480000000000004,-0.28000000000000114,79.09,79.3,78.9,0.3999999999999915,-0.15000000000000568,79.65,79.8,79.5,0.29999999999999716,-0.25,93275,163257,58337,104920,104920
2018-06-17,79.69,80.15,79.25,0.9000000000000057,0.15000000000000568,80.134,80.5,79.95,0.5499999999999972,-0.14999999999999147,78.85000000000001,79.4,78.5,0.9000000000000057,0.4000000000000057,79.75,80.05,79.0,1.0499999999999972,-0.15000000000000568,101493,179557,46243,133314,62135
