Date,First Trust Managed Municipal_Open_average,First Trust Managed Municipal_Open_max,First Trust Managed Municipal_Open_min,First Trust Managed Municipal_Open_volatility,First Trust Managed Municipal_Open_change,First Trust Managed Municipal_High_average,First Trust Managed Municipal_High_max,First Trust Managed Municipal_High_min,First Trust Managed Municipal_High_volatility,First Trust Managed Municipal_High_change,First Trust Managed Municipal_Low_average,First Trust Managed Municipal_Low_max,First Trust Managed Municipal_Low_min,First Trust Managed Municipal_Low_volatility,First Trust Managed Municipal_Low_change,First Trust Managed Municipal_Close_average,First Trust Managed Municipal_Close_max,First Trust Managed Municipal_Close_min,First Trust Managed Municipal_Close_volatility,First Trust Managed Municipal_Close_change
2018-05-27,52.66,52.66,52.66,0.0,0.0,52.7,52.7,52.7,0.0,0.0,52.59,52.59,52.59,0.0,0.0,52.6,52.6,52.6,0.0,0.0
2018-06-03,52.62,52.62,52.62,0.0,0.0,52.66,52.66,52.66,0.0,0.0,52.52,52.52,52.52,0.0,0.0,52.66,52.66,52.66,0.0,0.0
2018-06-10,52.79,52.79,52.79,0.0,0.0,52.94,52.94,52.94,0.0,0.0,52.6,52.6,52.6,0.0,0.0,52.71,52.71,52.71,0.0,0.0
2018-06-17,52.53,52.53,52.53,0.0,0.0,52.7,52.7,52.7,0.0,0.0,52.49,52.49,52.49,0.0,0.0,52.52,52.52,52.52,0.0,0.0
2018-06-24,52.63,52.63,52.63,0.0,0.0,52.77,52.77,52.77,0.0,0.0,52.63,52.63,52.63,0.0,0.0,52.65,52.65,52.65,0.0,0.0
2018-07-01,52.81,52.81,52.81,0.0,0.0,52.84,52.84,52.84,0.0,0.0,52.79,52.79,52.79,0.0,0.0,52.79,52.79,52.79,0.0,0.0
2018-07-08,52.94,52.94,52.94,0.0,0.0,53.01,53.01,53.01,0.0,0.0,52.81,52.81,52.81,0.0,0.0,52.91,52.91,52.91,0.0,0.0
2018-07-15,52.94,52.94,52.94,0.0,0.0,52.94,52.94,52.94,0.0,0.0,52.67,52.67,52.67,0.0,0.0,52.76,52.76,52.76,0.0,0.0
2018-07-22,52.61,52.61,52.61,0.0,0.0,52.79,52.79,52.79,0.0,0.0,52.57,52.57,52.57,0.0,0.0,52.78,52.78,52.78,0.0,0.0
2018-07-29,52.65,52.65,52.65,0.0,0.0,52.81,52.81,52.81,0.0,0.0,52.54,52.54,52.54,0.0,0.0,52.7,52.7,52.7,0.0,0.0
2018-08-05,52.68,52.68,52.68,0.0,0.0,52.84,52.84,52.84,0.0,0.0,52.68,52.68,52.68,0.0,0.0,52.76,52.76,52.76,0.0,0.0
2018-08-12,52.93,52.93,52.93,0.0,0.0,52.93,52.93,52.93,0.0,0.0,52.84,52.84,52.84,0.0,0.0,52.86,52.86,52.86,0.0,0.0
2018-08-19,52.83,52.83,52.83,0.0,0.0,52.83,52.83,52.83,0.0,0.0,52.7,52.7,52.7,0.0,0.0,52.76,52.76,52.76,0.0,0.0
2018-08-26,52.65,52.65,52.65,0.0,0.0,52.81,52.81,52.81,0.0,0.0,52.65,52.65,52.65,0.0,0.0,52.72,52.72,52.72,0.0,0.0
2018-09-02,52.47,52.47,52.47,0.0,0.0,52.66,52.66,52.66,0.0,0.0,52.46,52.46,52.46,0.0,0.0,52.65,52.65,52.65,0.0,0.0
2018-09-09,52.41,52.41,52.41,0.0,0.0,52.45,52.45,52.45,0.0,0.0,52.39,52.39,52.39,0.0,0.0,52.4,52.4,52.4,0.0,0.0
2018-09-16,52.19,52.19,52.19,0.0,0.0,52.32,52.32,52.32,0.0,0.0,52.12,52.12,52.12,0.0,0.0,52.2,52.2,52.2,0.0,0.0
2018-09-23,52.16,52.16,52.16,0.0,0.0,52.32,52.32,52.32,0.0,0.0,52.16,52.16,52.16,0.0,0.0,52.25,52.25,52.25,0.0,0.0
2018-09-30,52.08,52.08,52.08,0.0,0.0,52.08,52.08,52.08,0.0,0.0,52.0,52.0,52.0,0.0,0.0,52.04,52.04,52.04,0.0,0.0
2018-10-07,51.94,51.94,51.94,0.0,0.0,51.97,51.97,51.97,0.0,0.0,51.85,51.85,51.85,0.0,0.0,51.93,51.93,51.93,0.0,0.0
2018-10-14,51.92,51.92,51.92,0.0,0.0,51.98,51.98,51.98,0.0,0.0,51.89,51.89,51.89,0.0,0.0,51.9,51.9,51.9,0.0,0.0
2018-10-21,51.95,51.95,51.95,0.0,0.0,51.97,51.97,51.97,0.0,0.0,51.82,51.82,51.82,0.0,0.0,51.87,51.87,51.87,0.0,0.0
2018-10-28,51.65,51.65,51.65,0.0,0.0,51.82,51.82,51.82,0.0,0.0,51.61,51.61,51.61,0.0,0.0,51.76,51.76,51.76,0.0,0.0
2018-11-04,51.78,51.78,51.78,0.0,0.0,51.97,51.97,51.97,0.0,0.0,51.78,51.78,51.78,0.0,0.0,51.86,51.86,51.86,0.0,0.0
2018-11-11,51.88,51.88,51.88,0.0,0.0,52.03,52.03,52.03,0.0,0.0,51.73,51.73,51.73,0.0,0.0,51.95,51.95,51.95,0.0,0.0
2018-11-18,51.86,51.86,51.86,0.0,0.0,52.02,52.02,52.02,0.0,0.0,51.81,51.81,51.81,0.0,0.0,51.98,51.98,51.98,0.0,0.0
2018-11-25,52.14,52.14,52.14,0.0,0.0,52.14,52.14,52.14,0.0,0.0,52.02,52.02,52.02,0.0,0.0,52.12,52.12,52.12,0.0,0.0
2018-12-02,52.4,52.4,52.4,0.0,0.0,52.52,52.52,52.52,0.0,0.0,52.28,52.28,52.28,0.0,0.0,52.49,52.49,52.49,0.0,0.0
2018-12-09,52.47,52.47,52.47,0.0,0.0,52.47,52.47,52.47,0.0,0.0,52.26,52.26,52.26,0.0,0.0,52.34,52.34,52.34,0.0,0.0
2018-12-16,52.32,52.32,52.32,0.0,0.0,52.66,52.66,52.66,0.0,0.0,52.32,52.32,52.32,0.0,0.0,52.65,52.65,52.65,0.0,0.0
2018-12-23,52.71,52.71,52.71,0.0,0.0,52.71,52.71,52.71,0.0,0.0,52.61,52.61,52.61,0.0,0.0,52.62,52.62,52.62,0.0,0.0
2018-12-30,52.75,52.75,52.75,0.0,0.0,52.87,52.87,52.87,0.0,0.0,52.66,52.66,52.66,0.0,0.0,52.8,52.8,52.8,0.0,0.0
2019-01-06,52.84,52.84,52.84,0.0,0.0,52.86,52.86,52.86,0.0,0.0,52.67,52.67,52.67,0.0,0.0,52.79,52.79,52.79,0.0,0.0
2019-01-13,52.72,52.72,52.72,0.0,0.0,52.84,52.84,52.84,0.0,0.0,52.72,52.72,52.72,0.0,0.0,52.81,52.81,52.81,0.0,0.0
2019-01-20,52.61,52.61,52.61,0.0,0.0,52.72,52.72,52.72,0.0,0.0,52.6,52.6,52.6,0.0,0.0,52.61,52.61,52.61,0.0,0.0
2019-01-27,52.75,52.75,52.75,0.0,0.0,52.89,52.89,52.89,0.0,0.0,52.7,52.7,52.7,0.0,0.0,52.77,52.77,52.77,0.0,0.0
2019-02-03,52.93,52.93,52.93,0.0,0.0,53.06,53.06,53.06,0.0,0.0,52.92,52.92,52.92,0.0,0.0,53.03,53.03,53.03,0.0,0.0
2019-02-10,53.13,53.13,53.13,0.0,0.0,53.13,53.13,53.13,0.0,0.0,53.04,53.04,53.04,0.0,0.0,53.1,53.1,53.1,0.0,0.0
2019-02-17,52.99,52.99,52.99,0.0,0.0,53.08,53.08,53.08,0.0,0.0,52.99,52.99,52.99,0.0,0.0,53.07,53.07,53.07,0.0,0.0
2019-02-24,53.0,53.0,53.0,0.0,0.0,53.11,53.11,53.11,0.0,0.0,52.99,52.99,52.99,0.0,0.0,53.07,53.07,53.07,0.0,0.0
2019-03-03,53.24,53.24,53.24,0.0,0.0,53.37,53.37,53.37,0.0,0.0,53.17,53.17,53.17,0.0,0.0,53.32,53.32,53.32,0.0,0.0
2019-03-10,53.36,53.36,53.36,0.0,0.0,53.47,53.47,53.47,0.0,0.0,53.36,53.36,53.36,0.0,0.0,53.39,53.39,53.39,0.0,0.0
2019-03-17,53.59,53.59,53.59,0.0,0.0,53.72,53.72,53.72,0.0,0.0,53.59,53.59,53.59,0.0,0.0,53.66,53.66,53.66,0.0,0.0
2019-03-24,53.85,53.85,53.85,0.0,0.0,53.85,53.85,53.85,0.0,0.0,53.71,53.71,53.71,0.0,0.0,53.72,53.72,53.72,0.0,0.0
2019-03-31,53.78,53.78,53.78,0.0,0.0,53.78,53.78,53.78,0.0,0.0,53.66,53.66,53.66,0.0,0.0,53.72,53.72,53.72,0.0,0.0
2019-04-07,53.83,53.83,53.83,0.0,0.0,53.83,53.83,53.83,0.0,0.0,53.68,53.68,53.68,0.0,0.0,53.83,53.83,53.83,0.0,0.0
2019-04-14,53.85,53.85,53.85,0.0,0.0,53.85,53.85,53.85,0.0,0.0,53.77,53.77,53.77,0.0,0.0,53.79,53.79,53.79,0.0,0.0
2019-04-21,53.95,53.95,53.95,0.0,0.0,54.02,54.02,54.02,0.0,0.0,53.87,53.87,53.87,0.0,0.0,53.94,53.94,53.94,0.0,0.0
2019-04-28,54.08,54.08,54.08,0.0,0.0,54.19,54.19,54.19,0.0,0.0,54.07,54.07,54.07,0.0,0.0,54.17,54.17,54.17,0.0,0.0
2019-05-05,54.33,54.33,54.33,0.0,0.0,54.46,54.46,54.46,0.0,0.0,54.33,54.33,54.33,0.0,0.0,54.38,54.38,54.38,0.0,0.0
2019-05-12,54.55,54.55,54.55,0.0,0.0,54.56,54.56,54.56,0.0,0.0,54.5,54.5,54.5,0.0,0.0,54.56,54.56,54.56,0.0,0.0
2019-05-19,54.43,54.43,54.43,0.0,0.0,54.48,54.48,54.48,0.0,0.0,54.39,54.39,54.39,0.0,0.0,54.47,54.47,54.47,0.0,0.0
2019-05-26,54.71,54.71,54.71,0.0,0.0,54.81,54.81,54.81,0.0,0.0,54.67,54.67,54.67,0.0,0.0,54.69,54.69,54.69,0.0,0.0
2019-06-02,54.81,54.81,54.81,0.0,0.0,54.81,54.81,54.81,0.0,0.0,54.72,54.72,54.72,0.0,0.0,54.77,54.77,54.77,0.0,0.0
2019-06-09,54.6,54.6,54.6,0.0,0.0,54.65,54.65,54.65,0.0,0.0,54.6,54.6,54.6,0.0,0.0,54.64,54.64,54.64,0.0,0.0
2019-06-16,54.73,54.73,54.73,0.0,0.0,54.74,54.74,54.74,0.0,0.0,54.71,54.71,54.71,0.0,0.0,54.73,54.73,54.73,0.0,0.0
2019-06-23,54.81,54.81,54.81,0.0,0.0,54.82,54.82,54.82,0.0,0.0,54.72,54.72,54.72,0.0,0.0,54.78,54.78,54.78,0.0,0.0
2019-06-30,54.88,54.88,54.88,0.0,0.0,54.91,54.91,54.91,0.0,0.0,54.83,54.83,54.83,0.0,0.0,54.88,54.88,54.88,0.0,0.0
2019-07-07,55.0,55.0,55.0,0.0,0.0,55.02,55.02,55.02,0.0,0.0,54.92,54.92,54.92,0.0,0.0,54.98,54.98,54.98,0.0,0.0
2019-07-14,55.12,55.12,55.12,0.0,0.0,55.19,55.19,55.19,0.0,0.0,55.04,55.04,55.04,0.0,0.0,55.12,55.12,55.12,0.0,0.0
2019-07-21,55.07,55.07,55.07,0.0,0.0,55.09,55.09,55.09,0.0,0.0,55.06,55.06,55.06,0.0,0.0,55.08,55.08,55.08,0.0,0.0
2019-07-28,55.53,55.53,55.53,0.0,0.0,55.55,55.55,55.55,0.0,0.0,55.46,55.46,55.46,0.0,0.0,55.46,55.46,55.46,0.0,0.0
2019-08-04,55.8,55.8,55.8,0.0,0.0,55.85,55.85,55.85,0.0,0.0,55.78,55.78,55.78,0.0,0.0,55.85,55.85,55.85,0.0,0.0
2019-08-11,56.03,56.03,56.03,0.0,0.0,56.12,56.12,56.12,0.0,0.0,56.02,56.02,56.02,0.0,0.0,56.1,56.1,56.1,0.0,0.0
2019-08-18,55.95,55.95,55.95,0.0,0.0,55.98,55.98,55.98,0.0,0.0,55.92,55.92,55.92,0.0,0.0,55.96,55.96,55.96,0.0,0.0
2019-08-25,56.05,56.05,56.05,0.0,0.0,56.08,56.08,56.08,0.0,0.0,56.0,56.0,56.0,0.0,0.0,56.08,56.08,56.08,0.0,0.0
2019-09-01,55.88,55.88,55.88,0.0,0.0,55.88,55.88,55.88,0.0,0.0,55.74,55.74,55.74,0.0,0.0,55.8,55.8,55.8,0.0,0.0
2019-09-08,55.43,55.43,55.43,0.0,0.0,55.43,55.43,55.43,0.0,0.0,55.24,55.24,55.24,0.0,0.0,55.32,55.32,55.32,0.0,0.0
2019-09-15,55.6,55.6,55.6,0.0,0.0,55.65,55.65,55.65,0.0,0.0,55.58,55.58,55.58,0.0,0.0,55.63,55.63,55.63,0.0,0.0
2019-09-22,55.53,55.53,55.53,0.0,0.0,55.57,55.57,55.57,0.0,0.0,55.47,55.47,55.47,0.0,0.0,55.56,55.56,55.56,0.0,0.0
2019-09-29,55.89,55.89,55.89,0.0,0.0,55.89,55.89,55.89,0.0,0.0,55.75,55.75,55.75,0.0,0.0,55.83,55.83,55.83,0.0,0.0
2019-10-06,55.69,55.69,55.69,0.0,0.0,55.77,55.77,55.77,0.0,0.0,55.64,55.64,55.64,0.0,0.0,55.71,55.71,55.71,0.0,0.0
2019-10-13,55.5,55.5,55.5,0.0,0.0,55.5,55.5,55.5,0.0,0.0,55.42,55.42,55.42,0.0,0.0,55.42,55.42,55.42,0.0,0.0
2019-10-20,55.29,55.29,55.29,0.0,0.0,55.29,55.29,55.29,0.0,0.0,55.24,55.24,55.24,0.0,0.0,55.26,55.26,55.26,0.0,0.0
2019-10-27,55.34,55.34,55.34,0.0,0.0,55.45,55.45,55.45,0.0,0.0,55.34,55.34,55.34,0.0,0.0,55.4,55.4,55.4,0.0,0.0
2019-11-03,55.2,55.2,55.2,0.0,0.0,55.24,55.24,55.24,0.0,0.0,55.1,55.1,55.1,0.0,0.0,55.14,55.14,55.14,0.0,0.0
2019-11-10,55.33,55.33,55.33,0.0,0.0,55.38,55.38,55.38,0.0,0.0,55.29,55.29,55.29,0.0,0.0,55.38,55.38,55.38,0.0,0.0
2019-11-17,55.4,55.4,55.4,0.0,0.0,55.4,55.4,55.4,0.0,0.0,55.34,55.34,55.34,0.0,0.0,55.38,55.38,55.38,0.0,0.0
2019-11-24,55.37,55.37,55.37,0.0,0.0,55.46,55.46,55.46,0.0,0.0,55.29,55.29,55.29,0.0,0.0,55.32,55.32,55.32,0.0,0.0
2019-12-01,55.51,55.51,55.51,0.0,0.0,55.57,55.57,55.57,0.0,0.0,55.41,55.41,55.41,0.0,0.0,55.52,55.52,55.52,0.0,0.0
2019-12-08,55.54,55.54,55.54,0.0,0.0,55.54,55.54,55.54,0.0,0.0,55.43,55.43,55.43,0.0,0.0,55.51,55.51,55.51,0.0,0.0
2019-12-15,55.38,55.38,55.38,0.0,0.0,55.5,55.5,55.5,0.0,0.0,55.38,55.38,55.38,0.0,0.0,55.48,55.48,55.48,0.0,0.0
2019-12-22,55.55,55.55,55.55,0.0,0.0,55.59,55.59,55.59,0.0,0.0,55.42,55.42,55.42,0.0,0.0,55.54,55.54,55.54,0.0,0.0
2019-12-29,55.62,55.62,55.62,0.0,0.0,55.73,55.73,55.73,0.0,0.0,55.62,55.62,55.62,0.0,0.0,55.73,55.73,55.73,0.0,0.0
