Date,CIGI_Open_average,CIGI_Open_max,CIGI_Open_min,CIGI_Open_volatility,CIGI_Open_change,CIGI_High_average,CIGI_High_max,CIGI_High_min,CIGI_High_volatility,CIGI_High_change,CIGI_Low_average,CIGI_Low_max,CIGI_Low_min,CIGI_Low_volatility,CIGI_Low_change,CIGI_Close_average,CIGI_Close_max,CIGI_Close_min,CIGI_Close_volatility,CIGI_Close_change,CIGI_Volume_average,CIGI_Volume_max,CIGI_Volume_min,CIGI_Volume_volatility,CIGI_Volume_change
2018-01-14,62.21,63.3,61.05,2.25,1.5,62.98,64.6,61.45,3.1499999999999915,1.3999999999999986,61.87,63.25,61.05,2.200000000000003,0.6000000000000014,62.36,63.25,61.15,2.1000000000000014,0.7000000000000028,20427,31347,14964,16383,701
2018-01-21,61.74,62.3,61.1,1.1999999999999957,0.7999999999999972,62.28,62.85,62.0,0.8500000000000014,0.14999999999999858,61.36,62.05,61.0,1.0499999999999972,0.0,61.83,62.3,61.3,1.0,-0.3500000000000014,19440,33518,10313,23205,15047
2018-01-28,60.07,61.95,57.4,4.550000000000004,-3.450000000000003,60.4,62.5,57.4,5.100000000000001,-5.100000000000001,58.66,60.85,55.85,5.0,-5.0,59.19,61.6,56.7,4.899999999999999,-4.899999999999999,47765,61873,35120,26753,8753
2018-02-04,57.160000000000004,58.45,55.65,2.8000000000000043,2.8000000000000043,58.35,59.8,56.5,3.299999999999997,3.299999999999997,56.6,58.25,55.1,3.1499999999999986,3.1499999999999986,57.79,59.45,55.9,3.5500000000000043,3.5500000000000043,48268,61995,37144,24851,4385
2018-02-11,64.0625,67.35,60.55,6.799999999999997,6.799999999999997,66.125,69.2,60.55,8.650000000000006,6.799999999999997,62.6875,67.0,59.0,8.0,5.400000000000006,64.55,67.3,59.7,7.599999999999994,4.849999999999994,57736,80631,29089,51542,23744
2018-02-18,63.809999999999995,64.8,62.55,2.25,0.45000000000000284,64.834,65.5,64.17,1.3299999999999983,0.5999999999999943,63.269999999999996,64.3,62.5,1.7999999999999972,0.3499999999999943,64.22,65.3,63.1,2.1999999999999957,1.2000000000000028,46056,54756,30620,24136,-23368
2018-02-25,63.879999999999995,65.55,62.5,3.049999999999997,-2.549999999999997,64.62,66.1,63.8,2.299999999999997,-1.9499999999999886,62.942,64.38,62.38,1.999999999999993,-1.999999999999993,63.69,64.9,62.85,2.0500000000000043,-1.6000000000000085,31250,35327,26396,8931,-3044
2018-03-04,64.62,66.2,63.35,2.8500000000000014,2.8500000000000014,65.64,67.0,63.95,3.049999999999997,3.049999999999997,64.26599999999999,65.88,62.85,3.029999999999994,3.029999999999994,65.28,66.4,63.65,2.750000000000007,2.6999999999999957,23853,39920,15681,24239,-3852
2018-03-11,66.36,66.6,66.05,0.5499999999999972,-0.04999999999999716,67.044,67.47,66.45,1.019999999999996,0.6500000000000057,65.872,66.25,65.65,0.5999999999999943,-0.09000000000000341,66.44,67.15,65.95,1.2000000000000028,1.1000000000000085,32266,73640,13607,60033,12028
2018-03-18,67.546,68.15,66.85,1.3000000000000114,-0.4300000000000068,68.5,69.2,67.75,1.4500000000000028,-0.7000000000000028,66.66000000000001,67.45,65.65,1.7999999999999972,-1.0,67.47,68.45,66.1,2.3500000000000085,-0.5,22740,27232,15281,11951,2339
2018-03-25,68.15,69.45,67.4,2.049999999999997,2.049999999999997,68.9575,69.7,68.33,1.3700000000000045,1.1200000000000045,67.35,68.35,66.8,1.5499999999999972,0.5,68.1875,69.45,67.45,2.0,0.5499999999999972,29010,34455,19714,14741,13611
2018-04-01,69.92999999999999,70.9,68.25,2.6500000000000057,1.8499999999999943,70.694,71.4,70.1,1.3000000000000114,-0.10000000000000853,69.07,70.35,68.25,2.0999999999999943,0.3499999999999943,69.82,70.75,68.7,2.049999999999997,-1.0999999999999943,29149,42271,22829,19442,-18112
2018-04-08,70.28999999999999,71.35,69.75,1.5999999999999943,0.4000000000000057,70.63,71.35,70.2,1.1499999999999915,0.14999999999999147,69.63,69.95,69.25,0.7000000000000028,0.25,70.03999999999999,70.25,69.8,0.45000000000000284,0.29999999999999716,18029,24506,11326,13180,-728
2018-04-15,70.49,71.3,69.8,1.5,0.29999999999999716,71.07,72.05,70.45,1.5999999999999943,-1.5999999999999943,69.63,70.5,68.7,1.7999999999999972,-1.4500000000000028,70.23,71.4,69.2,2.200000000000003,-2.200000000000003,20143,27232,13994,13238,-6748
2018-04-22,69.03,69.5,68.6,0.9000000000000057,-0.8499999999999943,69.2,69.9,68.7,1.2000000000000028,-1.2000000000000028,68.2,69.1,67.6,1.5,-1.5,68.61,69.4,68.05,1.3500000000000085,-1.3500000000000085,25898,35020,19382,15638,-10307
2018-04-29,72.69,73.75,70.5,3.25,2.9000000000000057,73.56,73.8,73.35,0.45000000000000284,-0.3999999999999915,71.892,72.65,70.5,2.1500000000000057,1.5999999999999943,72.85000000000001,73.15,72.45,0.7000000000000028,-0.7000000000000028,63949,150691,18904,131787,-52023
