Date,FIZZStock_Open_average,FIZZStock_Open_max,FIZZStock_Open_min,FIZZStock_Open_volatility,FIZZStock_Open_change,FIZZStock_High_average,FIZZStock_High_max,FIZZStock_High_min,FIZZStock_High_volatility,FIZZStock_High_change,FIZZStock_Low_average,FIZZStock_Low_max,FIZZStock_Low_min,FIZZStock_Low_volatility,FIZZStock_Low_change,FIZZStock_Close_average,FIZZStock_Close_max,FIZZStock_Close_min,FIZZStock_Close_volatility,FIZZStock_Close_change,FIZZStock_Volume_average,FIZZStock_Volume_max,FIZZStock_Volume_min,FIZZStock_Volume_volatility,FIZZStock_Volume_change
2018-01-14,103.685,105.98,101.42,4.560000000000002,4.560000000000002,105.49,107.49,103.31,4.179999999999993,4.179999999999993,102.95,104.89,101.22,3.6700000000000017,3.6700000000000017,104.855,107.41,101.53,5.8799999999999955,5.8799999999999955,261566,322938,227769,95169,28646
2018-01-21,107.43599999999999,109.72,105.44,4.280000000000001,2.7099999999999937,109.04,111.4,106.81,4.590000000000003,3.190000000000012,106.398,108.57,104.35,4.219999999999999,4.219999999999999,107.964,110.47,105.54,4.929999999999993,4.929999999999993,244275,361458,178138,183320,-164453
2018-01-28,110.25,111.18,108.97,2.210000000000008,-1.0,112.42,114.77,110.41,4.359999999999999,-4.359999999999999,108.588,109.6,107.23,2.3699999999999903,-1.3799999999999955,110.032,110.72,108.35,2.3700000000000045,-1.9200000000000017,252397,454199,165031,289168,-243210
2018-02-04,102.55,107.25,97.43,9.819999999999993,-9.819999999999993,103.67,107.25,98.07,9.180000000000007,-9.180000000000007,98.87,104.75,93.55,11.200000000000003,-11.200000000000003,100.292,104.78,95.32,9.460000000000008,-9.460000000000008,304065,432217,233196,199021,196939
2018-02-11,96.682,99.11,94.68,4.429999999999993,3.280000000000001,98.296,100.86,96.39,4.469999999999999,4.469999999999999,95.084,97.44,93.0,4.439999999999998,4.439999999999998,97.58800000000001,100.09,95.31,4.780000000000001,4.780000000000001,244717,389447,180889,208558,-187663
2018-02-18,98.7475,100.3,98.17,2.1299999999999955,-2.0799999999999983,100.88499999999999,102.35,99.47,2.8799999999999955,1.3599999999999994,97.63,98.0,97.04,0.9599999999999937,0.39000000000000057,99.11,101.48,98.23,3.25,3.1200000000000045,184540,241241,143341,97900,55058
2018-02-25,99.564,102.13,96.09,6.039999999999992,-6.039999999999992,100.148,102.71,96.93,5.779999999999987,-5.779999999999987,97.778,100.98,95.08,5.900000000000006,-5.799999999999997,98.406,101.27,96.05,5.219999999999999,-5.219999999999999,215798,273290,174765,98525,98525
2018-03-04,97.284,99.42,95.9,3.519999999999996,2.9099999999999966,98.696,100.33,97.0,3.3299999999999983,3.1599999999999966,94.232,97.93,87.7,10.230000000000004,-6.719999999999999,96.064,98.88,90.6,8.280000000000001,-5.240000000000009,450079,1288419,206781,1081638,1001833
2018-03-11,90.914,93.46,88.51,4.949999999999989,-2.089999999999989,92.368,94.53,89.73,4.799999999999997,-2.539999999999992,88.536,89.43,87.5,1.9300000000000068,0.01999999999999602,90.55,93.09,88.8,4.290000000000006,-2.6099999999999994,395770,623380,234293,389087,-273387
2018-03-18,88.16799999999999,88.94,87.47,1.4699999999999989,-1.3499999999999943,89.092,89.5,88.6,0.9000000000000057,0.010000000000005116,87.13199999999999,87.77,86.75,1.019999999999996,0.23000000000000398,88.032,88.82,87.27,1.5499999999999972,-0.29999999999999716,242851,332629,191147,141482,63928
2018-03-25,87.0725,88.37,85.68,2.6899999999999977,-0.75,88.5975,89.26,87.66,1.6000000000000085,0.3100000000000023,85.4025,87.21,83.78,3.4299999999999926,2.2099999999999937,87.1,89.02,85.69,3.3299999999999983,3.3299999999999983,362087,536800,216121,320679,-218516
2018-04-01,87.666,89.35,84.52,4.829999999999998,-0.7099999999999937,89.278,90.66,87.87,2.789999999999992,1.1400000000000006,86.066,87.58,84.43,3.1499999999999915,1.5100000000000051,87.712,89.01,85.27,3.740000000000009,2.010000000000005,313345,388670,216447,172223,-88401
2018-04-08,88.724,89.15,88.2,0.9500000000000028,-0.3100000000000023,90.106,90.66,89.19,1.4699999999999989,-0.25,87.982,88.3,87.38,0.9200000000000017,0.9200000000000017,88.732,89.49,88.0,1.4899999999999949,1.4899999999999949,203206,298559,156940,141619,-131245
2018-04-15,89.872,91.76,87.96,3.8000000000000114,-2.8800000000000097,90.846,94.14,88.34,5.799999999999997,-5.799999999999997,88.388,90.15,86.54,3.6099999999999994,-3.6099999999999994,89.346,92.52,87.39,5.1299999999999955,-5.1299999999999955,289059,455530,188772,266758,-187538
2018-04-22,87.88799999999999,88.61,87.46,1.1500000000000057,0.8400000000000034,88.82000000000001,90.04,87.97,2.0700000000000074,1.0400000000000063,87.01,87.5,86.47,1.0300000000000011,-0.28000000000000114,88.174,89.78,87.26,2.519999999999996,1.8100000000000023,167115,214890,107800,107090,-78550
2018-04-29,87.798,90.08,86.47,3.6099999999999994,-3.6099999999999994,88.85199999999999,91.49,87.69,3.799999999999997,-2.6700000000000017,86.472,88.0,85.52,2.480000000000004,-1.5300000000000011,87.138,88.36,86.65,1.7099999999999937,-1.6299999999999955,218177,311569,151339,160230,-40768
2018-05-06,87.902,89.64,87.11,2.530000000000001,2.530000000000001,89.422,90.8,88.32,2.480000000000004,2.319999999999993,87.324,88.1,86.88,1.2199999999999989,1.2199999999999989,88.2,89.3,87.66,1.6400000000000006,0.8700000000000045,151639,183722,112513,71209,47921
2018-05-13,88.312,89.54,87.01,2.530000000000001,0.8500000000000085,89.146,89.88,88.4,1.4799999999999898,0.9399999999999977,87.808,88.92,86.76,2.1599999999999966,1.5,88.43599999999999,89.4,87.46,1.940000000000012,1.740000000000009,146812,232604,98058,134546,-37480
2018-05-20,89.67,90.83,88.39,2.4399999999999977,1.3599999999999994,90.82,92.82,90.0,2.819999999999993,2.819999999999993,89.08,90.64,88.11,2.530000000000001,1.7399999999999949,90.22800000000001,92.2,88.54,3.6599999999999966,2.299999999999997,181072,328295,93932,234363,234363
2018-05-27,94.6075,96.71,92.04,4.6699999999999875,2.2099999999999937,96.015,96.71,95.1,1.6099999999999994,-1.460000000000008,93.25,93.67,92.04,1.6299999999999955,1.5899999999999892,94.845,96.21,93.66,2.549999999999997,-2.549999999999997,232702,322628,152409,170219,-117847
2018-06-03,95.772,96.97,94.35,2.6200000000000045,2.6200000000000045,97.658,100.75,95.3,5.450000000000003,5.450000000000003,94.71,96.97,92.44,4.530000000000001,4.530000000000001,96.824,100.04,94.59,5.450000000000003,5.450000000000003,232491,362018,157158,204860,178302
2018-06-10,101.574,104.23,97.7,6.530000000000001,4.8999999999999915,105.188,109.43,100.95,8.480000000000004,8.480000000000004,100.318,102.68,95.11,7.570000000000007,7.25,103.76599999999999,109.05,99.69,9.36,9.36,387528,553727,180957,372770,222954
