Date,MVIS_Open_average,MVIS_Open_max,MVIS_Open_min,MVIS_Open_volatility,MVIS_Open_change,MVIS_High_average,MVIS_High_max,MVIS_High_min,MVIS_High_volatility,MVIS_High_change,MVIS_Low_average,MVIS_Low_max,MVIS_Low_min,MVIS_Low_volatility,MVIS_Low_change,MVIS_Close_average,MVIS_Close_max,MVIS_Close_min,MVIS_Close_volatility,MVIS_Close_change,MVIS_Volume_average,MVIS_Volume_max,MVIS_Volume_min,MVIS_Volume_volatility,MVIS_Volume_change
2018-01-14,1.432,1.51,1.33,0.17999999999999994,-0.1499999999999999,1.475,1.58,1.34,0.24,-0.24,1.362,1.47,1.25,0.21999999999999997,-0.21999999999999997,1.3840000000000001,1.49,1.26,0.22999999999999998,-0.22999999999999998,974906,1710098,704667,1005431,-58714
2018-01-21,1.298,1.36,1.25,0.1100000000000001,0.010000000000000009,1.324,1.38,1.26,0.11999999999999988,-0.09000000000000008,1.25,1.29,1.21,0.08000000000000007,-0.020000000000000018,1.28,1.34,1.21,0.13000000000000012,-0.13000000000000012,613287,827221,389380,437841,-228182
2018-01-28,1.216,1.27,1.19,0.08000000000000007,-0.020000000000000018,1.252,1.28,1.2,0.08000000000000007,-0.030000000000000027,1.1682,1.21,1.121,0.08899999999999997,0.018999999999999906,1.208,1.27,1.14,0.13000000000000012,-0.06000000000000005,661631,864491,462820,401671,-144643
2018-02-04,1.15,1.2,1.13,0.07000000000000006,0.0,1.1952,1.24,1.1540000000000001,0.08599999999999985,-0.005999999999999783,1.112,1.15,1.09,0.05999999999999983,0.0,1.146,1.2,1.12,0.07999999999999985,0.009999999999999787,586141,813412,350204,463208,-463208
2018-02-11,1.19,1.25,1.13,0.1200000000000001,0.1200000000000001,1.2225,1.28,1.19,0.09000000000000008,0.09000000000000008,1.165,1.21,1.12,0.08999999999999986,0.08999999999999986,1.205,1.22,1.19,0.030000000000000027,0.030000000000000027,398358,496027,340101,155926,96679
2018-02-18,1.18,1.24,1.11,0.1299999999999999,-0.10999999999999988,1.226,1.265,1.18,0.08499999999999996,-0.05500000000000016,1.148,1.21,1.05,0.15999999999999992,-0.08999999999999986,1.2,1.25,1.11,0.1399999999999999,-0.050000000000000044,593238,1510095,275005,1235090,242537
2018-02-25,1.134,1.19,1.09,0.09999999999999987,-0.050000000000000044,1.1552,1.213,1.113,0.10000000000000009,-0.07300000000000018,1.094,1.1,1.09,0.010000000000000009,0.0,1.12,1.15,1.1,0.04999999999999982,-0.039999999999999813,396572,485032,295245,189787,-46567
2018-03-04,1.09,1.14,1.04,0.09999999999999987,0.029999999999999805,1.1361999999999999,1.2,1.0959999999999999,0.10400000000000009,0.08499999999999996,1.07,1.12,1.03,0.09000000000000008,0.050000000000000044,1.108,1.2,1.04,0.15999999999999992,0.1299999999999999,591172,704910,429496,275414,154986
2018-03-11,1.234,1.3,1.2,0.10000000000000009,0.050000000000000044,1.278,1.33,1.24,0.09000000000000008,0.030000000000000027,1.194,1.2,1.18,0.020000000000000018,0.020000000000000018,1.236,1.29,1.2,0.09000000000000008,0.040000000000000036,473880,724348,273696,450652,-310476
2018-03-18,1.1500000000000001,1.23,1.12,0.10999999999999988,-0.10999999999999988,1.177,1.26,1.135,0.125,-0.125,1.12,1.18,1.1,0.07999999999999985,-0.07999999999999985,1.1300000000000001,1.18,1.11,0.06999999999999984,-0.05999999999999983,313718,486146,204134,282012,107143
2018-03-25,1.1275,1.14,1.11,0.029999999999999805,0.019999999999999796,1.15225,1.17,1.14,0.030000000000000027,-0.030000000000000027,1.0775000000000001,1.12,1.01,0.1100000000000001,-0.1100000000000001,1.0975,1.13,1.03,0.09999999999999987,-0.09999999999999987,316074,519857,204080,315777,304133
2018-04-01,1.06,1.1,1.02,0.08000000000000007,0.08000000000000007,1.0864,1.13,1.05,0.07999999999999985,0.050000000000000044,1.0222,1.04,1.0,0.040000000000000036,0.040000000000000036,1.057,1.1,1.04,0.06000000000000005,0.015000000000000124,376424,521024,242716,278308,-84263
2018-04-08,1.132,1.2,1.05,0.1499999999999999,0.1499999999999999,1.196,1.34,1.12,0.21999999999999997,0.21999999999999997,1.123,1.2,1.05,0.1499999999999999,0.1499999999999999,1.178,1.3,1.09,0.20999999999999996,0.20999999999999996,559848,1562921,234905,1328016,1259535
2018-04-15,1.314,1.4,1.27,0.1299999999999999,0.09999999999999987,1.362,1.45,1.32,0.1299999999999999,0.08999999999999986,1.288,1.34,1.26,0.08000000000000007,0.040000000000000036,1.32,1.38,1.28,0.09999999999999987,0.07999999999999985,532874,873911,217810,656101,-82138
2018-04-22,1.338,1.39,1.3,0.08999999999999986,-0.07999999999999985,1.368,1.4,1.33,0.06999999999999984,-0.05999999999999983,1.287,1.3,1.28,0.020000000000000018,0.0,1.308,1.35,1.28,0.07000000000000006,-0.010000000000000009,257764,316489,172425,144064,4271
2018-04-29,1.288,1.33,1.26,0.07000000000000006,0.050000000000000044,1.3438,1.38,1.31,0.06999999999999984,0.04999999999999982,1.27,1.31,1.26,0.050000000000000044,0.050000000000000044,1.306,1.37,1.27,0.10000000000000009,0.10000000000000009,298494,388073,222862,165211,75653
2018-05-06,1.432,1.6,1.38,0.2200000000000002,0.020000000000000018,1.48,1.65,1.38,0.27,0.1200000000000001,1.368,1.47,1.32,0.1499999999999999,0.05999999999999983,1.413,1.51,1.36,0.1499999999999999,0.07999999999999985,844409,2558692,351263,2207429,-10276
2018-05-13,1.56,1.64,1.45,0.18999999999999995,0.18999999999999995,1.638,1.75,1.51,0.24,0.24,1.536,1.64,1.39,0.25,0.25,1.612,1.73,1.5,0.22999999999999998,0.22999999999999998,628760,776407,373188,403219,289001
