Date,FCCO_stock_Open_average,FCCO_stock_Open_max,FCCO_stock_Open_min,FCCO_stock_Open_volatility,FCCO_stock_Open_change,FCCO_stock_High_average,FCCO_stock_High_max,FCCO_stock_High_min,FCCO_stock_High_volatility,FCCO_stock_High_change,FCCO_stock_Low_average,FCCO_stock_Low_max,FCCO_stock_Low_min,FCCO_stock_Low_volatility,FCCO_stock_Low_change,FCCO_stock_Close_average,FCCO_stock_Close_max,FCCO_stock_Close_min,FCCO_stock_Close_volatility,FCCO_stock_Close_change,FCCO_stock_Volume_average,FCCO_stock_Volume_max,FCCO_stock_Volume_min,FCCO_stock_Volume_volatility,FCCO_stock_Volume_change
2018-01-14,22.64,23.05,22.25,0.8000000000000007,-0.6000000000000014,22.77,23.07,22.46,0.6099999999999994,-0.5700000000000003,22.3625,22.55,22.25,0.3000000000000007,-0.3000000000000007,22.475,22.75,22.3,0.4499999999999993,-0.25,5581,8137,2202,5935,-5830
2018-01-21,22.084,22.9,21.17,1.7299999999999969,1.4799999999999969,22.61,22.95,22.2,0.75,0.5500000000000007,21.724,22.15,21.17,0.9799999999999969,0.629999999999999,22.17,22.6,21.75,0.8500000000000014,0.05000000000000071,9815,33938,826,33112,-24419
2018-01-28,21.650000000000002,21.85,21.5,0.3500000000000014,-0.1999999999999993,22.096,22.3,21.88,0.4200000000000017,0.1700000000000017,21.402,21.6,21.0,0.6000000000000014,0.5500000000000007,21.650000000000002,21.85,21.0,0.8500000000000014,0.75,1769,3322,748,2574,2570
2018-02-04,22.0,22.15,21.85,0.29999999999999716,-0.09999999999999787,22.12,22.25,22.0,0.25,-0.25,21.622,21.95,21.45,0.5,0.05000000000000071,21.85,22.05,21.55,0.5,-0.4499999999999993,6425,13400,3354,10046,-1141
2018-02-11,21.142,21.5,20.56,0.9400000000000013,0.25,21.669999999999998,22.2,21.4,0.8000000000000007,0.4499999999999993,21.11,21.5,20.56,0.9400000000000013,0.25,21.31,21.7,20.85,0.8499999999999979,0.3000000000000007,8075,17890,1169,16721,5068
2018-02-18,21.025,21.1,20.95,0.15000000000000213,-0.15000000000000213,21.6375,21.8,21.4,0.40000000000000213,-0.25,20.9,21.1,20.6,0.5,-0.20000000000000284,21.1625,21.4,21.05,0.34999999999999787,-0.09999999999999787,6522,11651,2947,8704,-2938
2018-02-25,21.1625,21.45,20.95,0.5,0.1999999999999993,21.3125,21.55,21.1,0.4499999999999993,0.04999999999999716,21.002499999999998,21.15,20.75,0.3999999999999986,0.3999999999999986,21.15,21.35,21.0,0.3500000000000014,0.14999999999999858,15356,50228,352,49876,-3676
2018-03-04,21.74,22.3,21.15,1.1500000000000021,0.25,22.45,23.0,22.1,0.8999999999999986,0.8999999999999986,21.63,21.95,21.15,0.8000000000000007,0.25,22.02,22.55,21.8,0.75,0.75,13140,22992,8711,14281,14281
2018-03-11,22.14,22.5,21.4,1.1000000000000014,-0.9500000000000028,22.49,22.85,21.75,1.1000000000000014,-1.1000000000000014,21.61,22.15,20.95,1.1999999999999993,-1.1999999999999993,21.96,22.5,21.3,1.1999999999999993,-1.0999999999999979,22134,34638,7284,27354,25343
2018-03-18,21.65,22.45,21.15,1.3000000000000007,-1.0500000000000007,22.02,22.45,21.55,0.8999999999999986,-0.05000000000000071,21.24,21.55,20.95,0.6000000000000014,0.4499999999999993,21.5,22.0,20.95,1.0500000000000007,1.0500000000000007,39685,114391,8483,105908,-2795
2018-03-25,22.737499999999997,23.0,22.15,0.8500000000000014,0.8500000000000014,23.1,23.5,22.9,0.6000000000000014,0.10000000000000142,22.4575,22.68,22.0,0.6799999999999997,0.6499999999999986,22.9625,23.25,22.75,0.5,0.14999999999999858,21150,35521,8534,26987,-26247
2018-04-01,22.849999999999998,22.9,22.75,0.14999999999999858,0.0,23.009999999999998,23.2,22.9,0.3000000000000007,-0.05000000000000071,22.7,22.85,22.5,0.3500000000000014,-0.20000000000000284,22.86,22.95,22.55,0.3999999999999986,0.0,18608,47314,7646,39668,6025
