Date,VelocityShares 1x Long VSTOXX FuturesEtf_Open_average,VelocityShares 1x Long VSTOXX FuturesEtf_Open_max,VelocityShares 1x Long VSTOXX FuturesEtf_Open_min,VelocityShares 1x Long VSTOXX FuturesEtf_Open_volatility,VelocityShares 1x Long VSTOXX FuturesEtf_Open_change,VelocityShares 1x Long VSTOXX FuturesEtf_High_average,VelocityShares 1x Long VSTOXX FuturesEtf_High_max,VelocityShares 1x Long VSTOXX FuturesEtf_High_min,VelocityShares 1x Long VSTOXX FuturesEtf_High_volatility,VelocityShares 1x Long VSTOXX FuturesEtf_High_change,VelocityShares 1x Long VSTOXX FuturesEtf_Low_average,VelocityShares 1x Long VSTOXX FuturesEtf_Low_max,VelocityShares 1x Long VSTOXX FuturesEtf_Low_min,VelocityShares 1x Long VSTOXX FuturesEtf_Low_volatility,VelocityShares 1x Long VSTOXX FuturesEtf_Low_change,VelocityShares 1x Long VSTOXX FuturesEtf_Close_average,VelocityShares 1x Long VSTOXX FuturesEtf_Close_max,VelocityShares 1x Long VSTOXX FuturesEtf_Close_min,VelocityShares 1x Long VSTOXX FuturesEtf_Close_volatility,VelocityShares 1x Long VSTOXX FuturesEtf_Close_change
2018-03-25,14.5,14.5,14.5,0.0,0.0,14.5,14.5,14.5,0.0,0.0,14.5,14.5,14.5,0.0,0.0,14.5,14.5,14.5,0.0,0.0
2018-04-01,13.4,13.4,13.4,0.0,0.0,13.4,13.4,13.4,0.0,0.0,13.4,13.4,13.4,0.0,0.0,13.4,13.4,13.4,0.0,0.0
2018-04-08,13.23,13.23,13.23,0.0,0.0,13.23,13.23,13.23,0.0,0.0,13.23,13.23,13.23,0.0,0.0,13.23,13.23,13.23,0.0,0.0
2018-04-15,11.5,11.5,11.5,0.0,0.0,11.5,11.5,11.5,0.0,0.0,11.5,11.5,11.5,0.0,0.0,11.5,11.5,11.5,0.0,0.0
2018-04-22,11.52,11.52,11.52,0.0,0.0,11.52,11.52,11.52,0.0,0.0,11.52,11.52,11.52,0.0,0.0,11.52,11.52,11.52,0.0,0.0
2018-04-29,10.33,10.33,10.33,0.0,0.0,10.33,10.33,10.33,0.0,0.0,10.33,10.33,10.33,0.0,0.0,10.33,10.33,10.33,0.0,0.0
2018-05-06,9.97,9.97,9.97,0.0,0.0,9.97,9.97,9.97,0.0,0.0,9.97,9.97,9.97,0.0,0.0,9.97,9.97,9.97,0.0,0.0
2018-05-13,9.89,9.89,9.89,0.0,0.0,9.89,9.89,9.89,0.0,0.0,9.81,9.81,9.81,0.0,0.0,9.81,9.81,9.81,0.0,0.0
2018-05-20,10.2,10.2,10.2,0.0,0.0,10.65,10.65,10.65,0.0,0.0,10.2,10.2,10.2,0.0,0.0,10.65,10.65,10.65,0.0,0.0
2018-05-27,10.69,10.69,10.69,0.0,0.0,10.69,10.69,10.69,0.0,0.0,10.35,10.35,10.35,0.0,0.0,10.4,10.4,10.4,0.0,0.0
2018-06-03,10.83,10.83,10.83,0.0,0.0,10.83,10.83,10.83,0.0,0.0,10.7,10.7,10.7,0.0,0.0,10.7,10.7,10.7,0.0,0.0
2018-06-10,8.45,8.45,8.45,0.0,0.0,8.45,8.45,8.45,0.0,0.0,8.45,8.45,8.45,0.0,0.0,8.45,8.45,8.45,0.0,0.0
2018-06-17,10.32,10.32,10.32,0.0,0.0,10.32,10.32,10.32,0.0,0.0,10.32,10.32,10.32,0.0,0.0,10.32,10.32,10.32,0.0,0.0
2018-06-24,10.61,10.61,10.61,0.0,0.0,10.69,10.69,10.69,0.0,0.0,10.61,10.61,10.61,0.0,0.0,10.69,10.69,10.69,0.0,0.0
2018-07-01,9.85,9.85,9.85,0.0,0.0,9.85,9.85,9.85,0.0,0.0,9.85,9.85,9.85,0.0,0.0,9.85,9.85,9.85,0.0,0.0
2018-07-08,9.08,9.08,9.08,0.0,0.0,9.08,9.08,9.08,0.0,0.0,9.08,9.08,9.08,0.0,0.0,9.08,9.08,9.08,0.0,0.0
2018-07-15,8.7,8.7,8.7,0.0,0.0,8.7,8.7,8.7,0.0,0.0,8.7,8.7,8.7,0.0,0.0,8.7,8.7,8.7,0.0,0.0
2018-07-22,8.69,8.69,8.69,0.0,0.0,8.7,8.7,8.7,0.0,0.0,8.69,8.69,8.69,0.0,0.0,8.7,8.7,8.7,0.0,0.0
2018-07-29,9.16,9.16,9.16,0.0,0.0,9.16,9.16,9.16,0.0,0.0,9.16,9.16,9.16,0.0,0.0,9.16,9.16,9.16,0.0,0.0
2018-08-05,8.27,8.27,8.27,0.0,0.0,8.27,8.27,8.27,0.0,0.0,8.27,8.27,8.27,0.0,0.0,8.27,8.27,8.27,0.0,0.0
2018-08-12,9.68,9.68,9.68,0.0,0.0,9.68,9.68,9.68,0.0,0.0,9.68,9.68,9.68,0.0,0.0,9.68,9.68,9.68,0.0,0.0
2018-08-19,8.79,8.79,8.79,0.0,0.0,8.79,8.79,8.79,0.0,0.0,8.79,8.79,8.79,0.0,0.0,8.79,8.79,8.79,0.0,0.0
2018-08-26,9.02,9.02,9.02,0.0,0.0,9.02,9.02,9.02,0.0,0.0,9.02,9.02,9.02,0.0,0.0,9.02,9.02,9.02,0.0,0.0
2018-09-02,9.61,9.61,9.61,0.0,0.0,9.61,9.61,9.61,0.0,0.0,9.61,9.61,9.61,0.0,0.0,9.61,9.61,9.61,0.0,0.0
2018-09-09,8.89,8.89,8.89,0.0,0.0,8.89,8.89,8.89,0.0,0.0,8.71,8.71,8.71,0.0,0.0,8.71,8.71,8.71,0.0,0.0
2018-09-16,8.46,8.46,8.46,0.0,0.0,8.46,8.46,8.46,0.0,0.0,8.46,8.46,8.46,0.0,0.0,8.46,8.46,8.46,0.0,0.0
2018-09-23,8.41,8.41,8.41,0.0,0.0,8.53,8.53,8.53,0.0,0.0,8.41,8.41,8.41,0.0,0.0,8.53,8.53,8.53,0.0,0.0
2018-09-30,9.08,9.08,9.08,0.0,0.0,9.09,9.09,9.09,0.0,0.0,9.04,9.04,9.04,0.0,0.0,9.04,9.04,9.04,0.0,0.0
2018-10-07,10.09,10.09,10.09,0.0,0.0,10.64,10.64,10.64,0.0,0.0,10.09,10.09,10.09,0.0,0.0,10.5,10.5,10.5,0.0,0.0
2018-10-14,9.61,9.61,9.61,0.0,0.0,9.61,9.61,9.61,0.0,0.0,9.61,9.61,9.61,0.0,0.0,9.61,9.61,9.61,0.0,0.0
2018-10-21,11.15,11.15,11.15,0.0,0.0,11.3,11.3,11.3,0.0,0.0,11.07,11.07,11.07,0.0,0.0,11.3,11.3,11.3,0.0,0.0
2018-10-28,10.85,10.85,10.85,0.0,0.0,10.85,10.85,10.85,0.0,0.0,9.99,9.99,9.99,0.0,0.0,10.31,10.31,10.31,0.0,0.0
2018-11-04,9.04,9.04,9.04,0.0,0.0,9.23,9.23,9.23,0.0,0.0,9.04,9.04,9.04,0.0,0.0,9.11,9.11,9.11,0.0,0.0
2018-11-11,9.81,9.81,9.81,0.0,0.0,9.81,9.81,9.81,0.0,0.0,9.65,9.65,9.65,0.0,0.0,9.65,9.65,9.65,0.0,0.0
2018-11-18,9.65,9.65,9.65,0.0,0.0,9.65,9.65,9.65,0.0,0.0,9.65,9.65,9.65,0.0,0.0,9.65,9.65,9.65,0.0,0.0
2018-11-25,9.42,9.42,9.42,0.0,0.0,9.42,9.42,9.42,0.0,0.0,9.2,9.2,9.2,0.0,0.0,9.2,9.2,9.2,0.0,0.0
2018-12-02,10.23,10.23,10.23,0.0,0.0,10.87,10.87,10.87,0.0,0.0,10.23,10.23,10.23,0.0,0.0,10.83,10.83,10.83,0.0,0.0
2018-12-09,10.91,10.91,10.91,0.0,0.0,10.91,10.91,10.91,0.0,0.0,10.91,10.91,10.91,0.0,0.0,10.91,10.91,10.91,0.0,0.0
2018-12-16,11.97,11.97,11.97,0.0,0.0,12.03,12.03,12.03,0.0,0.0,11.77,11.77,11.77,0.0,0.0,12.03,12.03,12.03,0.0,0.0
2018-12-23,13.14,13.14,13.14,0.0,0.0,13.14,13.14,13.14,0.0,0.0,12.41,12.41,12.41,0.0,0.0,12.72,12.72,12.72,0.0,0.0
2018-12-30,11.38,11.38,11.38,0.0,0.0,11.38,11.38,11.38,0.0,0.0,11.21,11.21,11.21,0.0,0.0,11.21,11.21,11.21,0.0,0.0
2019-01-06,10.8,10.8,10.8,0.0,0.0,10.8,10.8,10.8,0.0,0.0,10.3,10.3,10.3,0.0,0.0,10.3,10.3,10.3,0.0,0.0
2019-01-13,8.91,8.91,8.91,0.0,0.0,8.91,8.91,8.91,0.0,0.0,8.36,8.36,8.36,0.0,0.0,8.63,8.63,8.63,0.0,0.0
2019-01-20,8.84,8.84,8.84,0.0,0.0,8.84,8.84,8.84,0.0,0.0,8.76,8.76,8.76,0.0,0.0,8.76,8.76,8.76,0.0,0.0
2019-01-27,8.65,8.65,8.65,0.0,0.0,8.69,8.69,8.69,0.0,0.0,8.07,8.07,8.07,0.0,0.0,8.07,8.07,8.07,0.0,0.0
2019-02-03,8.73,8.73,8.73,0.0,0.0,8.76,8.76,8.76,0.0,0.0,8.42,8.42,8.42,0.0,0.0,8.42,8.42,8.42,0.0,0.0
2019-02-10,8.01,8.01,8.01,0.0,0.0,8.01,8.01,8.01,0.0,0.0,7.76,7.76,7.76,0.0,0.0,8.0,8.0,8.0,0.0,0.0
2019-02-17,7.85,7.85,7.85,0.0,0.0,7.85,7.85,7.85,0.0,0.0,7.8,7.8,7.8,0.0,0.0,7.85,7.85,7.85,0.0,0.0
2019-02-24,7.52,7.52,7.52,0.0,0.0,7.52,7.52,7.52,0.0,0.0,7.42,7.42,7.42,0.0,0.0,7.42,7.42,7.42,0.0,0.0
2019-03-03,7.76,7.76,7.76,0.0,0.0,7.84,7.84,7.84,0.0,0.0,7.68,7.68,7.68,0.0,0.0,7.68,7.68,7.68,0.0,0.0
2019-03-10,7.25,7.25,7.25,0.0,0.0,7.29,7.29,7.29,0.0,0.0,6.86,6.86,6.86,0.0,0.0,7.17,7.17,7.17,0.0,0.0
2019-03-17,7.68,7.68,7.68,0.0,0.0,8.05,8.05,8.05,0.0,0.0,7.54,7.54,7.54,0.0,0.0,7.82,7.82,7.82,0.0,0.0
2019-03-24,7.47,7.47,7.47,0.0,0.0,7.49,7.49,7.49,0.0,0.0,7.31,7.31,7.31,0.0,0.0,7.31,7.31,7.31,0.0,0.0
2019-03-31,6.96,6.96,6.96,0.0,0.0,6.96,6.96,6.96,0.0,0.0,6.96,6.96,6.96,0.0,0.0,6.96,6.96,6.96,0.0,0.0
2019-04-07,6.67,6.67,6.67,0.0,0.0,6.67,6.67,6.67,0.0,0.0,6.41,6.41,6.41,0.0,0.0,6.41,6.41,6.41,0.0,0.0
2019-04-14,5.91,5.91,5.91,0.0,0.0,6.07,6.07,6.07,0.0,0.0,5.91,5.91,5.91,0.0,0.0,6.07,6.07,6.07,0.0,0.0
2019-04-21,6.11,6.11,6.11,0.0,0.0,6.11,6.11,6.11,0.0,0.0,6.04,6.04,6.04,0.0,0.0,6.04,6.04,6.04,0.0,0.0
2019-04-28,6.6,6.6,6.6,0.0,0.0,6.6,6.6,6.6,0.0,0.0,5.93,5.93,5.93,0.0,0.0,5.95,5.95,5.95,0.0,0.0
2019-05-05,6.9,6.9,6.9,0.0,0.0,6.97,6.97,6.97,0.0,0.0,6.54,6.54,6.54,0.0,0.0,6.54,6.54,6.54,0.0,0.0
2019-05-12,6.26,6.26,6.26,0.0,0.0,6.26,6.26,6.26,0.0,0.0,6.05,6.05,6.05,0.0,0.0,6.11,6.11,6.11,0.0,0.0
2019-05-19,6.42,6.42,6.42,0.0,0.0,6.42,6.42,6.42,0.0,0.0,6.42,6.42,6.42,0.0,0.0,6.42,6.42,6.42,0.0,0.0
2019-05-26,6.87,6.87,6.87,0.0,0.0,6.97,6.97,6.97,0.0,0.0,6.85,6.85,6.85,0.0,0.0,6.89,6.89,6.89,0.0,0.0
2019-06-02,6.35,6.35,6.35,0.0,0.0,6.37,6.37,6.37,0.0,0.0,6.13,6.13,6.13,0.0,0.0,6.36,6.36,6.36,0.0,0.0
2019-06-09,6.1,6.1,6.1,0.0,0.0,6.14,6.14,6.14,0.0,0.0,6.03,6.03,6.03,0.0,0.0,6.03,6.03,6.03,0.0,0.0
2019-06-16,5.98,5.98,5.98,0.0,0.0,5.98,5.98,5.98,0.0,0.0,5.88,5.88,5.88,0.0,0.0,5.95,5.95,5.95,0.0,0.0
2019-06-23,5.76,5.76,5.76,0.0,0.0,5.76,5.76,5.76,0.0,0.0,5.67,5.67,5.67,0.0,0.0,5.67,5.67,5.67,0.0,0.0
2019-06-30,5.28,5.28,5.28,0.0,0.0,5.28,5.28,5.28,0.0,0.0,5.28,5.28,5.28,0.0,0.0,5.28,5.28,5.28,0.0,0.0
2019-07-07,5.14,5.14,5.14,0.0,0.0,5.14,5.14,5.14,0.0,0.0,5.14,5.14,5.14,0.0,0.0,5.14,5.14,5.14,0.0,0.0
2019-07-14,5.17,5.17,5.17,0.0,0.0,5.17,5.17,5.17,0.0,0.0,5.17,5.17,5.17,0.0,0.0,5.17,5.17,5.17,0.0,0.0
2019-07-21,5.0,5.0,5.0,0.0,0.0,5.0,5.0,5.0,0.0,0.0,4.83,4.83,4.83,0.0,0.0,4.83,4.83,4.83,0.0,0.0
2019-07-28,5.68,5.68,5.68,0.0,0.0,5.8,5.8,5.8,0.0,0.0,5.68,5.68,5.68,0.0,0.0,5.77,5.77,5.77,0.0,0.0
2019-08-04,6.12,6.12,6.12,0.0,0.0,6.19,6.19,6.19,0.0,0.0,6.11,6.11,6.11,0.0,0.0,6.11,6.11,6.11,0.0,0.0
2019-08-11,6.55,6.55,6.55,0.0,0.0,6.55,6.55,6.55,0.0,0.0,6.22,6.22,6.22,0.0,0.0,6.22,6.22,6.22,0.0,0.0
2019-08-18,6.08,6.08,6.08,0.0,0.0,6.65,6.65,6.65,0.0,0.0,6.08,6.08,6.08,0.0,0.0,6.65,6.65,6.65,0.0,0.0
2019-08-25,5.93,5.93,5.93,0.0,0.0,6.03,6.03,6.03,0.0,0.0,5.86,5.86,5.86,0.0,0.0,5.96,5.96,5.96,0.0,0.0
2019-09-01,5.42,5.42,5.42,0.0,0.0,5.49,5.49,5.49,0.0,0.0,5.34,5.34,5.34,0.0,0.0,5.4,5.4,5.4,0.0,0.0
2019-09-08,5.0,5.0,5.0,0.0,0.0,5.07,5.07,5.07,0.0,0.0,5.0,5.0,5.0,0.0,0.0,5.01,5.01,5.01,0.0,0.0
2019-09-15,4.95,4.95,4.95,0.0,0.0,5.13,5.13,5.13,0.0,0.0,4.87,4.87,4.87,0.0,0.0,5.13,5.13,5.13,0.0,0.0
2019-09-22,5.2,5.2,5.2,0.0,0.0,5.44,5.44,5.44,0.0,0.0,5.2,5.2,5.2,0.0,0.0,5.44,5.44,5.44,0.0,0.0
2019-09-29,5.55,5.55,5.55,0.0,0.0,5.55,5.55,5.55,0.0,0.0,5.55,5.55,5.55,0.0,0.0,5.55,5.55,5.55,0.0,0.0
2019-10-06,5.15,5.15,5.15,0.0,0.0,5.15,5.15,5.15,0.0,0.0,5.1,5.1,5.1,0.0,0.0,5.13,5.13,5.13,0.0,0.0
2019-10-13,4.85,4.85,4.85,0.0,0.0,4.9,4.9,4.9,0.0,0.0,4.85,4.85,4.85,0.0,0.0,4.9,4.9,4.9,0.0,0.0
2019-10-20,4.55,4.55,4.55,0.0,0.0,4.55,4.55,4.55,0.0,0.0,4.53,4.53,4.53,0.0,0.0,4.53,4.53,4.53,0.0,0.0
2019-10-27,4.48,4.48,4.48,0.0,0.0,4.48,4.48,4.48,0.0,0.0,4.46,4.46,4.46,0.0,0.0,4.46,4.46,4.46,0.0,0.0
2019-11-03,4.29,4.29,4.29,0.0,0.0,4.29,4.29,4.29,0.0,0.0,4.29,4.29,4.29,0.0,0.0,4.29,4.29,4.29,0.0,0.0
2019-11-10,4.01,4.01,4.01,0.0,0.0,4.01,4.01,4.01,0.0,0.0,3.93,3.93,3.93,0.0,0.0,3.93,3.93,3.93,0.0,0.0
2019-11-17,4.0,4.0,4.0,0.0,0.0,4.0,4.0,4.0,0.0,0.0,3.95,3.95,3.95,0.0,0.0,3.97,3.97,3.97,0.0,0.0
2019-11-24,3.82,3.82,3.82,0.0,0.0,3.82,3.82,3.82,0.0,0.0,3.82,3.82,3.82,0.0,0.0,3.82,3.82,3.82,0.0,0.0
2019-12-01,3.92,3.92,3.92,0.0,0.0,3.92,3.92,3.92,0.0,0.0,3.92,3.92,3.92,0.0,0.0,3.92,3.92,3.92,0.0,0.0
2019-12-08,3.83,3.83,3.83,0.0,0.0,3.83,3.83,3.83,0.0,0.0,3.66,3.66,3.66,0.0,0.0,3.66,3.66,3.66,0.0,0.0
2019-12-15,3.48,3.48,3.48,0.0,0.0,3.48,3.48,3.48,0.0,0.0,3.46,3.46,3.46,0.0,0.0,3.46,3.46,3.46,0.0,0.0
2019-12-22,3.59,3.59,3.59,0.0,0.0,3.6,3.6,3.6,0.0,0.0,3.56,3.56,3.56,0.0,0.0,3.56,3.56,3.56,0.0,0.0
2019-12-29,3.54,3.54,3.54,0.0,0.0,3.6,3.6,3.6,0.0,0.0,3.54,3.54,3.54,0.0,0.0,3.58,3.58,3.58,0.0,0.0
