Date,IAG_stock_Open_average,IAG_stock_Open_max,IAG_stock_Open_min,IAG_stock_Open_volatility,IAG_stock_Open_change,IAG_stock_High_average,IAG_stock_High_max,IAG_stock_High_min,IAG_stock_High_volatility,IAG_stock_High_change,IAG_stock_Low_average,IAG_stock_Low_max,IAG_stock_Low_min,IAG_stock_Low_volatility,IAG_stock_Low_change,IAG_stock_Close_average,IAG_stock_Close_max,IAG_stock_Close_min,IAG_stock_Close_volatility,IAG_stock_Close_change,IAG_stock_Volume_average,IAG_stock_Volume_max,IAG_stock_Volume_min,IAG_stock_Volume_volatility,IAG_stock_Volume_change
2018-01-14,6.195,6.24,6.08,0.16000000000000014,0.16000000000000014,6.285,6.46,6.11,0.34999999999999964,0.17999999999999972,6.095000000000001,6.15,5.97,0.1800000000000006,0.1800000000000006,6.1450000000000005,6.16,6.11,0.04999999999999982,0.04999999999999982,5038805,8393461,2277684,6115777,-2493875
2018-01-21,6.248,6.46,6.04,0.41999999999999993,-0.15000000000000036,6.354,6.52,6.24,0.27999999999999936,0.019999999999999574,6.09,6.32,5.99,0.33000000000000007,-0.009999999999999787,6.212,6.36,6.03,0.33000000000000007,0.009999999999999787,4945349,7852935,3704764,4148171,790286
2018-01-28,5.89,6.12,5.75,0.3700000000000001,-0.3700000000000001,5.958,6.14,5.81,0.33000000000000007,-0.33000000000000007,5.72,5.8,5.58,0.21999999999999975,-0.21999999999999975,5.804,5.93,5.6,0.33000000000000007,-0.22000000000000064,4615949,5219143,3631623,1587520,-10625
2018-02-04,5.432,5.58,5.32,0.2599999999999998,-0.20000000000000018,5.548,5.72,5.4,0.3199999999999994,-0.3199999999999994,5.32,5.51,5.11,0.39999999999999947,-0.39999999999999947,5.386,5.57,5.26,0.3100000000000005,-0.3100000000000005,5247961,5776238,4224858,1551380,341881
2018-02-11,5.756,6.18,5.28,0.8999999999999995,0.8300000000000001,5.964,6.19,5.59,0.6000000000000005,0.5700000000000003,5.624,5.94,5.27,0.6700000000000008,0.5200000000000005,5.868,6.17,5.54,0.6299999999999999,0.33999999999999986,6098001,8396636,3102961,5293675,3479703
2018-02-18,5.64,5.91,5.34,0.5700000000000003,-0.4299999999999997,5.7925,6.11,5.45,0.6600000000000001,-0.4299999999999997,5.529999999999999,5.8,5.27,0.5300000000000002,-0.3899999999999997,5.605,5.86,5.34,0.5200000000000005,-0.3600000000000003,5855054,9707092,2456657,7250435,-1894745
2018-02-25,5.34,5.46,5.2,0.2599999999999998,-0.08999999999999986,5.396,5.46,5.33,0.1299999999999999,-0.03000000000000025,5.226,5.36,5.09,0.27000000000000046,-0.08000000000000007,5.311999999999999,5.43,5.26,0.16999999999999993,-0.1299999999999999,4092321,5518756,3232644,2286112,698873
2018-03-04,5.2700000000000005,5.4,5.15,0.25,-0.09999999999999964,5.322,5.43,5.21,0.21999999999999975,-0.1200000000000001,5.174,5.33,5.08,0.25,-0.13999999999999968,5.212,5.35,5.08,0.2699999999999996,-0.22999999999999954,3480933,4253969,2796612,1457357,721255
2018-03-11,4.952,5.07,4.86,0.20999999999999996,-0.16999999999999993,5.002,5.07,4.95,0.1200000000000001,-0.11000000000000032,4.852,4.92,4.8,0.1200000000000001,-0.08999999999999986,4.932,5.02,4.9,0.11999999999999922,-0.11999999999999922,5982577,7920439,3442224,4478215,1221196
2018-03-18,5.126,5.33,4.91,0.41999999999999993,0.41999999999999993,5.226,5.35,5.03,0.3199999999999994,0.3199999999999994,5.076,5.22,4.88,0.33999999999999986,0.33999999999999986,5.16,5.27,5.01,0.2599999999999998,0.23000000000000043,4570493,5396692,3661716,1734976,805432
2018-03-25,5.255,5.31,5.16,0.14999999999999947,-0.1200000000000001,5.3125,5.38,5.22,0.16000000000000014,-0.16000000000000014,5.1925,5.26,5.14,0.1200000000000001,-0.10999999999999943,5.2525,5.36,5.16,0.20000000000000018,-0.16999999999999993,4140118,5320423,3179617,2140806,588127
2018-04-01,5.176,5.25,5.01,0.2400000000000002,-0.04999999999999982,5.234,5.29,5.18,0.11000000000000032,-0.05999999999999961,5.082,5.21,5.01,0.20000000000000018,-0.13999999999999968,5.14,5.25,5.08,0.16999999999999993,-0.16000000000000014,3870330,5370352,2526354,2843998,-1246195
2018-04-08,5.2620000000000005,5.46,5.08,0.3799999999999999,0.3799999999999999,5.392,5.68,5.19,0.4899999999999993,0.4899999999999993,5.208,5.42,5.01,0.41000000000000014,0.41000000000000014,5.328,5.58,5.13,0.4500000000000002,0.4500000000000002,4464082,6762874,2861864,3901010,3419192
2018-04-15,5.588,5.64,5.53,0.10999999999999943,-0.08000000000000007,5.64,5.72,5.6,0.1200000000000001,-0.010000000000000675,5.494,5.53,5.42,0.11000000000000032,-0.08000000000000007,5.566,5.59,5.54,0.04999999999999982,-0.04999999999999982,3636101,5477799,2892037,2585762,703612
2018-04-22,5.426,5.47,5.37,0.09999999999999964,0.009999999999999787,5.502,5.6,5.46,0.13999999999999968,0.13999999999999968,5.38,5.47,5.34,0.1299999999999999,0.1200000000000001,5.446,5.55,5.38,0.16999999999999993,0.14999999999999947,2966814,3573709,2278380,1295329,-927780
2018-04-29,5.542,5.71,5.42,0.29000000000000004,0.1299999999999999,5.63,5.72,5.51,0.20999999999999996,0.16999999999999993,5.488,5.57,5.38,0.1900000000000004,0.15999999999999925,5.566,5.64,5.46,0.17999999999999972,0.17999999999999972,3205700,4398749,1794426,2604323,-1793107
2018-05-06,6.028,6.22,5.64,0.5800000000000001,0.5800000000000001,6.122,6.24,5.74,0.5,0.5,5.9559999999999995,6.11,5.63,0.4800000000000004,0.4299999999999997,6.056,6.21,5.69,0.5199999999999996,0.40999999999999925,4155349,6787414,2242258,4545156,103817
2018-05-13,6.0,6.11,5.92,0.1900000000000004,-0.1900000000000004,6.064,6.19,5.99,0.20000000000000018,-0.14000000000000057,5.944,6.09,5.89,0.20000000000000018,-0.20000000000000018,6.006,6.13,5.92,0.20999999999999996,-0.1200000000000001,2774093,4340679,1966526,2374153,-1703627
2018-05-20,6.068,6.27,5.94,0.3299999999999992,0.28999999999999915,6.176,6.33,6.04,0.29000000000000004,0.28000000000000025,6.0200000000000005,6.2,5.92,0.28000000000000025,0.25,6.122,6.31,5.95,0.35999999999999943,0.22000000000000064,3513999,4683331,1465480,3217851,2790707
2018-05-27,6.2125,6.3,6.1,0.20000000000000018,0.13000000000000078,6.3100000000000005,6.33,6.28,0.04999999999999982,-0.019999999999999574,6.165,6.22,6.08,0.13999999999999968,0.07000000000000028,6.225,6.29,6.18,0.11000000000000032,-0.010000000000000675,3566206,4754071,2314029,2440042,324934
2018-06-03,6.048,6.24,5.8,0.4400000000000004,-0.4400000000000004,6.072,6.26,5.8,0.45999999999999996,-0.45999999999999996,5.926,6.13,5.72,0.41000000000000014,-0.41000000000000014,5.96,6.16,5.78,0.3799999999999999,-0.3799999999999999,3480980,4596044,1765548,2830496,-2635006
2018-06-10,5.882,6.0,5.78,0.21999999999999975,0.09999999999999964,5.938,6.03,5.87,0.16000000000000014,0.019999999999999574,5.798,5.93,5.72,0.20999999999999996,0.04999999999999982,5.9,5.96,5.84,0.1200000000000001,0.009999999999999787,3312806,6910308,2011966,4898342,4898342
2018-06-17,5.7780000000000005,5.83,5.69,0.13999999999999968,-0.13999999999999968,5.838,5.92,5.75,0.16999999999999993,-0.16999999999999993,5.736,5.82,5.67,0.15000000000000036,-0.14000000000000057,5.772,5.87,5.68,0.1900000000000004,-0.13999999999999968,1836480,2323522,1441743,881779,23575
2018-06-24,5.67,5.71,5.6,0.11000000000000032,0.019999999999999574,5.778,5.87,5.74,0.1299999999999999,0.1299999999999999,5.632,5.71,5.6,0.11000000000000032,0.08000000000000007,5.704,5.81,5.62,0.1899999999999995,0.15999999999999925,2591835,3782943,1884026,1898917,127998
2018-07-01,5.9325,6.08,5.76,0.3200000000000003,0.2599999999999998,6.02,6.09,5.86,0.22999999999999954,0.21999999999999975,5.89,6.0,5.75,0.25,0.20999999999999996,5.9825,6.08,5.77,0.3100000000000005,0.3100000000000005,2249365,2623431,1953804,669627,481720
2018-07-08,5.96,6.11,5.83,0.28000000000000025,-0.28000000000000025,6.034,6.16,5.88,0.28000000000000025,-0.28000000000000025,5.884,5.98,5.76,0.22000000000000064,-0.22000000000000064,5.91,6.04,5.77,0.27000000000000046,-0.21000000000000085,1912777,2789453,1254198,1535255,-1483011
2018-07-15,5.804,5.92,5.75,0.16999999999999993,0.16999999999999993,5.936,5.99,5.86,0.1299999999999999,0.1200000000000001,5.768,5.82,5.73,0.08999999999999986,0.08999999999999986,5.864,5.89,5.83,0.05999999999999961,0.05999999999999961,2277622,3237656,1233239,2004417,1418093
2018-07-22,5.6819999999999995,5.85,5.52,0.33000000000000007,-0.33000000000000007,5.728,5.86,5.55,0.3100000000000005,-0.20000000000000018,5.5760000000000005,5.69,5.45,0.2400000000000002,-0.1900000000000004,5.626,5.73,5.51,0.22000000000000064,-0.08999999999999986,3046149,4316193,2007936,2308257,-696291
2018-07-29,5.534,5.59,5.44,0.14999999999999947,0.0,5.616,5.68,5.53,0.14999999999999947,0.009999999999999787,5.498,5.56,5.44,0.11999999999999922,-0.009999999999999787,5.528,5.58,5.46,0.1200000000000001,-0.020000000000000462,2043945,2577935,1608808,969127,174483
