Date,ProShares UltraShort MSCI Emerging Markets_Open_average,ProShares UltraShort MSCI Emerging Markets_Open_max,ProShares UltraShort MSCI Emerging Markets_Open_min,ProShares UltraShort MSCI Emerging Markets_Open_volatility,ProShares UltraShort MSCI Emerging Markets_Open_change,ProShares UltraShort MSCI Emerging Markets_High_average,ProShares UltraShort MSCI Emerging Markets_High_max,ProShares UltraShort MSCI Emerging Markets_High_min,ProShares UltraShort MSCI Emerging Markets_High_volatility,ProShares UltraShort MSCI Emerging Markets_High_change,ProShares UltraShort MSCI Emerging Markets_Low_average,ProShares UltraShort MSCI Emerging Markets_Low_max,ProShares UltraShort MSCI Emerging Markets_Low_min,ProShares UltraShort MSCI Emerging Markets_Low_volatility,ProShares UltraShort MSCI Emerging Markets_Low_change,ProShares UltraShort MSCI Emerging Markets_Close_average,ProShares UltraShort MSCI Emerging Markets_Close_max,ProShares UltraShort MSCI Emerging Markets_Close_min,ProShares UltraShort MSCI Emerging Markets_Close_volatility,ProShares UltraShort MSCI Emerging Markets_Close_change
2018-08-05,46.15,46.15,46.15,0.0,0.0,46.27,46.27,46.27,0.0,0.0,45.78,45.78,45.78,0.0,0.0,45.93,45.93,45.93,0.0,0.0
2018-08-12,49.47,49.47,49.47,0.0,0.0,49.59,49.59,49.59,0.0,0.0,47.81,47.81,47.81,0.0,0.0,47.99,47.99,47.99,0.0,0.0
2018-08-19,45.77,45.77,45.77,0.0,0.0,45.84,45.84,45.84,0.0,0.0,45.34,45.34,45.34,0.0,0.0,45.44,45.44,45.44,0.0,0.0
2018-08-26,46.34,46.34,46.34,0.0,0.0,46.4,46.4,46.4,0.0,0.0,45.43,45.43,45.43,0.0,0.0,45.58,45.58,45.58,0.0,0.0
2018-09-02,49.1,49.1,49.1,0.0,0.0,49.53,49.53,49.53,0.0,0.0,48.32,48.32,48.32,0.0,0.0,49.2,49.2,49.2,0.0,0.0
2018-09-09,47.56,47.56,47.56,0.0,0.0,48.69,48.69,48.69,0.0,0.0,47.56,47.56,47.56,0.0,0.0,48.25,48.25,48.25,0.0,0.0
2018-09-16,45.67,45.67,45.67,0.0,0.0,45.83,45.83,45.83,0.0,0.0,45.26,45.26,45.26,0.0,0.0,45.45,45.45,45.45,0.0,0.0
2018-09-23,46.01,46.01,46.01,0.0,0.0,46.26,46.26,46.26,0.0,0.0,45.52,45.52,45.52,0.0,0.0,46.01,46.01,46.01,0.0,0.0
2018-09-30,50.33,50.33,50.33,0.0,0.0,51.57,51.57,51.57,0.0,0.0,50.22,50.22,50.22,0.0,0.0,50.68,50.68,50.68,0.0,0.0
2018-10-07,51.97,51.97,51.97,0.0,0.0,53.3,53.3,53.3,0.0,0.0,51.63,51.63,51.63,0.0,0.0,51.87,51.87,51.87,0.0,0.0
2018-10-14,52.5,52.5,52.5,0.0,0.0,53.4,53.4,53.4,0.0,0.0,51.97,51.97,51.97,0.0,0.0,53.2,53.2,53.2,0.0,0.0
2018-10-21,56.82,56.82,56.82,0.0,0.0,57.22,57.22,57.22,0.0,0.0,54.93,54.93,54.93,0.0,0.0,55.75,55.75,55.75,0.0,0.0
2018-10-28,48.65,48.65,48.65,0.0,0.0,50.62,50.62,50.62,0.0,0.0,48.34,48.34,48.34,0.0,0.0,49.75,49.75,49.75,0.0,0.0
2018-11-04,51.85,51.85,51.85,0.0,0.0,52.88,52.88,52.88,0.0,0.0,51.8,51.8,51.8,0.0,0.0,52.17,52.17,52.17,0.0,0.0
2018-11-11,50.3,50.3,50.3,0.0,0.0,50.3,50.3,50.3,0.0,0.0,48.86,48.86,48.86,0.0,0.0,49.17,49.17,49.17,0.0,0.0
2018-11-18,52.1,52.1,52.1,0.0,0.0,52.1,52.1,52.1,0.0,0.0,51.6,51.6,51.6,0.0,0.0,51.93,51.93,51.93,0.0,0.0
2018-11-25,49.03,49.03,49.03,0.0,0.0,49.11,49.11,49.11,0.0,0.0,48.66,48.66,48.66,0.0,0.0,48.69,48.69,48.69,0.0,0.0
2018-12-02,49.73,49.73,49.73,0.0,0.0,51.57,51.57,51.57,0.0,0.0,49.1,49.1,49.1,0.0,0.0,51.41,51.41,51.41,0.0,0.0
2018-12-09,51.23,51.23,51.23,0.0,0.0,51.47,51.47,51.47,0.0,0.0,50.73,50.73,50.73,0.0,0.0,51.39,51.39,51.39,0.0,0.0
2018-12-16,52.29,52.29,52.29,0.0,0.0,53.56,53.56,53.56,0.0,0.0,51.91,51.91,51.91,0.0,0.0,53.33,53.33,53.33,0.0,0.0
2018-12-23,51.57,51.57,51.57,0.0,0.0,51.82,51.82,51.82,0.0,0.0,50.7,50.7,50.7,0.0,0.0,51.28,51.28,51.28,0.0,0.0
2018-12-30,51.69,51.69,51.69,0.0,0.0,52.01,52.01,52.01,0.0,0.0,49.51,49.51,49.51,0.0,0.0,49.8,49.8,49.8,0.0,0.0
2019-01-06,47.63,47.63,47.63,0.0,0.0,47.79,47.79,47.79,0.0,0.0,47.36,47.36,47.36,0.0,0.0,47.36,47.36,47.36,0.0,0.0
2019-01-13,45.59,45.59,45.59,0.0,0.0,45.6,45.6,45.6,0.0,0.0,45.17,45.17,45.17,0.0,0.0,45.36,45.36,45.36,0.0,0.0
2019-01-20,44.3,44.3,44.3,0.0,0.0,44.32,44.32,44.32,0.0,0.0,43.85,43.85,43.85,0.0,0.0,44.09,44.09,44.09,0.0,0.0
2019-01-27,42.84,42.84,42.84,0.0,0.0,43.04,43.04,43.04,0.0,0.0,42.71,42.71,42.71,0.0,0.0,42.84,42.84,42.84,0.0,0.0
2019-02-03,44.24,44.24,44.24,0.0,0.0,44.6,44.6,44.6,0.0,0.0,44.02,44.02,44.02,0.0,0.0,44.13,44.13,44.13,0.0,0.0
2019-02-10,44.14,44.14,44.14,0.0,0.0,44.43,44.43,44.43,0.0,0.0,44.14,44.14,44.14,0.0,0.0,44.18,44.18,44.18,0.0,0.0
2019-02-17,42.54,42.54,42.54,0.0,0.0,42.55,42.55,42.55,0.0,0.0,42.12,42.12,42.12,0.0,0.0,42.25,42.25,42.25,0.0,0.0
2019-02-24,42.81,42.81,42.81,0.0,0.0,43.44,43.44,43.44,0.0,0.0,42.8,42.8,42.8,0.0,0.0,43.36,43.36,43.36,0.0,0.0
2019-03-03,45.53,45.53,45.53,0.0,0.0,45.55,45.55,45.55,0.0,0.0,45.01,45.01,45.01,0.0,0.0,45.08,45.08,45.08,0.0,0.0
2019-03-10,42.45,42.45,42.45,0.0,0.0,42.45,42.45,42.45,0.0,0.0,41.99,41.99,41.99,0.0,0.0,42.0,42.0,42.0,0.0,0.0
2019-03-17,41.91,41.91,41.91,0.0,0.0,43.19,43.19,43.19,0.0,0.0,41.91,41.91,41.91,0.0,0.0,43.15,43.15,43.15,0.0,0.0
2019-03-24,42.18,42.18,42.18,0.0,0.0,42.5,42.5,42.5,0.0,0.0,41.97,41.97,41.97,0.0,0.0,42.12,42.12,42.12,0.0,0.0
2019-03-31,39.75,39.75,39.75,0.0,0.0,39.79,39.79,39.79,0.0,0.0,39.35,39.35,39.35,0.0,0.0,39.4,39.4,39.4,0.0,0.0
2019-04-07,39.26,39.26,39.26,0.0,0.0,39.61,39.61,39.61,0.0,0.0,39.19,39.19,39.19,0.0,0.0,39.5,39.5,39.5,0.0,0.0
2019-04-14,39.38,39.38,39.38,0.0,0.0,39.49,39.49,39.49,0.0,0.0,38.97,38.97,38.97,0.0,0.0,39.14,39.14,39.14,0.0,0.0
2019-04-21,40.56,40.56,40.56,0.0,0.0,40.59,40.59,40.59,0.0,0.0,40.22,40.22,40.22,0.0,0.0,40.35,40.35,40.35,0.0,0.0
2019-04-28,40.12,40.12,40.12,0.0,0.0,40.12,40.12,40.12,0.0,0.0,39.66,39.66,39.66,0.0,0.0,39.69,39.69,39.69,0.0,0.0
2019-05-05,44.29,44.29,44.29,0.0,0.0,45.27,45.27,45.27,0.0,0.0,43.71,43.71,43.71,0.0,0.0,44.08,44.08,44.08,0.0,0.0
2019-05-12,47.39,47.39,47.39,0.0,0.0,47.58,47.58,47.58,0.0,0.0,46.83,46.83,46.83,0.0,0.0,47.52,47.52,47.52,0.0,0.0
2019-05-19,47.75,47.75,47.75,0.0,0.0,48.38,48.38,48.38,0.0,0.0,47.75,47.75,47.75,0.0,0.0,48.36,48.36,48.36,0.0,0.0
2019-05-26,47.28,47.28,47.28,0.0,0.0,47.32,47.32,47.32,0.0,0.0,46.38,46.38,46.38,0.0,0.0,46.49,46.49,46.49,0.0,0.0
2019-06-02,45.4,45.4,45.4,0.0,0.0,45.51,45.51,45.51,0.0,0.0,44.79,44.79,44.79,0.0,0.0,45.51,45.51,45.51,0.0,0.0
2019-06-09,45.34,45.34,45.34,0.0,0.0,45.71,45.71,45.71,0.0,0.0,45.27,45.27,45.27,0.0,0.0,45.7,45.7,45.7,0.0,0.0
2019-06-16,41.57,41.57,41.57,0.0,0.0,41.64,41.64,41.64,0.0,0.0,41.29,41.29,41.29,0.0,0.0,41.52,41.52,41.52,0.0,0.0
2019-06-23,41.01,41.01,41.01,0.0,0.0,41.28,41.28,41.28,0.0,0.0,40.92,40.92,40.92,0.0,0.0,41.1,41.1,41.1,0.0,0.0
2019-06-30,41.21,41.21,41.21,0.0,0.0,41.39,41.39,41.39,0.0,0.0,40.89,40.89,40.89,0.0,0.0,41.05,41.05,41.05,0.0,0.0
2019-07-07,41.23,41.23,41.23,0.0,0.0,41.49,41.49,41.49,0.0,0.0,41.1,41.1,41.1,0.0,0.0,41.2,41.2,41.2,0.0,0.0
2019-07-14,40.59,40.59,40.59,0.0,0.0,41.22,41.22,41.22,0.0,0.0,40.59,40.59,40.59,0.0,0.0,41.17,41.17,41.17,0.0,0.0
2019-07-21,41.29,41.29,41.29,0.0,0.0,41.73,41.73,41.73,0.0,0.0,41.29,41.29,41.29,0.0,0.0,41.49,41.49,41.49,0.0,0.0
2019-07-28,45.54,45.54,45.54,0.0,0.0,46.21,46.21,46.21,0.0,0.0,45.29,45.29,45.29,0.0,0.0,45.92,45.92,45.92,0.0,0.0
2019-08-04,47.05,47.05,47.05,0.0,0.0,47.7,47.7,47.7,0.0,0.0,46.93,46.93,46.93,0.0,0.0,47.28,47.28,47.28,0.0,0.0
2019-08-11,48.34,48.34,48.34,0.0,0.0,48.4,48.4,48.4,0.0,0.0,47.76,47.76,47.76,0.0,0.0,47.91,47.91,47.91,0.0,0.0
2019-08-18,48.03,48.03,48.03,0.0,0.0,49.27,49.27,49.27,0.0,0.0,47.24,47.24,47.24,0.0,0.0,49.15,49.15,49.15,0.0,0.0
2019-08-25,46.35,46.35,46.35,0.0,0.0,46.89,46.89,46.89,0.0,0.0,46.26,46.26,46.26,0.0,0.0,46.44,46.44,46.44,0.0,0.0
2019-09-01,43.91,43.91,43.91,0.0,0.0,44.08,44.08,44.08,0.0,0.0,43.72,43.72,43.72,0.0,0.0,44.02,44.02,44.02,0.0,0.0
2019-09-08,41.9,41.9,41.9,0.0,0.0,42.12,42.12,42.12,0.0,0.0,41.81,41.81,41.81,0.0,0.0,41.96,41.96,41.96,0.0,0.0
2019-09-15,42.68,42.68,42.68,0.0,0.0,43.52,43.52,43.52,0.0,0.0,42.68,42.68,42.68,0.0,0.0,43.27,43.27,43.27,0.0,0.0
2019-09-22,44.0,44.0,44.0,0.0,0.0,45.5,45.5,45.5,0.0,0.0,43.89,43.89,43.89,0.0,0.0,45.19,45.19,45.19,0.0,0.0
2019-09-29,45.13,45.13,45.13,0.0,0.0,45.23,45.23,45.23,0.0,0.0,44.34,44.34,44.34,0.0,0.0,44.44,44.44,44.44,0.0,0.0
2019-10-06,42.95,42.95,42.95,0.0,0.0,43.01,43.01,43.01,0.0,0.0,42.19,42.19,42.19,0.0,0.0,42.84,42.84,42.84,0.0,0.0
2019-10-13,41.88,41.88,41.88,0.0,0.0,42.51,42.51,42.51,0.0,0.0,41.87,41.87,41.87,0.0,0.0,42.36,42.36,42.36,0.0,0.0
2019-10-20,41.36,41.36,41.36,0.0,0.0,41.36,41.36,41.36,0.0,0.0,40.87,40.87,40.87,0.0,0.0,40.91,40.91,40.91,0.0,0.0
2019-10-27,40.32,40.32,40.32,0.0,0.0,40.32,40.32,40.32,0.0,0.0,39.9,39.9,39.9,0.0,0.0,39.9,39.9,39.9,0.0,0.0
2019-11-03,38.93,38.93,38.93,0.0,0.0,39.18,39.18,39.18,0.0,0.0,38.83,38.83,38.83,0.0,0.0,39.04,39.04,39.04,0.0,0.0
2019-11-10,40.11,40.11,40.11,0.0,0.0,40.19,40.19,40.19,0.0,0.0,39.88,39.88,39.88,0.0,0.0,40.01,40.01,40.01,0.0,0.0
2019-11-17,40.32,40.32,40.32,0.0,0.0,40.68,40.68,40.68,0.0,0.0,40.32,40.32,40.32,0.0,0.0,40.52,40.52,40.52,0.0,0.0
2019-11-24,40.94,40.94,40.94,0.0,0.0,41.12,41.12,41.12,0.0,0.0,40.94,40.94,40.94,0.0,0.0,41.09,41.09,41.09,0.0,0.0
2019-12-01,40.1,40.1,40.1,0.0,0.0,40.28,40.28,40.28,0.0,0.0,40.02,40.02,40.02,0.0,0.0,40.12,40.12,40.12,0.0,0.0
2019-12-08,37.39,37.39,37.39,0.0,0.0,37.86,37.86,37.86,0.0,0.0,36.94,36.94,36.94,0.0,0.0,37.64,37.64,37.64,0.0,0.0
2019-12-15,35.86,35.86,35.86,0.0,0.0,35.94,35.94,35.94,0.0,0.0,35.72,35.72,35.72,0.0,0.0,35.81,35.81,35.81,0.0,0.0
2019-12-22,34.92,34.92,34.92,0.0,0.0,35.16,35.16,35.16,0.0,0.0,34.85,34.85,34.85,0.0,0.0,35.0,35.0,35.0,0.0,0.0
2019-12-29,34.74,34.74,34.74,0.0,0.0,35.14,35.14,35.14,0.0,0.0,34.72,34.72,34.72,0.0,0.0,35.13,35.13,35.13,0.0,0.0
