Date,Janus ObesityEtf_Open_average,Janus ObesityEtf_Open_max,Janus ObesityEtf_Open_min,Janus ObesityEtf_Open_volatility,Janus ObesityEtf_Open_change,Janus ObesityEtf_High_average,Janus ObesityEtf_High_max,Janus ObesityEtf_High_min,Janus ObesityEtf_High_volatility,Janus ObesityEtf_High_change,Janus ObesityEtf_Low_average,Janus ObesityEtf_Low_max,Janus ObesityEtf_Low_min,Janus ObesityEtf_Low_volatility,Janus ObesityEtf_Low_change,Janus ObesityEtf_Close_average,Janus ObesityEtf_Close_max,Janus ObesityEtf_Close_min,Janus ObesityEtf_Close_volatility,Janus ObesityEtf_Close_change
2018-01-14,32.32,32.32,32.32,0.0,0.0,32.96,32.96,32.96,0.0,0.0,32.02,32.02,32.02,0.0,0.0,32.02,32.02,32.02,0.0,0.0
2018-01-21,33.97,33.97,33.97,0.0,0.0,34.01,34.01,34.01,0.0,0.0,33.66,33.66,33.66,0.0,0.0,33.66,33.66,33.66,0.0,0.0
2018-01-28,31.93,31.93,31.93,0.0,0.0,32.15,32.15,32.15,0.0,0.0,31.93,31.93,31.93,0.0,0.0,32.15,32.15,32.15,0.0,0.0
2018-02-04,31.22,31.22,31.22,0.0,0.0,31.22,31.22,31.22,0.0,0.0,29.72,29.72,29.72,0.0,0.0,29.72,29.72,29.72,0.0,0.0
2018-02-11,32.23,32.23,32.23,0.0,0.0,32.3,32.3,32.3,0.0,0.0,31.91,31.91,31.91,0.0,0.0,32.09,32.09,32.09,0.0,0.0
2018-02-18,32.74,32.74,32.74,0.0,0.0,32.74,32.74,32.74,0.0,0.0,31.81,31.81,31.81,0.0,0.0,32.01,32.01,32.01,0.0,0.0
2018-02-25,31.0,31.0,31.0,0.0,0.0,31.0,31.0,31.0,0.0,0.0,31.0,31.0,31.0,0.0,0.0,31.0,31.0,31.0,0.0,0.0
2018-03-04,32.02,32.02,32.02,0.0,0.0,32.48,32.48,32.48,0.0,0.0,32.02,32.02,32.02,0.0,0.0,32.48,32.48,32.48,0.0,0.0
2018-03-11,32.05,32.05,32.05,0.0,0.0,32.91,32.91,32.91,0.0,0.0,31.88,31.88,31.88,0.0,0.0,32.91,32.91,32.91,0.0,0.0
2018-03-18,32.4,32.4,32.4,0.0,0.0,32.49,32.49,32.49,0.0,0.0,32.25,32.25,32.25,0.0,0.0,32.25,32.25,32.25,0.0,0.0
2018-03-25,32.21,32.21,32.21,0.0,0.0,32.21,32.21,32.21,0.0,0.0,32.21,32.21,32.21,0.0,0.0,32.21,32.21,32.21,0.0,0.0
2018-04-01,32.56,32.56,32.56,0.0,0.0,32.56,32.56,32.56,0.0,0.0,31.78,31.78,31.78,0.0,0.0,31.93,31.93,31.93,0.0,0.0
2018-04-08,33.3,33.3,33.3,0.0,0.0,33.3,33.3,33.3,0.0,0.0,32.57,32.57,32.57,0.0,0.0,32.57,32.57,32.57,0.0,0.0
2018-04-15,33.29,33.29,33.29,0.0,0.0,33.29,33.29,33.29,0.0,0.0,32.34,32.34,32.34,0.0,0.0,32.34,32.34,32.34,0.0,0.0
2018-04-22,32.55,32.55,32.55,0.0,0.0,32.55,32.55,32.55,0.0,0.0,32.54,32.54,32.54,0.0,0.0,32.54,32.54,32.54,0.0,0.0
2018-04-29,33.22,33.22,33.22,0.0,0.0,33.9,33.9,33.9,0.0,0.0,32.9,32.9,32.9,0.0,0.0,33.9,33.9,33.9,0.0,0.0
2018-05-06,33.16,33.16,33.16,0.0,0.0,33.16,33.16,33.16,0.0,0.0,33.16,33.16,33.16,0.0,0.0,33.16,33.16,33.16,0.0,0.0
2018-05-13,35.23,35.23,35.23,0.0,0.0,35.26,35.26,35.26,0.0,0.0,35.21,35.21,35.21,0.0,0.0,35.21,35.21,35.21,0.0,0.0
2018-05-20,34.86,34.86,34.86,0.0,0.0,35.22,35.22,35.22,0.0,0.0,34.86,34.86,34.86,0.0,0.0,35.22,35.22,35.22,0.0,0.0
2018-05-27,36.34,36.34,36.34,0.0,0.0,36.34,36.34,36.34,0.0,0.0,36.13,36.13,36.13,0.0,0.0,36.33,36.33,36.33,0.0,0.0
2018-06-03,36.23,36.23,36.23,0.0,0.0,36.77,36.77,36.77,0.0,0.0,36.23,36.23,36.23,0.0,0.0,36.77,36.77,36.77,0.0,0.0
2018-06-10,37.06,37.06,37.06,0.0,0.0,37.82,37.82,37.82,0.0,0.0,37.06,37.06,37.06,0.0,0.0,37.7,37.7,37.7,0.0,0.0
2018-06-17,37.61,37.61,37.61,0.0,0.0,38.25,38.25,38.25,0.0,0.0,37.49,37.49,37.49,0.0,0.0,37.75,37.75,37.75,0.0,0.0
2018-06-24,36.63,36.63,36.63,0.0,0.0,36.67,36.67,36.67,0.0,0.0,36.63,36.63,36.63,0.0,0.0,36.67,36.67,36.67,0.0,0.0
2018-07-01,37.46,37.46,37.46,0.0,0.0,37.93,37.93,37.93,0.0,0.0,36.64,36.64,36.64,0.0,0.0,37.82,37.82,37.82,0.0,0.0
2018-07-08,37.55,37.55,37.55,0.0,0.0,38.72,38.72,38.72,0.0,0.0,37.49,37.49,37.49,0.0,0.0,37.63,37.63,37.63,0.0,0.0
2018-07-15,37.91,37.91,37.91,0.0,0.0,37.91,37.91,37.91,0.0,0.0,37.5,37.5,37.5,0.0,0.0,37.89,37.89,37.89,0.0,0.0
2018-07-22,37.62,37.62,37.62,0.0,0.0,37.62,37.62,37.62,0.0,0.0,36.29,36.29,36.29,0.0,0.0,36.8,36.8,36.8,0.0,0.0
2018-07-29,38.02,38.02,38.02,0.0,0.0,38.02,38.02,38.02,0.0,0.0,37.61,37.61,37.61,0.0,0.0,37.77,37.77,37.77,0.0,0.0
2018-08-05,36.51,36.51,36.51,0.0,0.0,37.2,37.2,37.2,0.0,0.0,36.5,36.5,36.5,0.0,0.0,36.5,36.5,36.5,0.0,0.0
2018-08-12,36.82,36.82,36.82,0.0,0.0,36.82,36.82,36.82,0.0,0.0,36.24,36.24,36.24,0.0,0.0,36.77,36.77,36.77,0.0,0.0
2018-08-19,38.3,38.3,38.3,0.0,0.0,38.51,38.51,38.51,0.0,0.0,38.01,38.01,38.01,0.0,0.0,38.25,38.25,38.25,0.0,0.0
2018-08-26,40.0,40.0,40.0,0.0,0.0,40.0,40.0,40.0,0.0,0.0,38.4,38.4,38.4,0.0,0.0,38.88,38.88,38.88,0.0,0.0
2018-09-02,38.1,38.1,38.1,0.0,0.0,38.23,38.23,38.23,0.0,0.0,37.93,37.93,37.93,0.0,0.0,37.93,37.93,37.93,0.0,0.0
2018-09-09,39.08,39.08,39.08,0.0,0.0,39.46,39.46,39.46,0.0,0.0,38.74,38.74,38.74,0.0,0.0,38.85,38.85,38.85,0.0,0.0
2018-09-16,38.1,38.1,38.1,0.0,0.0,38.1,38.1,38.1,0.0,0.0,37.86,37.86,37.86,0.0,0.0,37.86,37.86,37.86,0.0,0.0
2018-09-23,38.35,38.35,38.35,0.0,0.0,38.48,38.48,38.48,0.0,0.0,38.32,38.32,38.32,0.0,0.0,38.32,38.32,38.32,0.0,0.0
2018-09-30,36.3,36.3,36.3,0.0,0.0,36.3,36.3,36.3,0.0,0.0,35.63,35.63,35.63,0.0,0.0,35.85,35.85,35.85,0.0,0.0
2018-10-07,34.77,34.77,34.77,0.0,0.0,34.77,34.77,34.77,0.0,0.0,33.94,33.94,33.94,0.0,0.0,34.1,34.1,34.1,0.0,0.0
2018-10-14,35.04,35.04,35.04,0.0,0.0,35.28,35.28,35.28,0.0,0.0,34.54,34.54,34.54,0.0,0.0,34.54,34.54,34.54,0.0,0.0
2018-10-21,33.02,33.02,33.02,0.0,0.0,33.46,33.46,33.46,0.0,0.0,33.02,33.02,33.02,0.0,0.0,33.46,33.46,33.46,0.0,0.0
2018-10-28,34.82,34.82,34.82,0.0,0.0,35.1,35.1,35.1,0.0,0.0,34.77,34.77,34.77,0.0,0.0,34.77,34.77,34.77,0.0,0.0
2018-11-04,35.46,35.46,35.46,0.0,0.0,35.5,35.5,35.5,0.0,0.0,35.41,35.41,35.41,0.0,0.0,35.43,35.43,35.43,0.0,0.0
2018-11-11,33.52,33.52,33.52,0.0,0.0,33.52,33.52,33.52,0.0,0.0,33.21,33.21,33.21,0.0,0.0,33.21,33.21,33.21,0.0,0.0
2018-11-18,32.44,32.44,32.44,0.0,0.0,32.6,32.6,32.6,0.0,0.0,32.42,32.42,32.42,0.0,0.0,32.54,32.54,32.54,0.0,0.0
2018-11-25,34.52,34.52,34.52,0.0,0.0,34.52,34.52,34.52,0.0,0.0,33.87,33.87,33.87,0.0,0.0,34.01,34.01,34.01,0.0,0.0
2018-12-02,32.82,32.82,32.82,0.0,0.0,32.82,32.82,32.82,0.0,0.0,32.61,32.61,32.61,0.0,0.0,32.61,32.61,32.61,0.0,0.0
2018-12-09,32.96,32.96,32.96,0.0,0.0,33.06,33.06,33.06,0.0,0.0,32.58,32.58,32.58,0.0,0.0,32.58,32.58,32.58,0.0,0.0
2018-12-16,30.55,30.55,30.55,0.0,0.0,30.67,30.67,30.67,0.0,0.0,30.0,30.0,30.0,0.0,0.0,30.17,30.17,30.17,0.0,0.0
2018-12-23,31.56,31.56,31.56,0.0,0.0,31.63,31.63,31.63,0.0,0.0,31.49,31.49,31.49,0.0,0.0,31.56,31.56,31.56,0.0,0.0
2018-12-30,31.92,31.92,31.92,0.0,0.0,31.92,31.92,31.92,0.0,0.0,31.92,31.92,31.92,0.0,0.0,31.92,31.92,31.92,0.0,0.0
2019-01-06,32.81,32.81,32.81,0.0,0.0,33.7,33.7,33.7,0.0,0.0,32.81,32.81,32.81,0.0,0.0,33.37,33.37,33.37,0.0,0.0
2019-01-13,33.7,33.7,33.7,0.0,0.0,34.14,34.14,34.14,0.0,0.0,33.7,33.7,33.7,0.0,0.0,33.85,33.85,33.85,0.0,0.0
2019-01-20,33.07,33.07,33.07,0.0,0.0,33.09,33.09,33.09,0.0,0.0,32.78,32.78,32.78,0.0,0.0,33.08,33.08,33.08,0.0,0.0
2019-01-27,33.71,33.71,33.71,0.0,0.0,33.71,33.71,33.71,0.0,0.0,33.25,33.25,33.25,0.0,0.0,33.25,33.25,33.25,0.0,0.0
2019-02-03,33.29,33.29,33.29,0.0,0.0,33.35,33.35,33.35,0.0,0.0,33.04,33.04,33.04,0.0,0.0,33.35,33.35,33.35,0.0,0.0
2019-02-10,34.54,34.54,34.54,0.0,0.0,34.63,34.63,34.63,0.0,0.0,34.54,34.54,34.54,0.0,0.0,34.63,34.63,34.63,0.0,0.0
2019-02-17,34.58,34.58,34.58,0.0,0.0,34.8,34.8,34.8,0.0,0.0,34.55,34.55,34.55,0.0,0.0,34.8,34.8,34.8,0.0,0.0
2019-02-24,34.8,34.8,34.8,0.0,0.0,35.0,35.0,35.0,0.0,0.0,34.73,34.73,34.73,0.0,0.0,35.0,35.0,35.0,0.0,0.0
2019-03-03,34.16,34.16,34.16,0.0,0.0,34.24,34.24,34.24,0.0,0.0,34.16,34.16,34.16,0.0,0.0,34.24,34.24,34.24,0.0,0.0
2019-03-10,35.0,35.0,35.0,0.0,0.0,35.39,35.39,35.39,0.0,0.0,34.98,34.98,34.98,0.0,0.0,35.33,35.33,35.33,0.0,0.0
2019-03-17,35.55,35.55,35.55,0.0,0.0,35.55,35.55,35.55,0.0,0.0,34.97,34.97,34.97,0.0,0.0,34.97,34.97,34.97,0.0,0.0
2019-03-24,33.71,33.71,33.71,0.0,0.0,33.83,33.83,33.83,0.0,0.0,33.71,33.71,33.71,0.0,0.0,33.83,33.83,33.83,0.0,0.0
2019-03-31,33.8,33.8,33.8,0.0,0.0,34.17,34.17,34.17,0.0,0.0,33.8,33.8,33.8,0.0,0.0,34.17,34.17,34.17,0.0,0.0
2019-04-07,33.75,33.75,33.75,0.0,0.0,33.97,33.97,33.97,0.0,0.0,33.75,33.75,33.75,0.0,0.0,33.96,33.96,33.96,0.0,0.0
2019-04-14,31.9,31.9,31.9,0.0,0.0,31.93,31.93,31.93,0.0,0.0,31.59,31.59,31.59,0.0,0.0,31.67,31.67,31.67,0.0,0.0
2019-04-21,32.77,32.77,32.77,0.0,0.0,33.05,33.05,33.05,0.0,0.0,32.61,32.61,32.61,0.0,0.0,33.05,33.05,33.05,0.0,0.0
2019-04-28,33.38,33.38,33.38,0.0,0.0,34.0,34.0,34.0,0.0,0.0,33.38,33.38,33.38,0.0,0.0,33.72,33.72,33.72,0.0,0.0
2019-05-05,33.39,33.39,33.39,0.0,0.0,33.46,33.46,33.46,0.0,0.0,33.39,33.39,33.39,0.0,0.0,33.46,33.46,33.46,0.0,0.0
2019-05-12,33.13,33.13,33.13,0.0,0.0,33.13,33.13,33.13,0.0,0.0,33.13,33.13,33.13,0.0,0.0,33.13,33.13,33.13,0.0,0.0
2019-05-19,32.8,32.8,32.8,0.0,0.0,32.82,32.82,32.82,0.0,0.0,32.8,32.8,32.8,0.0,0.0,32.8,32.8,32.8,0.0,0.0
2019-05-26,32.13,32.13,32.13,0.0,0.0,32.14,32.14,32.14,0.0,0.0,32.13,32.13,32.13,0.0,0.0,32.14,32.14,32.14,0.0,0.0
2019-06-02,33.0,33.0,33.0,0.0,0.0,33.3,33.3,33.3,0.0,0.0,33.0,33.0,33.0,0.0,0.0,33.3,33.3,33.3,0.0,0.0
2019-06-09,34.01,34.01,34.01,0.0,0.0,34.01,34.01,34.01,0.0,0.0,34.01,34.01,34.01,0.0,0.0,34.01,34.01,34.01,0.0,0.0
2019-06-16,34.8,34.8,34.8,0.0,0.0,34.8,34.8,34.8,0.0,0.0,34.8,34.8,34.8,0.0,0.0,34.8,34.8,34.8,0.0,0.0
2019-06-23,34.32,34.32,34.32,0.0,0.0,34.32,34.32,34.32,0.0,0.0,34.12,34.12,34.12,0.0,0.0,34.19,34.19,34.19,0.0,0.0
2019-06-30,34.43,34.43,34.43,0.0,0.0,34.68,34.68,34.68,0.0,0.0,34.43,34.43,34.43,0.0,0.0,34.68,34.68,34.68,0.0,0.0
2019-07-07,33.99,33.99,33.99,0.0,0.0,33.99,33.99,33.99,0.0,0.0,33.99,33.99,33.99,0.0,0.0,33.99,33.99,33.99,0.0,0.0
2019-07-14,34.52,34.52,34.52,0.0,0.0,34.52,34.52,34.52,0.0,0.0,34.14,34.14,34.14,0.0,0.0,34.27,34.27,34.27,0.0,0.0
2019-07-21,34.68,34.68,34.68,0.0,0.0,34.68,34.68,34.68,0.0,0.0,34.68,34.68,34.68,0.0,0.0,34.68,34.68,34.68,0.0,0.0
2019-07-28,33.59,33.59,33.59,0.0,0.0,33.59,33.59,33.59,0.0,0.0,33.1,33.1,33.1,0.0,0.0,33.1,33.1,33.1,0.0,0.0
2019-08-04,33.46,33.46,33.46,0.0,0.0,33.73,33.73,33.73,0.0,0.0,33.2,33.2,33.2,0.0,0.0,33.32,33.32,33.32,0.0,0.0
2019-08-11,33.52,33.52,33.52,0.0,0.0,33.52,33.52,33.52,0.0,0.0,33.52,33.52,33.52,0.0,0.0,33.52,33.52,33.52,0.0,0.0
2019-08-18,34.08,34.08,34.08,0.0,0.0,34.08,34.08,34.08,0.0,0.0,34.08,34.08,34.08,0.0,0.0,34.08,34.08,34.08,0.0,0.0
2019-08-25,34.26,34.26,34.26,0.0,0.0,34.26,34.26,34.26,0.0,0.0,34.26,34.26,34.26,0.0,0.0,34.26,34.26,34.26,0.0,0.0
